rank	serverType	rewardItems	money	bindRMB	needScore	rankPreview	rankImg	rewardItemsPreview
1	5	[(27861,300),(26450,100),(26344,100),(25955,1),(26930,1)]	0	0	1200	1	KHPD_TextDYM	[(27861,300),(26450,100),(26344,100),(25955,1),(26930,1)]
2	5	[(27861,250),(26450,75),(26344,80),(25943,1),(26230,1)]	0	0	1200	2	KHPD_TextDRM	[(27861,250),(26450,75),(26344,80),(25943,1),(26230,1)]
3	5	[(27861,200),(26450,60),(26344,70),(25943,1),(26230,1)]	0	0	1200	3	KHPD_TextDSM	[(27861,200),(26450,60),(26344,70),(25943,1),(26230,1)]
4	5	[(27861,150),(26450,50),(26344,60),(25931,1),(26229,1)]	0	0	1000	4	KHPD_TextD4M	[(27861,150),(26450,50),(26344,60),(25931,1),(26229,1)]
5	5	[(27861,120),(26450,40),(26344,50),(25931,1),(26229,1)]	0	0	1000	5	KHPD_TextD5M	[(27861,120),(26450,40),(26344,50),(25931,1),(26229,1)]
6	5	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	6	KHPD_Text6	[(27861,100),(26450,30),(26344,40),(25919,1)]
7	5	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25919,1)]
8	5	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25919,1)]
9	5	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25919,1)]
10	5	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25919,1)]
11	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	7	KHPD_Text11	[(27861,80),(26450,20),(26344,30),(25919,1)]
12	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
13	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
14	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
15	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
16	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
17	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
18	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
19	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
20	5	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
21	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	8	KHPD_Text21	[(27861,60),(26450,15),(26344,20),(25907,1)]
22	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
23	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
24	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
25	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
26	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
27	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
28	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
29	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
30	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
31	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
32	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
33	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
34	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
35	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
36	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
37	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
38	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
39	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
40	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
41	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
42	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
43	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
44	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
45	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
46	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
47	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
48	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
49	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
50	5	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
51	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	9	KHPD_Text51	[(27861,40),(26450,10),(26344,10),(25895,1)]
52	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
53	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
54	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
55	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
56	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
57	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
58	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
59	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
60	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
61	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
62	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
63	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
64	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
65	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
66	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
67	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
68	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
69	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
70	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
71	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
72	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
73	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
74	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
75	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
76	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
77	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
78	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
79	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
80	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
81	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
82	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
83	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
84	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
85	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
86	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
87	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
88	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
89	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
90	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
91	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
92	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
93	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
94	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
95	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
96	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
97	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
98	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
99	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
100	5	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
