zoneId	index	levelRange	rankRange	rewardItem
6	10	(140,159)	(41,50)	[(27049,20),(26607,40),(28277,910),(26032,12),(28294,1)]
6	11	(140,159)	(51,100)	[(27049,15),(26607,30),(28277,780),(26032,10),(28295,1)]
6	12	(140,159)	(101,101)	[(27049,10),(26607,20),(28277,650),(26032,8),(28295,1)]
6	1	(160,179)	(1,1)	[(27905,100),(27066,200),(28277,2520),(26032,35),(28292,3)]
6	2	(160,179)	(2,2)	[(27905,80),(27066,160),(28277,2100),(26032,30),(28292,2)]
6	3	(160,179)	(3,3)	[(27905,70),(27066,140),(28277,1960),(26032,28),(28292,1)]
6	4	(160,179)	(4,4)	[(27905,60),(27066,120),(28277,1820),(26032,26),(28292,1)]
6	5	(160,179)	(5,6)	[(27905,50),(27066,100),(28277,1680),(26032,24),(28293,1)]
6	6	(160,179)	(7,10)	[(27905,40),(27066,80),(28277,1540),(26032,22),(28293,1)]
6	7	(160,179)	(11,20)	[(27905,35),(27066,70),(28277,1400),(26032,20),(28293,1)]
6	8	(160,179)	(21,30)	[(27905,30),(27066,60),(28277,1260),(26032,18),(28294,1)]
6	9	(160,179)	(31,40)	[(27905,25),(27066,50),(28277,1120),(26032,15),(28294,1)]
6	10	(160,179)	(41,50)	[(27905,20),(27066,40),(28277,980),(26032,12),(28294,1)]
6	11	(160,179)	(51,100)	[(27905,15),(27066,30),(28277,840),(26032,10),(28295,1)]
6	12	(160,179)	(101,101)	[(27905,10),(27066,20),(28277,700),(26032,8),(28295,1)]
