serverType	rank	needScore	rankPreview	rankImg	rewardItems	money	bindRMB	rewardItemsPreview
4	95	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	96	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	97	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	98	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	99	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	100	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	1	10000	1	SDJNH_TextDYM	[(27868,300),(26344,200),(26450,100),(25961,1),(27626,1)]	0	0	[(27868,300),(26344,200),(26450,100),(25961,1),(27626,1)]
5	2	10000	2	SDJNH_TextDRM	[(27868,250),(26344,150),(26450,75),(25949,1),(27625,1)]	0	0	[(27868,250),(26344,150),(26450,75),(25949,1),(27625,1)]
5	3	10000	3	SDJNH_TextDSM	[(27868,200),(26344,120),(26450,60),(25937,1),(27624,1)]	0	0	[(27868,200),(26344,120),(26450,60),(25937,1),(27624,1)]
5	4	10000	4	SDJNH_TextD4M	[(27868,150),(26344,100),(26450,50),(25925,1),(27623,1)]	0	0	[(27868,150),(26344,100),(26450,50),(25925,1),(27623,1)]
5	5	10000	5	SDJNH_TextD5M	[(27868,120),(26344,80),(26450,40),(25925,1),(27623,1)]	0	0	[(27868,120),(26344,80),(26450,40),(25925,1),(27623,1)]
5	6	8000	6	SDJNH_Text6	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
5	7	8000	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
5	8	8000	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
5	9	8000	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
5	10	8000	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
5	11	6000	7	SDJNH_Text11	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	12	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	13	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	14	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	15	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	16	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	17	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	18	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	19	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	20	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
5	21	4000	8	SDJNH_Text21	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	22	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	23	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	24	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	25	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	26	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	27	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	28	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	29	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	30	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	31	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	32	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	33	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	34	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	35	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	36	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	37	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	38	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	39	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	40	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	41	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	42	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	43	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	44	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	45	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	46	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	47	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	48	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	49	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	50	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
5	51	3000	9	SDJNH_Text51	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	52	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	53	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	54	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	55	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	56	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	57	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	58	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	59	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	60	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	61	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	62	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	63	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	64	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	65	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	66	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	67	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	68	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	69	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	70	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	71	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	72	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	73	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	74	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	75	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	76	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	77	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	78	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	79	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	80	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	81	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	82	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	83	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	84	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	85	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	86	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	87	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	88	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	89	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	90	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	91	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	92	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	93	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	94	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	95	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	96	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	97	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	98	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	99	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
5	100	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
