itemCoding	libaoType	what	money	bindrmb	unbindrmb	tili	tarothp	items	tarots	items_60	tarots_60	ratemoney	ratebindrmb	rateunbindrmb	ratetili	ratetarothp	rateitems	ratetarots	rateitems_60	ratetarots_60
27931	8	元宵节媒体礼包		200				[(25600,10),(26026,1)]		[(25600,10),(26026,1)]										
28030	9	四级雕纹礼盒															[(1000, 27967, 1), (1000, 27968, 1), (1000, 27969, 1),(1000, 27970, 1), (1000, 27971, 1), (1000, 27972, 1), (1000, 27973, 1), (1000, 27974, 1), (1000, 27975, 1)]		[(1000, 27967, 1), (1000, 27968, 1), (1000, 27969, 1),(1000, 27970, 1), (1000, 27971, 1), (1000, 27972, 1), (1000, 27973, 1), (1000, 27974, 1), (1000, 27975, 1)]	
28031	9	五级雕纹礼盒															[(1000, 27976, 1), (1000, 27977, 1),(1000, 27978, 1), (1000, 27979, 1),(1000, 27980, 1), (1000, 27981, 1), (1000, 27982, 1), (1000, 27983, 1), (1000, 27984, 1)]		[(1000, 27976, 1), (1000, 27977, 1),(1000, 27978, 1), (1000, 27979, 1),(1000, 27980, 1), (1000, 27981, 1), (1000, 27982, 1), (1000, 27983, 1), (1000, 27984, 1)]	
28032	9	六级雕纹礼盒															[(1000, 27985, 1), (1000, 27986, 1), (1000, 27987, 1),(1000, 27988, 1), (1000, 27989, 1), (1000, 27990, 1), (1000, 27991, 1), (1000, 27992, 1), (1000, 27993, 1)]		[(1000, 27985, 1), (1000, 27986, 1), (1000, 27987, 1),(1000, 27988, 1), (1000, 27989, 1), (1000, 27990, 1), (1000, 27991, 1), (1000, 27992, 1), (1000, 27993, 1)]	
28033	9	一级雕纹礼盒															[(1000, 27940, 1), (1000, 27941, 1),(1000, 27942, 1), (1000, 27943, 1),(1000, 27944, 1), (1000, 27945, 1), (1000, 27946, 1), (1000, 27947, 1), (1000, 27948, 1)]		[(1000, 27940, 1), (1000, 27941, 1),(1000, 27942, 1), (1000, 27943, 1),(1000, 27944, 1), (1000, 27945, 1), (1000, 27946, 1), (1000, 27947, 1), (1000, 27948, 1)]	
28034	9	二级雕纹礼盒															[(1000, 27949, 1), (1000, 27950, 1), (1000, 27951, 1),(1000, 27952, 1), (1000, 27953, 1), (1000, 27954, 1), (1000, 27955, 1), (1000, 27956, 1), (1000, 27957, 1)]		[(1000, 27949, 1), (1000, 27950, 1), (1000, 27951, 1),(1000, 27952, 1), (1000, 27953, 1), (1000, 27954, 1), (1000, 27955, 1), (1000, 27956, 1), (1000, 27957, 1)]	
28035	9	三级雕纹礼盒															[(1000, 27958, 1), (1000, 27959, 1),(1000, 27960, 1), (1000, 27961, 1),(1000, 27962, 1), (1000, 27963, 1), (1000, 27964, 1), (1000, 27965, 1), (1000, 27966, 1)]		[(1000, 27958, 1), (1000, 27959, 1),(1000, 27960, 1), (1000, 27961, 1),(1000, 27962, 1), (1000, 27963, 1), (1000, 27964, 1), (1000, 27965, 1), (1000, 27966, 1)]	
28037	8	畅爽精英礼包						[(25600,10),(26044,1)]		[(25600,10),(26044,1)]										
28038	8	畅爽黄金礼包		100				[(25837,10),(26026,1)]		[(25837,10),(26026,1)]										
28041	8	愚人节快乐礼包		100				[(25600,20),(25837,10),(26026,1),(26042,1)]		[(25600,20),(25837,10),(26026,1),(26042,1)]										
28042	9	七级雕纹礼盒															[(1000, 27994, 1), (1000, 27995, 1),(1000, 27996, 1), (1000, 27997, 1),(1000, 27998, 1), (1000, 27999, 1), (1000, 28000, 1), (1000, 28001, 1), (1000, 28002, 1)]		[(1000, 27994, 1), (1000, 27995, 1),(1000, 27996, 1), (1000, 27997, 1),(1000, 27998, 1), (1000, 27999, 1), (1000, 28000, 1), (1000, 28001, 1), (1000, 28002, 1)]	
28043	9	八级雕纹礼盒															[(1000, 28003, 1), (1000, 28004, 1),(1000, 28005, 1), (1000, 28006, 1),(1000, 28007, 1), (1000, 28008, 1), (1000, 28009, 1), (1000, 28010, 1), (1000, 28011, 1)]		[(1000, 28003, 1), (1000, 28004, 1),(1000, 28005, 1), (1000, 28006, 1),(1000, 28007, 1), (1000, 28008, 1), (1000, 28009, 1), (1000, 28010, 1), (1000, 28011, 1)]	
28044	9	九级雕纹礼盒															[(1000, 28012, 1), (1000, 28013, 1),(1000, 28014, 1), (1000, 28015, 1),(1000, 28016, 1), (1000, 28017, 1), (1000, 28018, 1), (1000, 28019, 1), (1000, 28020, 1)]		[(1000, 28012, 1), (1000, 28013, 1),(1000, 28014, 1), (1000, 28015, 1),(1000, 28016, 1), (1000, 28017, 1), (1000, 28018, 1), (1000, 28019, 1), (1000, 28020, 1)]	
28045	9	十级雕纹礼盒															[(1000, 28021, 1), (1000, 28022, 1),(1000, 28023, 1), (1000, 28024, 1),(1000, 28025, 1), (1000, 28026, 1), (1000, 28027, 1), (1000, 28028, 1), (1000, 28029, 1)]		[(1000, 28021, 1), (1000, 28022, 1),(1000, 28023, 1), (1000, 28024, 1),(1000, 28025, 1), (1000, 28026, 1), (1000, 28027, 1), (1000, 28028, 1), (1000, 28029, 1)]	
28050	8	累计3天购买500神石宝箱						[(26223,1),(26227,1),(26924,10)]		[(26223,1),(26227,1),(26924,10)]										
28051	8	累计3天购买500神石宝箱						[(26223,1),(26227,1),(26924,10)]		[(26223,1),(26227,1),(26924,10)]										
28052	8	累计3天购买500神石宝箱						[(28035,1),(26298,5),(28234,5)]		[(28035,1),(26298,5),(28234,5)]										
28053	8	累计3天购买1000神石宝箱						[(26224,1),(26228,1),(26925,10)]		[(26224,1),(26228,1),(26925,10)]										
28054	8	累计3天购买1000神石宝箱						[(26224,1),(26228,1),(26925,10)]		[(26224,1),(26228,1),(26925,10)]										
28055	8	累计3天购买1000神石宝箱						[(28030,1),(26479,5),(26925,10)]		[(28030,1),(26479,5),(26925,10)]										
28056	8	累计3天购买5000神石宝箱						[(26226,1),(26230,1),(27167,10)]		[(26226,1),(26230,1),(27167,10)]										
28057	8	累计3天购买5000神石宝箱						[(26226,1),(26230,1),(27167,10)]		[(26226,1),(26230,1),(27167,10)]										
28058	8	累计3天购买5000神石宝箱						[(28032,1),(26163,1),(27167,10)]		[(28032,1),(26163,1),(27167,10)]										
28059	8	累计6天购买500神石宝箱						[(26224,1),(26228,1),(25831,50)]		[(26224,1),(26228,1),(25831,50)]										
28060	8	累计6天购买500神石宝箱						[(26224,1),(26228,1),(25831,50)]		[(26224,1),(26228,1),(25831,50)]										
28061	8	累计6天购买500神石宝箱						[(28030,1),(26298,10),(28234,10)]		[(28030,1),(26298,10),(28234,10)]										
28062	8	累计6天购买1000神石宝箱						[(26225,1),(26229,1),(25831,80)]		[(26225,1),(26229,1),(25831,80)]										
28063	8	累计6天购买1000神石宝箱						[(26225,1),(26229,1),(25831,80)]		[(26225,1),(26229,1),(25831,80)]										
28064	8	累计6天购买1000神石宝箱						[(28031,1),(26479,10),(27710,1)]		[(28031,1),(26479,10),(27710,1)]										
28065	8	累计6天购买5000神石宝箱						[(26928,1),(26930,1),(27167,15)]		[(26928,1),(26930,1),(27167,15)]										
28066	8	累计6天购买5000神石宝箱						[(26928,1),(26930,1),(27167,15)]		[(26928,1),(26930,1),(27167,15)]										
28067	8	累计6天购买5000神石宝箱						[(28042,1),(26298,20),(27167,15)]		[(28042,1),(26298,20),(27167,15)]										
28068	8	累计9天购买500神石宝箱						[(26225,1),(26229,1),(25970,80)]		[(26225,1),(26229,1),(25970,80)]										
28069	8	累计9天购买500神石宝箱						[(26225,1),(26229,1),(25970,80)]		[(26225,1),(26229,1),(25970,80)]										
28070	8	累计9天购买500神石宝箱						[(28031,1),(26298,20),(25970,80)]		[(28031,1),(26298,20),(25970,80)]										
28071	8	累计9天购买1000神石宝箱						[(26226,1),(26230,1),(25970,100)]		[(26226,1),(26230,1),(25970,100)]										
28072	8	累计9天购买1000神石宝箱						[(26226,1),(26230,1),(25970,100)]		[(26226,1),(26230,1),(25970,100)]										
28073	8	累计9天购买1000神石宝箱						[(28032,1),(26479,25),(25970,100)]		[(28032,1),(26479,25),(25970,100)]										
28074	8	累计9天购买5000神石宝箱						[(26929,1),(26931,1),(26676,5)]		[(26929,1),(26931,1),(26676,5)]										
28075	8	累计9天购买5000神石宝箱						[(26929,1),(26931,1),(26676,5)]		[(26929,1),(26931,1),(26676,5)]										
28076	8	累计9天购买5000神石宝箱						[(28043,1),(26899,1),(26676,5)]		[(28043,1),(26899,1),(26676,5)]										
28077	2	100魔晶		100																
28078	2	150魔晶		150																
28079	2	200魔晶		200																
28080	2	250魔晶		250																
28081	2	300魔晶		300																
28082	2	400魔晶		400																
28083	2	500魔晶		500																
28084	2	120魔晶		120																
28086	6	回归贵族至尊礼包（一）						[(27368,1),(26031,1),(26152,1)]		[(27368,1),(26031,1),(26152,1)]										
28087	6	回归贵族至尊礼包（二）						[(27368,1),(26031,1),(26152,1)]		[(27368,1),(26031,1),(26152,1)]										
28088	6	回归贵族至尊礼包（三）						[(27369,1),(26031,2),(26152,2)]		[(27369,1),(26031,2),(26152,2)]										
28089	6	回归贵族至尊礼包（四）						[(27369,1),(26031,5),(26152,5)]		[(27369,1),(26031,5),(26152,5)]										
28090	6	回归贵族至尊礼包（五）						[(27370,1),(26031,10),(26152,10)]		[(27370,1),(26031,10),(26152,10)]										
28091	6	回归贵族至尊礼包（六）						[(27370,1),(26031,10),(26152,10),(27587,50)]		[(27370,1),(26031,10),(26152,10),(27587,50)]										
28092	6	回归贵族至尊礼包（七）						[(27371,1),(26031,10),(26152,10),(27587,50)]		[(27371,1),(26031,10),(26152,10),(27587,50)]										
28093	6	回归贵族至尊礼包（八）						[(27371,1),(26031,10),(26152,10),(27587,100)]		[(27371,1),(26031,10),(26152,10),(27587,100)]										
28094	6	回归贵族至尊礼包（九）						[(27371,1),(26031,10),(26152,10),(27587,100)]		[(27371,1),(26031,10),(26152,10),(27587,100)]										
28095	6	回归贵族至尊礼包（十）						[(27371,2),(26031,20),(26152,10),(27587,200)]		[(27371,2),(26031,20),(26152,10),(27587,200)]										
28096	6	回归贵族特权礼包（一）						[(27368,1),(26151,1),(26152,1)]		[(27368,1),(26151,1),(26152,1)]										
28097	6	回归贵族特权礼包（二）						[(27368,1),(26151,1),(26152,1)]		[(27368,1),(26151,1),(26152,1)]										
28098	6	回归贵族特权礼包（三）						[(27369,1),(26151,2),(26152,2)]		[(27369,1),(26151,2),(26152,2)]										
28099	6	回归贵族特权礼包（四）						[(27369,1),(26151,5),(26152,5)]		[(27369,1),(26151,5),(26152,5)]										
28200	6	回归贵族特权礼包（五）						[(27370,1),(26151,10),(26152,10)]		[(27370,1),(26151,10),(26152,10)]										
28201	6	回归贵族特权礼包（六）						[(27370,1),(26151,10),(26152,10),(27566,10)]		[(27370,1),(26151,10),(26152,10),(27566,10)]										
28202	6	回归贵族特权礼包（七）						[(27371,1),(26151,10),(26152,10),(27566,10)]		[(27371,1),(26151,10),(26152,10),(27566,10)]										
28203	6	回归贵族特权礼包（八）						[(27371,1),(26151,10),(26152,10),(27566,20)]		[(27371,1),(26151,10),(26152,10),(27566,20)]										
28204	6	回归贵族特权礼包（九）						[(27371,1),(26151,10),(26152,10),(27566,20)]		[(27371,1),(26151,10),(26152,10),(27566,20)]										
28205	6	回归贵族特权礼包（十）						[(27371,2),(26151,20),(26152,10),(27566,40)]		[(27371,2),(26151,20),(26152,10),(27566,40)]										
28206	8	頭獎禮包						[(27493,1)]		[(27493,1)]										
28207	8	2獎禮包						[(27514,1)]		[(27514,1)]										
28208	8	3獎禮包						[(27107,1)]		[(27107,1)]										
28209	8	4獎禮包			1500															
28210	8	5獎禮包		3000																
28211	8	6獎禮包						[(26043,70)]		[(26043,70)]										
28212	8	7獎禮包						[(26341,70)]		[(26341,70)]										
28213	8	8獎禮包						[(26934,45)]		[(26934,45)]										
28214	8	9獎禮包						[(26677,45)]		[(26677,45)]										
28215	8	10獎禮包	45000000																	
28240	9	一级晶石礼包（随机）															[(1000,27720,1),(1000,27721,1),(1000,27722,1),(1000,27723,1),(1000,27724,1),(1000,27725,1),(1000,27726,1),(1000,27727,1)]		[(1000,27720,1),(1000,27721,1),(1000,27722,1),(1000,27723,1),(1000,27724,1),(1000,27725,1),(1000,27726,1),(1000,27727,1)]	
28243	8	龙骑士豪华礼包						[(25600,15),(25837,10),(26144,10),(26044,1)]		[(25600,15),(25837,10),(26144,10),(26044,1)]										
28244	8	龙骑士访客精英礼包		200				[(25600,10),(26044,1),(26344,10)]		[(25600,10),(26044,1),(26344,10)]										
28245	8	龙骑士访客黄金礼包		300				[(25600,20),(26144,10),(26026,1),(35610,1)]		[(25600,20),(26144,10),(26026,1),(35610,1)]										
28246	2	388魔晶		388																
28247	2	488魔晶		488																
28249	9	四级晶石礼包（随机）															[(1000,27744,1),(1000,27745,1),(1000,27746,1),(1000,27747,1),(1000,27748,1),(1000,27749,1),(1000,27750,1),(1000,27751,1)]		[(1000,27744,1),(1000,27745,1),(1000,27746,1),(1000,27747,1),(1000,27748,1),(1000,27749,1),(1000,27750,1),(1000,27751,1)]	
28250	9	随机宝石礼盒															[(1500,26026,1),(500,26224,1),(200,26225,1),(75,26226,1),(30,26928,1),(10,26929,1)]		[(1500,26026,1),(500,26224,1),(200,26225,1),(75,26226,1),(30,26928,1),(10,26929,1)]	
28251	9	随机符文礼盒															[(1500,26227,1),(500,26228,1),(200,26229,1),(75,26230,1),(30,26930,1),(10,26931,1)]		[(1500,26227,1),(500,26228,1),(200,26229,1),(75,26230,1),(30,26930,1),(10,26931,1)]	
28252	9	随机雕纹礼盒															[(4000,28030,1),(1500,28031,1),(250,28032,1),(40,28042,1),(10,28043,1)]		[(4000,28030,1),(1500,28031,1),(250,28032,1),(40,28042,1),(10,28043,1)]	
28253	10	红色命魂礼盒1																[(1000,40,1),(1000,41,1),(1000,39,1),(1000,44,1),(1000,45,1),(1000,47,1),(1000,46,1)]		[(1000,40,1),(1000,41,1),(1000,39,1),(1000,44,1),(1000,45,1),(1000,47,1),(1000,46,1)]
28254	10	红色命魂礼盒2																[(1000,40,1),(1000,41,1),(1000,39,1),(1000,44,1),(1000,45,1),(1000,47,1),(1000,46,1),(360,56,1),(360,59,1)]		[(1000,40,1),(1000,41,1),(1000,39,1),(1000,44,1),(1000,45,1),(1000,47,1),(1000,46,1),(360,56,1),(360,59,1)]
28255	8	新手礼包		10				[(25600,5),(25636,10)]		[(25600,5),(25636,10)]										
28256	8	成长礼包		20				[(25600,5),(26033,1)]		[(25600,5),(26033,1)]										
28257	8	抽奖礼包		50				[(26144,10),(26044,1)]		[(26144,10),(26044,1)]										
28258	8	至尊礼包						[(26144,10),(25837,10),(26267,1)]		[(26144,10),(25837,10),(26267,1)]										
28259	6	管家特权礼包						[(25600,5),(25730,1)]		[(25600,5),(25730,1)]										
28263	9	蓝宝石礼包															[(1000,28262,1),(5000,26033,1),(3000,26144,1),(1000,27097,1)]		[(1000,28262,1),(5000,26033,1),(3000,26144,1),(1000,27097,1)]	
28265	7	物防红魂礼包							[(42,1)]		[(42,1)]									
28266	7	法防红魂礼包							[(43,1)]		[(43,1)]									
28267	7	经验紫魂礼盒							[(2,1)]		[(2,1)]									
28271	6	Ye游节抽奖礼包						[(25600,30),(27566,10),(26026,3)]		[(25600,30),(27566,10),(26026,3)]										
28272	6	Ye游节极品礼包						[(26226,1),(27712,1),(27167,20),(28032,1)]		[(26226,1),(27712,1),(27167,20),(28032,1)]										
28273	6	Ye游欢乐礼包						[(26042,1),(26144,20),(26026,3),(26227,3)]		[(26042,1),(26144,20),(26026,3),(26227,3)]										
28274	8	欢乐礼包	5000000	1000																
28275	9	嘉宾礼盒															[(1000,26344,10),(800,27570,5),(800,26677,2),(80,26676,1)]		[(1000,26344,10),(800,27570,5),(800,26677,2),(80,26676,1)]	
28276	9	新人礼盒															[(1000,26676,1),(300,37031,1),(350,37032,1),(400,37033,1)]		[(1000,26676,1),(300,37031,1),(350,37032,1),(400,37033,1)]	
28281	8	神龙投资礼盒1						[(26924,15),(26925,15)]		[(26924,15),(26925,15)]										
28282	8	神龙投资礼盒2						[(26924,8),(26925,8)]		[(26924,8),(26925,8)]										
28283	8	神龙投资礼盒3						[(26924,6),(26925,6)]		[(26924,6),(26925,6)]										
28284	8	时装投资礼盒1						[(26676,2),(26677,15)]		[(26676,2),(26677,15)]										
28285	8	时装投资礼盒2						[(26676,1),(26677,10)]		[(26676,1),(26677,10)]										
28286	8	时装投资礼盒3						[(26676,1),(26677,5)]		[(26676,1),(26677,5)]										
28287	8	星灵投资礼盒1						[(26934,20),(26933,20)]		[(26934,20),(26933,20)]										
28288	8	星灵投资礼盒2						[(26934,15),(26933,15)]		[(26934,15),(26933,15)]										
28289	8	星灵投资礼盒3						[(26934,12),(26933,12)]		[(26934,12),(26933,12)]										
28290	8	星灵投资礼盒4						[(26934,9),(26933,9)]		[(26934,9),(26933,9)]										
28291	8	星灵投资礼盒5						[(26934,5),(26933,5)]		[(26934,5),(26933,5)]										
28292	9	圣域钻石宝箱															[(90,26825,1),(180,26827,1),(180,26829,1),(180,26826,1),(225,26828,1),(225,26830,1),(1000,26223,1),(400,26224,1),(160,26225,1),(60,26226,1),(1000,26227,1),(400,26228,1),(160,26229,1),(60,26230,1)]		[(90,26825,1),(180,26827,1),(180,26829,1),(180,26826,1),(225,26828,1),(225,26830,1),(1000,26223,1),(400,26224,1),(160,26225,1),(60,26226,1),(1000,26227,1),(400,26228,1),(160,26229,1),(60,26230,1)]	
28293	9	圣域金宝箱															[(87,26825,1),(173,26827,1),(173,26829,1),(173,26826,1),(217,26828,1),(217,26830,1),(1000,26223,1),(400,26224,1),(160,26225,1),(1000,26227,1),(400,26228,1),(160,26229,1)]		[(87,26825,1),(173,26827,1),(173,26829,1),(173,26826,1),(217,26828,1),(217,26830,1),(1000,26223,1),(400,26224,1),(160,26225,1),(1000,26227,1),(400,26228,1),(160,26229,1)]	
28294	9	圣域银宝箱															[(77,26825,1),(155,26827,1),(156,26829,1),(155,26826,1),(195,26828,1),(195,26830,1),(1000,26223,1),(400,26224,1),(1000,26227,1),(400,26228,1)]		[(77,26825,1),(155,26827,1),(156,26829,1),(155,26826,1),(195,26828,1),(195,26830,1),(1000,26223,1),(400,26224,1),(1000,26227,1),(400,26228,1)]	
28295	9	圣域铜宝箱															[(87,26825,1),(177,26827,1),(177,26829,1),(177,26826,1),(220,26828,1),(220,26830,1),(1000,26044,1),(600,26223,1),(1000,26267,1),(600,26227,1)]		[(87,26825,1),(177,26827,1),(177,26829,1),(177,26826,1),(220,26828,1),(220,26830,1),(1000,26044,1),(600,26223,1),(1000,26267,1),(600,26227,1)]	
28297	9	海蓝宝石礼包															[(1,27105,1),(1500,28296,1),(3000,26119,1),(3000,26302,2),(2499,26479,1)]		[(1,27105,1),(1500,28296,1),(3000,26119,1),(3000,26302,2),(2499,26479,1)]	
28298	9	稀有物品大礼包															[(24,26298,3),(25,27566,3),(50,26228,1),(1,26972,1)]		[(24,26298,3),(25,27566,3),(50,26228,1),(1,26972,1)]	
28301	8	勇者礼包	4000000	500				[(26030,1),(26344,20),(25600,20),(25656,2),(26032,10)]		[(26030,1),(26344,20),(25600,20),(25656,2),(26032,10)]										
28302	9	一級魔靈禮盒															[(1000,34000,1),(1000,34001,1),(1000,34002,1),(1000,34003,1),(1000,34004,1),(1000,34005,1)]		[(1000,34000,1),(1000,34001,1),(1000,34002,1),(1000,34003,1),(1000,34004,1),(1000,34005,1)]	
28303	8	36级等级大礼（一）						[(27517,1),(25600,5),(25681,10)]		[(27517,1),(25600,5),(25681,10)]										
28304	8	36级等级大礼（二）						[(27518,1),(26450,5),(25681,20)]		[(27518,1),(26450,5),(25681,20)]										
28305	8	36级等级大礼（三）						[(27521,1),(25600,100),(25681,100)]		[(27521,1),(25600,100),(25681,100)]										
28306	8	40级等级大礼（一）						[(25657,1),(26450,1),(25682,20)]		[(25657,1),(26450,1),(25682,20)]										
28307	8	40级等级大礼（二）						[(27519,1),(26450,5),(25682,40)]		[(27519,1),(26450,5),(25682,40)]										
28308	8	40级等级大礼（三）						[(37002,1),(27566,20),(25682,200)]		[(37002,1),(27566,20),(25682,200)]										
28309	8	45级等级大礼（一）						[(25666,20),(25661,20),(25682,20)]		[(25666,20),(25661,20),(25682,20)]										
28310	8	45级等级大礼（二）						[(25671,20),(25661,20),(25682,40)]		[(25671,20),(25661,20),(25682,40)]										
28311	8	45级等级大礼（三）						[(25671,100),(25666,100),(25682,200)]		[(25671,100),(25666,100),(25682,200)]										
28312	8	50级等级大礼（一）		100				[(26450,1),(25682,20)]		[(26450,1),(25682,20)]										
28313	8	50级等级大礼（二）	300000					[(26042,1),(25682,40)]		[(26042,1),(25682,40)]										
28314	8	50级等级大礼（三）	400000						[(22,1),(2,1)]		[(22,1),(2,1)]									
28315	8	54级等级大礼（一）		100				[(26450,1),(25682,20)]		[(26450,1),(25682,20)]										
28316	8	54级等级大礼（二）	300000					[(26042,1),(25682,40)]		[(26042,1),(25682,40)]										
28317	8	54级等级大礼（三）	400000						[(23,1),(2,1)]		[(23,1),(2,1)]									
28318	8	57级等级大礼（一）		100				[(26450,1),(25682,20)]		[(26450,1),(25682,20)]										
28319	8	57级等级大礼（二）	300000					[(26042,1),(25682,40)]		[(26042,1),(25682,40)]										
28320	8	57级等级大礼（三）	400000						[(21,1),(2,1)]		[(21,1),(2,1)]									
28321	8	60级等级大礼（一）						[(28351,1),(26267,1),(25683,30)]		[(28351,1),(26267,1),(25683,30)]										
28322	8	60级等级大礼（二）						[(26933,25),(26450,5),(25683,60)]		[(26933,25),(26450,5),(25683,60)]										
28323	8	60级等级大礼（三）						[(28352,1),(27623,1),(25683,300)]		[(28352,1),(27623,1),(25683,300)]										
28324	8	63级等级大礼（一）						[(25667,25),(25662,25),(25683,30)]		[(25667,25),(25662,25),(25683,30)]										
28325	8	63级等级大礼（二）						[(25672,25),(25662,25),(25683,60)]		[(25672,25),(25662,25),(25683,60)]										
28326	8	63级等级大礼（三）						[(25672,125),(25667,125),(25683,300)]		[(25672,125),(25667,125),(25683,300)]										
28327	8	65级等级大礼（一）						[(25837,10),(26450,1),(26933,1)]		[(25837,10),(26450,1),(26933,1)]										
28328	8	65级等级大礼（二）						[(26934,1)]	[(26,1),(2,1)]	[(26934,1)]	[(26,1),(2,1)]									
28329	8	65级等级大礼（三）						[(37011,1),(25837,50),(26934,20)]		[(37011,1),(25837,50),(26934,20)]										
28330	8	70级等级大礼（一）						[(26144,10),(26450,1),(26925,1)]		[(26144,10),(26450,1),(26925,1)]										
28331	8	70级等级大礼（二）						[(26924,10)]	[(2,1),(27,1)]	[(26924,10)]	[(2,1),(27,1)]									
28332	8	70级等级大礼（三）						[(28354,1),(26144,100),(26446,20),(26449,10)]		[(28354,1),(26144,100),(26446,20),(26449,10)]										
28333	8	75级等级大礼（一）						[(27167,1),(26450,1),(26484,1)]		[(27167,1),(26450,1),(26484,1)]										
28334	8	75级等级大礼（二）						[(26485,3)]	[(2,1),(29,1)]	[(26485,3)]	[(2,1),(29,1)]									
28335	8	75级等级大礼（三）						[(28353,1),(26221,100),(27709,1)]		[(28353,1),(26221,100),(27709,1)]										
28336	8	80级等级大礼（一）						[(28035,1),(26450,1),(25684,40)]		[(28035,1),(26450,1),(25684,40)]										
28337	8	80级等级大礼（二）						[(27167,5),(26450,5),(25684,80)]		[(27167,5),(26450,5),(25684,80)]										
28338	8	80级等级大礼（三）						[(27880,1),(26450,10),(25684,400)]		[(27880,1),(26450,10),(25684,400)]										
28339	8	83级等级大礼（一）						[(25663,30),(25668,30),(25684,40)]		[(25663,30),(25668,30),(25684,40)]										
28340	8	83级等级大礼（二）						[(25663,30),(25673,30),(25684,80)]		[(25663,30),(25673,30),(25684,80)]										
28341	8	83级等级大礼（三）						[(25668,150),(25673,150),(25684,400)]		[(25668,150),(25673,150),(25684,400)]										
28342	8	85级等级大礼（一）						[(28035,1),(26450,1),(25684,40)]		[(28035,1),(26450,1),(25684,40)]										
28343	8	85级等级大礼（二）						[(26298,5),(26302,10),(25684,80)]		[(26298,5),(26302,10),(25684,80)]										
28344	8	85级等级大礼（三）						[(26676,1),(26677,10),(25684,400)]		[(26676,1),(26677,10),(25684,400)]										
28345	8	90级等级大礼（一）						[(28035,1),(27041,1),(25684,40)]		[(28035,1),(27041,1),(25684,40)]										
28346	8	90级等级大礼（二）						[(28030,1),(27042,5),(25684,80)]		[(28030,1),(27042,5),(25684,80)]										
28347	8	90级等级大礼（三）						[(28032,1),(26298,20),(25684,400)]		[(28032,1),(26298,20),(25684,400)]										
28348	8	100级等级大礼（一）						[(27587,10),(26450,1),(25685,50)]		[(27587,10),(26450,1),(25685,50)]										
28349	8	100级等级大礼（二）						[(27587,20),(27669,10),(25685,100)]		[(27587,20),(27669,10),(25685,100)]										
28350	8	100级等级大礼（三）						[(27587,50),(28234,20),(25685,500)]		[(27587,50),(28234,20),(25685,500)]										
28351	9	三级精英宝石															[(1000,25743,1),(1000,25744,1),(1000,25745,1),(1000,25746,1)]		[(1000,25743,1),(1000,25744,1),(1000,25745,1),(1000,25746,1)]	
28352	9	七级精英宝石															[(1000,25779,1),(1000,25780,1),(1000,25781,1),(1000,25782,1)]		[(1000,25779,1),(1000,25780,1),(1000,25781,1),(1000,25782,1)]	
28353	9	宠物之灵															[(1000,26161,1),(1000,26162,1),(1000,26163,1),(1000,26164,1),(1000,26165,1),(1000,26166,1)]		[(1000,26161,1),(1000,26162,1),(1000,26163,1),(1000,26164,1),(1000,26165,1),(1000,26166,1)]	
28355	6	魔灵洗炼石礼盒						[(28280,20)]		[(28280,20)]										
28356	8	超級頭獎禮包						[(27493,2)]		[(27493,2)]										
28357	8	超級2獎禮包						[(28253,2)]		[(28253,2)]										
28358	8	超級3獎禮包						[(28250,5)]		[(28250,5)]										
28359	8	超級4獎禮包						[(27492,1)]		[(27492,1)]										
28360	8	超級5獎禮包			1500															
28361	8	超級6獎禮包		3000																
28362	8	超級7獎禮包						[(27709,20)]		[(27709,20)]										
28363	8	超級8獎禮包						[(28234,15)]		[(28234,15)]										
28364	8	超級9獎禮包						[(27570,45)]		[(27570,45)]										
28365	8	超級10獎禮包						[(26934,50)]		[(26934,50)]										
28366	8	超級11獎禮包	40000000																	
28367	9	符文小礼盒															[(900,26266,5),(1200,26266,6),(1000,26266,7),(900,26266,8),(700,26266,9),(500,26266,10)]		[(900,26266,5),(1200,26266,6),(1000,26266,7),(900,26266,8),(700,26266,9),(500,26266,10)]	
28368	9	神秘惊喜礼盒II															[(1200,25837,5),(1200,26144,5),(3300,26119,1),(1650,26267,1),(2,35718,1),(2,35719,1),(2,35720,1),(2,35721,1),(2,35722,1),(2,35723,1)]		[(1200,25837,5),(1200,26144,5),(3300,26119,1),(1650,26267,1),(2,35718,1),(2,35719,1),(2,35720,1),(2,35721,1),(2,35722,1),(2,35723,1)]	
28369	7	经验白魂礼盒							[(48,1)]		[(48,1)]									
28370	7	经验绿魂礼盒							[(49,1)]		[(49,1)]									
28371	7	经验蓝魂礼盒							[(50,1)]		[(50,1)]									
28372	8	CDK欢乐礼包	100000					[(26923,1)]		[(26923,1)]										
28373	8	玩童礼包		200				[(25600,20),(26144,10),(26026,1),(26925,5)]		[(25600,20),(26144,10),(26026,1),(26925,5)]										
28374	8	儿童不宜礼包		200				[(26344,20),(25837,10),(26042,1),(26924,5)]		[(26344,20),(25837,10),(26042,1),(26924,5)]										
28375	8	1神石礼包			1															
28376	9	魔灵礼包															[(1000,34000,1),(1000,34001,1),(1000,34002,1),(1000,34003,1),(1000,34004,1),(1000,34005,1)]		[(1000,34000,1),(1000,34001,1),(1000,34002,1),(1000,34003,1),(1000,34004,1),(1000,34005,1)]	
