coding	name	Des	propsType	kinds	useLevel	useNeedItem	iconBackgroundColor	canSell	canOverlap	canUse	canUseSome	needLog	sortLevel	icon	bigIcon70	icon_FT	icon_US	icon_RU	icon_TK	icon_PL	icon_Fr	icon_EN	use	nameColor	saleBack	salePrice	saleBack2	salePrice2	doubleclick	minutes	timeoutCoding	invaluable	pbp	showGoods	kuaFuUse	jiaMi
27037	微端回归礼包	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后可获得：金币+1000W，体力+100，紫色命魂礼盒+3，四级宝石礼盒+3	紫色	0	0	0	0	0			0	0	0	1	1
27038	星灵之钥(白羊座)	道具	1	15	60		3	1	0	1	0	1	4680	chunvyaoshi									来自白羊星座的凭证，可用于解锁白羊座星灵。	紫色	0	0	0	0	OPEN_XL_PANEL			0	0	0	1	1
27039	天马流星	坐骑外形	1	14	9		4	1	0	1	0	1	4820	tianmaliuxing									使用后获得坐骑外形—天马流星，并获得坐骑属性：1500生命、500物攻、500法攻 。	黄色	0	0	0	0	0			0	0	0	1	1
27040	精英豪华大礼包	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后可获得：坐骑培养石+20，四级法攻宝石+1，生命之源+4，生命结晶+4	紫色	0	0	0	0	0			0	0	0	1	1
27041	龙脉精华	道具	1	1	90		3	1	1	1	0	1	4680	LMjinghua									传说中龙脉的精华，可用于提升龙脉等级	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27042	龙脉精魄	道具	1	1	90		3	1	1	1	0	1	4680	LMjingpo									传说中龙脉的精魄，可用于进化龙脉品质	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27043	神王之子魂魄	英雄进阶	1	1	140		4	1	1	1	0	1	4910	5016hun			5016hun_US				5016hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
27044	月之祭司魂魄	英雄进阶	1	1	140		4	1	1	1	0	1	4910	5017hun			5017hun_US				5017hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
27045	骷髅王魂魄	英雄进阶	1	1	140		4	1	1	1	0	1	4910	5018hun			5018hun_US				5018hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
27046	灵·骷髅王	英雄兑换	1	1	140		3	1	1	1	0	1	4970	27046									用于招募紫色骷髅王#H获得途径：英灵神殿掉落	紫色	0	5000	0	0	OPEN_RECRUIT_PANEL			0	0	0	1	1
27047	七星召唤令	英雄兑换	1	1	140		4	1	1	1	0	1	4970	zhaohuanling7									可用于七星英雄祭坛英雄召唤一次，有机会抽到紫色英雄	黄色	0	10000	0	0	YXJT			0	0	0	1	1
27048	六阶天灵石	装备进阶神铸	1	4	140		3	1	1	1	0	1	4960	tianlingshi6									6阶装备低级材料	紫色	0	6000	0	0	ZBSJ			0	0	0	1	1
27049	六阶玄铁	装备进阶神铸	1	4	140		3	1	1	1	0	1	4960	xuantie6									6阶装备中级材料	紫色	0	8000	0	0	ZBSJ			0	0	0	1	1
27050	六阶古龙血	装备神铸	1	4	140		4	1	1	1	0	1	4950	gulongxue6									6阶装备高级材料	黄色	0	6000	0	0	ZBSZ			0	0	0	1	1
27051	光耀长弓图纸	神器升阶	1	4	140		3	1	1	1	0	1	4770	140tuzhichanggong										紫色	0	12000	0	0	OPEN_XZ_SJ			0	0	0	1	1
27052	光耀战斧图纸	神器升阶	1	4	140		3	1	1	1	0	1	4770	140tuzhizhanfu										紫色	0	12000	0	0	OPEN_XZ_SJ			0	0	0	1	1
27053	光耀战锤图纸	神器升阶	1	4	140		3	1	1	1	0	1	4770	140tuzhizhanchui										紫色	0	12000	0	0	OPEN_XZ_SJ			0	0	0	1	1
27054	光耀匕首图纸	神器升阶	1	4	140		3	1	1	1	0	1	4770	140tuzhibishou										紫色	0	12000	0	0	OPEN_XZ_SJ			0	0	0	1	1
27055	光耀圣枪图纸	神器升阶	1	4	140		3	1	1	1	0	1	4770	140tuzhishengqiang										紫色	0	12000	0	0	OPEN_XZ_SJ			0	0	0	1	1
27056	光耀弯刀图纸	神器升阶	1	4	140		3	1	1	1	0	1	4770	140tuzhiwandao										紫色	0	12000	0	0	OPEN_XZ_SJ			0	0	0	1	1
27057	龙魂剑卷轴	装备进阶	1	4	140		3	1	1	1	0	1	4920	140juanzhouwuqi									用于140级装备升阶#H获得途径：副本掉落，副本商店兑换	紫色	0	6000	0	0	ZBSJ			0	0	0	1	1
27058	龙魂头盔卷轴	装备进阶	1	4	140		3	1	1	1	0	1	4920	140juanzhoutoukui									用于140级装备升阶#H获得途径：副本掉落，副本商店兑换	紫色	0	6000	0	0	ZBSJ			0	0	0	1	1
27059	龙魂铠甲卷轴	装备进阶	1	4	140		3	1	1	1	0	1	4920	140juanzhouyifu									用于140级装备升阶#H获得途径：副本掉落，副本商店兑换	紫色	0	6000	0	0	ZBSJ			0	0	0	1	1
27060	龙魂战靴卷轴	装备进阶	1	4	140		3	1	1	1	0	1	4920	140juanzhouxuezi									用于140级装备升阶#H获得途径：副本掉落，副本商店兑换	紫色	0	6000	0	0	ZBSJ			0	0	0	1	1
27061	龙魂戒指卷轴	装备进阶	1	4	140		3	1	1	1	0	1	4920	140juanzhoujiezhi									用于140级装备升阶#H获得途径：副本掉落，副本商店兑换	紫色	0	6000	0	0	ZBSJ			0	0	0	1	1
27062	龙魂手镯卷轴	装备进阶	1	4	140		3	1	1	1	0	1	4920	140juanzhoushouzu									用于140级装备升阶#H获得途径：副本掉落，副本商店兑换	紫色	0	6000	0	0	ZBSJ			0	0	0	1	1
27063	恶魔礼盒	礼包	1	1	20	27064	3	0	1	1	1	1	4990	lihebaoshi2									开启需消耗一个恶魔礼盒钥匙，开启后获得恶魔·邪恶之魂（恶魔时装衣服部件）	紫色	0	0	0	0	0			0	0	0	1	1
27064	恶魔礼盒钥匙	道具	1	1	20		3	0	1	0	0	1	4680	zbfmbxyaoshi									用于开启恶魔礼盒	紫色	0	0	0	0	0			0	0	0	1	1
27065	七星归元精魄	英雄兑换	1	1	140		3	1	1	1	0	1	4970	guiyuanjingpo7									用于兑换七星紫色英雄#H获得途径：解雇六星紫色,橙色英雄	紫色	0	600000	0	0	YXDH			0	0	0	1	1
27066	八级龙晶	材料兑换	1	1	160		3	1	1	1	0	1	4930	longjing8									用于兑换8星进化材料、装备。#H获得途径：副本、英雄竞技	紫色	0	6000	0	0	OPEN_EXCHANGE_SHOP			0	0	0	1	1
27067	圣水	英雄进化	1	1	140		3	1	1	1	0	1	4940	shengshui									用于7星英雄进化。#H获得途径：副本掉落，副本商店兑换	紫色	0	1000	0	0	YXJINJIE			0	0	0	1	1
27068	羽翼礼盒	礼包	1	1	1	27069	3	0	1	1	1	1	4990	lihebaoshi2									开启需消耗一个羽翼礼盒钥匙，开启后获得血舞一生（翅膀）	紫色	0	0	0	0	0			0	0	0	1	1
27069	羽翼礼盒钥匙	道具	1	1	1		3	0	1	0	0	1	4680	zbfmbxyaoshi									用于开启羽翼礼盒获得血舞一生	紫色	0	0	0	0	0			0	0	0	1	1
27070	恶魔时装武器礼包	礼包	1	1	20		3	0	1	1	1	1	4990	lihebaoshi2									开启后获得恶魔·邪恶之力（恶魔时装武器部件）	紫色	0	0	0	0	0			0	0	0	1	1
27071	七星召唤令礼包	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang4									打开后可获得：七星召唤令*5	紫色	0	0	0	0	0			0	0	0	1	1
27072	六阶材料礼包	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang3									打开后可获得：六阶天灵石*160,六阶玄铁*80,六阶古龙血*40	紫色	0	0	0	0	0			0	0	0	1	1
27073	狮王星魂	坐骑外形	1	14	9		4	1	0	1	0	1	4820	shiwangxinghun									使用后获得坐骑外形—狮王星魂，并获得坐骑属性：1500生命、500物攻、500法攻。	黄色	0	0	0	0	0			0	0	0	1	1
27074	日常惊喜礼盒	日常奖励	1	1	1		2	0	1	1	1	1	4720	lihejingxi1									打开后随机获得六阶的相应道具，会有小概率获得珍稀道具	蓝色	0	0	0	0	0			0	0	0	1	0
27075	超值精選好禮	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打開後可獲得：許願幣*5、星靈之羽*3、四級符文禮盒*1、四級寶石禮盒*1	紫色	0	0	0	0	0			0	0	0	1	1
27076	感恩礼包	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后可随机获得其中一个：1级宝石礼包*1，1级符文礼包*1，坐骑培养石*1，羽翼培养石*1#H获取途径:感恩节活动获得	紫色	0	0	0	0	0			0	0	0	1	1
27077	紫色众神之王礼包	礼包	1	1	20		3	0	0	1	1	1	4990	lihejingxi1									打开后可获得：紫色众神之王英雄一个。	紫色	0	0	0	0	0			0	0	0	1	1
27078	基地大放送禮盒	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打開後可獲得：金幣*200萬、星靈之羽*5、許願幣*3、49驚喜好康禮包*1	紫色	0	0	0	0	0			0	0	0	1	1
27079	金脉之灵	道具	1	1	90		3	1	1	1	0	1	4680	LM_ZhiLing1									传说中汇集了龙脉的灵气，可用于激活神龙龙脉	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27080	木脉之灵	道具	1	1	90		3	1	1	1	0	1	4680	LM_ZhiLing2									传说中汇集了龙脉的灵气，可用于激活神龙龙脉	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27081	水脉之灵	道具	1	1	90		3	1	1	1	0	1	4680	LM_ZhiLing3									传说中汇集了龙脉的灵气，可用于激活神龙龙脉	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27082	火脉之灵	道具	1	1	90		3	1	1	1	0	1	4680	LM_ZhiLing4									传说中汇集了龙脉的灵气，可用于激活神龙龙脉	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27083	土脉之灵	道具	1	1	90		3	1	1	1	0	1	4680	LM_ZhiLing5									传说中汇集了龙脉的灵气，可用于激活神龙龙脉	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27084	时脉之灵	道具	1	1	90		3	1	1	1	0	1	4680	LM_ZhiLing6									传说中汇集了龙脉的灵气，可用于激活神龙龙脉	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27085	幻脉之灵	道具	1	1	90		3	1	1	1	0	1	4680	LM_ZhiLing7									传说中汇集了龙脉的灵气，可用于激活神龙龙脉	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27086	日脉之灵	道具	1	1	90		3	1	1	1	0	1	4680	LM_ZhiLing8									传说中汇集了龙脉的灵气，可用于激活神龙龙脉	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27087	月脉之灵	道具	1	1	90		3	1	1	1	0	1	4680	LM_ZhiLing9									传说中汇集了龙脉的灵气，可用于激活神龙龙脉	紫色	0	1000	0	0	open_traindragonmain			0	0	0	1	1
27088	王者徽章	道具	1	1	1		3	1	1	0	0	1	4680	wzhz									可以用于兑换珍稀道具	紫色	0	100000	0	0	0			0	0	0	1	1
27089	跨服王者礼包	礼包	1	1	80		3	0	1	1	1	1	4990	jiehunlibao3									跨服组队竞技场王者礼包,打开后获得:魔晶+1500,四级符文礼盒+1,星魂+150,许愿币+10	紫色	0	0	0	0	0			0	0	0	1	1
27090	跨服荣耀礼包	礼包	1	1	80		3	0	1	1	1	1	4990	jiehunlibao3									跨服组队竞技场荣耀礼包,打开后获得:魔晶+1000,二级符文礼盒+3,星魂+100,许愿币+7	紫色	0	0	0	0	0			0	0	0	1	1
27091	跨服勇者礼包	礼包	1	1	80		3	0	1	1	1	1	4990	jiehunlibao3									跨服组队竞技场勇者礼包,打开后获得:魔晶+800,二级符文礼盒+2,星魂+80,许愿币+5	紫色	0	0	0	0	0			0	0	0	1	1
27092	跨服参与礼包(一)	礼包	1	1	80		2	0	1	1	1	1	4990	jiehunlibao2									跨服组队竞技场参与礼包,打开后获得:魔晶+600,一级符文礼盒+3,星魂+60,许愿币+3	蓝色	0	0	0	0	0			0	0	0	1	0
27093	跨服参与礼包(二)	礼包	1	1	80		2	0	1	1	1	1	4990	jiehunlibao2									跨服组队竞技场参与礼包,打开后获得:魔晶+400,一级符文礼盒+2,星魂+40,许愿币+2	蓝色	0	0	0	0	0			0	0	0	1	0
27094	跨服参与礼包(三)	礼包	1	1	80		2	0	1	1	1	1	4990	jiehunlibao2									跨服组队竞技场参与礼包,打开后获得:魔晶+200,一级符文礼盒+1,星魂+20,许愿币+1	蓝色	0	0	0	0	0			0	0	0	1	0
27095	挖掘机黄金新手礼包	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后可获得：坐骑培养石*10、姻缘石*10、一星召唤令*1	紫色	0	0	0	0	0			0	0	0	1	1
27096	英雄升级优惠礼包	礼包	1	1	1		3	0	0	1	1	1	4990	wusuobaoxiang5									打开后可获得：大经验酒x20，金币*100w#H获取途径:优惠售卖商城	紫色	0	0	0	0	0			0	0	0	1	1
27097	大天使魂魄	英雄进阶	1	1	100		4	1	1	1	0	1	4910	5019hun			4028hun_US			4028hun_PL	5019hun_Fr		用于将英雄进化为红色	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
27098	大天使精华	英雄进阶	1	1	120		4	1	1	1	0	1	4910	26127									消耗100个该道具将五星大天使进化为六星	黄色	0	30000	0	0	YXJINJIE			0	0	0	1	1
27099	大天使精魄	英雄进阶	1	1	140		4	1	1	1	0	1	4910	26129									消耗100个该道具将六星大天使进化为七星	黄色	0	50000	0	0	YXJINJIE			0	0	0	1	1
27100	灵·大天使	英雄兑换	1	1	100		3	1	1	1	0	1	4970	26128									用于招募紫色大天使#H	紫色	0	5000	0	0	OPEN_RECRUIT_PANEL			0	0	0	1	1
27101	1111奖励神石	礼包	1	1	20		4	0	0	1	0	1	4990	shenshi2									打开后可获得：1111奖励神石。	橙色	0	0	0	0	0			0	0	0	1	1
27102	龙灵礼包（小）	礼包	1	1	45		3	0	1	1	1	1	4990	jiehunlibao1									打开后可获得：龙灵*30000	紫色	0	0	0	0	0			0	0	0	1	1
27103	龙灵礼包（中）	礼包	1	1	45		3	0	1	1	1	1	4990	jiehunlibao2									打开后可获得：龙灵*35000	紫色	0	0	0	0	0			0	0	0	1	1
27104	龙灵礼包（大）	礼包	1	1	45		3	0	1	1	1	1	4990	jiehunlibao3									打开后可获得：龙灵*40000	紫色	0	0	0	0	0			0	0	0	1	1
27105	物攻红魂礼包	礼包	1	1	50		6	0	1	1	1	1	4990	mhlbhong									打开后可获得：红色物攻命魂*1	红色	0	0	0	0	0			0	0	0	1	1
27106	法攻红魂礼包	礼包	1	1	50		6	0	1	1	1	1	4990	mhlbhong									打开后可获得：红色法攻命魂*1	红色	0	0	0	0	0			0	0	0	1	1
27107	暴击红魂礼包	礼包	1	1	50		6	0	1	1	1	1	4990	mhlbhong									打开后可获得：红色暴击命魂*1	红色	0	0	0	0	0			0	0	0	1	1
27108	召唤令礼包	礼包	1	1	30		3	0	1	1	1	1	4990	lihebaoshi2									打开后可获得：召唤令*1（星级由主角等级决定）	紫色	0	0	0	0	0			0	0	0	1	1
27109	金牛座女神（紫）	礼包	1	1	80		3	0	1	1	1	1	4990	xztfk8									打开后可获得：#H紫色金牛座女神天赋卡*1	紫色	0	0	0	0	0			0	0	0	1	1
27110	金牛座女神（橙）	礼包	1	1	80		3	0	1	1	1	1	4990	xztfk8									打开后可获得：#H橙色金牛座女神天赋卡*1	橙色	0	0	0	0	0			0	0	0	1	1
27111	双十一超值优惠礼包	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：对应等级的召唤令*10，坐骑培养石+100	紫色	0	0	0	0	0			0	0	0	1	1
27112	双十一超值特惠礼包1	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级生命宝石，坐骑培养石+100	紫色	0	0	0	0	0			0	0	0	1	1
27113	双十一超值特惠礼包2	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级物攻宝石，占卜令*5	紫色	0	0	0	0	0			0	0	0	1	1
27114	双十一超值特惠礼包3	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级法攻宝石，生命之源*20，生命结晶*20	紫色	0	0	0	0	0			0	0	0	1	1
27115	双十一超值特惠礼包4	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：占卜令*5，命魂至尊礼盒(随机开启金色命魂一个)*1	紫色	0	0	0	0	0			0	0	0	1	1
27116	双十一超值超惠礼包1	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级生命宝石*1，羽翼培养石+50,星灵水晶*25	紫色	0	0	0	0	0			0	0	0	1	1
27117	双十一超值超惠礼包2	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级物攻宝石*1，时装精华*25，星灵水晶*25	紫色	0	0	0	0	0			0	0	0	1	1
27118	双十一超值超惠礼包3	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级法攻宝石*1，装备附魔石*40,星灵水晶*25	紫色	0	0	0	0	0			0	0	0	1	1
27119	双十一超值超惠礼包4	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级格挡宝石*1，宠物圣果*50,星灵水晶*25	紫色	0	0	0	0	0			0	0	0	1	1
27120	双十一超值超惠礼包5	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级免暴宝石*1，六级英勇符文*1,星灵水晶*25	紫色	0	0	0	0	0			0	0	0	1	1
27121	双十一超值超惠礼包6	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级破挡宝石*1，六级命运符文*1,星灵水晶*25	紫色	0	0	0	0	0			0	0	0	1	1
27122	双十一超值超惠礼包7	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级暴击宝石*1，六级牺牲符文1,星灵水晶*25	紫色	0	0	0	0	0			0	0	0	1	1
27123	双十一超值特价礼包1	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级牺牲符文*1，摩羯座女神·碎片*30，时装之魄*1	紫色	0	0	0	0	0			0	0	0	1	1
27124	双十一超值特价礼包2	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级命运符文*1，摩羯座女神·碎片*30，时装之魄*1	紫色	0	0	0	0	0			0	0	0	1	1
27125	双十一超值特价礼包3	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级英勇符文*1，摩羯座女神·碎片*30，时装之魄*1	紫色	0	0	0	0	0			0	0	0	1	1
27126	双十一超值特价礼包4	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级奉献符文*1，摩羯座女神·碎片*30，时装之魄*1	紫色	0	0	0	0	0			0	0	0	1	1
27127	双十一超值特价礼包5	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级智慧符文*1，摩羯座女神·碎片*30，时装之魄*1	紫色	0	0	0	0	0			0	0	0	1	1
27128	双十一超值特价礼包6	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：七级无畏符文*1，摩羯座女神·碎片*30，时装之魄*1	紫色	0	0	0	0	0			0	0	0	1	1
27129	双十一超值特价礼包7	礼包	1	1	1		3	0	1	1	1	1	4990	wusuobaoxiang6									打开后可获得：八级符文礼盒*1，摩羯座女神·碎片*30	紫色	0	0	0	0	0			0	0	0	1	1
27130	双十一团购福利礼包1	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3									打开后获得金币+1000000,许愿币*2，魔晶*55	紫色	0	0	0	0	0			0	0	0	1	1
27131	双十一团购福利礼包2	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3									打开后获得金币+1000000，天灵石*10，许愿币*2，魔晶*111	紫色	0	0	0	0	0			0	0	0	1	1
27132	双十一团购福利礼包3	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3									打开后获得金币+1500000，天灵石*20，许愿币*4，魔晶*222	紫色	0	0	0	0	0			0	0	0	1	1
27133	双十一团购福利礼包4	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3									打开后获得金币+2000000，天灵石*20，玄铁*10，许愿币*6，魔晶*333	紫色	0	0	0	0	0			0	0	0	1	1
27134	双十一团购福利礼包5	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3									打开后获得金币+2500000，天灵石*40，玄铁*20，许愿币*8,魔晶*444	紫色	0	0	0	0	0			0	0	0	1	1
27135	双十一团购福利礼包6	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3									打开后获得金币+3000000，天灵石*40，玄铁*20，古龙血*20，许愿币*10，奖励神石*111	紫色	0	0	0	0	0			0	0	0	1	1
27136	双十一团购福利礼包7	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3									打开后获得金币+4000000，天灵石*60，玄铁*30，古龙血*30，许愿币*20，奖励神石*222	紫色	0	0	0	0	0			0	0	0	1	1
27137	1888奖励神石礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得1888奖励神石	紫色	0	0	0	0	0			0	0	0	1	1
27138	200奖励神石礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得200奖励神石	紫色	0	0	0	0	0			0	0	0	1	1
27139	1111魔晶礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得1111魔晶	紫色	0	0	0	0	0			0	0	0	1	1
27140	200魔晶礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得200魔晶	紫色	0	0	0	0	0			0	0	0	1	1
27141	坐骑培养石超级礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：坐骑培养石*100	紫色	0	0	0	0	0			0	0	0	1	1
27142	姻缘石大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：姻缘石*100	紫色	0	0	0	0	0			0	0	0	1	1
27143	许愿币礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：许愿币*20	紫色	0	0	0	0	0			0	0	0	1	1
27144	一星英雄进化大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：虎牙*20	紫色	0	0	0	0	0			0	0	0	1	1
27145	婚戒精炼大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：精炼石*50，三生锁*50	紫色	0	0	0	0	0			0	0	0	1	1
27146	占卜令超级大礼	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：占卜令*10	紫色	0	0	0	0	0			0	0	0	1	1
27147	神龙进化大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：生命之源*20，生命结晶*20	紫色	0	0	0	0	0			0	0	0	1	1
27148	宠物培养大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：宠物圣果*100	紫色	0	0	0	0	0			0	0	0	1	1
27149	羽翼培养大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：羽翼培养石*100	紫色	0	0	0	0	0			0	0	0	1	1
27150	时装升星大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：时装精华*50	紫色	0	0	0	0	0			0	0	0	1	1
27151	星灵升级大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：星灵之羽*50	紫色	0	0	0	0	0			0	0	0	1	1
27152	星灵升星大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									打开后获得：星灵水晶*50	紫色	0	0	0	0	0			0	0	0	1	1
27153	银锄头	道具	1	1	70		3	1	1	1	0	1	4680	yinchutou									一把银光闪闪的锄头，可用于宠物福田采集七彩精华，活动期间可在副本或英灵神殿中获得。	紫色	0	500	0	0	openPetFT			0	0	0	1	1
27154	金锄头	道具	1	1	70		3	1	1	1	0	1	4680	jinchutou									一把金光闪闪的锄头，可用于宠物福田采集七彩精华，活动期间可在商城购买。	紫色	0	1000	0	0	openPetFT			0	0	0	1	1
27155	媒体专属初级礼包	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后获得：魔晶+100，四级生命宝石+1，一星召唤令+1，坐骑培养石+20，姻缘石+20	紫色	0	0	0	0	0			0	0	0	1	1
27156	媒体专属中级礼包	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后获得：魔晶+150，四级法攻宝石+1，一星召唤令+1，姻缘石+20，精炼石+20，三生锁+10	紫色	0	0	0	0	0			0	0	0	1	1
27157	媒体专属高级礼包	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后获得：魔晶+200，占卜令+1，四级物攻宝石+1，一星召唤令+1，二星召唤令+1，生命之源+5，生命结晶+5	紫色	0	0	0	0	0			0	0	0	1	1
27158	普通祝福	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlihe									送给新人的普通祝福礼盒。#H可获得100000金币。	紫色	0	0	0	0	0			0	0	0	1	1
27159	豪华祝福	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunheli									送给新人的豪华祝福礼盒。#H固定获得100000金币。#H有几率开出坐骑培养石+1，姻缘石+1，一级宝石礼盒+1，精炼石+1。60级之后更有几率开出宠物圣果+1，羽翼培养石+1，一级符文礼盒+1等珍稀道具。	紫色	0	0	0	0	0			0	0	0	1	1
27160	普通馈礼	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									送给新人普通祝福礼盒后，自己获得的礼盒。#H可获得100000金币。	紫色	0	0	0	0	0			0	0	0	1	1
27161	豪华馈礼	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3									送给新人豪华祝福礼盒后，自己获得的礼盒。#H可获得200000金币。	紫色	0	0	0	0	0			0	0	0	1	1
27162	普通喜糖	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									普通喜糖。#H有几率开出坐骑培养石+1，姻缘石+1，一级宝石礼盒+1，精炼石+1。60级之后更有几率开出宠物圣果+1，羽翼培养石+1，一级符文礼盒+1等珍稀道具。	紫色	0	0	0	0	0			0	0	0	1	1
27163	高档喜糖	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1									高档喜糖。#H有几率开出一级宝石礼盒+1，二级宝石礼盒+1，生命之源+1，生命结晶+1，姻缘石+3，三生锁+2，坐骑培养石+3.#H60级之后更有几率开出宠物圣果+1，羽翼培养石+1，时装精华+1，二级符文礼盒+1，洗练锁+2，一级符文礼盒+1	紫色	0	0	0	0	0			0	0	0	1	1
27164	豪华喜糖	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao2									豪华喜糖。#H有几率开出二级宝石礼盒+1，三级宝石礼盒+1，四级宝石礼盒+1，生命之源+1，生命结晶+1，姻缘石+,5，三生锁+2，坐骑培养石+5.#H60级之后更有几率开出宠物圣果+1，羽翼培养石+1，时装精华+1，二级符文礼盒+1，洗练锁+2，一级符文礼盒+1	紫色	0	0	0	0	0			0	0	0	1	1
27165	金龙币	道具	1	1	45		4	1	1	1	0	1	4680	jinlongbi									活动期间,可在每日必做中获得，双击可打开龙魂石碑界面	紫色	0	1000	0	0	OPEN_STELE_PANEL			0	0	0	1	1
