artifact	level	coding	cnt	pt1	pv1	pt2	pv2
35728	67	25971	640	1	17550	0	0
35728	68	25971	652	1	18047	0	0
35728	69	25971	664	1	18550	0	0
35728	70	25971	676	1	19060	0	0
35728	71	25971	688	1	19577	0	0
35728	72	25971	700	1	20101	0	0
35728	73	25971	712	1	20632	0	0
35728	74	25971	724	1	21170	0	0
35728	75	25971	736	1	21715	0	0
35728	76	25971	748	1	22267	0	0
35728	77	25971	760	1	22826	0	0
35728	78	25971	772	1	23392	0	0
35728	79	25971	784	1	23964	0	0
35728	80	25971	796	1	24543	0	0
35729	1	25971	1	1	33	0	0
35729	2	25971	2	1	74	0	0
35729	3	25971	3	1	122	0	0
35729	4	25971	4	1	177	0	0
35729	5	25971	5	1	239	0	0
35729	6	25971	6	1	308	0	0
35729	7	25971	8	1	384	0	0
35729	8	25971	9	1	467	0	0
35729	9	25971	13	1	556	0	0
35729	10	25971	14	1	652	0	0
35729	11	25971	16	1	755	0	0
35729	12	25971	22	1	865	0	0
35729	13	25971	28	1	982	0	0
35729	14	25971	34	1	1106	0	0
35729	15	25971	40	1	1237	0	0
35729	16	25971	48	1	1375	0	0
35729	17	25971	56	1	1520	0	0
35729	18	25971	64	1	1672	0	0
35729	19	25971	72	1	1830	0	0
35729	20	25971	80	1	1995	0	0
35729	21	25971	88	1	2167	0	0
35729	22	25971	100	1	2346	0	0
35729	23	25971	112	1	2532	0	0
35729	24	25971	124	1	2725	0	0
35729	25	25971	136	1	2925	0	0
35729	26	25971	148	1	3132	0	0
35729	27	25971	160	1	3346	0	0
35729	28	25971	172	1	3567	0	0
35729	29	25971	184	1	3794	0	0
35729	30	25971	196	1	4028	0	0
35729	31	25971	208	1	4269	0	0
35729	32	25971	220	1	4517	0	0
35729	33	25971	232	1	4772	0	0
35729	34	25971	244	1	5034	0	0
35729	35	25971	256	1	5303	0	0
35729	36	25971	268	1	5579	0	0
35729	37	25971	280	1	5862	0	0
35729	38	25971	292	1	6152	0	0
35729	39	25971	304	1	6448	0	0
35729	40	25971	316	1	6751	0	0
35729	41	25971	328	1	7061	0	0
35729	42	25971	340	1	7378	0	0
35729	43	25971	352	1	7702	0	0
35729	44	25971	364	1	8033	0	0
35729	45	25971	376	1	8371	0	0
35729	46	25971	388	1	8716	0	0
35729	47	25971	400	1	9068	0	0
35729	48	25971	412	1	9427	0	0
35729	49	25971	424	1	9792	0	0
35729	50	25971	436	1	10164	0	0
35729	51	25971	448	1	10543	0	0
35729	52	25971	460	1	10929	0	0
35729	53	25971	472	1	11322	0	0
35729	54	25971	484	1	11722	0	0
35729	55	25971	496	1	12129	0	0
35729	56	25971	508	1	12543	0	0
35729	57	25971	520	1	12964	0	0
35729	58	25971	532	1	13392	0	0
35729	59	25971	544	1	13826	0	0
35729	60	25971	556	1	14267	0	0
35729	61	25971	568	1	14715	0	0
35729	62	25971	580	1	15170	0	0
35729	63	25971	592	1	15632	0	0
35729	64	25971	604	1	16101	0	0
35729	65	25971	616	1	16577	0	0
35729	66	25971	628	1	17060	0	0
35729	67	25971	640	1	17550	0	0
35729	68	25971	652	1	18047	0	0
35729	69	25971	664	1	18550	0	0
35729	70	25971	676	1	19060	0	0
35729	71	25971	688	1	19577	0	0
35729	72	25971	700	1	20101	0	0
35729	73	25971	712	1	20632	0	0
35729	74	25971	724	1	21170	0	0
35729	75	25971	736	1	21715	0	0
35729	76	25971	748	1	22267	0	0
35729	77	25971	760	1	22826	0	0
35729	78	25971	772	1	23392	0	0
35729	79	25971	784	1	23964	0	0
35729	80	25971	796	1	24543	0	0
35730	1	25971	1	4	84	6	84
35730	2	25971	2	4	90	6	90
35730	3	25971	3	4	99	6	99
35730	4	25971	4	4	111	6	111
35730	5	25971	5	4	126	6	126
35730	6	25971	6	4	144	6	144
35730	7	25971	8	4	165	6	165
35730	8	25971	9	4	189	6	189
35730	9	25971	13	4	216	6	216
35730	10	25971	14	4	246	6	246
35730	11	25971	16	4	279	6	279
35730	12	25971	22	4	315	6	315
35730	13	25971	28	4	354	6	354
35730	14	25971	34	4	396	6	396
35730	15	25971	40	4	441	6	441
35730	16	25971	48	4	489	6	489
35730	17	25971	56	4	540	6	540
35730	18	25971	64	4	594	6	594
35730	19	25971	72	4	651	6	651
35730	20	25971	80	4	711	6	711
35730	21	25971	88	4	774	6	774
35730	22	25971	100	4	840	6	840
35730	23	25971	112	4	909	6	909
35730	24	25971	124	4	981	6	981
35730	25	25971	136	4	1056	6	1056
35730	26	25971	148	4	1134	6	1134
35730	27	25971	160	4	1215	6	1215
35730	28	25971	172	4	1299	6	1299
35730	29	25971	184	4	1386	6	1386
35730	30	25971	196	4	1476	6	1476
35730	31	25971	208	4	1569	6	1569
35730	32	25971	220	4	1665	6	1665
35730	33	25971	232	4	1764	6	1764
35730	34	25971	244	4	1866	6	1866
35730	35	25971	256	4	1971	6	1971
35730	36	25971	268	4	2079	6	2079
35730	37	25971	280	4	2190	6	2190
35730	38	25971	292	4	2304	6	2304
35730	39	25971	304	4	2421	6	2421
35730	40	25971	316	4	2541	6	2541
35730	41	25971	328	4	2664	6	2664
35730	42	25971	340	4	2790	6	2790
35730	43	25971	352	4	2919	6	2919
35730	44	25971	364	4	3051	6	3051
35730	45	25971	376	4	3186	6	3186
35730	46	25971	388	4	3324	6	3324
35730	47	25971	400	4	3465	6	3465
35730	48	25971	412	4	3609	6	3609
35730	49	25971	424	4	3756	6	3756
35730	50	25971	436	4	3906	6	3906
35730	51	25971	448	4	4059	6	4059
35730	52	25971	460	4	4215	6	4215
35730	53	25971	472	4	4374	6	4374
35730	54	25971	484	4	4536	6	4536
35730	55	25971	496	4	4701	6	4701
35730	56	25971	508	4	4869	6	4869
35730	57	25971	520	4	5040	6	5040
35730	58	25971	532	4	5214	6	5214
35730	59	25971	544	4	5391	6	5391
35730	60	25971	556	4	5571	6	5571
35730	61	25971	568	4	5754	6	5754
35730	62	25971	580	4	5940	6	5940
35730	63	25971	592	4	6129	6	6129
35730	64	25971	604	4	6321	6	6321
35730	65	25971	616	4	6516	6	6516
35730	66	25971	628	4	6714	6	6714
35730	67	25971	640	4	6915	6	6915
35730	68	25971	652	4	7119	6	7119
35730	69	25971	664	4	7326	6	7326
35730	70	25971	676	4	7536	6	7536
35730	71	25971	688	4	7749	6	7749
35730	72	25971	700	4	7965	6	7965
35730	73	25971	712	4	8184	6	8184
35730	74	25971	724	4	8406	6	8406
35730	75	25971	736	4	8631	6	8631
35730	76	25971	748	4	8859	6	8859
35730	77	25971	760	4	9090	6	9090
35730	78	25971	772	4	9324	6	9324
35730	79	25971	784	4	9561	6	9561
35730	80	25971	796	4	9801	6	9801
35730	81	25971	808	4	10044	6	10044
35730	82	25971	820	4	10290	6	10290
35730	83	25971	832	4	10539	6	10539
35730	84	25971	844	4	10791	6	10791
35730	85	25971	856	4	11046	6	11046
35730	86	25971	868	4	11304	6	11304
35730	87	25971	880	4	11565	6	11565
35730	88	25971	892	4	11829	6	11829
35730	89	25971	904	4	12096	6	12096
35730	90	25971	916	4	12366	6	12366
35730	91	25971	928	4	12639	6	12639
35730	92	25971	940	4	12915	6	12915
35730	93	25971	952	4	13194	6	13194
35730	94	25971	964	4	13476	6	13476
35730	95	25971	976	4	13713	6	13713
35730	96	25971	988	4	13972	6	13972
35730	97	25971	1000	4	14231	6	14231
35730	98	25971	1012	4	14490	6	14490
35730	99	25971	1024	4	14749	6	14749
35730	100	25971	1036	4	15008	6	15008
35731	1	25971	1	4	84	6	84
35731	2	25971	2	4	90	6	90
35731	3	25971	3	4	99	6	99
35731	4	25971	4	4	111	6	111
35731	5	25971	5	4	126	6	126
35731	6	25971	6	4	144	6	144
35731	7	25971	8	4	165	6	165
35731	8	25971	9	4	189	6	189
35731	9	25971	13	4	216	6	216
35731	10	25971	14	4	246	6	246
35731	11	25971	16	4	279	6	279
35731	12	25971	22	4	315	6	315
35731	13	25971	28	4	354	6	354
35731	14	25971	34	4	396	6	396
35731	15	25971	40	4	441	6	441
35731	16	25971	48	4	489	6	489
35731	17	25971	56	4	540	6	540
35731	18	25971	64	4	594	6	594
35731	19	25971	72	4	651	6	651
35731	20	25971	80	4	711	6	711
35731	21	25971	88	4	774	6	774
35731	22	25971	100	4	840	6	840
35731	23	25971	112	4	909	6	909
35731	24	25971	124	4	981	6	981
35731	25	25971	136	4	1056	6	1056
35731	26	25971	148	4	1134	6	1134
35731	27	25971	160	4	1215	6	1215
35731	28	25971	172	4	1299	6	1299
35731	29	25971	184	4	1386	6	1386
35731	30	25971	196	4	1476	6	1476
35731	31	25971	208	4	1569	6	1569
35731	32	25971	220	4	1665	6	1665
35731	33	25971	232	4	1764	6	1764
35731	34	25971	244	4	1866	6	1866
35731	35	25971	256	4	1971	6	1971
35731	36	25971	268	4	2079	6	2079
35731	37	25971	280	4	2190	6	2190
35731	38	25971	292	4	2304	6	2304
35731	39	25971	304	4	2421	6	2421
35731	40	25971	316	4	2541	6	2541
35731	41	25971	328	4	2664	6	2664
35731	42	25971	340	4	2790	6	2790
35731	43	25971	352	4	2919	6	2919
35731	44	25971	364	4	3051	6	3051
35731	45	25971	376	4	3186	6	3186
35731	46	25971	388	4	3324	6	3324
35731	47	25971	400	4	3465	6	3465
35731	48	25971	412	4	3609	6	3609
35731	49	25971	424	4	3756	6	3756
35731	50	25971	436	4	3906	6	3906
35731	51	25971	448	4	4059	6	4059
35731	52	25971	460	4	4215	6	4215
35731	53	25971	472	4	4374	6	4374
35731	54	25971	484	4	4536	6	4536
35731	55	25971	496	4	4701	6	4701
35731	56	25971	508	4	4869	6	4869
35731	57	25971	520	4	5040	6	5040
35731	58	25971	532	4	5214	6	5214
35731	59	25971	544	4	5391	6	5391
35731	60	25971	556	4	5571	6	5571
35731	61	25971	568	4	5754	6	5754
35731	62	25971	580	4	5940	6	5940
35731	63	25971	592	4	6129	6	6129
35731	64	25971	604	4	6321	6	6321
35731	65	25971	616	4	6516	6	6516
35731	66	25971	628	4	6714	6	6714
35731	67	25971	640	4	6915	6	6915
35731	68	25971	652	4	7119	6	7119
35731	69	25971	664	4	7326	6	7326
35731	70	25971	676	4	7536	6	7536
35731	71	25971	688	4	7749	6	7749
35731	72	25971	700	4	7965	6	7965
35731	73	25971	712	4	8184	6	8184
35731	74	25971	724	4	8406	6	8406
35731	75	25971	736	4	8631	6	8631
35731	76	25971	748	4	8859	6	8859
35731	77	25971	760	4	9090	6	9090
35731	78	25971	772	4	9324	6	9324
35731	79	25971	784	4	9561	6	9561
35731	80	25971	796	4	9801	6	9801
35731	81	25971	808	4	10044	6	10044
35731	82	25971	820	4	10290	6	10290
35731	83	25971	832	4	10539	6	10539
35731	84	25971	844	4	10791	6	10791
35731	85	25971	856	4	11046	6	11046
35731	86	25971	868	4	11304	6	11304
35731	87	25971	880	4	11565	6	11565
35731	88	25971	892	4	11829	6	11829
35731	89	25971	904	4	12096	6	12096
35731	90	25971	916	4	12366	6	12366
35731	91	25971	928	4	12639	6	12639
35731	92	25971	940	4	12915	6	12915
35731	93	25971	952	4	13194	6	13194
35731	94	25971	964	4	13476	6	13476
35731	95	25971	976	4	13713	6	13713
35731	96	25971	988	4	13972	6	13972
35731	97	25971	1000	4	14231	6	14231
35731	98	25971	1012	4	14490	6	14490
35731	99	25971	1024	4	14749	6	14749
35731	100	25971	1036	4	15008	6	15008
35732	1	25971	1	4	84	6	84
35732	2	25971	2	4	90	6	90
35732	3	25971	3	4	99	6	99
35732	4	25971	4	4	111	6	111
35732	5	25971	5	4	126	6	126
35732	6	25971	6	4	144	6	144
35732	7	25971	8	4	165	6	165
35732	8	25971	9	4	189	6	189
35732	9	25971	13	4	216	6	216
35732	10	25971	14	4	246	6	246
35732	11	25971	16	4	279	6	279
35732	12	25971	22	4	315	6	315
35732	13	25971	28	4	354	6	354
35732	14	25971	34	4	396	6	396
35732	15	25971	40	4	441	6	441
35732	16	25971	48	4	489	6	489
35732	17	25971	56	4	540	6	540
35732	18	25971	64	4	594	6	594
35732	19	25971	72	4	651	6	651
35732	20	25971	80	4	711	6	711
35732	21	25971	88	4	774	6	774
35732	22	25971	100	4	840	6	840
35732	23	25971	112	4	909	6	909
35732	24	25971	124	4	981	6	981
35732	25	25971	136	4	1056	6	1056
35732	26	25971	148	4	1134	6	1134
35732	27	25971	160	4	1215	6	1215
35732	28	25971	172	4	1299	6	1299
35732	29	25971	184	4	1386	6	1386
35732	30	25971	196	4	1476	6	1476
35732	31	25971	208	4	1569	6	1569
35732	32	25971	220	4	1665	6	1665
35732	33	25971	232	4	1764	6	1764
35732	34	25971	244	4	1866	6	1866
35732	35	25971	256	4	1971	6	1971
35732	36	25971	268	4	2079	6	2079
35732	37	25971	280	4	2190	6	2190
35732	38	25971	292	4	2304	6	2304
35732	39	25971	304	4	2421	6	2421
35732	40	25971	316	4	2541	6	2541
35732	41	25971	328	4	2664	6	2664
35732	42	25971	340	4	2790	6	2790
35732	43	25971	352	4	2919	6	2919
35732	44	25971	364	4	3051	6	3051
35732	45	25971	376	4	3186	6	3186
35732	46	25971	388	4	3324	6	3324
35732	47	25971	400	4	3465	6	3465
35732	48	25971	412	4	3609	6	3609
35732	49	25971	424	4	3756	6	3756
35732	50	25971	436	4	3906	6	3906
35732	51	25971	448	4	4059	6	4059
35732	52	25971	460	4	4215	6	4215
35732	53	25971	472	4	4374	6	4374
35732	54	25971	484	4	4536	6	4536
35732	55	25971	496	4	4701	6	4701
35732	56	25971	508	4	4869	6	4869
35732	57	25971	520	4	5040	6	5040
35732	58	25971	532	4	5214	6	5214
35732	59	25971	544	4	5391	6	5391
35732	60	25971	556	4	5571	6	5571
35732	61	25971	568	4	5754	6	5754
35732	62	25971	580	4	5940	6	5940
35732	63	25971	592	4	6129	6	6129
35732	64	25971	604	4	6321	6	6321
35732	65	25971	616	4	6516	6	6516
35732	66	25971	628	4	6714	6	6714
35732	67	25971	640	4	6915	6	6915
35732	68	25971	652	4	7119	6	7119
35732	69	25971	664	4	7326	6	7326
35732	70	25971	676	4	7536	6	7536
35732	71	25971	688	4	7749	6	7749
35732	72	25971	700	4	7965	6	7965
35732	73	25971	712	4	8184	6	8184
35732	74	25971	724	4	8406	6	8406
35732	75	25971	736	4	8631	6	8631
35732	76	25971	748	4	8859	6	8859
35732	77	25971	760	4	9090	6	9090
35732	78	25971	772	4	9324	6	9324
35732	79	25971	784	4	9561	6	9561
35732	80	25971	796	4	9801	6	9801
35732	81	25971	808	4	10044	6	10044
35732	82	25971	820	4	10290	6	10290
35732	83	25971	832	4	10539	6	10539
35732	84	25971	844	4	10791	6	10791
35732	85	25971	856	4	11046	6	11046
35732	86	25971	868	4	11304	6	11304
35732	87	25971	880	4	11565	6	11565
35732	88	25971	892	4	11829	6	11829
35732	89	25971	904	4	12096	6	12096
35732	90	25971	916	4	12366	6	12366
35732	91	25971	928	4	12639	6	12639
35732	92	25971	940	4	12915	6	12915
35732	93	25971	952	4	13194	6	13194
35732	94	25971	964	4	13476	6	13476
35732	95	25971	976	4	13713	6	13713
35732	96	25971	988	4	13972	6	13972
35732	97	25971	1000	4	14231	6	14231
35732	98	25971	1012	4	14490	6	14490
35732	99	25971	1024	4	14749	6	14749
35732	100	25971	1036	4	15008	6	15008
35733	1	25971	1	1	268	0	0
35733	2	25971	2	1	284	0	0
35733	3	25971	3	1	309	0	0
35733	4	25971	4	1	343	0	0
35733	5	25971	5	1	386	0	0
35733	6	25971	6	1	438	0	0
35733	7	25971	8	1	499	0	0
35733	8	25971	9	1	569	0	0
35733	9	25971	13	1	648	0	0
35733	10	25971	14	1	736	0	0
35733	11	25971	16	1	833	0	0
35733	12	25971	22	1	939	0	0
35733	13	25971	28	1	1054	0	0
35733	14	25971	34	1	1178	0	0
35733	15	25971	40	1	1311	0	0
35733	16	25971	48	1	1453	0	0
35733	17	25971	56	1	1604	0	0
35733	18	25971	64	1	1764	0	0
35733	19	25971	72	1	1933	0	0
35733	20	25971	80	1	2111	0	0
35733	21	25971	88	1	2298	0	0
35733	22	25971	100	1	2494	0	0
35733	23	25971	112	1	2699	0	0
35733	24	25971	124	1	2913	0	0
35733	25	25971	136	1	3136	0	0
35733	26	25971	148	1	3368	0	0
35733	27	25971	160	1	3609	0	0
35733	28	25971	172	1	3859	0	0
35733	29	25971	184	1	4118	0	0
35733	30	25971	196	1	4386	0	0
35733	31	25971	208	1	4663	0	0
35733	32	25971	220	1	4949	0	0
35733	33	25971	232	1	5244	0	0
35733	34	25971	244	1	5548	0	0
35733	35	25971	256	1	5861	0	0
35733	36	25971	268	1	6183	0	0
35733	37	25971	280	1	6514	0	0
35733	38	25971	292	1	6854	0	0
35733	39	25971	304	1	7203	0	0
35733	40	25971	316	1	7561	0	0
35733	41	25971	328	1	7928	0	0
35733	42	25971	340	1	8304	0	0
35733	43	25971	352	1	8689	0	0
35733	44	25971	364	1	9083	0	0
35733	45	25971	376	1	9486	0	0
35733	46	25971	388	1	9898	0	0
35733	47	25971	400	1	10319	0	0
35733	48	25971	412	1	10749	0	0
35733	49	25971	424	1	11188	0	0
35733	50	25971	436	1	11636	0	0
35733	51	25971	448	1	12093	0	0
35733	52	25971	460	1	12559	0	0
35733	53	25971	472	1	13034	0	0
35733	54	25971	484	1	13518	0	0
35733	55	25971	496	1	14011	0	0
35733	56	25971	508	1	14513	0	0
35733	57	25971	520	1	15024	0	0
35733	58	25971	532	1	15544	0	0
35733	59	25971	544	1	16073	0	0
35733	60	25971	556	1	16611	0	0
35733	61	25971	568	1	17158	0	0
35733	62	25971	580	1	17714	0	0
35733	63	25971	592	1	18279	0	0
35733	64	25971	604	1	18853	0	0
35733	65	25971	616	1	19436	0	0
35733	66	25971	628	1	20028	0	0
35733	67	25971	640	1	20629	0	0
35733	68	25971	652	1	21239	0	0
35733	69	25971	664	1	21858	0	0
35733	70	25971	676	1	22486	0	0
35733	71	25971	688	1	23123	0	0
35733	72	25971	700	1	23769	0	0
35733	73	25971	712	1	24424	0	0
35733	74	25971	724	1	25088	0	0
35733	75	25971	736	1	25761	0	0
35733	76	25971	748	1	26443	0	0
35733	77	25971	760	1	27134	0	0
35733	78	25971	772	1	27834	0	0
35733	79	25971	784	1	28543	0	0
35733	80	25971	796	1	29261	0	0
35733	81	25971	808	1	29988	0	0
35733	82	25971	820	1	30724	0	0
35733	83	25971	832	1	31469	0	0
35733	84	25971	844	1	32223	0	0
35733	85	25971	856	1	32986	0	0
35733	86	25971	868	1	33758	0	0
35733	87	25971	880	1	34539	0	0
35733	88	25971	892	1	35329	0	0
35733	89	25971	904	1	36128	0	0
35733	90	25971	916	1	36936	0	0
35733	91	25971	928	1	37753	0	0
35733	92	25971	940	1	38579	0	0
35733	93	25971	952	1	39414	0	0
35733	94	25971	964	1	40258	0	0
35733	95	25971	976	1	41111	0	0
35733	96	25971	988	1	41973	0	0
35733	97	25971	1000	1	42844	0	0
35733	98	25971	1012	1	43724	0	0
35733	99	25971	1024	1	44613	0	0
35733	100	25971	1036	1	45511	0	0
35734	1	25971	1	1	268	0	0
35734	2	25971	2	1	284	0	0
35734	3	25971	3	1	309	0	0
35734	4	25971	4	1	343	0	0
35734	5	25971	5	1	386	0	0
35734	6	25971	6	1	438	0	0
35734	7	25971	8	1	499	0	0
35734	8	25971	9	1	569	0	0
35734	9	25971	13	1	648	0	0
35734	10	25971	14	1	736	0	0
35734	11	25971	16	1	833	0	0
35734	12	25971	22	1	939	0	0
35734	13	25971	28	1	1054	0	0
35734	14	25971	34	1	1178	0	0
35734	15	25971	40	1	1311	0	0
35734	16	25971	48	1	1453	0	0
35734	17	25971	56	1	1604	0	0
35734	18	25971	64	1	1764	0	0
35734	19	25971	72	1	1933	0	0
35734	20	25971	80	1	2111	0	0
35734	21	25971	88	1	2298	0	0
35734	22	25971	100	1	2494	0	0
35734	23	25971	112	1	2699	0	0
35734	24	25971	124	1	2913	0	0
35734	25	25971	136	1	3136	0	0
35734	26	25971	148	1	3368	0	0
35734	27	25971	160	1	3609	0	0
35734	28	25971	172	1	3859	0	0
35734	29	25971	184	1	4118	0	0
35734	30	25971	196	1	4386	0	0
35734	31	25971	208	1	4663	0	0
35734	32	25971	220	1	4949	0	0
35734	33	25971	232	1	5244	0	0
35734	34	25971	244	1	5548	0	0
35734	35	25971	256	1	5861	0	0
35734	36	25971	268	1	6183	0	0
35734	37	25971	280	1	6514	0	0
35734	38	25971	292	1	6854	0	0
35734	39	25971	304	1	7203	0	0
35734	40	25971	316	1	7561	0	0
35734	41	25971	328	1	7928	0	0
35734	42	25971	340	1	8304	0	0
35734	43	25971	352	1	8689	0	0
35734	44	25971	364	1	9083	0	0
35734	45	25971	376	1	9486	0	0
35734	46	25971	388	1	9898	0	0
35734	47	25971	400	1	10319	0	0
35734	48	25971	412	1	10749	0	0
35734	49	25971	424	1	11188	0	0
35734	50	25971	436	1	11636	0	0
35734	51	25971	448	1	12093	0	0
35734	52	25971	460	1	12559	0	0
35734	53	25971	472	1	13034	0	0
35734	54	25971	484	1	13518	0	0
35734	55	25971	496	1	14011	0	0
35734	56	25971	508	1	14513	0	0
35734	57	25971	520	1	15024	0	0
35734	58	25971	532	1	15544	0	0
35734	59	25971	544	1	16073	0	0
35734	60	25971	556	1	16611	0	0
35734	61	25971	568	1	17158	0	0
35734	62	25971	580	1	17714	0	0
35734	63	25971	592	1	18279	0	0
35734	64	25971	604	1	18853	0	0
35734	65	25971	616	1	19436	0	0
35734	66	25971	628	1	20028	0	0
35734	67	25971	640	1	20629	0	0
35734	68	25971	652	1	21239	0	0
35734	69	25971	664	1	21858	0	0
35734	70	25971	676	1	22486	0	0
35734	71	25971	688	1	23123	0	0
35734	72	25971	700	1	23769	0	0
35734	73	25971	712	1	24424	0	0
35734	74	25971	724	1	25088	0	0
35734	75	25971	736	1	25761	0	0
35734	76	25971	748	1	26443	0	0
35734	77	25971	760	1	27134	0	0
35734	78	25971	772	1	27834	0	0
35734	79	25971	784	1	28543	0	0
35734	80	25971	796	1	29261	0	0
35734	81	25971	808	1	29988	0	0
35734	82	25971	820	1	30724	0	0
35734	83	25971	832	1	31469	0	0
35734	84	25971	844	1	32223	0	0
35734	85	25971	856	1	32986	0	0
35734	86	25971	868	1	33758	0	0
35734	87	25971	880	1	34539	0	0
35734	88	25971	892	1	35329	0	0
35734	89	25971	904	1	36128	0	0
35734	90	25971	916	1	36936	0	0
35734	91	25971	928	1	37753	0	0
35734	92	25971	940	1	38579	0	0
35734	93	25971	952	1	39414	0	0
35734	94	25971	964	1	40258	0	0
35734	95	25971	976	1	41111	0	0
35734	96	25971	988	1	41973	0	0
35734	97	25971	1000	1	42844	0	0
35734	98	25971	1012	1	43724	0	0
35734	99	25971	1024	1	44613	0	0
35734	100	25971	1036	1	45511	0	0
35735	1	25971	1	1	268	0	0
35735	2	25971	2	1	284	0	0
35735	3	25971	3	1	309	0	0
35735	4	25971	4	1	343	0	0
35735	5	25971	5	1	386	0	0
35735	6	25971	6	1	438	0	0
35735	7	25971	8	1	499	0	0
35735	8	25971	9	1	569	0	0
35735	9	25971	13	1	648	0	0
35735	10	25971	14	1	736	0	0
35735	11	25971	16	1	833	0	0
35735	12	25971	22	1	939	0	0
35735	13	25971	28	1	1054	0	0
35735	14	25971	34	1	1178	0	0
35735	15	25971	40	1	1311	0	0
35735	16	25971	48	1	1453	0	0
35735	17	25971	56	1	1604	0	0
35735	18	25971	64	1	1764	0	0
35735	19	25971	72	1	1933	0	0
35735	20	25971	80	1	2111	0	0
35735	21	25971	88	1	2298	0	0
35735	22	25971	100	1	2494	0	0
35735	23	25971	112	1	2699	0	0
35735	24	25971	124	1	2913	0	0
35735	25	25971	136	1	3136	0	0
35735	26	25971	148	1	3368	0	0
35735	27	25971	160	1	3609	0	0
35735	28	25971	172	1	3859	0	0
35735	29	25971	184	1	4118	0	0
35735	30	25971	196	1	4386	0	0
35735	31	25971	208	1	4663	0	0
35735	32	25971	220	1	4949	0	0
35735	33	25971	232	1	5244	0	0
35735	34	25971	244	1	5548	0	0
35735	35	25971	256	1	5861	0	0
35735	36	25971	268	1	6183	0	0
35735	37	25971	280	1	6514	0	0
35735	38	25971	292	1	6854	0	0
35735	39	25971	304	1	7203	0	0
35735	40	25971	316	1	7561	0	0
35735	41	25971	328	1	7928	0	0
35735	42	25971	340	1	8304	0	0
35735	43	25971	352	1	8689	0	0
35735	44	25971	364	1	9083	0	0
35735	45	25971	376	1	9486	0	0
35735	46	25971	388	1	9898	0	0
35735	47	25971	400	1	10319	0	0
35735	48	25971	412	1	10749	0	0
35735	49	25971	424	1	11188	0	0
35735	50	25971	436	1	11636	0	0
35735	51	25971	448	1	12093	0	0
35735	52	25971	460	1	12559	0	0
35735	53	25971	472	1	13034	0	0
35735	54	25971	484	1	13518	0	0
35735	55	25971	496	1	14011	0	0
35735	56	25971	508	1	14513	0	0
35735	57	25971	520	1	15024	0	0
35735	58	25971	532	1	15544	0	0
35735	59	25971	544	1	16073	0	0
35735	60	25971	556	1	16611	0	0
35735	61	25971	568	1	17158	0	0
35735	62	25971	580	1	17714	0	0
35735	63	25971	592	1	18279	0	0
35735	64	25971	604	1	18853	0	0
35735	65	25971	616	1	19436	0	0
35735	66	25971	628	1	20028	0	0
35735	67	25971	640	1	20629	0	0
35735	68	25971	652	1	21239	0	0
35735	69	25971	664	1	21858	0	0
35735	70	25971	676	1	22486	0	0
35735	71	25971	688	1	23123	0	0
35735	72	25971	700	1	23769	0	0
35735	73	25971	712	1	24424	0	0
35735	74	25971	724	1	25088	0	0
35735	75	25971	736	1	25761	0	0
35735	76	25971	748	1	26443	0	0
35735	77	25971	760	1	27134	0	0
35735	78	25971	772	1	27834	0	0
35735	79	25971	784	1	28543	0	0
35735	80	25971	796	1	29261	0	0
35735	81	25971	808	1	29988	0	0
35735	82	25971	820	1	30724	0	0
35735	83	25971	832	1	31469	0	0
35735	84	25971	844	1	32223	0	0
35735	85	25971	856	1	32986	0	0
35735	86	25971	868	1	33758	0	0
35735	87	25971	880	1	34539	0	0
35735	88	25971	892	1	35329	0	0
35735	89	25971	904	1	36128	0	0
35735	90	25971	916	1	36936	0	0
35735	91	25971	928	1	37753	0	0
35735	92	25971	940	1	38579	0	0
35735	93	25971	952	1	39414	0	0
35735	94	25971	964	1	40258	0	0
35735	95	25971	976	1	41111	0	0
35735	96	25971	988	1	41973	0	0
35735	97	25971	1000	1	42844	0	0
35735	98	25971	1012	1	43724	0	0
35735	99	25971	1024	1	44613	0	0
35735	100	25971	1036	1	45511	0	0
35736	1	25971	1	4	85	6	85
35736	2	25971	2	4	91	6	91
35736	3	25971	3	4	100	6	100
35736	4	25971	4	4	112	6	112
35736	5	25971	5	4	127	6	127
35736	6	25971	6	4	145	6	145
35736	7	25971	8	4	166	6	166
35736	8	25971	9	4	190	6	190
35736	9	25971	13	4	217	6	217
35736	10	25971	14	4	247	6	247
35736	11	25971	16	4	280	6	280
35736	12	25971	22	4	316	6	316
35736	13	25971	28	4	355	6	355
35736	14	25971	34	4	397	6	397
35736	15	25971	40	4	442	6	442
35736	16	25971	48	4	493	6	493
35736	17	25971	56	4	546	6	546
35736	18	25971	64	4	601	6	601
35736	19	25971	72	4	659	6	659
35736	20	25971	80	4	720	6	720
35736	21	25971	88	4	784	6	784
35736	22	25971	100	4	851	6	851
35736	23	25971	112	4	922	6	922
35736	24	25971	124	4	995	6	995
35736	25	25971	136	4	1072	6	1072
35736	26	25971	148	4	1152	6	1152
35736	27	25971	160	4	1235	6	1235
35736	28	25971	172	4	1321	6	1321
35736	29	25971	184	4	1410	6	1410
35736	30	25971	196	4	1503	6	1503
35736	31	25971	208	4	1598	6	1598
35736	32	25971	220	4	1697	6	1697
35736	33	25971	232	4	1799	6	1799
35736	34	25971	244	4	1904	6	1904
35736	35	25971	256	4	2013	6	2013
