coding	name	Des	propsType	kinds	useLevel	useNeedItem	iconBackgroundColor	canSell	canOverlap	canUse	canUseSome	needLog	sortLevel	icon	bigIcon70	icon_FT	icon_US	icon_SA	icon_RU	icon_TK	icon_PL	icon_Fr	icon_EN	icon_Esp	icon_Rutt	use	nameColor	saleBack	salePrice	saleBack2	salePrice2	doubleclick	minutes	timeoutCoding	invaluable	pbp	showGoods	kuaFuUse	jiaMi	title
27588	装备洗练锁	道具	1	1	100		4	0	1	1	0	1	4680	zhuangbeixiliansuo												可用于锁定装备指定属性#H获得途径：深海寻宝活动	橙色	0	0	0	0	OPEN_EQUIP_XL			0	0	0	1	1	0
27589	天使之魄宝箱	礼包	1	1	30		4	0	1	1	1	1	4990	jiehunlibao2												打开后可随机获得其中一个：天使之魄+1,宠物圣果+1、2级宝石礼包+1、宝石封印石+2，并有一定几率开出时装天使之翼+1	黄色	0	0	0	0	0			0	0	0	1	1	0
27590	天使之魄	道具	1	1	30		4	1	1	0	0	1	4680	tianshishenyi												可以在2014年12月26日-2015年1月6日的圣诞商店中，兑换各种珍惜道具，活动结束后不可兑换，请注意提前兑换！	黄色	0	100	0	0	0			0	0	0	1	1	0
27591	祭坛使者文书	道具	1	1	30		4	1	0	0	0	1	4680	jifenYZYXT												英雄祭坛使者的打折文书，在2014年12月29日至2015年1月1日期间，进入英雄祭坛可享受6折优惠召唤（VIP可享受折上折）；注意：此物品过期将无效，请注意使用！	黄色	0	5000	0	0	0	5760		0	0	0	1	1	0
27592	英雄升级优惠礼包	礼包	1	1	30		4	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：大经验酒x20，金币*100w	黄色	0	0	0	0	0			0	0	0	1	1	0
27593	元旦活动礼包	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao2												打开后可获得：魔晶*100、四级宝石礼盒*1、坐骑培养石*20、生命之源*2、生命结晶*2	紫色	0	0	0	0	0			0	0	0	1	1	0
27594	跨年小型礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：魔晶*18，二级宝石礼盒*1，宝石封印石*5	紫色	0	0	0	0	0			0	0	0	1	1	0
27595	跨年中型礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：四级宝石礼盒*1，坐骑培养石*20，金币*188000	紫色	0	0	0	0	0			0	0	0	1	1	0
27596	跨年大型礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：七级生命宝石*1，坐骑培养石*60，金币*888000	紫色	0	0	0	0	0			0	0	0	1	1	0
27597	跨年小型礼包	礼包	1	1	60		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：魔晶*18，二级宝石礼盒*1，宝石封印石*5	紫色	0	0	0	0	0			0	0	0	1	1	0
27598	跨年中型礼包	礼包	1	1	60		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：四级宝石礼盒*1,装备附魔石*13，金币*188000	紫色	0	0	0	0	0			0	0	0	1	1	0
27599	跨年大型礼包	礼包	1	1	60		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：七级格挡宝石*1,装备附魔石*40，金币*888000	紫色	0	0	0	0	0			0	0	0	1	1	0
27600	元旦小型礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：奖励神石*18，二级宝石礼盒*1，宝石封印石*5	紫色	0	0	0	0	0			0	0	0	1	1	0
27601	元旦中型礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：四级宝石礼盒*1，许愿币*10，金币*188000	紫色	0	0	0	0	0			0	0	0	1	1	0
27602	元旦大型礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：七级物攻宝石*1，许愿币*30，金币*888000	紫色	0	0	0	0	0			0	0	0	1	1	0
27603	元旦小型礼包	礼包	1	1	60		3	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：奖励神石*18，二级符文礼盒*1，符文封印石*5	紫色	0	0	0	0	0			0	0	0	1	1	0
27604	元旦中型礼包	礼包	1	1	60		3	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：四级符文礼盒*1,圣器附魔石*4，金币*188000	紫色	0	0	0	0	0			0	0	0	1	1	0
27605	元旦大型礼包	礼包	1	1	60		3	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：七级信仰符文*1,圣器附魔石*12，金币*888000	紫色	0	0	0	0	0			0	0	0	1	1	0
27606	积分礼包(一)	礼包	1	1	30		2	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：宝石小礼盒*2，命魂小礼盒*2，坐骑培养石*5	蓝色	0	0	0	0	0			0	0	0	1	0	0
27607	积分礼包(二)	礼包	1	1	30		2	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：宝石小礼盒*4，命魂小礼盒*4，许愿币*1	蓝色	0	0	0	0	0			0	0	0	1	0	0
27608	积分礼包(三)	礼包	1	1	30		2	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：宝石小礼盒*6，命魂小礼盒*6，符文宝珠*1	蓝色	0	0	0	0	0			0	0	0	1	0	0
27609	精選禮盒(1)	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao1												打開後可獲得：金幣*100萬、魔晶*30、星靈之羽*5、龍晶大禮包*1	紫色	0	0	0	0	0			0	0	0	1	1	0
27610	精選禮盒(2)	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao1												打開後可獲得：金幣*500萬、時裝精華*5、許願幣*5、龍晶大禮包*3	紫色	0	0	0	0	0			0	0	0	1	1	0
27611	QQ管家大礼1	礼包	1	1	1		3	0	1	1	1	1	4990	lihebaoshi1												打开后可获得：魔晶*20，坐骑培养石*5，金币*10W	紫色	0	0	0	0	0			0	0	0	1	1	0
27612	QQ管家大礼2	礼包	1	1	1		3	0	1	1	1	1	4990	lihebaoshi1												打开后可获得：魔晶*30，姻缘石*5，金币*20W	紫色	0	0	0	0	0			0	0	0	1	1	0
27613	QQ管家大礼3	礼包	1	1	1		3	0	1	1	1	1	4990	lihebaoshi1												打开后可获得：魔晶*50，一级宝石礼盒*5，金币*30W	紫色	0	0	0	0	0			0	0	0	1	1	0
27614	QQ管家大礼4	礼包	1	1	1		3	0	1	1	1	1	4990	lihebaoshi1												打开后可获得：魔晶*80，命魂小礼盒*5，金币*40W	紫色	0	0	0	0	0			0	0	0	1	1	0
27615	QQ管家大礼5	礼包	1	1	1		3	0	1	1	1	1	4990	lihebaoshi1												打开后可获得：魔晶*100，一级符文礼盒*5，金币*50W	紫色	0	0	0	0	0			0	0	0	1	1	0
27616	QQ管家大礼6	礼包	1	1	1		3	0	1	1	1	1	4990	lihebaoshi1												打开后可获得：魔晶*150，羽翼培养石*5，金币*80W	紫色	0	0	0	0	0			0	0	0	1	1	0
27617	QQ管家大礼7	礼包	1	1	1		3	0	1	1	1	1	4990	lihebaoshi1												打开后可获得：魔晶*200，宠物圣果*5，金币*100W	紫色	0	0	0	0	0			0	0	0	1	1	0
27618	八级宝石	礼包	1	1	30		5	0	1	1	1	1	4990	baoshiwugong8												使用后可获得一颗8级宝石	橙色	0	0	0	0	0			0	0	0	1	1	0
27619	九级宝石	礼包	1	1	30		6	0	1	1	1	1	4990	baoshiwugong9												使用后可获得一颗9级宝石	红色	0	0	0	0	0			0	0	0	1	1	0
27620	十级宝石	礼包	1	1	30		6	0	1	1	1	1	4990	baoshiwugong10												使用后可获得一颗十级单属性宝石	红色	0	0	0	0	0			0	0	0	1	1	0
27621	四级符文	礼包	1	1	60		2	0	1	1	1	1	4990	fuwenxisheng4												使用后可获得一个4级符文	蓝色	0	0	0	0	0			0	0	0	1	1	0
27622	五级符文	礼包	1	1	60		3	0	1	1	1	1	4990	fuwenxisheng5												使用后可获得一个5级符文	紫色	0	0	0	0	0			0	0	0	1	1	0
27623	六级符文	礼包	1	1	60		3	0	1	1	1	1	4990	fuwenxisheng6												使用后可获得一个6级符文	紫色	0	0	0	0	0			0	0	0	1	1	0
27624	七级符文	礼包	1	1	60		5	0	1	1	1	1	4990	fuwenxisheng7												使用后可获得一个7级符文	橙色	0	0	0	0	0			0	0	0	1	1	0
27625	八级符文	礼包	1	1	60		5	0	1	1	1	1	4990	fuwenxisheng8												使用后可获得一个8级符文	橙色	0	0	0	0	0			0	0	0	1	1	0
27626	九级符文	礼包	1	1	60		6	0	1	1	1	1	4990	fuwenxisheng9												使用后可获得一个9级符文	红色	0	0	0	0	0			0	0	0	1	1	0
27627	十级符文	礼包	1	1	60		6	0	1	1	1	1	4990	fuwenxisheng10												使用后可获得一个10级符文	红色	0	0	0	0	0			0	0	0	1	1	0
27628	天榜冠军全服奖励	礼包	1	1	80		4	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：五级宝石礼盒*1,三级符文礼盒*1,坐骑培养石*20,姻缘石*20,龙灵*8000	黄色	0	0	0	0	0			0	0	0	1	1	0
27629	天榜亚军全服奖励	礼包	1	1	80		4	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：四级宝石礼盒*1,二级符文礼盒*1,坐骑培养石*15,姻缘石*15,龙灵*6000	黄色	0	0	0	0	0			0	0	0	1	1	0
27630	天榜季军全服奖励	礼包	1	1	80		4	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：四级宝石礼盒*1,二级符文礼盒*1,坐骑培养石*12,姻缘石*12,龙灵*5000	黄色	0	0	0	0	0			0	0	0	1	1	0
27631	地榜冠军全服奖励	礼包	1	1	80		4	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：四级宝石礼盒*1,二级符文礼盒*1,坐骑培养石*10,姻缘石*10,龙灵*4000	黄色	0	0	0	0	0			0	0	0	1	1	0
27632	地榜亚军全服奖励	礼包	1	1	80		4	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：三级宝石礼盒*1,二级符文礼盒*1,坐骑培养石*8,姻缘石*8,龙灵*3000	黄色	0	0	0	0	0			0	0	0	1	1	0
27633	地榜季军全服奖励	礼包	1	1	80		4	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：三级宝石礼盒*1,二级符文礼盒*1,坐骑培养石*5,姻缘石*5,龙灵*2000	黄色	0	0	0	0	0			0	0	0	1	1	0
27634	参与奖奖励	礼包	1	1	80		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：许愿币*1，宝石小礼盒*5，命魂小礼盒*10，魔晶*100,金币*100万	紫色	0	0	0	0	0			0	0	0	1	1	0
27635	宝石礼包（生命）	商城道具	1	1	1		3	0	1	1	1	1	4650	lihebaoshi2												打开获得四级生命宝石×4,三级生命宝石×2。	紫色	0	1	0	0	0			0	0	0	1	1	0
27636	宝石礼包（物攻）	商城道具	1	1	1		3	0	1	1	1	1	4650	lihebaoshi2												打开获得四级物攻宝石×4,三级物攻宝石×2。	紫色	0	1	0	0	0			0	0	0	1	1	0
27637	宝石礼包（法攻）	商城道具	1	1	1		3	0	1	1	1	1	4650	lihebaoshi2												打开获得四级法攻宝石×4,三级法攻宝石×2。	紫色	0	1	0	0	0			0	0	0	1	1	0
27638	宝石礼包（暴击）	商城道具	1	1	60		3	0	1	1	1	1	4650	lihebaoshi2												打开获得四级暴击宝石×4,三级暴击宝石×2。	紫色	0	1	0	0	0			0	0	0	1	1	0
27639	宝石礼包（免暴）	商城道具	1	1	60		3	0	1	1	1	1	4650	lihebaoshi2												打开获得四级免暴宝石×4,三级免暴宝石×2。	紫色	0	1	0	0	0			0	0	0	1	1	0
27640	宝石礼包（破挡）	商城道具	1	1	60		3	0	1	1	1	1	4650	lihebaoshi2												打开获得四级破挡宝石×4,三级破挡宝石×2。	紫色	0	1	0	0	0			0	0	0	1	1	0
27641	宝石礼包（格挡）	商城道具	1	1	60		3	0	1	1	1	1	4650	lihebaoshi2												打开获得四级格挡宝石×4,三级格挡宝石×2。	紫色	0	1	0	0	0			0	0	0	1	1	0
27642	100000金币	礼包	1	1	30		3	0	1	1	1	1	4990	jinBi												#C(#FFFFFF)双击打开获得：#n100000金币	紫色	0	0	0	0	0			0	0	0	1	1	0
27643	地狱三头犬	坐骑外形	1	14	30		4	0	0	0	0	1	4820	diyusantouquan												使用后获得公会专属限时坐骑外形，并获得坐骑属性：生命1500，物攻500，法攻500。#H#C(#FF0000)温馨提示：#H坐骑激活后限时使用7天，失效后可重新购买获得。	黄色	0	0	0	0	0			0	0	0	1	1	0
27644	圣魂	道具	1	1	30		4	1	1	0	0	1	4680	tianshishenyi												可以在2015年1月9日-2015年1月15日的Carnival Shop中，兑换各种珍惜道具，活动结束后不可兑换，请注意提前兑换！	黄色	0	10000	0	0	0			0	0	0	1	1	0
27645	白龙化石宝箱（一）	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得以下其中一个：龙灵*200，龙灵*300，龙灵*400，龙灵*500，雷·白龙角化石*1，雷·白龙甲化石*1#H获取途径:圣域之塔1-10层概率掉落	紫色	0	0	0	0	0			0	0	0	1	1	0
27646	白龙化石宝箱（二）	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3												打开后可获得以下其中一个：龙灵*200，龙灵*300，龙灵*400，龙灵*500，雷·白龙骨化石*1，雷·白龙尾化石*1#H获取途径:圣域之塔11-20层概率掉落	紫色	0	0	0	0	0			0	0	0	1	1	0
27647	白龙化石宝箱（三）	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao2												打开后可获得以下其中一个：龙灵*200，龙灵*300，龙灵*400，龙灵*500，雷·白龙牙化石*1，雷·白龙爪化石*1#H获取途径:圣域之塔21-30层概率掉落	紫色	0	0	0	0	0			0	0	0	1	1	0
27648	新年大礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：100奖励神石，四级宝石礼盒*1，金币*100W	紫色	0	0	0	0	0			0	0	0	1	1	0
27649	每日抽奖一星礼包	礼包	1	1	1		2	0	1	1	1	1	4990	jiehunlibao1												打开后可获得：坐骑培养石*2，一级宝石礼盒*1	蓝色	0	0	0	0	0			0	0	0	1	1	0
27650	每日抽奖二星礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao2												打开后可获得：羽翼培养石*3，二级宝石礼盒*1	紫色	0	0	0	0	0			0	0	0	1	1	0
27651	每日抽奖三星礼包	礼包	1	1	1		4	0	1	1	1	1	4990	jiehunlibao3												打开后可获得：宠物圣果*4，二级符文礼盒*1	黄色	0	0	0	0	0			0	0	0	1	1	0
27652	装备洗练宝箱	礼包	1	1	100		3	0	1	1	1	1	4990	wusuobaoxiang4												打开后可获得：装备洗练石*20	紫色	0	0	0	0	0			0	0	0	1	1	0
27653	夺宝徽章	道具	1	1	40		3	0	1	0	0	1	4680	dbhz												野外夺宝活动的积分奖励道具，流浪商人处偶尔会刷新珍稀商品，可消耗此徽章进行兑换。	紫色	0	0	0	0	openLLSR			0	0	0	1	1	0
27654	姻缘石欢喜礼包	礼包	1	1	36		3	0	1	1	1	1	4990	jiehunlihe												打开后可获得姻缘石×50	紫色	0	0	0	0	0			0	0	0	1	1	0
27655	命运之石	道具	1	1	30		3	1	1	0	0	1	4680	mingyunzhishi												可以在2015年1月16日-1月22日的Carnival Shop中，兑换各种珍惜道具，活动结束后不可兑换，请注意提前兑换！	紫色	0	10000	0	0	0			0	0	0	1	1	0
27656	命运礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlihe												打开后可随机获得其中一个：命运之石+1,姻缘石+1、三生锁+1、精炼石+1，并有一定几率开出紫色圣器-天雷战斧	紫色	0	0	0	0	0			0	0	0	1	1	0
27657	龙灵*40000	礼包	1	1	45		3	0	1	1	1	1	4990	SLLongLin	SLLongLin0											打开后可获得：龙灵*40000	紫色	0	0	0	0	0			0	0	0	1	1	0
27658	龙灵*35000	礼包	1	1	45		3	0	1	1	1	1	4990	SLLongLin												打开后可获得：龙灵*35000	紫色	0	0	0	0	0			0	0	0	1	1	0
27659	龙灵*30000	礼包	1	1	45		3	0	1	1	1	1	4990	SLLongLin												打开后可获得：龙灵*30000	紫色	0	0	0	0	0			0	0	0	1	1	0
27660	龙灵*25000	礼包	1	1	45		3	0	1	1	1	1	4990	SLLongLin												打开后可获得：龙灵*25000	紫色	0	0	0	0	0			0	0	0	1	1	0
27661	龙灵*20000	礼包	1	1	45		3	0	1	1	1	1	4990	SLLongLin												打开后可获得：龙灵*20000	紫色	0	0	0	0	0			0	0	0	1	1	0
27662	龙灵*10000	礼包	1	1	45		3	0	1	1	1	1	4990	SLLongLin												打开后可获得：龙灵*10000	紫色	0	0	0	0	0			0	0	0	1	1	0
27663	龙灵*5000	礼包	1	1	45		3	0	1	1	1	1	4990	SLLongLin												打开后可获得：龙灵*5000	紫色	0	0	0	0	0			0	0	0	1	1	0
27664	对应等级龙晶*200	礼包	1	1	1		4	1	1	1	1	1	4990	wusuobaoxiang6												开启可获得与自身等级对应的龙晶+200	紫色	0	1000	0	0	0			0	0	0	1	1	0
27665	对应等级龙晶*100	礼包	1	1	1		4	1	1	1	1	1	4990	wusuobaoxiang7												开启可获得与自身等级对应的龙晶+100	紫色	0	1000	0	0	0			0	0	0	1	1	0
27666	对应等级龙晶*50	礼包	1	1	1		4	1	1	1	1	1	4990	wusuobaoxiang1												开启可获得与自身等级对应的龙晶+50	紫色	0	1000	0	0	0			0	0	0	1	1	0
27667	个人贡献	数值	1	2	1		5	0	1	0	0	1	1200	gerengongxian												公会的个人贡献	橙色	0	0	0	0	0			0	0	0	1	1	0
27668	龙灵*500	礼包	1	1	45		3	0	1	1	1	1	4990	SLLongLin												打开后可获得：龙灵*500	紫色	0	0	0	0	0			0	0	0	1	1	0
27669	称号培养石	称号	1	1	90		3	1	1	1	0	1	4672	chpys												称号培养时代替神石，每次培养消耗1个，培养时优先消耗称号培养石	紫色	0	3000	0	0	OPEN_TITLE			0	0	0	1	1	0
27670	初级礼包	礼包	1	1	1		3	0	0	1	0	1	4990	jiehunlibao1												打开后可获得：魔晶*100、四级宝石礼盒*1、羽翼培养石*10	紫色	0	0	0	0	0			0	0	0	1	1	0
27671	中级礼包	礼包	1	1	1		3	0	0	1	0	1	4990	jiehunlibao2												打开后可获得：魔晶*150、四级宝石礼盒*1、宠物圣果*10、中阶幸运石*10	紫色	0	0	0	0	0			0	0	0	1	1	0
27672	骨灰礼包	礼包	1	1	1		4	0	0	1	0	1	4990	jiehunlibao3												打开后可获得：魔晶*200，四级宝石礼盒*1、宠物圣果*10、高阶幸运石*10	黄色	0	0	0	0	0			0	0	0	1	1	0
27673	经验命魂礼盒	礼包	1	1	50		3	0	1	1	1	1	4990	lihejingxi3												打开可获得3个经验白魂	蓝色	0	0	0	0	0			0	0	0	1	1	0
27674	全民装备附魔礼包	礼包	1	1	30		4	0	1	1	1	1	4990	tuangoulibao03												打开后获得：装备附魔石*10，装备附魔宝箱*1	黄色	0	0	0	0	0			0	0	0	1	1	0
27675	20奖励神石礼包	礼包	1	1	1		3	0	1	1	1	1	4990	shenshi45												打开后获得20奖励神石	紫色	0	0	0	0	0			0	0	0	1	1	0
27676	40奖励神石礼包	礼包	1	1	1		3	0	1	1	1	1	4990	shenshi45												打开后获得40奖励神石	紫色	0	0	0	0	0			0	0	0	1	1	0
27677	免暴黄魂礼盒	礼包	1	1	50		4	0	1	1	1	1	4990	mhlbhuang	mhlbhuang0											打开可获得一个免暴黄色命魂	黄色	0	0	0	0	0			0	0	0	1	1	0
27678	血焰流星技能书	技能进化	1	1	120		6	0	0	0	0	1	8000	zyxyjns												血焰流星技能进化书：主角技能正义风暴进化为血焰流星的必须物品	红色	0	1000	0	0	0			0	0	0	1	1	0
27679	魔龙狂袭技能书	技能进化	1	1	120		6	0	0	0	0	1	8000	mlkxjns												魔龙狂袭技能进化书：主角技能巨龙突袭进化为魔龙狂袭的必须物品	红色	0	1000	0	0	0			0	0	0	1	1	0
27680	血焰流星升级书一	技能进化	1	1	125		5	0	0	0	0	1	8000	zyxyjhs1												血焰流星技能升级书一：血焰流星技能升级为2级的必须物品	黄色	0	1000	0	0	0			0	0	0	1	1	0
27681	血焰流星升级书二	技能进化	1	1	130		5	0	0	0	0	1	8000	zyxyjhs2												血焰流星技能升级书二：血焰流星技能升级为3级的必须物品	黄色	0	1000	0	0	0			0	0	0	1	1	0
27682	血焰流星升级书三	技能进化	1	1	135		5	0	0	0	0	1	8000	zyxyjhs3												血焰流星技能升级书三：血焰流星技能升级为4级的必须物品	黄色	0	1000	0	0	0			0	0	0	1	1	0
27683	血焰流星升级书四	技能进化	1	1	140		5	0	0	0	0	1	8000	zyxyjhs4												血焰流星技能升级书四：血焰流星技能升级为5级的必须物品	黄色	0	1000	0	0	0			0	0	0	1	1	0
27684	魔龙狂袭升级书一	技能进化	1	1	125		5	0	0	0	0	1	8000	mlkxjhs1												魔龙狂袭技能升级书一：魔龙狂袭技能升级为2级的必须物品	黄色	0	1000	0	0	0			0	0	0	1	1	0
27685	魔龙狂袭升级书二	技能进化	1	1	130		5	0	0	0	0	1	8000	mlkxjhs2												魔龙狂袭技能升级书二：魔龙狂袭技能升级为3级的必须物品	黄色	0	1000	0	0	0			0	0	0	1	1	0
27686	魔龙狂袭升级书三	技能进化	1	1	135		5	0	0	0	0	1	8000	mlkxjhs3												魔龙狂袭技能升级书三：魔龙狂袭技能升级为4级的必须物品	黄色	0	1000	0	0	0			0	0	0	1	1	0
27687	魔龙狂袭升级书四	技能进化	1	1	140		5	0	0	0	0	1	8000	mlkxjhs4												魔龙狂袭技能升级书四：魔龙狂袭技能升级为5级的必须物品	黄色	0	1000	0	0	0			0	0	0	1	1	0
27688	聖．賢者套裝禮包	礼包	1	1	1		6	0	1	1	1	1	4990	youhuilihe2												打開後可獲得：聖．賢者劍*1、聖．賢者手鐲*1、聖．賢者戒指*1、聖．賢者頭盔*1、聖．賢者鎧甲*1、聖．賢者戰靴*1	红色	0	1	0	0	0			0	0	0	1	1	0
27689	血陽神器禮包(一)	礼包	1	1	1		6	0	1	1	1	1	4990	youhuilihe2												打開後可獲得：血陽匕首*1、血陽聖槍*1、血陽彎刀*1	红色	0	1	0	0	0			0	0	0	1	1	0
27690	血陽神器禮包(二)	礼包	1	1	1		6	0	1	1	1	1	4990	youhuilihe2												打開後可獲得：血陽戰斧*1、血陽長弓*1、血陽戰錘*1	红色	0	1	0	0	0			0	0	0	1	1	0
27691	维纳斯祝福	道具	1	1	30		3	1	1	0	0	1	4680	wlszf												可以在2015年1月23日-1月29日的Carnival Shop中，兑换各种珍惜道具，活动结束后不可兑换，请注意提前兑换！	紫色	0	10000	0	0	0			0	0	0	1	1	0
27692	祝福礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlihe												打开后可随机获得其中一个：维纳斯祝福*1,姻缘石*2、宠物圣果*2、圣器附魔石*2，并有一定几率开出破挡红魂	紫色	0	0	0	0	0			0	0	0	1	1	0
27693	婚戒锻造礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得以下其中一个：姻缘石*2,姻缘石*4,姻缘石*8	紫色	0	0	0	0	0			0	0	0	1	1	0
27694	微信关注礼包（三）	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao2												打开后获得魔晶+100，坐骑培养石+20，宠物圣果+10，四级宝石礼盒+1	紫色	0	0	0	0	0			0	0	0	1	1	0
27695	微信关注礼包（四）	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1												打开后获得魔晶+200，坐骑培养石+30，羽翼培养石+20，占卜令+1	紫色	0	0	0	0	0			0	0	0	1	1	0
27696	光明之晶	道具	1	1	30		3	1	1	0	0	1	4680	gmzj												可以在2015年1月30日-2月5日的Carnival Shop中，兑换各种珍惜道具，活动结束后不可兑换，请注意提前兑换！	紫色	0	10000	0	0	0			0	0	0	1	1	0
27697	曙光礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao2												打开后可随机获得其中一个：光明之晶+1、姻缘石+2、宠物圣果+2、圣器附魔石+2，并有一定几率开出破挡红魂	紫色	0	0	0	0	0			0	0	0	1	1	0
27698	管家礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao1												打开后可获得烈火·光辉戒指*1，坐骑培养石*10	紫色	0	0	0	0	0			0	0	0	1	1	0
27699	小蓝龙宠物礼包	礼包	1	1	70		4	0	0	1	1	1	4990	huolong												打开后可获得宠物小蓝龙*1	橙色	0	0	0	0	0			0	0	0	1	1	0
27700	小黑龙宠物礼包	礼包	1	1	70		4	0	0	1	1	1	4990													打开后可获得宠物小黑龙*1	橙色	0	0	0	0	0			0	0	0	1	1	0
27701	500奖励神石	礼包	1	1	1		5	0	1	1	1	1	4990	shenshi2												打开后可获得：奖励神石*500	橙色	0	0	0	0	0			0	0	0	1	1	0
27702	500魔晶礼包	礼包	1	1	1		3	0	1	1	1	1	4990	moJing												打开后可获得：魔晶*500	紫色	0	0	0	0	0			0	0	0	1	1	0
27703	富豪值	数值	1	2	1		3	1	1	0	0	1	1200	fuhaozhi												富豪值，用来提升超级贵族等级	紫色	0	1	0	0	0			0	0	0	1	1	0
27704	格挡红魂礼包	礼包	1	1	50		6	0	1	1	1	1	4990	mhlbhong												打开后可获得：红色格挡命魂*1	红色	0	0	0	0	0			0	0	0	1	1	0
27705	天鹅座女神（紫）	礼包	1	1	80		3	0	1	1	1	1	4990	xztfk14												打开后可获得：#H紫色天鹅座女神天赋卡*1	紫色	0	0	0	0	0			0	0	0	1	1	0
27706	天鹅座女神（橙）	礼包	1	1	80		5	0	1	1	1	1	4990	xztfk14												打开后可获得：#H橙色天鹅座女神天赋卡*1	橙色	0	0	0	0	0			0	0	0	1	1	0
27707	暴击+破挡双属性红魂	礼包	1	1	50		6	0	1	1	1	1	4990	mhlbhong												打开后可获得：暴击+破挡双属性红色命魂*1。	红色	0	0	0	0	0			0	0	0	1	1	0
27708	破挡红魂礼包	礼包	1	1	50		6	0	1	1	1	1	4990	mhlbhong												打开后可获得：红色破挡命魂*1。	红色	0	0	0	0	0			0	0	0	1	1	0
27709	一级魔石	道具	1	1	75		3	1	1	1	1	1	4680	moshi1												英雄助阵属性提升10%	紫色	0	1000	0	0	OPEN_FORMATION_ZZW_PANEL			0	0	0	1	1	0
27710	二级魔石	道具	1	1	75		3	1	1	1	1	1	4680	moshi2												英雄助阵属性提升15%	紫色	0	2000	0	0	OPEN_FORMATION_ZZW_PANEL			0	0	0	1	1	0
27711	三级魔石	道具	1	1	75		3	1	1	1	1	1	4680	moshi3												英雄助阵属性提升20%	紫色	0	3000	0	0	OPEN_FORMATION_ZZW_PANEL			0	0	0	1	1	0
27712	四级魔石	道具	1	1	75		3	1	1	1	1	1	4680	moshi4												英雄助阵属性提升25%	紫色	0	4000	0	0	OPEN_FORMATION_ZZW_PANEL			0	0	0	1	1	0
27713	五级魔石	道具	1	1	75		5	1	1	1	1	1	4680	moshi5												英雄助阵属性提升30%	橙色	0	5000	0	0	OPEN_FORMATION_ZZW_PANEL			0	0	0	1	1	0
27714	六级魔石	道具	1	1	75		5	1	1	1	1	1	4680	moshi6												英雄助阵属性提升35%	橙色	0	6000	0	0	OPEN_FORMATION_ZZW_PANEL			0	0	0	1	1	0
27715	七级魔石	道具	1	1	75		5	1	1	1	1	1	4680	moshi7												英雄助阵属性提升40%	橙色	0	7000	0	0	OPEN_FORMATION_ZZW_PANEL			0	0	0	1	1	0
27716	八级魔石	道具	1	1	75		5	1	1	1	1	1	4680	moshi8												英雄助阵属性提升45%	橙色	0	8000	0	0	OPEN_FORMATION_ZZW_PANEL			0	0	0	1	1	0
27717	九级魔石	道具	1	1	75		6	1	1	1	1	1	4680	moshi9												英雄助阵属性提升50%	红色	0	9000	0	0	OPEN_FORMATION_ZZW_PANEL			0	0	0	1	1	0
