monster_camp_id	Des	pos1	pos2	pos3	pos4	pos5	pos6
8040	七阶·凶猛蓝胖	8076	8076	8076	8082	8076	8076
8041	七阶·食人魔	8077	8077	8077	8083	8077	8077
8042	七阶·狂剑士	8078	8078	8078	8084	8078	8078
9001	一星祭坛单次				9001		
9002	一星祭坛单次				9002		
9003	一星祭坛单次				9003		
9004	一星祭坛单次				9004		
9005	一星祭坛单次				9005		
9006	一星祭坛10次	9004	9004	9004	9001	9004	9004
9007	一星祭坛10次	9005	9005	9005	9001	9005	9005
9008	一星祭坛10次	9004	9004	9004	9002	9004	9004
9009	一星祭坛10次	9005	9005	9005	9002	9005	9005
9010	一星祭坛10次	9004	9004	9004	9003	9004	9004
9011	一星祭坛10次	9005	9005	9005	9003	9005	9005
9012	一星祭坛10次	9004	9005	9001	9002	9004	9005
9013	一星祭坛10次	9004	9005	9002	9003	9004	9005
9014	一星祭坛10次	9004	9005	9003	9001	9004	9005
9015	二星祭坛单次				9006		
9016	二星祭坛单次				9007		
9017	二星祭坛单次				9008		
9018	二星祭坛单次				9009		
9019	二星祭坛单次				9010		
9020	二星祭坛10次	9009	9009	9009	9006	9009	9009
9021	二星祭坛10次	9010	9010	9010	9006	9010	9010
9022	二星祭坛10次	9009	9009	9009	9007	9009	9009
9023	二星祭坛10次	9010	9010	9010	9007	9010	9010
9024	二星祭坛10次	9009	9009	9009	9008	9009	9009
9025	二星祭坛10次	9010	9010	9010	9008	9010	9010
9026	二星祭坛10次	9009	9010	9006	9007	9009	9010
9027	二星祭坛10次	9009	9010	9007	9008	9009	9010
9028	二星祭坛10次	9009	9010	9008	9006	9009	9010
9029	三星祭坛单次				9011		
9030	三星祭坛单次				9012		
9031	三星祭坛单次				9013		
9032	三星祭坛单次				9014		
9033	三星祭坛单次				9015		
9034	三星祭坛10次	9014	9014	9014	9011	9014	9014
9035	三星祭坛10次	9015	9015	9015	9011	9015	9015
9036	三星祭坛10次	9014	9014	9014	9012	9014	9014
9037	三星祭坛10次	9015	9015	9015	9012	9015	9015
9038	三星祭坛10次	9014	9014	9014	9013	9014	9014
9039	三星祭坛10次	9015	9015	9015	9013	9015	9015
9040	三星祭坛10次	9014	9015	9011	9012	9014	9015
9041	三星祭坛10次	9014	9015	9012	9013	9014	9015
9042	三星祭坛10次	9014	9015	9013	9011	9014	9015
9043	四星祭坛单次				9016		
9044	四星祭坛单次				9017		
9045	四星祭坛单次				9018		
9046	四星祭坛单次				9019		
9047	四星祭坛单次				9020		
9048	四星祭坛10次	9018	9018	9018	9016	9018	9018
9049	四星祭坛10次	9019	9019	9019	9016	9019	9019
9050	四星祭坛10次	9020	9020	9020	9016	9020	9020
9051	四星祭坛10次	9018	9018	9018	9017	9018	9018
9052	四星祭坛10次	9019	9019	9019	9017	9019	9019
9053	四星祭坛10次	9020	9020	9020	9017	9020	9020
9054	四星祭坛10次	9018	9018	9016	9017	9018	9018
9055	四星祭坛10次	9019	9019	9016	9017	9019	9019
9056	四星祭坛10次	9020	9020	9016	9017	9020	9020
9057	五星祭坛单次				9021		
9058	五星祭坛单次				9022		
9059	五星祭坛单次				9023		
9060	五星祭坛单次				9024		
9061	五星祭坛单次				9025		
9062	五星祭坛10次	9023	9023	9023	9021	9023	9023
9063	五星祭坛10次	9024	9024	9024	9021	9024	9024
9064	五星祭坛10次	9025	9025	9025	9021	9025	9025
9065	五星祭坛10次	9023	9023	9023	9022	9023	9023
9066	五星祭坛10次	9024	9024	9024	9022	9024	9024
9067	五星祭坛10次	9025	9025	9025	9022	9025	9025
9068	五星祭坛10次	9023	9023	9021	9022	9023	9023
9069	五星祭坛10次	9024	9024	9021	9022	9024	9024
9070	五星祭坛10次	9025	9025	9021	9022	9025	9025
9071	六星祭坛单次				9026		
9072	六星祭坛单次				9027		
9073	六星祭坛单次				9028		
9074	六星祭坛单次				9029		
9075	六星祭坛单次				9030		
9076	六星祭坛10次	9028	9028	9028	9026	9028	9028
9077	六星祭坛10次	9029	9029	9029	9026	9029	9029
9078	六星祭坛10次	9030	9030	9030	9026	9030	9030
9079	六星祭坛10次	9028	9028	9028	9027	9028	9028
9080	六星祭坛10次	9029	9029	9029	9027	9029	9029
9081	六星祭坛10次	9030	9030	9030	9027	9030	9030
9082	六星祭坛10次	9028	9028	9026	9027	9028	9028
9083	六星祭坛10次	9029	9029	9026	9027	9029	9029
9084	六星祭坛10次	9030	9030	9026	9027	9030	9030
9085	七星祭坛单次				9031		
9086	七星祭坛单次				9032		
9087	七星祭坛单次				9033		
9088	七星祭坛单次				9034		
9089	七星祭坛单次				9035		
9090	七星祭坛10次	9033	9033	9033	9031	9033	9033
9091	七星祭坛10次	9034	9034	9034	9031	9034	9034
9092	七星祭坛10次	9035	9035	9035	9031	9035	9035
9093	七星祭坛10次	9033	9033	9033	9032	9033	9033
9094	七星祭坛10次	9034	9034	9034	9032	9034	9034
9095	七星祭坛10次	9035	9035	9035	9032	9035	9035
9096	七星祭坛10次	9033	9033	9031	9032	9033	9033
9097	七星祭坛10次	9034	9034	9031	9032	9034	9034
9098	七星祭坛10次	9035	9035	9031	9032	9035	9035
9099	八星祭坛单次				9036		
9100	八星祭坛单次				9037		
9101	八星祭坛单次				9038		
9102	八星祭坛单次				9039		
9103	八星祭坛单次				9040		
9104	八星祭坛10次	9038	9038	9038	9036	9038	9038
9105	八星祭坛10次	9039	9039	9039	9036	9039	9039
9106	八星祭坛10次	9040	9040	9040	9036	9040	9040
9107	八星祭坛10次	9038	9038	9038	9037	9038	9038
9108	八星祭坛10次	9039	9039	9039	9037	9039	9039
9109	八星祭坛10次	9040	9040	9040	9037	9040	9040
9110	八星祭坛10次	9038	9038	9036	9037	9038	9038
9111	八星祭坛10次	9039	9039	9036	9037	9039	9039
9112	八星祭坛10次	9040	9040	9036	9037	9040	9040
9999	竞技场假人战斗		9997	9996	9999		9998
10001	英灵神殿1	10002	10002	10002	10001	10002	10002
10002	英灵神殿2	10004	10004	10004	10003	10004	10004
10003	英灵神殿3	10006	10006	10006	10005	10006	10006
10004	英灵神殿4	10008	10008	10008	10007	10008	10008
10005	英灵神殿5	10010	10010	10010	10009	10010	10010
10006	英灵神殿6	10012	10012	10012	10011	10012	10012
10007	英灵神殿7	10014	10014	10014	10013	10014	10014
10008	英灵神殿8	10016	10016	10016	10015	10016	10016
10009	英灵神殿9	10018	10018	10018	10017	10018	10018
10010	英灵神殿10	10020	10020	10020	10019	10020	10020
10011	英灵神殿11	10022	10022	10022	10021	10022	10022
10012	英灵神殿12	10024	10024	10024	10023	10024	10024
10013	英灵神殿13	10026	10026	10026	10025	10026	10026
10014	英灵神殿14	10028	10028	10028	10027	10028	10028
10015	英灵神殿15	10030	10030	10030	10029	10030	10030
10016	英灵神殿16	10032	10032	10032	10031	10032	10032
10017	英灵神殿17	10034	10034	10034	10033	10034	10034
10018	英灵神殿18	10036	10036	10036	10035	10036	10036
10019	英灵神殿19	10038	10038	10038	10037	10038	10038
10020	英灵神殿20	10040	10040	10040	10039	10040	10040
10021	英灵神殿21	10042	10042	10042	10041	10042	10042
10022	英灵神殿22	10044	10044	10044	10043	10044	10044
10023	英灵神殿23	10046	10046	10046	10045	10046	10046
10024	英灵神殿24	10048	10048	10048	10047	10048	10048
10025	英灵神殿25	10050	10050	10050	10049	10050	10050
10026	英灵神殿26	10052	10052	10052	10051	10052	10052
10027	英灵神殿27	10054	10054	10054	10053	10054	10054
10028	英灵神殿28	10056	10056	10056	10055	10056	10056
10029	英灵神殿29	10058	10058	10058	10057	10058	10058
10030	英灵神殿30	10060	10060	10060	10059	10060	10060
10031	英灵神殿31	10062	10062	10062	10061	10062	10062
10032	英灵神殿32	10064	10064	10064	10063	10064	10064
10033	英灵神殿33	10066	10066	10066	10065	10066	10066
10034	英灵神殿34	10068	10068	10068	10067	10068	10068
10035	英灵神殿35	10070	10070	10070	10069	10070	10070
10036	英灵神殿36	10072	10072	10072	10071	10072	10072
10037	英灵神殿37	10074	10074	10074	10073	10074	10074
10038	英灵神殿38	10076	10076	10076	10075	10076	10076
10039	英灵神殿39	10078	10078	10078	10077	10078	10078
10040	英灵神殿40	10080	10080	10080	10079	10080	10080
10041	英灵神殿41	10082	10082	10082	10081	10082	10082
10042	英灵神殿42	10084	10084	10084	10083	10084	10084
10043	英灵神殿43	10086	10086	10086	10085	10086	10086
10044	英灵神殿44	10088	10088	10088	10087	10088	10088
10045	英灵神殿45	10090	10090	10090	10089	10090	10090
10046	英灵神殿46	10092	10092	10092	10091	10092	10092
10047	英灵神殿47	10094	10094	10094	10093	10094	10094
10048	英灵神殿48	10096	10096	10096	10095	10096	10096
10049	英灵神殿49	10098	10098	10098	10097	10098	10098
10050	英灵神殿50	10100	10100	10100	10099	10100	10100
10051	英灵神殿51	10102	10102	10102	10101	10102	10102
10052	英灵神殿52	10104	10104	10104	10103	10104	10104
10053	英灵神殿53	10106	10106	10106	10105	10106	10106
10054	英灵神殿54	10108	10108	10108	10107	10108	10108
10055	英灵神殿55	10110	10110	10110	10109	10110	10110
10056	英灵神殿56	10112	10112	10112	10111	10112	10112
10057	英灵神殿57	10114	10114	10114	10113	10114	10114
10058	英灵神殿58	10116	10116	10116	10115	10116	10116
10059	英灵神殿59	10118	10118	10118	10117	10118	10118
10060	英灵神殿60	10120	10120	10120	10119	10120	10120
10061	英灵神殿61	10122	10122	10122	10121	10122	10122
10062	英灵神殿62	10124	10124	10124	10123	10124	10124
10063	英灵神殿63	10126	10126	10126	10125	10126	10126
10064	英灵神殿64	10128	10128	10128	10127	10128	10128
10065	英灵神殿65	10130	10130	10130	10129	10130	10130
10066	英灵神殿66	10132	10132	10132	10131	10132	10132
10067	英灵神殿67	10134	10134	10134	10133	10134	10134
10068	英灵神殿68	10136	10136	10136	10135	10136	10136
10069	英灵神殿69	10138	10138	10138	10137	10138	10138
10070	英灵神殿70	10140	10140	10140	10139	10140	10140
10071	英灵神殿71	10142	10142	10142	10141	10142	10142
10072	英灵神殿72	10144	10144	10144	10143	10144	10144
10073	英灵神殿73	10146	10146	10146	10145	10146	10146
10074	英灵神殿74	10148	10148	10148	10147	10148	10148
10075	英灵神殿75	10150	10150	10150	10149	10150	10150
10076	英灵神殿76	10152	10152	10152	10151	10152	10152
10077	英灵神殿77	10154	10154	10154	10153	10154	10154
10078	英灵神殿78	10156	10156	10156	10155	10156	10156
10079	英灵神殿79	10158	10158	10158	10157	10158	10158
10080	英灵神殿80	10160	10160	10160	10159	10160	10160
10081	英灵神殿81	10162	10162	10162	10161	10162	10162
10082	英灵神殿82	10164	10164	10164	10163	10164	10164
10083	英灵神殿83	10166	10166	10166	10165	10166	10166
10084	英灵神殿84	10168	10168	10168	10167	10168	10168
10085	英灵神殿85	10170	10170	10170	10169	10170	10170
10086	英灵神殿86	10172	10172	10172	10171	10172	10172
10087	英灵神殿87	10174	10174	10174	10173	10174	10174
10088	英灵神殿88	10176	10176	10176	10175	10176	10176
10089	英灵神殿89	10178	10178	10178	10177	10178	10178
10090	英灵神殿90	10180	10180	10180	10179	10180	10180
10091	英灵神殿91	10182	10182	10182	10181	10182	10182
10092	英灵神殿92	10184	10184	10184	10183	10184	10184
10093	英灵神殿93	10186	10186	10186	10185	10186	10186
10094	英灵神殿94	10188	10188	10188	10187	10188	10188
10095	英灵神殿95	10190	10190	10190	10189	10190	10190
10096	英灵神殿96	10192	10192	10192	10191	10192	10192
10097	英灵神殿97	10194	10194	10194	10193	10194	10194
10098	英灵神殿98	10196	10196	10196	10195	10196	10196
10099	英灵神殿99	10198	10198	10198	10197	10198	10198
10100	英灵神殿100	10200	10200	10200	10199	10200	10200
10101	英灵神殿101	10202	10202	10202	10201	10202	10202
10102	英灵神殿102	10204	10204	10204	10203	10204	10204
10103	英灵神殿103	10206	10206	10206	10205	10206	10206
10104	英灵神殿104	10208	10208	10208	10207	10208	10208
10105	英灵神殿105	10210	10210	10210	10209	10210	10210
10106	英灵神殿106	10212	10212	10212	10211	10212	10212
10107	英灵神殿107	10214	10214	10214	10213	10214	10214
10108	英灵神殿108	10216	10216	10216	10215	10216	10216
10109	英灵神殿109	10218	10218	10218	10217	10218	10218
10110	英灵神殿110	10220	10220	10220	10219	10220	10220
10111	英灵神殿111	10222	10222	10222	10221	10222	10222
10112	英灵神殿112	10224	10224	10224	10223	10224	10224
10113	英灵神殿113	10226	10226	10226	10225	10226	10226
10114	英灵神殿114	10228	10228	10228	10227	10228	10228
10115	英灵神殿115	10230	10230	10230	10229	10230	10230
10116	英灵神殿116	10232	10232	10232	10231	10232	10232
10117	英灵神殿117	10234	10234	10234	10233	10234	10234
10118	英灵神殿118	10236	10236	10236	10235	10236	10236
10119	英灵神殿119	10238	10238	10238	10237	10238	10238
10120	英灵神殿120	10240	10240	10240	10239	10240	10240
10300	魔域星宫1	10500	10500	10500	10501	10500	10500
10301	魔域星宫2	10502	10502	10502	10503	10502	10502
10302	魔域星宫3	10504	10504	10504	10505	10504	10504
10303	魔域星宫4	10506	10506	10506	10507	10506	10506
10304	魔域星宫5	10508	10508	10508	10509	10508	10508
10305	魔域星宫6	10510	10510	10510	10511	10510	10510
10306	魔域星宫7	10512	10512	10512	10513	10512	10512
10307	魔域星宫8	10514	10514	10514	10515	10514	10514
10308	魔域星宫9	10516	10516	10516	10517	10516	10516
10309	魔域星宫10	10518	10518	10518	10519	10518	10518
10310	魔域星宫11	10520	10520	10520	10521	10520	10520
10311	魔域星宫12	10522	10522	10522	10523	10522	10522
10312	魔域星宫13	10524	10524	10524	10525	10524	10524
10313	魔域星宫14	10526	10526	10526	10527	10526	10526
10314	魔域星宫15	10528	10528	10528	10529	10528	10528
10315	魔域星宫16	10530	10530	10530	10531	10530	10530
10316	魔域星宫17	10532	10532	10532	10533	10532	10532
10317	魔域星宫18	10534	10534	10534	10535	10534	10534
10318	魔域星宫19	10536	10536	10536	10537	10536	10536
10319	魔域星宫20	10538	10538	10538	10539	10538	10538
10320	魔域星宫21	10540	10540	10540	10541	10540	10540
10321	魔域星宫22	10542	10542	10542	10543	10542	10542
10322	魔域星宫23	10544	10544	10544	10545	10544	10544
10323	魔域星宫24	10546	10546	10546	10547	10546	10546
10324	魔域星宫25	10548	10548	10548	10549	10548	10548
10325	魔域星宫26	10550	10550	10550	10551	10550	10550
10326	魔域星宫27	10552	10552	10552	10553	10552	10552
10327	魔域星宫28	10554	10554	10554	10555	10554	10554
10328	魔域星宫29	10556	10556	10556	10557	10556	10556
10329	魔域星宫30	10558	10558	10558	10559	10558	10558
10330	魔域星宫31	10560	10560	10560	10561	10560	10560
10331	魔域星宫32	10562	10562	10562	10563	10562	10562
10332	魔域星宫33	10564	10564	10564	10565	10564	10564
10333	魔域星宫34	10566	10566	10566	10567	10566	10566
10334	魔域星宫35	10568	10568	10568	10569	10568	10568
10335	魔域星宫36	10570	10570	10570	10571	10570	10570
10336	魔域星宫37	10572	10572	10572	10573	10572	10572
10337	魔域星宫38	10574	10574	10574	10575	10574	10574
10338	魔域星宫39	10576	10576	10576	10577	10576	10576
10339	魔域星宫40	10578	10578	10578	10579	10578	10578
10340	魔域星宫41	10580	10580	10580	10581	10580	10580
10341	魔域星宫42	10582	10582	10582	10583	10582	10582
10342	魔域星宫43	10584	10584	10584	10585	10584	10584
10343	魔域星宫44	10586	10586	10586	10587	10586	10586
10344	魔域星宫45	10588	10588	10588	10589	10588	10588
10345	魔域星宫46	10590	10590	10590	10591	10590	10590
10346	魔域星宫47	10592	10592	10592	10593	10592	10592
10347	魔域星宫48	10594	10594	10594	10595	10594	10594
10348	魔域星宫49	10596	10596	10596	10597	10596	10596
10349	魔域星宫50	10598	10598	10598	10599	10598	10598
10350	魔域星宫51	10600	10600	10600	10601	10600	10600
10351	魔域星宫52	10602	10602	10602	10603	10602	10602
10352	魔域星宫53	10604	10604	10604	10605	10604	10604
10353	魔域星宫54	10606	10606	10606	10607	10606	10606
10354	魔域星宫55	10608	10608	10608	10609	10608	10608
10355	魔域星宫56	10610	10610	10610	10611	10610	10610
10356	魔域星宫57	10612	10612	10612	10613	10612	10612
10357	魔域星宫58	10614	10614	10614	10615	10614	10614
10358	魔域星宫59	10616	10616	10616	10617	10616	10616
10359	魔域星宫60	10618	10618	10618	10619	10618	10618
10360	魔域星宫61	10620	10620	10620	10621	10620	10620
10361	魔域星宫62	10622	10622	10622	10623	10622	10622
10362	魔域星宫63	10624	10624	10624	10625	10624	10624
10363	魔域星宫64	10626	10626	10626	10627	10626	10626
10364	魔域星宫65	10628	10628	10628	10629	10628	10628
10365	魔域星宫66	10630	10630	10630	10631	10630	10630
10366	魔域星宫67	10632	10632	10632	10633	10632	10632
10367	魔域星宫68	10634	10634	10634	10635	10634	10634
10368	魔域星宫69	10636	10636	10636	10637	10636	10636
10369	魔域星宫70	10638	10638	10638	10639	10638	10638
10370	魔域星宫71	10640	10640	10640	10641	10640	10640
10371	魔域星宫72	10642	10642	10642	10643	10642	10642
10372	魔域星宫73	10644	10644	10644	10645	10644	10644
10373	魔域星宫74	10646	10646	10646	10647	10646	10646
10374	魔域星宫75	10648	10648	10648	10649	10648	10648
10375	魔域星宫76	10650	10650	10650	10651	10650	10650
10376	魔域星宫77	10652	10652	10652	10653	10652	10652
10377	魔域星宫78	10654	10654	10654	10655	10654	10654
10378	魔域星宫79	10656	10656	10656	10657	10656	10656
10379	魔域星宫80	10658	10658	10658	10659	10658	10658
10380	魔域星宫81	10660	10660	10660	10661	10660	10660
10381	魔域星宫82	10662	10662	10662	10663	10662	10662
10382	魔域星宫83	10664	10664	10664	10665	10664	10664
10383	魔域星宫84	10666	10666	10666	10667	10666	10666
10384	魔域星宫85	10668	10668	10668	10669	10668	10668
10385	魔域星宫86	10670	10670	10670	10671	10670	10670
10386	魔域星宫87	10672	10672	10672	10673	10672	10672
10387	魔域星宫88	10674	10674	10674	10675	10674	10674
10388	魔域星宫89	10676	10676	10676	10677	10676	10676
10389	魔域星宫90	10678	10678	10678	10679	10678	10678
10390	魔域星宫91	10680	10680	10680	10681	10680	10680
10391	魔域星宫92	10682	10682	10682	10683	10682	10682
10392	魔域星宫93	10684	10684	10684	10685	10684	10684
10393	魔域星宫94	10686	10686	10686	10687	10686	10686
10394	魔域星宫95	10688	10688	10688	10689	10688	10688
10395	魔域星宫96	10690	10690	10690	10691	10690	10690
10396	魔域星宫97	10692	10692	10692	10693	10692	10692
10397	魔域星宫98	10694	10694	10694	10695	10694	10694
10398	魔域星宫99	10696	10696	10696	10697	10696	10696
10399	魔域星宫100	10698	10698	10698	10699	10698	10698
10400	魔域星宫101	10700	10700	10700	10701	10700	10700
10401	魔域星宫102	10702	10702	10702	10703	10702	10702
10402	魔域星宫103	10704	10704	10704	10705	10704	10704
10403	魔域星宫104	10706	10706	10706	10707	10706	10706
10404	魔域星宫105	10708	10708	10708	10709	10708	10708
10405	魔域星宫106	10710	10710	10710	10711	10710	10710
10406	魔域星宫107	10712	10712	10712	10713	10712	10712
10407	魔域星宫108	10714	10714	10714	10715	10714	10714
10408	魔域星宫109	10716	10716	10716	10717	10716	10716
10409	魔域星宫110	10718	10718	10718	10719	10718	10718
10410	魔域星宫111	10720	10720	10720	10721	10720	10720
10411	魔域星宫112	10722	10722	10722	10723	10722	10722
10412	魔域星宫113	10724	10724	10724	10725	10724	10724
10413	魔域星宫114	10726	10726	10726	10727	10726	10726
10414	魔域星宫115	10728	10728	10728	10729	10728	10728
10415	魔域星宫116	10730	10730	10730	10731	10730	10730
10416	魔域星宫117	10732	10732	10732	10733	10732	10732
10417	魔域星宫118	10734	10734	10734	10735	10734	10734
10418	魔域星宫119	10736	10736	10736	10737	10736	10736
10419	魔域星宫120	10738	10738	10738	10739	10738	10738
10420	魔域星宫121	10740	10740	10740	10741	10740	10740
10421	魔域星宫122	10742	10742	10742	10743	10742	10742
10422	魔域星宫123	10744	10744	10744	10745	10744	10744
10423	魔域星宫124	10746	10746	10746	10747	10746	10746
10424	魔域星宫125	10748	10748	10748	10749	10748	10748
10425	魔域星宫126	10750	10750	10750	10751	10750	10750
10426	魔域星宫127	10752	10752	10752	10753	10752	10752
10427	魔域星宫128	10754	10754	10754	10755	10754	10754
10428	魔域星宫129	10756	10756	10756	10757	10756	10756
10429	魔域星宫130	10758	10758	10758	10759	10758	10758
10430	魔域星宫131	10760	10760	10760	10761	10760	10760
10431	魔域星宫132	10762	10762	10762	10763	10762	10762
10432	魔域星宫133	10764	10764	10764	10765	10764	10764
10433	魔域星宫134	10766	10766	10766	10767	10766	10766
10434	魔域星宫135	10768	10768	10768	10769	10768	10768
10435	魔域星宫136	10770	10770	10770	10771	10770	10770
10436	魔域星宫137	10772	10772	10772	10773	10772	10772
10437	魔域星宫138	10774	10774	10774	10775	10774	10774
10438	魔域星宫139	10776	10776	10776	10777	10776	10776
10439	魔域星宫140	10778	10778	10778	10779	10778	10778
10440	魔域星宫141	10780	10780	10780	10781	10780	10780
10441	魔域星宫142	10782	10782	10782	10783	10782	10782
10442	魔域星宫143	10784	10784	10784	10785	10784	10784
10443	魔域星宫144	10786	10786	10786	10787	10786	10786
10444	魔域星宫145	10788	10788	10788	10789	10788	10788
10445	魔域星宫146	10790	10790	10790	10791	10790	10790
10446	魔域星宫147	10792	10792	10792	10793	10792	10792
10447	魔域星宫148	10794	10794	10794	10795	10794	10794
10448	魔域星宫149	10796	10796	10796	10797	10796	10796
10449	魔域星宫150	10798	10798	10798	10799	10798	10798
10450	魔域星宫151	10800	10800	10800	10801	10800	10800
10451	魔域星宫152	10802	10802	10802	10803	10802	10802
10452	魔域星宫153	10804	10804	10804	10805	10804	10804
10453	魔域星宫154	10806	10806	10806	10807	10806	10806
10454	魔域星宫155	10808	10808	10808	10809	10808	10808
10455	魔域星宫156	10810	10810	10810	10811	10810	10810
10456	魔域星宫157	10812	10812	10812	10813	10812	10812
10457	魔域星宫158	10814	10814	10814	10815	10814	10814
10458	魔域星宫159	10816	10816	10816	10817	10816	10816
10459	魔域星宫160	10818	10818	10818	10819	10818	10818
10460	魔域星宫161	10820	10820	10820	10821	10820	10820
10461	魔域星宫162	10822	10822	10822	10823	10822	10822
10462	魔域星宫163	10824	10824	10824	10825	10824	10824
10463	魔域星宫164	10826	10826	10826	10827	10826	10826
10464	魔域星宫165	10828	10828	10828	10829	10828	10828
10465	魔域星宫166	10830	10830	10830	10831	10830	10830
10466	魔域星宫167	10832	10832	10832	10833	10832	10832
10467	魔域星宫168	10834	10834	10834	10835	10834	10834
10468	魔域星宫169	10836	10836	10836	10837	10836	10836
10469	魔域星宫170	10838	10838	10838	10839	10838	10838
10470	魔域星宫171	10840	10840	10840	10841	10840	10840
10471	魔域星宫172	10842	10842	10842	10843	10842	10842
10472	魔域星宫173	10844	10844	10844	10845	10844	10844
10473	魔域星宫174	10846	10846	10846	10847	10846	10846
10474	魔域星宫175	10848	10848	10848	10849	10848	10848
10475	魔域星宫176	10850	10850	10850	10851	10850	10850
10476	魔域星宫177	10852	10852	10852	10853	10852	10852
10477	魔域星宫178	10854	10854	10854	10855	10854	10854
10478	魔域星宫179	10856	10856	10856	10857	10856	10856
10479	魔域星宫180	10858	10858	10858	10859	10858	10858
10480	魔域星宫181	10860	10860	10860	10861	10860	10860
10481	魔域星宫182	10862	10862	10862	10863	10862	10862
10482	魔域星宫183	10864	10864	10864	10865	10864	10864
10483	魔域星宫184	10866	10866	10866	10867	10866	10866
10484	魔域星宫185	10868	10868	10868	10869	10868	10868
10485	魔域星宫186	10870	10870	10870	10871	10870	10870
10486	魔域星宫187	10872	10872	10872	10873	10872	10872
10487	魔域星宫188	10874	10874	10874	10875	10874	10874
10488	魔域星宫189	10876	10876	10876	10877	10876	10876
10489	魔域星宫190	10878	10878	10878	10879	10878	10878
10490	魔域星宫191	10880	10880	10880	10881	10880	10880
10491	魔域星宫192	10882	10882	10882	10883	10882	10882
10492	魔域星宫193	10884	10884	10884	10885	10884	10884
10493	魔域星宫194	10886	10886	10886	10887	10886	10886
10494	魔域星宫195	10888	10888	10888	10889	10888	10888
10495	魔域星宫196	10890	10890	10890	10891	10890	10890
10496	魔域星宫197	10892	10892	10892	10893	10892	10892
10497	魔域星宫198	10894	10894	10894	10895	10894	10894
10498	魔域星宫199	10896	10896	10896	10897	10896	10896
10499	魔域星宫200	10898	10898	10898	10899	10898	10898
10500	魔域星宫201	10900	10900	10900	10901	10900	10900
10501	魔域星宫202	10902	10902	10902	10903	10902	10902
10502	魔域星宫203	10904	10904	10904	10905	10904	10904
10503	魔域星宫204	10906	10906	10906	10907	10906	10906
10504	魔域星宫205	10908	10908	10908	10909	10908	10908
10505	魔域星宫206	10910	10910	10910	10911	10910	10910
10506	魔域星宫207	10912	10912	10912	10913	10912	10912
10507	魔域星宫208	10914	10914	10914	10915	10914	10914
10508	魔域星宫209	10916	10916	10916	10917	10916	10916
10509	魔域星宫210	10918	10918	10918	10919	10918	10918
10510	魔域星宫211	10920	10920	10920	10921	10920	10920
10511	魔域星宫212	10922	10922	10922	10923	10922	10922
10512	魔域星宫213	10924	10924	10924	10925	10924	10924
10513	魔域星宫214	10926	10926	10926	10927	10926	10926
10514	魔域星宫215	10928	10928	10928	10929	10928	10928
10515	魔域星宫216	10930	10930	10930	10931	10930	10930
10516	魔域星宫217	10932	10932	10932	10933	10932	10932
10517	魔域星宫218	10934	10934	10934	10935	10934	10934
10518	魔域星宫219	10936	10936	10936	10937	10936	10936
10519	魔域星宫220	10938	10938	10938	10939	10938	10938
10520	魔域星宫221	10940	10940	10940	10941	10940	10940
10521	魔域星宫222	10942	10942	10942	10943	10942	10942
10522	魔域星宫223	10944	10944	10944	10945	10944	10944
10523	魔域星宫224	10946	10946	10946	10947	10946	10946
10524	魔域星宫225	10948	10948	10948	10949	10948	10948
10525	魔域星宫226	10950	10950	10950	10951	10950	10950
10526	魔域星宫227	10952	10952	10952	10953	10952	10952
10527	魔域星宫228	10954	10954	10954	10955	10954	10954
10528	魔域星宫229	10956	10956	10956	10957	10956	10956
10529	魔域星宫230	10958	10958	10958	10959	10958	10958
10530	魔域星宫231	10960	10960	10960	10961	10960	10960
10531	魔域星宫232	10962	10962	10962	10963	10962	10962
10532	魔域星宫233	10964	10964	10964	10965	10964	10964
10533	魔域星宫234	10966	10966	10966	10967	10966	10966
10534	魔域星宫235	10968	10968	10968	10969	10968	10968
10535	魔域星宫236	10970	10970	10970	10971	10970	10970
10536	魔域星宫237	10972	10972	10972	10973	10972	10972
10537	魔域星宫238	10974	10974	10974	10975	10974	10974
10538	魔域星宫239	10976	10976	10976	10977	10976	10976
10539	魔域星宫240	10978	10978	10978	10979	10978	10978
10540	魔域星宫241	10980	10980	10980	10981	10980	10980
10541	魔域星宫242	10982	10982	10982	10983	10982	10982
10542	魔域星宫243	10984	10984	10984	10985	10984	10984
10543	魔域星宫244	10986	10986	10986	10987	10986	10986
10544	魔域星宫245	10988	10988	10988	10989	10988	10988
10545	魔域星宫246	10990	10990	10990	10991	10990	10990
10546	魔域星宫247	10992	10992	10992	10993	10992	10992
10547	魔域星宫248	10994	10994	10994	10995	10994	10994
10548	魔域星宫249	10996	10996	10996	10997	10996	10996
10549	魔域星宫250	10998	10998	10998	10999	10998	10998
11000	北美主线1	11000				11000	
11001	北美主线2				11001		
12001	GVE副本1	12001	12001	12001	12001	12001	12001
12002	GVE副本2	12003	12003	12003	12003	12003	12003
12003	GVE副本3				12002		
12011	GVE副本4	12011	12011	12011	12011	12011	12011
12012	GVE副本5	12013	12013	12013	12013	12013	12013
12013	GVE副本6				12012		
12021	GVE副本7	12021	12021	12021	12021	12021	12021
12022	GVE副本8	12023	12023	12023	12023	12023	12023
12023	GVE副本9				12022		
12031	GVE副本10	12031	12031	12031	12031	12031	12031
12032	GVE副本11	12033	12033	12033	12033	12033	12033
12033	GVE副本12				12032		
