index	layer	name	scene0	x0	y0	scenePos	hasFirst	firstItems	firstItems_fcm	firstMoney	firstRMB	firstRMB_fcm	yuLan	yuLan_fcm	Monster1	x1	y1	face1	camp1	fight1	reward1	Monster2	x2	y2	face2	camp2	fight2	reward2	Monster3	x3	y3	face3	camp3	fight3	reward3	m1	m2	boss	jumpRound	doornpc	door
5	29	圣域之塔	429	385	1057	(429,385,1057)	0								14564	629	908	0	15660	163	445	14565	872	766	0	15661	163	446	14598	1130	658	0	15662	163	447	(14564,629,908,0,15660,163,445)	(14565,872,766,0,15661,163,446)	(14598,1130,658,0,15662,163,447)	3	15028	(15028,1461,508,0)
5	30	圣域之塔	430	385	1057	(430,385,1057)	1	[(25686,150)]	[(25686,75)]		400	200	[(25686,150),(25829,400)]	[(25686,75),(25829,200)]	14567	629	908	0	15663	163	448	14568	872	766	0	15664	163	449	14599	1130	658	0	15665	162	450			(14599,1130,658,0,15665,162,450)			
6	1	冥皇之塔	431	385	1057	(431,385,1057)	0								14720	629	908	0	16614	163	541	14721	872	766	0	16615	163	542	14810	1130	658	0	16616	163	543	(14720,629,908,0,16614,163,541)	(14721,872,766,0,16615,163,542)	(14810,1130,658,0,16616,163,543)	0	15000	(15000,1461,508,0)
6	2	冥皇之塔	432	385	1057	(432,385,1057)	0								14723	629	908	0	16617	163	544	14724	872	766	0	16618	163	545	14811	1130	658	0	16619	163	546	(14723,629,908,0,16617,163,544)	(14724,872,766,0,16618,163,545)	(14811,1130,658,0,16619,163,546)	3	15001	(15001,1461,508,0)
6	3	冥皇之塔	433	385	1057	(433,385,1057)	0								14726	629	908	0	16620	163	547	14727	872	766	0	16621	163	548	14812	1130	658	0	16622	163	549	(14726,629,908,0,16620,163,547)	(14727,872,766,0,16621,163,548)	(14812,1130,658,0,16622,163,549)	3	15002	(15002,1461,508,0)
6	4	冥皇之塔	434	385	1057	(434,385,1057)	0								14729	629	908	0	16623	163	550	14730	872	766	0	16624	163	551	14813	1130	658	0	16625	163	552	(14729,629,908,0,16623,163,550)	(14730,872,766,0,16624,163,551)	(14813,1130,658,0,16625,163,552)	3	15003	(15003,1461,508,0)
6	5	冥皇之塔	435	385	1057	(435,385,1057)	1	[(26607,20)]	[(26607,10)]		100	50	[(26607,20),(25829,100)]	[(26607,10),(25829,50)]	14732	629	908	0	16626	163	553	14733	872	766	0	16627	163	554	14814	1130	658	0	16628	162	555			(14814,1130,658,0,16628,162,555)		15004	(15004,1461,508,0)
6	6	冥皇之塔	436	385	1057	(436,385,1057)	0								14735	629	908	0	16629	163	556	14736	872	766	0	16630	163	557	14815	1130	658	0	16631	163	558	(14735,629,908,0,16629,163,556)	(14736,872,766,0,16630,163,557)	(14815,1130,658,0,16631,163,558)	3	15005	(15005,1461,508,0)
6	7	冥皇之塔	437	385	1057	(437,385,1057)	0								14738	629	908	0	16632	163	559	14739	872	766	0	16633	163	560	14816	1130	658	0	16634	163	561	(14738,629,908,0,16632,163,559)	(14739,872,766,0,16633,163,560)	(14816,1130,658,0,16634,163,561)	3	15006	(15006,1461,508,0)
6	8	冥皇之塔	438	385	1057	(438,385,1057)	0								14741	629	908	0	16635	163	562	14742	872	766	0	16636	163	563	14817	1130	658	0	16637	163	564	(14741,629,908,0,16635,163,562)	(14742,872,766,0,16636,163,563)	(14817,1130,658,0,16637,163,564)	3	15007	(15007,1461,508,0)
6	9	冥皇之塔	439	385	1057	(439,385,1057)	0								14744	629	908	0	16638	163	565	14745	872	766	0	16639	163	566	14818	1130	658	0	16640	163	567	(14744,629,908,0,16638,163,565)	(14745,872,766,0,16639,163,566)	(14818,1130,658,0,16640,163,567)	3	15008	(15008,1461,508,0)
6	10	冥皇之塔	440	385	1057	(440,385,1057)	1	[(26607,40)]	[(26607,20)]		150	75	[(26607,40),(25829,150)]	[(26607,20),(25829,75)]	14747	629	908	0	16641	163	568	14748	872	766	0	16642	163	569	14819	1130	658	0	16643	162	570			(14819,1130,658,0,16643,162,570)		15009	(15009,1461,508,0)
6	11	冥皇之塔	441	385	1057	(441,385,1057)	0								14750	629	908	0	16644	163	571	14751	872	766	0	16645	163	572	14820	1130	658	0	16646	163	573	(14750,629,908,0,16644,163,571)	(14751,872,766,0,16645,163,572)	(14820,1130,658,0,16646,163,573)	3	15010	(15010,1461,508,0)
6	12	冥皇之塔	442	385	1057	(442,385,1057)	0								14753	629	908	0	16647	163	574	14754	872	766	0	16648	163	575	14821	1130	658	0	16649	163	576	(14753,629,908,0,16647,163,574)	(14754,872,766,0,16648,163,575)	(14821,1130,658,0,16649,163,576)	3	15011	(15011,1461,508,0)
6	13	冥皇之塔	443	385	1057	(443,385,1057)	0								14756	629	908	0	16650	163	577	14757	872	766	0	16651	163	578	14822	1130	658	0	16652	163	579	(14756,629,908,0,16650,163,577)	(14757,872,766,0,16651,163,578)	(14822,1130,658,0,16652,163,579)	3	15012	(15012,1461,508,0)
6	14	冥皇之塔	444	385	1057	(444,385,1057)	0								14759	629	908	0	16653	163	580	14760	872	766	0	16654	163	581	14823	1130	658	0	16655	163	582	(14759,629,908,0,16653,163,580)	(14760,872,766,0,16654,163,581)	(14823,1130,658,0,16655,163,582)	3	15013	(15013,1461,508,0)
6	15	冥皇之塔	445	385	1057	(445,385,1057)	1	[(26607,60)]	[(26607,30)]		200	100	[(26607,60),(25829,200)]	[(26607,30),(25829,100)]	14762	629	908	0	16656	163	583	14763	872	766	0	16657	163	584	14824	1130	658	0	16658	162	585			(14824,1130,658,0,16658,162,585)		15014	(15014,1461,508,0)
6	16	冥皇之塔	446	385	1057	(446,385,1057)	0								14765	629	908	0	16659	163	586	14766	872	766	0	16660	163	587	14825	1130	658	0	16661	163	588	(14765,629,908,0,16659,163,586)	(14766,872,766,0,16660,163,587)	(14825,1130,658,0,16661,163,588)	3	15015	(15015,1461,508,0)
6	17	冥皇之塔	447	385	1057	(447,385,1057)	0								14768	629	908	0	16662	163	589	14769	872	766	0	16663	163	590	14826	1130	658	0	16664	163	591	(14768,629,908,0,16662,163,589)	(14769,872,766,0,16663,163,590)	(14826,1130,658,0,16664,163,591)	3	15016	(15016,1461,508,0)
6	18	冥皇之塔	448	385	1057	(448,385,1057)	0								14771	629	908	0	16665	163	592	14772	872	766	0	16666	163	593	14827	1130	658	0	16667	163	594	(14771,629,908,0,16665,163,592)	(14772,872,766,0,16666,163,593)	(14827,1130,658,0,16667,163,594)	3	15017	(15017,1461,508,0)
6	19	冥皇之塔	449	385	1057	(449,385,1057)	0								14774	629	908	0	16668	163	595	14775	872	766	0	16669	163	596	14828	1130	658	0	16670	163	597	(14774,629,908,0,16668,163,595)	(14775,872,766,0,16669,163,596)	(14828,1130,658,0,16670,163,597)	3	15018	(15018,1461,508,0)
6	20	冥皇之塔	450	385	1057	(450,385,1057)	1	[(26607,80)]	[(26607,40)]		250	125	[(26607,80),(25829,250)]	[(26607,40),(25829,125)]	14777	629	908	0	16671	163	598	14778	872	766	0	16672	163	599	14829	1130	658	0	16673	162	600			(14829,1130,658,0,16673,162,600)		15019	(15019,1461,508,0)
6	21	冥皇之塔	451	385	1057	(451,385,1057)	0								14780	629	908	0	16674	163	601	14781	872	766	0	16675	163	602	14830	1130	658	0	16676	163	603	(14780,629,908,0,16674,163,601)	(14781,872,766,0,16675,163,602)	(14830,1130,658,0,16676,163,603)	3	15020	(15020,1461,508,0)
6	22	冥皇之塔	452	385	1057	(452,385,1057)	0								14783	629	908	0	16677	163	604	14784	872	766	0	16678	163	605	14831	1130	658	0	16679	163	606	(14783,629,908,0,16677,163,604)	(14784,872,766,0,16678,163,605)	(14831,1130,658,0,16679,163,606)	3	15021	(15021,1461,508,0)
6	23	冥皇之塔	453	385	1057	(453,385,1057)	0								14786	629	908	0	16680	163	607	14787	872	766	0	16681	163	608	14832	1130	658	0	16682	163	609	(14786,629,908,0,16680,163,607)	(14787,872,766,0,16681,163,608)	(14832,1130,658,0,16682,163,609)	3	15022	(15022,1461,508,0)
6	24	冥皇之塔	454	385	1057	(454,385,1057)	0								14789	629	908	0	16683	163	610	14790	872	766	0	16684	163	611	14833	1130	658	0	16685	163	612	(14789,629,908,0,16683,163,610)	(14790,872,766,0,16684,163,611)	(14833,1130,658,0,16685,163,612)	3	15023	(15023,1461,508,0)
6	25	冥皇之塔	455	385	1057	(455,385,1057)	1	[(26607,100)]	[(26607,50)]		300	150	[(26607,100),(25829,300)]	[(26607,50),(25829,150)]	14792	629	908	0	16686	163	613	14793	872	766	0	16687	163	614	14834	1130	658	0	16688	162	615			(14834,1130,658,0,16688,162,615)		15024	(15024,1461,508,0)
6	26	冥皇之塔	456	385	1057	(456,385,1057)	0								14795	629	908	0	16689	163	616	14796	872	766	0	16690	163	617	14835	1130	658	0	16691	163	618	(14795,629,908,0,16689,163,616)	(14796,872,766,0,16690,163,617)	(14835,1130,658,0,16691,163,618)	3	15025	(15025,1461,508,0)
6	27	冥皇之塔	457	385	1057	(457,385,1057)	0								14798	629	908	0	16692	163	619	14799	872	766	0	16693	163	620	14836	1130	658	0	16694	163	621	(14798,629,908,0,16692,163,619)	(14799,872,766,0,16693,163,620)	(14836,1130,658,0,16694,163,621)	3	15026	(15026,1461,508,0)
6	28	冥皇之塔	458	385	1057	(458,385,1057)	0								14801	629	908	0	16695	163	622	14802	872	766	0	16696	163	623	14837	1130	658	0	16697	163	624	(14801,629,908,0,16695,163,622)	(14802,872,766,0,16696,163,623)	(14837,1130,658,0,16697,163,624)	3	15027	(15027,1461,508,0)
6	29	冥皇之塔	459	385	1057	(459,385,1057)	0								14804	629	908	0	16698	163	625	14805	872	766	0	16699	163	626	14838	1130	658	0	16700	163	627	(14804,629,908,0,16698,163,625)	(14805,872,766,0,16699,163,626)	(14838,1130,658,0,16700,163,627)	3	15028	(15028,1461,508,0)
6	30	冥皇之塔	460	385	1057	(460,385,1057)	1	[(26607,150)]	[(26607,75)]		400	200	[(26607,150),(25829,400)]	[(26607,75),(25829,200)]	14807	629	908	0	16701	163	628	14808	872	766	0	16702	163	629	14839	1130	658	0	16703	162	630			(14839,1130,658,0,16703,162,630)			
