rewardID	money	soul	items	money_fcm	soul_fcm	items_fcm
338	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
339	0	72	[(27194,7,10000)]	0	36	[(27194,7,10000)]
340	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
341	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
342	0	72	[(27194,7,10000)]	0	36	[(27194,7,10000)]
343	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
344	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
345	545400	150	[(27363,1,10000),(27367,1,10000),(27201,1,1000)]	272700	75	[(27363,1,10000),(27367,1,10000),(27201,1,1000)]
346	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
347	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
348	0	72	[(27194,8,10000)]	0	36	[(27194,8,10000)]
349	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
350	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
351	0	72	[(27194,8,10000)]	0	36	[(27194,8,10000)]
352	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
353	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
354	0	72	[(27194,8,10000)]	0	36	[(27194,8,10000)]
355	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
356	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
357	0	72	[(27194,8,10000)]	0	36	[(27194,8,10000)]
358	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
359	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
360	606000	150	[(27364,1,10000),(27367,1,10000),(27202,1,1000)]	303000	75	[(27364,1,10000),(27367,1,10000),(27202,1,1000)]
361	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
362	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
363	0	72	[(27194,3,10000)]	0	36	[(27194,3,10000)]
364	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
365	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
366	0	72	[(27194,3,10000)]	0	36	[(27194,3,10000)]
367	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
368	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
369	0	72	[(27194,3,10000)]	0	36	[(27194,3,10000)]
370	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
371	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
372	0	72	[(27194,3,10000)]	0	36	[(27194,3,10000)]
373	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
374	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
375	303000	150	[(27359,1,10000),(27645,1,10000),(27215,1,1000)]	151500	75	[(27359,1,10000),(27645,1,10000),(27215,1,1000)]
376	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
377	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
378	0	72	[(27194,4,10000)]	0	36	[(27194,4,10000)]
379	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
380	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
381	0	72	[(27194,4,10000)]	0	36	[(27194,4,10000)]
382	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
383	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
384	0	72	[(27194,4,10000)]	0	36	[(27194,4,10000)]
385	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
386	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
387	0	72	[(27194,4,10000)]	0	36	[(27194,4,10000)]
388	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
389	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
390	363600	150	[(27360,1,10000),(27645,1,10000),(27216,1,1000)]	181800	75	[(27360,1,10000),(27645,1,10000),(27216,1,1000)]
391	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
392	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
393	0	72	[(27194,5,10000)]	0	36	[(27194,5,10000)]
394	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
395	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
396	0	72	[(27194,5,10000)]	0	36	[(27194,5,10000)]
397	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
398	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
399	0	72	[(27194,5,10000)]	0	36	[(27194,5,10000)]
400	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
401	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
402	0	72	[(27194,5,10000)]	0	36	[(27194,5,10000)]
403	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
404	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
405	424200	150	[(27361,1,10000),(27646,1,10000),(27217,1,1000)]	212100	75	[(27361,1,10000),(27646,1,10000),(27217,1,1000)]
406	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
407	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
408	0	72	[(27194,6,10000)]	0	36	[(27194,6,10000)]
409	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
410	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
411	0	72	[(27194,6,10000)]	0	36	[(27194,6,10000)]
412	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
413	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
414	0	72	[(27194,6,10000)]	0	36	[(27194,6,10000)]
415	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
416	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
417	0	72	[(27194,6,10000)]	0	36	[(27194,6,10000)]
418	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
419	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
420	484800	150	[(27362,1,10000),(27646,1,10000),(27218,1,1000)]	242400	75	[(27362,1,10000),(27646,1,10000),(27218,1,1000)]
421	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
422	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
423	0	72	[(27194,7,10000)]	0	36	[(27194,7,10000)]
424	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
425	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
426	0	72	[(27194,7,10000)]	0	36	[(27194,7,10000)]
427	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
428	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
429	0	72	[(27194,7,10000)]	0	36	[(27194,7,10000)]
430	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
431	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
432	0	72	[(27194,7,10000)]	0	36	[(27194,7,10000)]
433	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
434	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
435	545400	150	[(27363,1,10000),(27647,1,10000),(27219,1,1000)]	272700	75	[(27363,1,10000),(27647,1,10000),(27219,1,1000)]
436	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
437	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
438	0	72	[(27194,8,10000)]	0	36	[(27194,8,10000)]
439	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
440	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
441	0	72	[(27194,8,10000)]	0	36	[(27194,8,10000)]
442	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
443	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
444	0	72	[(27194,8,10000)]	0	36	[(27194,8,10000)]
445	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
446	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
447	0	72	[(27194,8,10000)]	0	36	[(27194,8,10000)]
448	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
449	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
450	606000	150	[(27364,1,10000),(27647,1,10000),(27220,1,1000)]	303000	75	[(27364,1,10000),(27647,1,10000),(27220,1,1000)]
451	592	0	[(28233,1,0),(25600,1,0)]	296	0	[(28233,1,0),(25600,1,0)]
452	594	0	[(28233,1,0),(25600,1,0)]	297	0	[(28233,1,0),(25600,1,0)]
453	1196	0	[(28233,1,10000),(25600,1,1000)]	598	0	[(28233,1,10000),(25600,1,1000)]
454	598	0	[(28233,1,0),(25600,1,0)]	299	0	[(28233,1,0),(25600,1,0)]
455	600	0	[(28233,1,0),(25600,1,0)]	300	0	[(28233,1,0),(25600,1,0)]
456	1202	0	[(28233,1,10000),(25600,1,1000)]	601	0	[(28233,1,10000),(25600,1,1000)]
457	604	0	[(28233,1,0),(25600,1,0)]	302	0	[(28233,1,0),(25600,1,0)]
458	606	0	[(28233,1,0),(25600,1,0)]	303	0	[(28233,1,0),(25600,1,0)]
459	1208	0	[(28233,1,10000),(25600,1,1000)]	604	0	[(28233,1,10000),(25600,1,1000)]
460	610	0	[(28233,1,0),(25600,1,0)]	305	0	[(28233,1,0),(25600,1,0)]
461	612	0	[(28233,1,0),(25600,1,0)]	306	0	[(28233,1,0),(25600,1,0)]
462	1214	0	[(28233,1,10000),(25600,1,1000)]	607	0	[(28233,1,10000),(25600,1,1000)]
463	616	0	[(28233,1,0),(25600,1,0)]	308	0	[(28233,1,0),(25600,1,0)]
464	618	0	[(28233,1,0),(25600,1,0)]	309	0	[(28233,1,0),(25600,1,0)]
465	13904	0	[(28233,5,10000),(25600,2,5000)]	6952	0	[(28233,5,10000),(25600,2,5000)]
466	740	0	[(28233,1,0),(25600,1,0)]	370	0	[(28233,1,0),(25600,1,0)]
467	742	0	[(28233,1,0),(25600,1,0)]	371	0	[(28233,1,0),(25600,1,0)]
468	1344	0	[(28233,1,10000),(25600,1,1000)]	672	0	[(28233,1,10000),(25600,1,1000)]
469	746	0	[(28233,1,0),(25600,1,0)]	373	0	[(28233,1,0),(25600,1,0)]
470	748	0	[(28233,1,0),(25600,1,0)]	374	0	[(28233,1,0),(25600,1,0)]
471	1350	0	[(28233,1,10000),(25600,1,1000)]	675	0	[(28233,1,10000),(25600,1,1000)]
472	752	0	[(28233,1,0),(25600,1,0)]	376	0	[(28233,1,0),(25600,1,0)]
473	754	0	[(28233,1,0),(25600,1,0)]	377	0	[(28233,1,0),(25600,1,0)]
474	1356	0	[(28233,1,10000),(25600,1,1000)]	678	0	[(28233,1,10000),(25600,1,1000)]
475	758	0	[(28233,1,0),(25600,1,0)]	379	0	[(28233,1,0),(25600,1,0)]
476	760	0	[(28233,1,0),(25600,1,0)]	380	0	[(28233,1,0),(25600,1,0)]
477	1362	0	[(28233,1,10000),(25600,1,1000)]	681	0	[(28233,1,10000),(25600,1,1000)]
478	764	0	[(28233,1,0),(25600,1,0)]	382	0	[(28233,1,0),(25600,1,0)]
479	766	0	[(28233,1,0),(25600,1,0)]	383	0	[(28233,1,0),(25600,1,0)]
480	16566	0	[(28233,5,10000),(25600,2,5000)]	8283	0	[(28233,5,10000),(25600,2,5000)]
481	888	0	[(28233,1,0),(25600,1,0)]	444	0	[(28233,1,0),(25600,1,0)]
482	890	0	[(28233,1,0),(25600,1,0)]	445	0	[(28233,1,0),(25600,1,0)]
483	1492	0	[(28233,1,10000),(25600,1,1000)]	746	0	[(28233,1,10000),(25600,1,1000)]
484	894	0	[(28233,1,0),(25600,1,0)]	447	0	[(28233,1,0),(25600,1,0)]
485	896	0	[(28233,1,0),(25600,1,0)]	448	0	[(28233,1,0),(25600,1,0)]
486	1498	0	[(28233,1,10000),(25600,1,1000)]	749	0	[(28233,1,10000),(25600,1,1000)]
487	900	0	[(28233,1,0),(25600,1,0)]	450	0	[(28233,1,0),(25600,1,0)]
488	902	0	[(28233,1,0),(25600,1,0)]	451	0	[(28233,1,0),(25600,1,0)]
489	1504	0	[(28233,1,10000),(25600,1,1000)]	752	0	[(28233,1,10000),(25600,1,1000)]
490	906	0	[(28233,1,0),(25600,1,0)]	453	0	[(28233,1,0),(25600,1,0)]
491	908	0	[(28233,1,0),(25600,1,0)]	454	0	[(28233,1,0),(25600,1,0)]
492	1510	0	[(28233,1,10000),(25600,1,1000)]	755	0	[(28233,1,10000),(25600,1,1000)]
493	912	0	[(28233,1,0),(25600,1,0)]	456	0	[(28233,1,0),(25600,1,0)]
494	914	0	[(28233,1,0),(25600,1,0)]	457	0	[(28233,1,0),(25600,1,0)]
495	19226	0	[(28233,5,10000),(25600,2,5000)]	9613	0	[(28233,5,10000),(25600,2,5000)]
496	1038	0	[(28233,1,0),(25600,1,0)]	519	0	[(28233,1,0),(25600,1,0)]
497	1040	0	[(28233,1,0),(25600,1,0)]	520	0	[(28233,1,0),(25600,1,0)]
498	1642	0	[(28233,1,10000),(25600,1,1000)]	821	0	[(28233,1,10000),(25600,1,1000)]
499	1044	0	[(28233,1,0),(25600,1,0)]	522	0	[(28233,1,0),(25600,1,0)]
500	1046	0	[(28233,1,0),(25600,1,0)]	523	0	[(28233,1,0),(25600,1,0)]
501	1648	0	[(28233,1,10000),(25600,1,1000)]	824	0	[(28233,1,10000),(25600,1,1000)]
502	1050	0	[(28233,1,0),(25600,1,0)]	525	0	[(28233,1,0),(25600,1,0)]
503	1052	0	[(28233,1,0),(25600,1,0)]	526	0	[(28233,1,0),(25600,1,0)]
504	1654	0	[(28233,1,10000),(25600,1,1000)]	827	0	[(28233,1,10000),(25600,1,1000)]
505	1056	0	[(28233,1,0),(25600,1,0)]	528	0	[(28233,1,0),(25600,1,0)]
506	1058	0	[(28233,1,0),(25600,1,0)]	529	0	[(28233,1,0),(25600,1,0)]
507	1660	0	[(28233,1,10000),(25600,1,1000)]	830	0	[(28233,1,10000),(25600,1,1000)]
508	1062	0	[(28233,1,0),(25600,1,0)]	531	0	[(28233,1,0),(25600,1,0)]
509	1064	0	[(28233,1,0),(25600,1,0)]	532	0	[(28233,1,0),(25600,1,0)]
510	21888	0	[(28233,5,10000),(25600,2,5000)]	10944	0	[(28233,5,10000),(25600,2,5000)]
511	1186	0	[(28233,1,0),(25600,1,0)]	593	0	[(28233,1,0),(25600,1,0)]
512	1188	0	[(28233,1,0),(25600,1,0)]	594	0	[(28233,1,0),(25600,1,0)]
513	1790	0	[(28233,1,10000),(25600,1,1000)]	895	0	[(28233,1,10000),(25600,1,1000)]
514	1192	0	[(28233,1,0),(25600,1,0)]	596	0	[(28233,1,0),(25600,1,0)]
515	1194	0	[(28233,1,0),(25600,1,0)]	597	0	[(28233,1,0),(25600,1,0)]
516	1796	0	[(28233,1,10000),(25600,1,1000)]	898	0	[(28233,1,10000),(25600,1,1000)]
517	1198	0	[(28233,1,0),(25600,1,0)]	599	0	[(28233,1,0),(25600,1,0)]
518	1200	0	[(28233,1,0),(25600,1,0)]	600	0	[(28233,1,0),(25600,1,0)]
519	1802	0	[(28233,1,10000),(25600,1,1000)]	901	0	[(28233,1,10000),(25600,1,1000)]
520	1204	0	[(28233,1,0),(25600,1,0)]	602	0	[(28233,1,0),(25600,1,0)]
521	1206	0	[(28233,1,0),(25600,1,0)]	603	0	[(28233,1,0),(25600,1,0)]
522	1808	0	[(28233,1,10000),(25600,1,1000)]	904	0	[(28233,1,10000),(25600,1,1000)]
523	1210	0	[(28233,1,0),(25600,1,0)]	605	0	[(28233,1,0),(25600,1,0)]
524	1212	0	[(28233,1,0),(25600,1,0)]	606	0	[(28233,1,0),(25600,1,0)]
525	24550	0	[(28233,5,10000),(25600,2,5000)]	12275	0	[(28233,5,10000),(25600,2,5000)]
526	1334	0	[(28233,1,0),(25600,1,0)]	667	0	[(28233,1,0),(25600,1,0)]
527	1336	0	[(28233,1,0),(25600,1,0)]	668	0	[(28233,1,0),(25600,1,0)]
528	1938	0	[(28233,1,10000),(25600,1,1000)]	969	0	[(28233,1,10000),(25600,1,1000)]
529	1340	0	[(28233,1,0),(25600,1,0)]	670	0	[(28233,1,0),(25600,1,0)]
530	1342	0	[(28233,1,0),(25600,1,0)]	671	0	[(28233,1,0),(25600,1,0)]
531	1944	0	[(28233,1,10000),(25600,1,1000)]	972	0	[(28233,1,10000),(25600,1,1000)]
532	1346	0	[(28233,1,0),(25600,1,0)]	673	0	[(28233,1,0),(25600,1,0)]
533	1348	0	[(28233,1,0),(25600,1,0)]	674	0	[(28233,1,0),(25600,1,0)]
534	1950	0	[(28233,1,10000),(25600,1,1000)]	975	0	[(28233,1,10000),(25600,1,1000)]
535	1352	0	[(28233,1,0),(25600,1,0)]	676	0	[(28233,1,0),(25600,1,0)]
536	1354	0	[(28233,1,0),(25600,1,0)]	677	0	[(28233,1,0),(25600,1,0)]
537	1956	0	[(28233,1,10000),(25600,1,1000)]	978	0	[(28233,1,10000),(25600,1,1000)]
538	1358	0	[(28233,1,0),(25600,1,0)]	679	0	[(28233,1,0),(25600,1,0)]
539	1360	0	[(28233,1,0),(25600,1,0)]	680	0	[(28233,1,0),(25600,1,0)]
540	27210	0	[(28233,5,10000),(25600,2,5000)]	13605	0	[(28233,5,10000),(25600,2,5000)]
541	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
542	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
543	0	72	[(27195,3,10000)]	0	36	[(27195,3,10000)]
544	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
545	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
546	0	72	[(27195,3,10000)]	0	36	[(27195,3,10000)]
547	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
548	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
549	0	72	[(27195,3,10000)]	0	36	[(27195,3,10000)]
550	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
551	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
552	0	72	[(27195,3,10000)]	0	36	[(27195,3,10000)]
553	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
554	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
555	303000	150	[(28633,1,10000),(28639,1,10000),(27233,1,1000)]	151500	75	[(28633,1,10000),(28639,1,10000),(27233,1,1000)]
556	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
557	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
558	0	72	[(27195,4,10000)]	0	36	[(27195,4,10000)]
559	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
560	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
561	0	72	[(27195,4,10000)]	0	36	[(27195,4,10000)]
562	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
563	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
564	0	72	[(27195,4,10000)]	0	36	[(27195,4,10000)]
565	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
566	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
567	0	72	[(27195,4,10000)]	0	36	[(27195,4,10000)]
568	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
569	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
570	363600	150	[(28634,1,10000),(28639,1,10000),(27234,1,1000)]	181800	75	[(28634,1,10000),(28639,1,10000),(27234,1,1000)]
571	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
572	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
573	0	72	[(27195,5,10000)]	0	36	[(27195,5,10000)]
