rank	level	rewardItem
20	54	[(27481,2),(25682,60),(25661,30)]
1	55	[(27481,5),(27482,1),(25682,200),(25661,100)]
2	55	[(27481,4),(27482,1),(25682,150),(25661,75)]
3	55	[(27481,3),(27482,1),(25682,100),(25661,50)]
4	55	[(27481,3),(25682,80),(25661,40)]
5	55	[(27481,3),(25682,80),(25661,40)]
6	55	[(27481,3),(25682,80),(25661,40)]
7	55	[(27481,3),(25682,80),(25661,40)]
8	55	[(27481,3),(25682,80),(25661,40)]
9	55	[(27481,3),(25682,80),(25661,40)]
10	55	[(27481,3),(25682,80),(25661,40)]
11	55	[(27481,2),(25682,60),(25661,30)]
12	55	[(27481,2),(25682,60),(25661,30)]
13	55	[(27481,2),(25682,60),(25661,30)]
14	55	[(27481,2),(25682,60),(25661,30)]
15	55	[(27481,2),(25682,60),(25661,30)]
16	55	[(27481,2),(25682,60),(25661,30)]
17	55	[(27481,2),(25682,60),(25661,30)]
18	55	[(27481,2),(25682,60),(25661,30)]
19	55	[(27481,2),(25682,60),(25661,30)]
20	55	[(27481,2),(25682,60),(25661,30)]
1	56	[(27481,5),(27482,1),(25682,200),(25661,100)]
2	56	[(27481,4),(27482,1),(25682,150),(25661,75)]
3	56	[(27481,3),(27482,1),(25682,100),(25661,50)]
4	56	[(27481,3),(25682,80),(25661,40)]
5	56	[(27481,3),(25682,80),(25661,40)]
6	56	[(27481,3),(25682,80),(25661,40)]
7	56	[(27481,3),(25682,80),(25661,40)]
8	56	[(27481,3),(25682,80),(25661,40)]
9	56	[(27481,3),(25682,80),(25661,40)]
10	56	[(27481,3),(25682,80),(25661,40)]
11	56	[(27481,2),(25682,60),(25661,30)]
12	56	[(27481,2),(25682,60),(25661,30)]
13	56	[(27481,2),(25682,60),(25661,30)]
14	56	[(27481,2),(25682,60),(25661,30)]
15	56	[(27481,2),(25682,60),(25661,30)]
16	56	[(27481,2),(25682,60),(25661,30)]
17	56	[(27481,2),(25682,60),(25661,30)]
18	56	[(27481,2),(25682,60),(25661,30)]
19	56	[(27481,2),(25682,60),(25661,30)]
20	56	[(27481,2),(25682,60),(25661,30)]
1	57	[(27481,5),(27482,1),(25682,200),(25661,100)]
2	57	[(27481,4),(27482,1),(25682,150),(25661,75)]
3	57	[(27481,3),(27482,1),(25682,100),(25661,50)]
4	57	[(27481,3),(25682,80),(25661,40)]
5	57	[(27481,3),(25682,80),(25661,40)]
6	57	[(27481,3),(25682,80),(25661,40)]
7	57	[(27481,3),(25682,80),(25661,40)]
8	57	[(27481,3),(25682,80),(25661,40)]
9	57	[(27481,3),(25682,80),(25661,40)]
10	57	[(27481,3),(25682,80),(25661,40)]
11	57	[(27481,2),(25682,60),(25661,30)]
12	57	[(27481,2),(25682,60),(25661,30)]
13	57	[(27481,2),(25682,60),(25661,30)]
14	57	[(27481,2),(25682,60),(25661,30)]
15	57	[(27481,2),(25682,60),(25661,30)]
16	57	[(27481,2),(25682,60),(25661,30)]
17	57	[(27481,2),(25682,60),(25661,30)]
18	57	[(27481,2),(25682,60),(25661,30)]
19	57	[(27481,2),(25682,60),(25661,30)]
20	57	[(27481,2),(25682,60),(25661,30)]
1	58	[(27481,5),(27482,1),(25682,200),(25661,100)]
2	58	[(27481,4),(27482,1),(25682,150),(25661,75)]
3	58	[(27481,3),(27482,1),(25682,100),(25661,50)]
4	58	[(27481,3),(25682,80),(25661,40)]
5	58	[(27481,3),(25682,80),(25661,40)]
6	58	[(27481,3),(25682,80),(25661,40)]
7	58	[(27481,3),(25682,80),(25661,40)]
8	58	[(27481,3),(25682,80),(25661,40)]
9	58	[(27481,3),(25682,80),(25661,40)]
10	58	[(27481,3),(25682,80),(25661,40)]
11	58	[(27481,2),(25682,60),(25661,30)]
12	58	[(27481,2),(25682,60),(25661,30)]
13	58	[(27481,2),(25682,60),(25661,30)]
14	58	[(27481,2),(25682,60),(25661,30)]
15	58	[(27481,2),(25682,60),(25661,30)]
16	58	[(27481,2),(25682,60),(25661,30)]
17	58	[(27481,2),(25682,60),(25661,30)]
18	58	[(27481,2),(25682,60),(25661,30)]
19	58	[(27481,2),(25682,60),(25661,30)]
20	58	[(27481,2),(25682,60),(25661,30)]
1	59	[(27481,5),(27482,1),(25682,200),(25661,100)]
2	59	[(27481,4),(27482,1),(25682,150),(25661,75)]
3	59	[(27481,3),(27482,1),(25682,100),(25661,50)]
4	59	[(27481,3),(25682,80),(25661,40)]
5	59	[(27481,3),(25682,80),(25661,40)]
6	59	[(27481,3),(25682,80),(25661,40)]
7	59	[(27481,3),(25682,80),(25661,40)]
8	59	[(27481,3),(25682,80),(25661,40)]
9	59	[(27481,3),(25682,80),(25661,40)]
10	59	[(27481,3),(25682,80),(25661,40)]
11	59	[(27481,2),(25682,60),(25661,30)]
12	59	[(27481,2),(25682,60),(25661,30)]
13	59	[(27481,2),(25682,60),(25661,30)]
14	59	[(27481,2),(25682,60),(25661,30)]
15	59	[(27481,2),(25682,60),(25661,30)]
16	59	[(27481,2),(25682,60),(25661,30)]
17	59	[(27481,2),(25682,60),(25661,30)]
18	59	[(27481,2),(25682,60),(25661,30)]
19	59	[(27481,2),(25682,60),(25661,30)]
20	59	[(27481,2),(25682,60),(25661,30)]
1	60	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	60	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	60	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	60	[(27481,3),(25683,80),(25662,40)]
5	60	[(27481,3),(25683,80),(25662,40)]
6	60	[(27481,3),(25683,80),(25662,40)]
7	60	[(27481,3),(25683,80),(25662,40)]
8	60	[(27481,3),(25683,80),(25662,40)]
9	60	[(27481,3),(25683,80),(25662,40)]
10	60	[(27481,3),(25683,80),(25662,40)]
11	60	[(27481,2),(25683,60),(25662,30)]
12	60	[(27481,2),(25683,60),(25662,30)]
13	60	[(27481,2),(25683,60),(25662,30)]
14	60	[(27481,2),(25683,60),(25662,30)]
15	60	[(27481,2),(25683,60),(25662,30)]
16	60	[(27481,2),(25683,60),(25662,30)]
17	60	[(27481,2),(25683,60),(25662,30)]
18	60	[(27481,2),(25683,60),(25662,30)]
19	60	[(27481,2),(25683,60),(25662,30)]
20	60	[(27481,2),(25683,60),(25662,30)]
1	61	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	61	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	61	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	61	[(27481,3),(25683,80),(25662,40)]
5	61	[(27481,3),(25683,80),(25662,40)]
6	61	[(27481,3),(25683,80),(25662,40)]
7	61	[(27481,3),(25683,80),(25662,40)]
8	61	[(27481,3),(25683,80),(25662,40)]
9	61	[(27481,3),(25683,80),(25662,40)]
10	61	[(27481,3),(25683,80),(25662,40)]
11	61	[(27481,2),(25683,60),(25662,30)]
12	61	[(27481,2),(25683,60),(25662,30)]
13	61	[(27481,2),(25683,60),(25662,30)]
14	61	[(27481,2),(25683,60),(25662,30)]
15	61	[(27481,2),(25683,60),(25662,30)]
16	61	[(27481,2),(25683,60),(25662,30)]
17	61	[(27481,2),(25683,60),(25662,30)]
18	61	[(27481,2),(25683,60),(25662,30)]
19	61	[(27481,2),(25683,60),(25662,30)]
20	61	[(27481,2),(25683,60),(25662,30)]
1	62	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	62	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	62	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	62	[(27481,3),(25683,80),(25662,40)]
5	62	[(27481,3),(25683,80),(25662,40)]
6	62	[(27481,3),(25683,80),(25662,40)]
7	62	[(27481,3),(25683,80),(25662,40)]
8	62	[(27481,3),(25683,80),(25662,40)]
9	62	[(27481,3),(25683,80),(25662,40)]
10	62	[(27481,3),(25683,80),(25662,40)]
11	62	[(27481,2),(25683,60),(25662,30)]
12	62	[(27481,2),(25683,60),(25662,30)]
13	62	[(27481,2),(25683,60),(25662,30)]
14	62	[(27481,2),(25683,60),(25662,30)]
15	62	[(27481,2),(25683,60),(25662,30)]
16	62	[(27481,2),(25683,60),(25662,30)]
17	62	[(27481,2),(25683,60),(25662,30)]
18	62	[(27481,2),(25683,60),(25662,30)]
19	62	[(27481,2),(25683,60),(25662,30)]
20	62	[(27481,2),(25683,60),(25662,30)]
1	63	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	63	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	63	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	63	[(27481,3),(25683,80),(25662,40)]
5	63	[(27481,3),(25683,80),(25662,40)]
6	63	[(27481,3),(25683,80),(25662,40)]
7	63	[(27481,3),(25683,80),(25662,40)]
8	63	[(27481,3),(25683,80),(25662,40)]
9	63	[(27481,3),(25683,80),(25662,40)]
10	63	[(27481,3),(25683,80),(25662,40)]
11	63	[(27481,2),(25683,60),(25662,30)]
12	63	[(27481,2),(25683,60),(25662,30)]
13	63	[(27481,2),(25683,60),(25662,30)]
14	63	[(27481,2),(25683,60),(25662,30)]
15	63	[(27481,2),(25683,60),(25662,30)]
16	63	[(27481,2),(25683,60),(25662,30)]
17	63	[(27481,2),(25683,60),(25662,30)]
18	63	[(27481,2),(25683,60),(25662,30)]
19	63	[(27481,2),(25683,60),(25662,30)]
20	63	[(27481,2),(25683,60),(25662,30)]
1	64	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	64	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	64	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	64	[(27481,3),(25683,80),(25662,40)]
5	64	[(27481,3),(25683,80),(25662,40)]
6	64	[(27481,3),(25683,80),(25662,40)]
7	64	[(27481,3),(25683,80),(25662,40)]
8	64	[(27481,3),(25683,80),(25662,40)]
9	64	[(27481,3),(25683,80),(25662,40)]
10	64	[(27481,3),(25683,80),(25662,40)]
11	64	[(27481,2),(25683,60),(25662,30)]
12	64	[(27481,2),(25683,60),(25662,30)]
13	64	[(27481,2),(25683,60),(25662,30)]
14	64	[(27481,2),(25683,60),(25662,30)]
15	64	[(27481,2),(25683,60),(25662,30)]
16	64	[(27481,2),(25683,60),(25662,30)]
17	64	[(27481,2),(25683,60),(25662,30)]
18	64	[(27481,2),(25683,60),(25662,30)]
19	64	[(27481,2),(25683,60),(25662,30)]
20	64	[(27481,2),(25683,60),(25662,30)]
1	65	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	65	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	65	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	65	[(27481,3),(25683,80),(25662,40)]
5	65	[(27481,3),(25683,80),(25662,40)]
6	65	[(27481,3),(25683,80),(25662,40)]
7	65	[(27481,3),(25683,80),(25662,40)]
8	65	[(27481,3),(25683,80),(25662,40)]
9	65	[(27481,3),(25683,80),(25662,40)]
10	65	[(27481,3),(25683,80),(25662,40)]
11	65	[(27481,2),(25683,60),(25662,30)]
12	65	[(27481,2),(25683,60),(25662,30)]
13	65	[(27481,2),(25683,60),(25662,30)]
14	65	[(27481,2),(25683,60),(25662,30)]
15	65	[(27481,2),(25683,60),(25662,30)]
16	65	[(27481,2),(25683,60),(25662,30)]
17	65	[(27481,2),(25683,60),(25662,30)]
18	65	[(27481,2),(25683,60),(25662,30)]
19	65	[(27481,2),(25683,60),(25662,30)]
20	65	[(27481,2),(25683,60),(25662,30)]
1	66	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	66	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	66	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	66	[(27481,3),(25683,80),(25662,40)]
5	66	[(27481,3),(25683,80),(25662,40)]
6	66	[(27481,3),(25683,80),(25662,40)]
7	66	[(27481,3),(25683,80),(25662,40)]
8	66	[(27481,3),(25683,80),(25662,40)]
9	66	[(27481,3),(25683,80),(25662,40)]
10	66	[(27481,3),(25683,80),(25662,40)]
11	66	[(27481,2),(25683,60),(25662,30)]
12	66	[(27481,2),(25683,60),(25662,30)]
13	66	[(27481,2),(25683,60),(25662,30)]
14	66	[(27481,2),(25683,60),(25662,30)]
15	66	[(27481,2),(25683,60),(25662,30)]
16	66	[(27481,2),(25683,60),(25662,30)]
17	66	[(27481,2),(25683,60),(25662,30)]
18	66	[(27481,2),(25683,60),(25662,30)]
19	66	[(27481,2),(25683,60),(25662,30)]
20	66	[(27481,2),(25683,60),(25662,30)]
1	67	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	67	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	67	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	67	[(27481,3),(25683,80),(25662,40)]
5	67	[(27481,3),(25683,80),(25662,40)]
6	67	[(27481,3),(25683,80),(25662,40)]
7	67	[(27481,3),(25683,80),(25662,40)]
8	67	[(27481,3),(25683,80),(25662,40)]
9	67	[(27481,3),(25683,80),(25662,40)]
10	67	[(27481,3),(25683,80),(25662,40)]
11	67	[(27481,2),(25683,60),(25662,30)]
12	67	[(27481,2),(25683,60),(25662,30)]
13	67	[(27481,2),(25683,60),(25662,30)]
14	67	[(27481,2),(25683,60),(25662,30)]
15	67	[(27481,2),(25683,60),(25662,30)]
16	67	[(27481,2),(25683,60),(25662,30)]
17	67	[(27481,2),(25683,60),(25662,30)]
18	67	[(27481,2),(25683,60),(25662,30)]
19	67	[(27481,2),(25683,60),(25662,30)]
20	67	[(27481,2),(25683,60),(25662,30)]
1	68	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	68	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	68	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	68	[(27481,3),(25683,80),(25662,40)]
5	68	[(27481,3),(25683,80),(25662,40)]
6	68	[(27481,3),(25683,80),(25662,40)]
7	68	[(27481,3),(25683,80),(25662,40)]
8	68	[(27481,3),(25683,80),(25662,40)]
9	68	[(27481,3),(25683,80),(25662,40)]
10	68	[(27481,3),(25683,80),(25662,40)]
11	68	[(27481,2),(25683,60),(25662,30)]
12	68	[(27481,2),(25683,60),(25662,30)]
13	68	[(27481,2),(25683,60),(25662,30)]
14	68	[(27481,2),(25683,60),(25662,30)]
15	68	[(27481,2),(25683,60),(25662,30)]
16	68	[(27481,2),(25683,60),(25662,30)]
17	68	[(27481,2),(25683,60),(25662,30)]
18	68	[(27481,2),(25683,60),(25662,30)]
19	68	[(27481,2),(25683,60),(25662,30)]
20	68	[(27481,2),(25683,60),(25662,30)]
1	69	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	69	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	69	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	69	[(27481,3),(25683,80),(25662,40)]
5	69	[(27481,3),(25683,80),(25662,40)]
6	69	[(27481,3),(25683,80),(25662,40)]
7	69	[(27481,3),(25683,80),(25662,40)]
8	69	[(27481,3),(25683,80),(25662,40)]
9	69	[(27481,3),(25683,80),(25662,40)]
10	69	[(27481,3),(25683,80),(25662,40)]
11	69	[(27481,2),(25683,60),(25662,30)]
12	69	[(27481,2),(25683,60),(25662,30)]
13	69	[(27481,2),(25683,60),(25662,30)]
14	69	[(27481,2),(25683,60),(25662,30)]
15	69	[(27481,2),(25683,60),(25662,30)]
16	69	[(27481,2),(25683,60),(25662,30)]
17	69	[(27481,2),(25683,60),(25662,30)]
18	69	[(27481,2),(25683,60),(25662,30)]
19	69	[(27481,2),(25683,60),(25662,30)]
20	69	[(27481,2),(25683,60),(25662,30)]
1	70	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	70	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	70	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	70	[(27481,3),(25683,80),(25662,40)]
5	70	[(27481,3),(25683,80),(25662,40)]
6	70	[(27481,3),(25683,80),(25662,40)]
7	70	[(27481,3),(25683,80),(25662,40)]
8	70	[(27481,3),(25683,80),(25662,40)]
9	70	[(27481,3),(25683,80),(25662,40)]
10	70	[(27481,3),(25683,80),(25662,40)]
11	70	[(27481,2),(25683,60),(25662,30)]
12	70	[(27481,2),(25683,60),(25662,30)]
13	70	[(27481,2),(25683,60),(25662,30)]
14	70	[(27481,2),(25683,60),(25662,30)]
15	70	[(27481,2),(25683,60),(25662,30)]
16	70	[(27481,2),(25683,60),(25662,30)]
17	70	[(27481,2),(25683,60),(25662,30)]
18	70	[(27481,2),(25683,60),(25662,30)]
19	70	[(27481,2),(25683,60),(25662,30)]
20	70	[(27481,2),(25683,60),(25662,30)]
1	71	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	71	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	71	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	71	[(27481,3),(25683,80),(25662,40)]
5	71	[(27481,3),(25683,80),(25662,40)]
6	71	[(27481,3),(25683,80),(25662,40)]
7	71	[(27481,3),(25683,80),(25662,40)]
8	71	[(27481,3),(25683,80),(25662,40)]
9	71	[(27481,3),(25683,80),(25662,40)]
10	71	[(27481,3),(25683,80),(25662,40)]
11	71	[(27481,2),(25683,60),(25662,30)]
12	71	[(27481,2),(25683,60),(25662,30)]
13	71	[(27481,2),(25683,60),(25662,30)]
14	71	[(27481,2),(25683,60),(25662,30)]
15	71	[(27481,2),(25683,60),(25662,30)]
16	71	[(27481,2),(25683,60),(25662,30)]
17	71	[(27481,2),(25683,60),(25662,30)]
18	71	[(27481,2),(25683,60),(25662,30)]
19	71	[(27481,2),(25683,60),(25662,30)]
20	71	[(27481,2),(25683,60),(25662,30)]
1	72	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	72	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	72	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	72	[(27481,3),(25683,80),(25662,40)]
5	72	[(27481,3),(25683,80),(25662,40)]
6	72	[(27481,3),(25683,80),(25662,40)]
7	72	[(27481,3),(25683,80),(25662,40)]
8	72	[(27481,3),(25683,80),(25662,40)]
9	72	[(27481,3),(25683,80),(25662,40)]
10	72	[(27481,3),(25683,80),(25662,40)]
11	72	[(27481,2),(25683,60),(25662,30)]
12	72	[(27481,2),(25683,60),(25662,30)]
13	72	[(27481,2),(25683,60),(25662,30)]
14	72	[(27481,2),(25683,60),(25662,30)]
15	72	[(27481,2),(25683,60),(25662,30)]
16	72	[(27481,2),(25683,60),(25662,30)]
17	72	[(27481,2),(25683,60),(25662,30)]
18	72	[(27481,2),(25683,60),(25662,30)]
19	72	[(27481,2),(25683,60),(25662,30)]
20	72	[(27481,2),(25683,60),(25662,30)]
1	73	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	73	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	73	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	73	[(27481,3),(25683,80),(25662,40)]
5	73	[(27481,3),(25683,80),(25662,40)]
6	73	[(27481,3),(25683,80),(25662,40)]
7	73	[(27481,3),(25683,80),(25662,40)]
8	73	[(27481,3),(25683,80),(25662,40)]
9	73	[(27481,3),(25683,80),(25662,40)]
10	73	[(27481,3),(25683,80),(25662,40)]
11	73	[(27481,2),(25683,60),(25662,30)]
12	73	[(27481,2),(25683,60),(25662,30)]
13	73	[(27481,2),(25683,60),(25662,30)]
14	73	[(27481,2),(25683,60),(25662,30)]
15	73	[(27481,2),(25683,60),(25662,30)]
16	73	[(27481,2),(25683,60),(25662,30)]
17	73	[(27481,2),(25683,60),(25662,30)]
18	73	[(27481,2),(25683,60),(25662,30)]
19	73	[(27481,2),(25683,60),(25662,30)]
20	73	[(27481,2),(25683,60),(25662,30)]
1	74	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	74	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	74	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	74	[(27481,3),(25683,80),(25662,40)]
5	74	[(27481,3),(25683,80),(25662,40)]
6	74	[(27481,3),(25683,80),(25662,40)]
7	74	[(27481,3),(25683,80),(25662,40)]
8	74	[(27481,3),(25683,80),(25662,40)]
9	74	[(27481,3),(25683,80),(25662,40)]
10	74	[(27481,3),(25683,80),(25662,40)]
11	74	[(27481,2),(25683,60),(25662,30)]
12	74	[(27481,2),(25683,60),(25662,30)]
13	74	[(27481,2),(25683,60),(25662,30)]
14	74	[(27481,2),(25683,60),(25662,30)]
15	74	[(27481,2),(25683,60),(25662,30)]
16	74	[(27481,2),(25683,60),(25662,30)]
17	74	[(27481,2),(25683,60),(25662,30)]
18	74	[(27481,2),(25683,60),(25662,30)]
19	74	[(27481,2),(25683,60),(25662,30)]
20	74	[(27481,2),(25683,60),(25662,30)]
1	75	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	75	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	75	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	75	[(27481,3),(25683,80),(25662,40)]
5	75	[(27481,3),(25683,80),(25662,40)]
6	75	[(27481,3),(25683,80),(25662,40)]
7	75	[(27481,3),(25683,80),(25662,40)]
8	75	[(27481,3),(25683,80),(25662,40)]
9	75	[(27481,3),(25683,80),(25662,40)]
10	75	[(27481,3),(25683,80),(25662,40)]
11	75	[(27481,2),(25683,60),(25662,30)]
12	75	[(27481,2),(25683,60),(25662,30)]
13	75	[(27481,2),(25683,60),(25662,30)]
14	75	[(27481,2),(25683,60),(25662,30)]
15	75	[(27481,2),(25683,60),(25662,30)]
16	75	[(27481,2),(25683,60),(25662,30)]
17	75	[(27481,2),(25683,60),(25662,30)]
18	75	[(27481,2),(25683,60),(25662,30)]
19	75	[(27481,2),(25683,60),(25662,30)]
20	75	[(27481,2),(25683,60),(25662,30)]
1	76	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	76	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	76	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	76	[(27481,3),(25683,80),(25662,40)]
5	76	[(27481,3),(25683,80),(25662,40)]
6	76	[(27481,3),(25683,80),(25662,40)]
7	76	[(27481,3),(25683,80),(25662,40)]
8	76	[(27481,3),(25683,80),(25662,40)]
9	76	[(27481,3),(25683,80),(25662,40)]
10	76	[(27481,3),(25683,80),(25662,40)]
11	76	[(27481,2),(25683,60),(25662,30)]
12	76	[(27481,2),(25683,60),(25662,30)]
13	76	[(27481,2),(25683,60),(25662,30)]
14	76	[(27481,2),(25683,60),(25662,30)]
15	76	[(27481,2),(25683,60),(25662,30)]
16	76	[(27481,2),(25683,60),(25662,30)]
17	76	[(27481,2),(25683,60),(25662,30)]
18	76	[(27481,2),(25683,60),(25662,30)]
19	76	[(27481,2),(25683,60),(25662,30)]
20	76	[(27481,2),(25683,60),(25662,30)]
1	77	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	77	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	77	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	77	[(27481,3),(25683,80),(25662,40)]
5	77	[(27481,3),(25683,80),(25662,40)]
6	77	[(27481,3),(25683,80),(25662,40)]
7	77	[(27481,3),(25683,80),(25662,40)]
8	77	[(27481,3),(25683,80),(25662,40)]
9	77	[(27481,3),(25683,80),(25662,40)]
10	77	[(27481,3),(25683,80),(25662,40)]
11	77	[(27481,2),(25683,60),(25662,30)]
12	77	[(27481,2),(25683,60),(25662,30)]
13	77	[(27481,2),(25683,60),(25662,30)]
14	77	[(27481,2),(25683,60),(25662,30)]
15	77	[(27481,2),(25683,60),(25662,30)]
16	77	[(27481,2),(25683,60),(25662,30)]
17	77	[(27481,2),(25683,60),(25662,30)]
18	77	[(27481,2),(25683,60),(25662,30)]
19	77	[(27481,2),(25683,60),(25662,30)]
20	77	[(27481,2),(25683,60),(25662,30)]
1	78	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	78	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	78	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	78	[(27481,3),(25683,80),(25662,40)]
5	78	[(27481,3),(25683,80),(25662,40)]
6	78	[(27481,3),(25683,80),(25662,40)]
7	78	[(27481,3),(25683,80),(25662,40)]
8	78	[(27481,3),(25683,80),(25662,40)]
9	78	[(27481,3),(25683,80),(25662,40)]
10	78	[(27481,3),(25683,80),(25662,40)]
11	78	[(27481,2),(25683,60),(25662,30)]
12	78	[(27481,2),(25683,60),(25662,30)]
13	78	[(27481,2),(25683,60),(25662,30)]
14	78	[(27481,2),(25683,60),(25662,30)]
15	78	[(27481,2),(25683,60),(25662,30)]
16	78	[(27481,2),(25683,60),(25662,30)]
17	78	[(27481,2),(25683,60),(25662,30)]
18	78	[(27481,2),(25683,60),(25662,30)]
19	78	[(27481,2),(25683,60),(25662,30)]
20	78	[(27481,2),(25683,60),(25662,30)]
1	79	[(27481,5),(27482,1),(25683,200),(25662,100)]
2	79	[(27481,4),(27482,1),(25683,150),(25662,75)]
3	79	[(27481,3),(27482,1),(25683,100),(25662,50)]
4	79	[(27481,3),(25683,80),(25662,40)]
5	79	[(27481,3),(25683,80),(25662,40)]
6	79	[(27481,3),(25683,80),(25662,40)]
7	79	[(27481,3),(25683,80),(25662,40)]
8	79	[(27481,3),(25683,80),(25662,40)]
9	79	[(27481,3),(25683,80),(25662,40)]
10	79	[(27481,3),(25683,80),(25662,40)]
11	79	[(27481,2),(25683,60),(25662,30)]
12	79	[(27481,2),(25683,60),(25662,30)]
13	79	[(27481,2),(25683,60),(25662,30)]
14	79	[(27481,2),(25683,60),(25662,30)]
15	79	[(27481,2),(25683,60),(25662,30)]
16	79	[(27481,2),(25683,60),(25662,30)]
17	79	[(27481,2),(25683,60),(25662,30)]
18	79	[(27481,2),(25683,60),(25662,30)]
19	79	[(27481,2),(25683,60),(25662,30)]
20	79	[(27481,2),(25683,60),(25662,30)]
1	80	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	80	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	80	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	80	[(27481,3),(25684,80),(25663,40)]
5	80	[(27481,3),(25684,80),(25663,40)]
6	80	[(27481,3),(25684,80),(25663,40)]
7	80	[(27481,3),(25684,80),(25663,40)]
8	80	[(27481,3),(25684,80),(25663,40)]
9	80	[(27481,3),(25684,80),(25663,40)]
10	80	[(27481,3),(25684,80),(25663,40)]
11	80	[(27481,2),(25684,60),(25663,30)]
12	80	[(27481,2),(25684,60),(25663,30)]
13	80	[(27481,2),(25684,60),(25663,30)]
14	80	[(27481,2),(25684,60),(25663,30)]
15	80	[(27481,2),(25684,60),(25663,30)]
16	80	[(27481,2),(25684,60),(25663,30)]
17	80	[(27481,2),(25684,60),(25663,30)]
18	80	[(27481,2),(25684,60),(25663,30)]
19	80	[(27481,2),(25684,60),(25663,30)]
20	80	[(27481,2),(25684,60),(25663,30)]
1	81	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	81	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	81	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	81	[(27481,3),(25684,80),(25663,40)]
5	81	[(27481,3),(25684,80),(25663,40)]
6	81	[(27481,3),(25684,80),(25663,40)]
7	81	[(27481,3),(25684,80),(25663,40)]
8	81	[(27481,3),(25684,80),(25663,40)]
9	81	[(27481,3),(25684,80),(25663,40)]
10	81	[(27481,3),(25684,80),(25663,40)]
11	81	[(27481,2),(25684,60),(25663,30)]
12	81	[(27481,2),(25684,60),(25663,30)]
13	81	[(27481,2),(25684,60),(25663,30)]
14	81	[(27481,2),(25684,60),(25663,30)]
15	81	[(27481,2),(25684,60),(25663,30)]
16	81	[(27481,2),(25684,60),(25663,30)]
17	81	[(27481,2),(25684,60),(25663,30)]
18	81	[(27481,2),(25684,60),(25663,30)]
19	81	[(27481,2),(25684,60),(25663,30)]
