level	minRank	maxRank	money	itemList	titleId	title
110	5	5	1273900	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
110	4	4	1279900	[(25685,300),(25669,45)]	5	称号:不灭战神
110	3	3	1286900	[(25685,350),(25669,50)]	5	称号:不灭战神
110	2	2	1294900	[(25685,400),(25669,55)]	5	称号:不灭战神
110	1	1	1309900	[(25685,500),(25669,60)]	1	称号:灭世主宰
111	1001	2000	1303800	[(25685,50),(25669,6)]	0	
111	201	1000	1304800	[(25685,75),(25669,6)]	0	
111	51	200	1303800	[(25685,100),(25669,10)]	0	
111	21	50	1304800	[(25685,125),(25669,10)]	0	
111	11	20	1303800	[(25685,150),(25669,20)]	0	
111	6	10	1305800	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
111	5	5	1310800	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
111	4	4	1316800	[(25685,300),(25669,45)]	5	称号:不灭战神
111	3	3	1323800	[(25685,350),(25669,50)]	5	称号:不灭战神
111	2	2	1331800	[(25685,400),(25669,55)]	5	称号:不灭战神
111	1	1	1346800	[(25685,500),(25669,60)]	1	称号:灭世主宰
112	1001	2000	1340700	[(25685,50),(25669,6)]	0	
112	201	1000	1341700	[(25685,75),(25669,6)]	0	
112	51	200	1340700	[(25685,100),(25669,10)]	0	
112	21	50	1341700	[(25685,125),(25669,10)]	0	
112	11	20	1340700	[(25685,150),(25669,20)]	0	
112	6	10	1342700	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
112	5	5	1347700	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
112	4	4	1353700	[(25685,300),(25669,45)]	5	称号:不灭战神
112	3	3	1360700	[(25685,350),(25669,50)]	5	称号:不灭战神
112	2	2	1368700	[(25685,400),(25669,55)]	5	称号:不灭战神
112	1	1	1383700	[(25685,500),(25669,60)]	1	称号:灭世主宰
113	1001	2000	1377600	[(25685,50),(25669,6)]	0	
113	201	1000	1378600	[(25685,75),(25669,6)]	0	
113	51	200	1377600	[(25685,100),(25669,10)]	0	
113	21	50	1378600	[(25685,125),(25669,10)]	0	
113	11	20	1377600	[(25685,150),(25669,20)]	0	
113	6	10	1379600	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
113	5	5	1384600	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
113	4	4	1390600	[(25685,300),(25669,45)]	5	称号:不灭战神
113	3	3	1397600	[(25685,350),(25669,50)]	5	称号:不灭战神
113	2	2	1405600	[(25685,400),(25669,55)]	5	称号:不灭战神
113	1	1	1420600	[(25685,500),(25669,60)]	1	称号:灭世主宰
114	1001	2000	1414500	[(25685,50),(25669,6)]	0	
114	201	1000	1415500	[(25685,75),(25669,6)]	0	
114	51	200	1414500	[(25685,100),(25669,10)]	0	
114	21	50	1415500	[(25685,125),(25669,10)]	0	
114	11	20	1414500	[(25685,150),(25669,20)]	0	
114	6	10	1416500	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
114	5	5	1421500	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
114	4	4	1427500	[(25685,300),(25669,45)]	5	称号:不灭战神
114	3	3	1434500	[(25685,350),(25669,50)]	5	称号:不灭战神
114	2	2	1442500	[(25685,400),(25669,55)]	5	称号:不灭战神
114	1	1	1457500	[(25685,500),(25669,60)]	1	称号:灭世主宰
115	1001	2000	1451400	[(25685,50),(25669,6)]	0	
115	201	1000	1452400	[(25685,75),(25669,6)]	0	
115	51	200	1451400	[(25685,100),(25669,10)]	0	
115	21	50	1452400	[(25685,125),(25669,10)]	0	
115	11	20	1451400	[(25685,150),(25669,20)]	0	
115	6	10	1453400	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
115	5	5	1458400	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
115	4	4	1464400	[(25685,300),(25669,45)]	5	称号:不灭战神
115	3	3	1471400	[(25685,350),(25669,50)]	5	称号:不灭战神
115	2	2	1479400	[(25685,400),(25669,55)]	5	称号:不灭战神
115	1	1	1494400	[(25685,500),(25669,60)]	1	称号:灭世主宰
116	1001	2000	1488300	[(25685,50),(25669,6)]	0	
116	201	1000	1489300	[(25685,75),(25669,6)]	0	
116	51	200	1488300	[(25685,100),(25669,10)]	0	
116	21	50	1489300	[(25685,125),(25669,10)]	0	
116	11	20	1488300	[(25685,150),(25669,20)]	0	
116	6	10	1490300	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
116	5	5	1495300	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
116	4	4	1501300	[(25685,300),(25669,45)]	5	称号:不灭战神
116	3	3	1508300	[(25685,350),(25669,50)]	5	称号:不灭战神
116	2	2	1516300	[(25685,400),(25669,55)]	5	称号:不灭战神
116	1	1	1531300	[(25685,500),(25669,60)]	1	称号:灭世主宰
117	1001	2000	1525200	[(25685,50),(25669,6)]	0	
117	201	1000	1526200	[(25685,75),(25669,6)]	0	
117	51	200	1525200	[(25685,100),(25669,10)]	0	
117	21	50	1526200	[(25685,125),(25669,10)]	0	
117	11	20	1525200	[(25685,150),(25669,20)]	0	
117	6	10	1527200	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
117	5	5	1532200	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
117	4	4	1538200	[(25685,300),(25669,45)]	5	称号:不灭战神
117	3	3	1545200	[(25685,350),(25669,50)]	5	称号:不灭战神
117	2	2	1553200	[(25685,400),(25669,55)]	5	称号:不灭战神
117	1	1	1568200	[(25685,500),(25669,60)]	1	称号:灭世主宰
118	1001	2000	1562100	[(25685,50),(25669,6)]	0	
118	201	1000	1563100	[(25685,75),(25669,6)]	0	
118	51	200	1562100	[(25685,100),(25669,10)]	0	
118	21	50	1563100	[(25685,125),(25669,10)]	0	
118	11	20	1562100	[(25685,150),(25669,20)]	0	
118	6	10	1564100	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
118	5	5	1569100	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
118	4	4	1575100	[(25685,300),(25669,45)]	5	称号:不灭战神
118	3	3	1582100	[(25685,350),(25669,50)]	5	称号:不灭战神
118	2	2	1590100	[(25685,400),(25669,55)]	5	称号:不灭战神
118	1	1	1605100	[(25685,500),(25669,60)]	1	称号:灭世主宰
119	1001	2000	1599000	[(25683,50),(25669,6)]	0	
119	201	1000	1600000	[(25685,75),(25669,6)]	0	
119	51	200	1599000	[(25685,100),(25669,10)]	0	
119	21	50	1600000	[(25685,125),(25669,10)]	0	
119	11	20	1599000	[(25685,150),(25669,20)]	0	
119	6	10	1601000	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
119	5	5	1606000	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
119	4	4	1612000	[(25685,300),(25669,45)]	5	称号:不灭战神
119	3	3	1619000	[(25685,350),(25669,50)]	5	称号:不灭战神
119	2	2	1627000	[(25685,400),(25669,55)]	5	称号:不灭战神
119	1	1	1642000	[(25685,500),(25669,60)]	1	称号:灭世主宰
120	1001	2000	1619000	[(25686,50),(25670,6)]	0	
120	201	1000	1620000	[(25686,75),(25670,6)]	0	
120	51	200	1619000	[(25686,100),(25670,10)]	0	
120	21	50	1620000	[(25686,125),(25670,10)]	0	
120	11	20	1621000	[(25686,150),(25670,20)]	0	
120	6	10	1623000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
120	5	5	1628000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
120	4	4	1634000	[(25686,300),(25670,45)]	5	称号:不灭战神
120	3	3	1641000	[(25686,350),(25670,50)]	5	称号:不灭战神
120	2	2	1649000	[(25686,400),(25670,55)]	5	称号:不灭战神
120	1	1	1664000	[(25686,500),(25670,60)]	1	称号:灭世主宰
121	1001	2000	1639000	[(25686,50),(25670,6)]	0	
121	201	1000	1640000	[(25686,75),(25670,6)]	0	
121	51	200	1641000	[(25686,100),(25670,10)]	0	
121	21	50	1642000	[(25686,125),(25670,10)]	0	
121	11	20	1643000	[(25686,150),(25670,20)]	0	
121	6	10	1645000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
121	5	5	1650000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
121	4	4	1656000	[(25686,300),(25670,45)]	5	称号:不灭战神
121	3	3	1663000	[(25686,350),(25670,50)]	5	称号:不灭战神
121	2	2	1671000	[(25686,400),(25670,55)]	5	称号:不灭战神
121	1	1	1686000	[(25686,500),(25670,60)]	1	称号:灭世主宰
122	1001	2000	1669000	[(25686,50),(25670,6)]	0	
122	201	1000	1670000	[(25686,75),(25670,6)]	0	
122	51	200	1671000	[(25686,100),(25670,10)]	0	
122	21	50	1672000	[(25686,125),(25670,10)]	0	
122	11	20	1673000	[(25686,150),(25670,20)]	0	
122	6	10	1675000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
122	5	5	1680000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
122	4	4	1686000	[(25686,300),(25670,45)]	5	称号:不灭战神
122	3	3	1693000	[(25686,350),(25670,50)]	5	称号:不灭战神
122	2	2	1701000	[(25686,400),(25670,55)]	5	称号:不灭战神
122	1	1	1716000	[(25686,500),(25670,60)]	1	称号:灭世主宰
123	1001	2000	1699000	[(25686,50),(25670,6)]	0	
123	201	1000	1700000	[(25686,75),(25670,6)]	0	
123	51	200	1701000	[(25686,100),(25670,10)]	0	
123	21	50	1702000	[(25686,125),(25670,10)]	0	
123	11	20	1703000	[(25686,150),(25670,20)]	0	
123	6	10	1705000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
123	5	5	1710000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
123	4	4	1716000	[(25686,300),(25670,45)]	5	称号:不灭战神
123	3	3	1723000	[(25686,350),(25670,50)]	5	称号:不灭战神
123	2	2	1731000	[(25686,400),(25670,55)]	5	称号:不灭战神
123	1	1	1746000	[(25686,500),(25670,60)]	1	称号:灭世主宰
124	1001	2000	1729000	[(25686,50),(25670,6)]	0	
124	201	1000	1730000	[(25686,75),(25670,6)]	0	
124	51	200	1731000	[(25686,100),(25670,10)]	0	
124	21	50	1732000	[(25686,125),(25670,10)]	0	
124	11	20	1733000	[(25686,150),(25670,20)]	0	
124	6	10	1735000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
124	5	5	1740000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
124	4	4	1746000	[(25686,300),(25670,45)]	5	称号:不灭战神
124	3	3	1753000	[(25686,350),(25670,50)]	5	称号:不灭战神
124	2	2	1761000	[(25686,400),(25670,55)]	5	称号:不灭战神
124	1	1	1776000	[(25686,500),(25670,60)]	1	称号:灭世主宰
125	1001	2000	1759000	[(25686,50),(25670,6)]	0	
125	201	1000	1760000	[(25686,75),(25670,6)]	0	
125	51	200	1761000	[(25686,100),(25670,10)]	0	
125	21	50	1762000	[(25686,125),(25670,10)]	0	
125	11	20	1763000	[(25686,150),(25670,20)]	0	
125	6	10	1765000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
125	5	5	1770000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
125	4	4	1776000	[(25686,300),(25670,45)]	5	称号:不灭战神
125	3	3	1783000	[(25686,350),(25670,50)]	5	称号:不灭战神
125	2	2	1791000	[(25686,400),(25670,55)]	5	称号:不灭战神
125	1	1	1806000	[(25686,500),(25670,60)]	1	称号:灭世主宰
126	1001	2000	1789000	[(25686,50),(25670,6)]	0	
126	201	1000	1790000	[(25686,75),(25670,6)]	0	
126	51	200	1791000	[(25686,100),(25670,10)]	0	
126	21	50	1792000	[(25686,125),(25670,10)]	0	
126	11	20	1793000	[(25686,150),(25670,20)]	0	
126	6	10	1795000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
126	5	5	1800000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
126	4	4	1806000	[(25686,300),(25670,45)]	5	称号:不灭战神
126	3	3	1813000	[(25686,350),(25670,50)]	5	称号:不灭战神
126	2	2	1821000	[(25686,400),(25670,55)]	5	称号:不灭战神
126	1	1	1836000	[(25686,500),(25670,60)]	1	称号:灭世主宰
127	1001	2000	1819000	[(25686,50),(25670,6)]	0	
127	201	1000	1820000	[(25686,75),(25670,6)]	0	
127	51	200	1821000	[(25686,100),(25670,10)]	0	
127	21	50	1822000	[(25686,125),(25670,10)]	0	
127	11	20	1823000	[(25686,150),(25670,20)]	0	
127	6	10	1825000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
127	5	5	1830000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
127	4	4	1836000	[(25686,300),(25670,45)]	5	称号:不灭战神
127	3	3	1843000	[(25686,350),(25670,50)]	5	称号:不灭战神
127	2	2	1851000	[(25686,400),(25670,55)]	5	称号:不灭战神
127	1	1	1866000	[(25686,500),(25670,60)]	1	称号:灭世主宰
128	1001	2000	1849000	[(25686,50),(25670,6)]	0	
128	201	1000	1850000	[(25686,75),(25670,6)]	0	
128	51	200	1851000	[(25686,100),(25670,10)]	0	
128	21	50	1852000	[(25686,125),(25670,10)]	0	
128	11	20	1853000	[(25686,150),(25670,20)]	0	
128	6	10	1855000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
128	5	5	1860000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
128	4	4	1866000	[(25686,300),(25670,45)]	5	称号:不灭战神
128	3	3	1873000	[(25686,350),(25670,50)]	5	称号:不灭战神
128	2	2	1881000	[(25686,400),(25670,55)]	5	称号:不灭战神
128	1	1	1896000	[(25686,500),(25670,60)]	1	称号:灭世主宰
129	1001	2000	1879000	[(25686,50),(25670,6)]	0	
129	201	1000	1880000	[(25686,75),(25670,6)]	0	
129	51	200	1881000	[(25686,100),(25670,10)]	0	
129	21	50	1882000	[(25686,125),(25670,10)]	0	
129	11	20	1883000	[(25686,150),(25670,20)]	0	
129	6	10	1885000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
129	5	5	1890000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
129	4	4	1896000	[(25686,300),(25670,45)]	5	称号:不灭战神
129	3	3	1903000	[(25686,350),(25670,50)]	5	称号:不灭战神
129	2	2	1911000	[(25686,400),(25670,55)]	5	称号:不灭战神
129	1	1	1926000	[(25686,500),(25670,60)]	1	称号:灭世主宰
130	1001	2000	1909000	[(25686,50),(25670,6)]	0	
130	201	1000	1910000	[(25686,75),(25670,6)]	0	
130	51	200	1911000	[(25686,100),(25670,10)]	0	
130	21	50	1912000	[(25686,125),(25670,10)]	0	
130	11	20	1913000	[(25686,150),(25670,20)]	0	
130	6	10	1915000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
130	5	5	1920000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
130	4	4	1926000	[(25686,300),(25670,45)]	5	称号:不灭战神
130	3	3	1933000	[(25686,350),(25670,50)]	5	称号:不灭战神
130	2	2	1941000	[(25686,400),(25670,55)]	5	称号:不灭战神
130	1	1	1956000	[(25686,500),(25670,60)]	1	称号:灭世主宰
131	1001	2000	1939000	[(25686,50),(25670,6)]	0	
131	201	1000	1940000	[(25686,75),(25670,6)]	0	
131	51	200	1941000	[(25686,100),(25670,10)]	0	
131	21	50	1942000	[(25686,125),(25670,10)]	0	
131	11	20	1943000	[(25686,150),(25670,20)]	0	
131	6	10	1945000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
131	5	5	1950000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
131	4	4	1956000	[(25686,300),(25670,45)]	5	称号:不灭战神
131	3	3	1963000	[(25686,350),(25670,50)]	5	称号:不灭战神
131	2	2	1971000	[(25686,400),(25670,55)]	5	称号:不灭战神
131	1	1	1986000	[(25686,500),(25670,60)]	1	称号:灭世主宰
132	1001	2000	1969000	[(25686,50),(25670,6)]	0	
132	201	1000	1970000	[(25686,75),(25670,6)]	0	
132	51	200	1971000	[(25686,100),(25670,10)]	0	
132	21	50	1972000	[(25686,125),(25670,10)]	0	
132	11	20	1973000	[(25686,150),(25670,20)]	0	
132	6	10	1975000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
132	5	5	1980000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
132	4	4	1986000	[(25686,300),(25670,45)]	5	称号:不灭战神
132	3	3	1993000	[(25686,350),(25670,50)]	5	称号:不灭战神
132	2	2	2001000	[(25686,400),(25670,55)]	5	称号:不灭战神
132	1	1	2016000	[(25686,500),(25670,60)]	1	称号:灭世主宰
133	1001	2000	1999000	[(25686,50),(25670,6)]	0	
133	201	1000	2000000	[(25686,75),(25670,6)]	0	
133	51	200	2001000	[(25686,100),(25670,10)]	0	
133	21	50	2002000	[(25686,125),(25670,10)]	0	
133	11	20	2003000	[(25686,150),(25670,20)]	0	
133	6	10	2005000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
133	5	5	2010000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
133	4	4	2016000	[(25686,300),(25670,45)]	5	称号:不灭战神
133	3	3	2023000	[(25686,350),(25670,50)]	5	称号:不灭战神
133	2	2	2031000	[(25686,400),(25670,55)]	5	称号:不灭战神
133	1	1	2046000	[(25686,500),(25670,60)]	1	称号:灭世主宰
134	1001	2000	2029000	[(25686,50),(25670,6)]	0	
134	201	1000	2030000	[(25686,75),(25670,6)]	0	
134	51	200	2031000	[(25686,100),(25670,10)]	0	
134	21	50	2032000	[(25686,125),(25670,10)]	0	
134	11	20	2033000	[(25686,150),(25670,20)]	0	
134	6	10	2035000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
134	5	5	2040000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
134	4	4	2046000	[(25686,300),(25670,45)]	5	称号:不灭战神
134	3	3	2053000	[(25686,350),(25670,50)]	5	称号:不灭战神
134	2	2	2061000	[(25686,400),(25670,55)]	5	称号:不灭战神
134	1	1	2076000	[(25686,500),(25670,60)]	1	称号:灭世主宰
135	1001	2000	2059000	[(25686,50),(25670,6)]	0	
135	201	1000	2060000	[(25686,75),(25670,6)]	0	
135	51	200	2061000	[(25686,100),(25670,10)]	0	
135	21	50	2062000	[(25686,125),(25670,10)]	0	
135	11	20	2063000	[(25686,150),(25670,20)]	0	
135	6	10	2065000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
135	5	5	2070000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
135	4	4	2076000	[(25686,300),(25670,45)]	5	称号:不灭战神
135	3	3	2083000	[(25686,350),(25670,50)]	5	称号:不灭战神
135	2	2	2091000	[(25686,400),(25670,55)]	5	称号:不灭战神
135	1	1	2106000	[(25686,500),(25670,60)]	1	称号:灭世主宰
136	1001	2000	2089000	[(25686,50),(25670,6)]	0	
136	201	1000	2090000	[(25686,75),(25670,6)]	0	
136	51	200	2091000	[(25686,100),(25670,10)]	0	
136	21	50	2092000	[(25686,125),(25670,10)]	0	
136	11	20	2093000	[(25686,150),(25670,20)]	0	
136	6	10	2095000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
136	5	5	2100000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
136	4	4	2106000	[(25686,300),(25670,45)]	5	称号:不灭战神
136	3	3	2113000	[(25686,350),(25670,50)]	5	称号:不灭战神
136	2	2	2121000	[(25686,400),(25670,55)]	5	称号:不灭战神
136	1	1	2136000	[(25686,500),(25670,60)]	1	称号:灭世主宰
137	1001	2000	2119000	[(25686,50),(25670,6)]	0	
137	201	1000	2120000	[(25686,75),(25670,6)]	0	
137	51	200	2121000	[(25686,100),(25670,10)]	0	
137	21	50	2122000	[(25686,125),(25670,10)]	0	
137	11	20	2123000	[(25686,150),(25670,20)]	0	
137	6	10	2125000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
137	5	5	2130000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
137	4	4	2136000	[(25686,300),(25670,45)]	5	称号:不灭战神
137	3	3	2143000	[(25686,350),(25670,50)]	5	称号:不灭战神
137	2	2	2151000	[(25686,400),(25670,55)]	5	称号:不灭战神
137	1	1	2166000	[(25686,500),(25670,60)]	1	称号:灭世主宰
138	1001	2000	2149000	[(25686,50),(25670,6)]	0	
138	201	1000	2150000	[(25686,75),(25670,6)]	0	
138	51	200	2151000	[(25686,100),(25670,10)]	0	
138	21	50	2152000	[(25686,125),(25670,10)]	0	
138	11	20	2153000	[(25686,150),(25670,20)]	0	
138	6	10	2155000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
138	5	5	2160000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
138	4	4	2166000	[(25686,300),(25670,45)]	5	称号:不灭战神
138	3	3	2173000	[(25686,350),(25670,50)]	5	称号:不灭战神
138	2	2	2181000	[(25686,400),(25670,55)]	5	称号:不灭战神
138	1	1	2196000	[(25686,500),(25670,60)]	1	称号:灭世主宰
139	1001	2000	2179000	[(25686,50),(25670,6)]	0	
139	201	1000	2180000	[(25686,75),(25670,6)]	0	
139	51	200	2181000	[(25686,100),(25670,10)]	0	
139	21	50	2182000	[(25686,125),(25670,10)]	0	
139	11	20	2183000	[(25686,150),(25670,20)]	0	
139	6	10	2185000	[(25686,200),(25670,30)]	6	称号:不朽的屠龙者
139	5	5	2190000	[(25686,250),(25670,40)]	6	称号:不朽的屠龙者
139	4	4	2196000	[(25686,300),(25670,45)]	5	称号:不灭战神
139	3	3	2203000	[(25686,350),(25670,50)]	5	称号:不灭战神
139	2	2	2211000	[(25686,400),(25670,55)]	5	称号:不灭战神
139	1	1	2226000	[(25686,500),(25670,60)]	1	称号:灭世主宰
140	1001	2000	2209000	[(26607,50),(27049,6)]	0	
140	201	1000	2210000	[(26607,75),(27049,6)]	0	
140	51	200	2211000	[(26607,100),(27049,10)]	0	
140	21	50	2212000	[(26607,125),(27049,10)]	0	
140	11	20	2213000	[(26607,150),(27049,20)]	0	
140	6	10	2215000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
140	5	5	2220000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
140	4	4	2226000	[(26607,300),(27049,45)]	5	称号:不灭战神
140	3	3	2233000	[(26607,350),(27049,50)]	5	称号:不灭战神
140	2	2	2241000	[(26607,400),(27049,55)]	5	称号:不灭战神
140	1	1	2256000	[(26607,500),(27049,60)]	1	称号:灭世主宰
141	1001	2000	2239000	[(26607,50),(27049,6)]	0	
141	201	1000	2240000	[(26607,75),(27049,6)]	0	
141	51	200	2241000	[(26607,100),(27049,10)]	0	
141	21	50	2242000	[(26607,125),(27049,10)]	0	
141	11	20	2243000	[(26607,150),(27049,20)]	0	
141	6	10	2245000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
141	5	5	2250000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
141	4	4	2256000	[(26607,300),(27049,45)]	5	称号:不灭战神
141	3	3	2263000	[(26607,350),(27049,50)]	5	称号:不灭战神
141	2	2	2271000	[(26607,400),(27049,55)]	5	称号:不灭战神
141	1	1	2286000	[(26607,500),(27049,60)]	1	称号:灭世主宰
142	1001	2000	2269000	[(26607,50),(27049,6)]	0	
142	201	1000	2270000	[(26607,75),(27049,6)]	0	
142	51	200	2271000	[(26607,100),(27049,10)]	0	
142	21	50	2272000	[(26607,125),(27049,10)]	0	
142	11	20	2273000	[(26607,150),(27049,20)]	0	
142	6	10	2275000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
142	5	5	2280000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
142	4	4	2286000	[(26607,300),(27049,45)]	5	称号:不灭战神
142	3	3	2293000	[(26607,350),(27049,50)]	5	称号:不灭战神
142	2	2	2301000	[(26607,400),(27049,55)]	5	称号:不灭战神
142	1	1	2316000	[(26607,500),(27049,60)]	1	称号:灭世主宰
143	1001	2000	2299000	[(26607,50),(27049,6)]	0	
143	201	1000	2300000	[(26607,75),(27049,6)]	0	
143	51	200	2301000	[(26607,100),(27049,10)]	0	
143	21	50	2302000	[(26607,125),(27049,10)]	0	
143	11	20	2303000	[(26607,150),(27049,20)]	0	
143	6	10	2305000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
143	5	5	2310000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
143	4	4	2316000	[(26607,300),(27049,45)]	5	称号:不灭战神
143	3	3	2323000	[(26607,350),(27049,50)]	5	称号:不灭战神
143	2	2	2331000	[(26607,400),(27049,55)]	5	称号:不灭战神
143	1	1	2346000	[(26607,500),(27049,60)]	1	称号:灭世主宰
144	1001	2000	2329000	[(26607,50),(27049,6)]	0	
144	201	1000	2330000	[(26607,75),(27049,6)]	0	
144	51	200	2331000	[(26607,100),(27049,10)]	0	
144	21	50	2332000	[(26607,125),(27049,10)]	0	
144	11	20	2333000	[(26607,150),(27049,20)]	0	
144	6	10	2335000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
144	5	5	2340000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
144	4	4	2346000	[(26607,300),(27049,45)]	5	称号:不灭战神
144	3	3	2353000	[(26607,350),(27049,50)]	5	称号:不灭战神
144	2	2	2361000	[(26607,400),(27049,55)]	5	称号:不灭战神
144	1	1	2376000	[(26607,500),(27049,60)]	1	称号:灭世主宰
145	1001	2000	2359000	[(26607,50),(27049,6)]	0	
145	201	1000	2360000	[(26607,75),(27049,6)]	0	
145	51	200	2361000	[(26607,100),(27049,10)]	0	
145	21	50	2362000	[(26607,125),(27049,10)]	0	
145	11	20	2363000	[(26607,150),(27049,20)]	0	
145	6	10	2365000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
145	5	5	2370000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
145	4	4	2376000	[(26607,300),(27049,45)]	5	称号:不灭战神
145	3	3	2383000	[(26607,350),(27049,50)]	5	称号:不灭战神
145	2	2	2391000	[(26607,400),(27049,55)]	5	称号:不灭战神
145	1	1	2406000	[(26607,500),(27049,60)]	1	称号:灭世主宰
146	1001	2000	2389000	[(26607,50),(27049,6)]	0	
146	201	1000	2390000	[(26607,75),(27049,6)]	0	
146	51	200	2391000	[(26607,100),(27049,10)]	0	
146	21	50	2392000	[(26607,125),(27049,10)]	0	
146	11	20	2393000	[(26607,150),(27049,20)]	0	
146	6	10	2395000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
146	5	5	2400000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
146	4	4	2406000	[(26607,300),(27049,45)]	5	称号:不灭战神
146	3	3	2413000	[(26607,350),(27049,50)]	5	称号:不灭战神
146	2	2	2421000	[(26607,400),(27049,55)]	5	称号:不灭战神
146	1	1	2436000	[(26607,500),(27049,60)]	1	称号:灭世主宰
147	1001	2000	2419000	[(26607,50),(27049,6)]	0	
147	201	1000	2420000	[(26607,75),(27049,6)]	0	
147	51	200	2421000	[(26607,100),(27049,10)]	0	
147	21	50	2422000	[(26607,125),(27049,10)]	0	
147	11	20	2423000	[(26607,150),(27049,20)]	0	
147	6	10	2425000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
147	5	5	2430000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
147	4	4	2436000	[(26607,300),(27049,45)]	5	称号:不灭战神
147	3	3	2443000	[(26607,350),(27049,50)]	5	称号:不灭战神
147	2	2	2451000	[(26607,400),(27049,55)]	5	称号:不灭战神
147	1	1	2466000	[(26607,500),(27049,60)]	1	称号:灭世主宰
148	1001	2000	2449000	[(26607,50),(27049,6)]	0	
148	201	1000	2450000	[(26607,75),(27049,6)]	0	
148	51	200	2451000	[(26607,100),(27049,10)]	0	
148	21	50	2452000	[(26607,125),(27049,10)]	0	
148	11	20	2453000	[(26607,150),(27049,20)]	0	
