killCnt	minLevel	maxLevel	rewardMoney	rewardExp	rewardMoney_fcm	rewardExp_fcm
46	80	99	260000	213000	130000	106500
47	80	99	262500	215000	131250	107500
48	80	99	265000	217000	132500	108500
49	80	99	267500	219000	133750	109500
50	80	99	270000	221000	135000	110500
51	80	99	272500	223000	136250	111500
52	80	99	273500	223500	136750	111750
53	80	99	274500	224000	137250	112000
54	80	99	275500	224500	137750	112250
55	80	99	276500	225000	138250	112500
56	80	99	277500	225500	138750	112750
57	80	99	278500	226000	139250	113000
58	80	99	279500	226500	139750	113250
59	80	99	280500	227000	140250	113500
60	80	99	281500	227500	140750	113750
61	80	99	282500	228000	141250	114000
62	80	99	283500	228500	141750	114250
63	80	99	284500	229000	142250	114500
64	80	99	285500	229500	142750	114750
65	80	99	286500	230000	143250	115000
66	80	99	287500	230500	143750	115250
67	80	99	288500	231000	144250	115500
68	80	99	289500	231500	144750	115750
69	80	99	290500	232000	145250	116000
70	80	99	291500	232500	145750	116250
71	80	99	292500	233000	146250	116500
72	80	99	293500	233500	146750	116750
73	80	99	294500	234000	147250	117000
74	80	99	295500	234500	147750	117250
75	80	99	296500	235000	148250	117500
76	80	99	297500	235500	148750	117750
77	80	99	298500	236000	149250	118000
78	80	99	299500	236500	149750	118250
79	80	99	300500	237000	150250	118500
80	80	99	301500	237500	150750	118750
81	80	99	302500	238000	151250	119000
82	80	99	303500	238500	151750	119250
83	80	99	304500	239000	152250	119500
84	80	99	305500	239500	152750	119750
85	80	99	306500	240000	153250	120000
86	80	99	307500	240500	153750	120250
87	80	99	308500	241000	154250	120500
88	80	99	309500	241500	154750	120750
89	80	99	310500	242000	155250	121000
90	80	99	311500	242500	155750	121250
91	80	99	312500	243000	156250	121500
92	80	99	313500	243500	156750	121750
93	80	99	314500	244000	157250	122000
94	80	99	315500	244500	157750	122250
95	80	99	316500	245000	158250	122500
96	80	99	317500	245500	158750	122750
97	80	99	318500	246000	159250	123000
98	80	99	319500	246500	159750	123250
99	80	99	320500	247000	160250	123500
100	80	99	321500	247500	160750	123750
101	80	99	322500	248000	161250	124000
102	80	99	323500	248500	161750	124250
103	80	99	324500	249000	162250	124500
104	80	99	325500	249500	162750	124750
105	80	99	326500	250000	163250	125000
106	80	99	327500	250500	163750	125250
107	80	99	328500	251000	164250	125500
108	80	99	329500	251500	164750	125750
109	80	99	330500	252000	165250	126000
110	80	99	331500	252500	165750	126250
111	80	99	332500	253000	166250	126500
112	80	99	333500	253500	166750	126750
113	80	99	334500	254000	167250	127000
114	80	99	335500	254500	167750	127250
115	80	99	336500	255000	168250	127500
116	80	99	337500	255500	168750	127750
117	80	99	338500	256000	169250	128000
118	80	99	339500	256500	169750	128250
119	80	99	340500	257000	170250	128500
120	80	99	341500	257500	170750	128750
121	80	99	342500	258000	171250	129000
122	80	99	343500	258500	171750	129250
123	80	99	344500	259000	172250	129500
124	80	99	345500	259500	172750	129750
125	80	99	346500	260000	173250	130000
126	80	99	347500	260500	173750	130250
127	80	99	348500	261000	174250	130500
128	80	99	349500	261500	174750	130750
129	80	99	350500	262000	175250	131000
130	80	99	351500	262500	175750	131250
131	80	99	352500	263000	176250	131500
132	80	99	353500	263500	176750	131750
133	80	99	354500	264000	177250	132000
134	80	99	355500	264500	177750	132250
135	80	99	356500	265000	178250	132500
136	80	99	357500	265500	178750	132750
137	80	99	358500	266000	179250	133000
138	80	99	359500	266500	179750	133250
139	80	99	360500	267000	180250	133500
140	80	99	361500	267500	180750	133750
141	80	99	362500	268000	181250	134000
142	80	99	363500	268500	181750	134250
143	80	99	364500	269000	182250	134500
144	80	99	365500	269500	182750	134750
145	80	99	366500	270000	183250	135000
146	80	99	367500	270500	183750	135250
147	80	99	368500	271000	184250	135500
148	80	99	369500	271500	184750	135750
149	80	99	370500	272000	185250	136000
150	80	99	371500	272500	185750	136250
151	80	99	372500	273000	186250	136500
152	80	99	373500	273500	186750	136750
153	80	99	374500	274000	187250	137000
154	80	99	375500	274500	187750	137250
155	80	99	376500	275000	188250	137500
156	80	99	377500	275500	188750	137750
157	80	99	378500	276000	189250	138000
158	80	99	379500	276500	189750	138250
159	80	99	380500	277000	190250	138500
160	80	99	381500	277500	190750	138750
161	80	99	382500	278000	191250	139000
162	80	99	383500	278500	191750	139250
163	80	99	384500	279000	192250	139500
164	80	99	385500	279500	192750	139750
165	80	99	386500	280000	193250	140000
166	80	99	387500	280500	193750	140250
167	80	99	388500	281000	194250	140500
168	80	99	389500	281500	194750	140750
169	80	99	390500	282000	195250	141000
170	80	99	391500	282500	195750	141250
171	80	99	392500	283000	196250	141500
172	80	99	393500	283500	196750	141750
173	80	99	394500	284000	197250	142000
174	80	99	395500	284500	197750	142250
175	80	99	396500	285000	198250	142500
176	80	99	397500	285500	198750	142750
177	80	99	398500	286000	199250	143000
178	80	99	399500	286500	199750	143250
179	80	99	400500	287000	200250	143500
180	80	99	401500	287500	200750	143750
181	80	99	402500	288000	201250	144000
182	80	99	403500	288500	201750	144250
183	80	99	404500	289000	202250	144500
184	80	99	405500	289500	202750	144750
185	80	99	406500	290000	203250	145000
186	80	99	407500	290500	203750	145250
187	80	99	408500	291000	204250	145500
188	80	99	409500	291500	204750	145750
189	80	99	410500	292000	205250	146000
190	80	99	411500	292500	205750	146250
191	80	99	412500	293000	206250	146500
192	80	99	413500	293500	206750	146750
193	80	99	414500	294000	207250	147000
194	80	99	415500	294500	207750	147250
195	80	99	416500	295000	208250	147500
196	80	99	417500	295500	208750	147750
197	80	99	418500	296000	209250	148000
198	80	99	419500	296500	209750	148250
199	80	99	420500	297000	210250	148500
200	80	99	421500	297500	210750	148750
201	80	99	422500	298000	211250	149000
202	80	99	423500	298500	211750	149250
203	80	99	424500	299000	212250	149500
204	80	99	425500	299500	212750	149750
205	80	99	426500	300000	213250	150000
206	80	99	427500	300500	213750	150250
207	80	99	428500	301000	214250	150500
208	80	99	429500	301500	214750	150750
209	80	99	430500	302000	215250	151000
210	80	99	431500	302500	215750	151250
211	80	99	432500	303000	216250	151500
212	80	99	433500	303500	216750	151750
213	80	99	434500	304000	217250	152000
214	80	99	435500	304500	217750	152250
215	80	99	436500	305000	218250	152500
216	80	99	437500	305500	218750	152750
217	80	99	438500	306000	219250	153000
218	80	99	439500	306500	219750	153250
219	80	99	440500	307000	220250	153500
220	80	99	441500	307500	220750	153750
221	80	99	442500	308000	221250	154000
222	80	99	443500	308500	221750	154250
223	80	99	444500	309000	222250	154500
224	80	99	445500	309500	222750	154750
225	80	99	446500	310000	223250	155000
226	80	99	447500	310500	223750	155250
227	80	99	448500	311000	224250	155500
228	80	99	449500	311500	224750	155750
229	80	99	450500	312000	225250	156000
230	80	99	451500	312500	225750	156250
231	80	99	452500	313000	226250	156500
232	80	99	453500	313500	226750	156750
233	80	99	454500	314000	227250	157000
234	80	99	455500	314500	227750	157250
235	80	99	456500	315000	228250	157500
236	80	99	457500	315500	228750	157750
237	80	99	458500	316000	229250	158000
238	80	99	459500	316500	229750	158250
239	80	99	460500	317000	230250	158500
240	80	99	461500	317500	230750	158750
241	80	99	462500	318000	231250	159000
242	80	99	463500	318500	231750	159250
243	80	99	464500	319000	232250	159500
244	80	99	465500	319500	232750	159750
245	80	99	466500	320000	233250	160000
246	80	99	467500	320500	233750	160250
247	80	99	468500	321000	234250	160500
248	80	99	469500	321500	234750	160750
249	80	99	470500	322000	235250	161000
250	80	99	471500	322500	235750	161250
251	80	99	472500	323000	236250	161500
252	80	99	473500	323500	236750	161750
253	80	99	474500	324000	237250	162000
254	80	99	475500	324500	237750	162250
255	80	99	476500	325000	238250	162500
256	80	99	477500	325500	238750	162750
257	80	99	478500	326000	239250	163000
258	80	99	479500	326500	239750	163250
259	80	99	480500	327000	240250	163500
260	80	99	481500	327500	240750	163750
261	80	99	482500	328000	241250	164000
262	80	99	483500	328500	241750	164250
263	80	99	484500	329000	242250	164500
264	80	99	485500	329500	242750	164750
265	80	99	486500	330000	243250	165000
266	80	99	487500	330500	243750	165250
267	80	99	488500	331000	244250	165500
268	80	99	489500	331500	244750	165750
269	80	99	490500	332000	245250	166000
270	80	99	491500	332500	245750	166250
271	80	99	492500	333000	246250	166500
272	80	99	493500	333500	246750	166750
273	80	99	494500	334000	247250	167000
274	80	99	495500	334500	247750	167250
275	80	99	496500	335000	248250	167500
276	80	99	497500	335500	248750	167750
277	80	99	498500	336000	249250	168000
278	80	99	499500	336500	249750	168250
279	80	99	500500	337000	250250	168500
280	80	99	501500	337500	250750	168750
281	80	99	502500	338000	251250	169000
282	80	99	503500	338500	251750	169250
283	80	99	504500	339000	252250	169500
284	80	99	505500	339500	252750	169750
285	80	99	506500	340000	253250	170000
286	80	99	507500	340500	253750	170250
287	80	99	508500	341000	254250	170500
288	80	99	509500	341500	254750	170750
289	80	99	510500	342000	255250	171000
290	80	99	511500	342500	255750	171250
291	80	99	512500	343000	256250	171500
292	80	99	513500	343500	256750	171750
293	80	99	514500	344000	257250	172000
294	80	99	515500	344500	257750	172250
295	80	99	516500	345000	258250	172500
296	80	99	517500	345500	258750	172750
297	80	99	518500	346000	259250	173000
298	80	99	519500	346500	259750	173250
299	80	99	520500	347000	260250	173500
300	80	99	521500	347500	260750	173750
301	80	99	522500	348000	261250	174000
302	80	99	523500	348500	261750	174250
303	80	99	524500	349000	262250	174500
304	80	99	525500	349500	262750	174750
305	80	99	526500	350000	263250	175000
306	80	99	527500	350500	263750	175250
307	80	99	528500	351000	264250	175500
308	80	99	529500	351500	264750	175750
309	80	99	530500	352000	265250	176000
310	80	99	531500	352500	265750	176250
311	80	99	532500	353000	266250	176500
312	80	99	533500	353500	266750	176750
313	80	99	534500	354000	267250	177000
314	80	99	535500	354500	267750	177250
315	80	99	536500	355000	268250	177500
316	80	99	537500	355500	268750	177750
317	80	99	538500	356000	269250	178000
318	80	99	539500	356500	269750	178250
319	80	99	540500	357000	270250	178500
320	80	99	541500	357500	270750	178750
321	80	99	542500	358000	271250	179000
322	80	99	543500	358500	271750	179250
323	80	99	544500	359000	272250	179500
324	80	99	545500	359500	272750	179750
325	80	99	546500	360000	273250	180000
326	80	99	547500	360500	273750	180250
327	80	99	548500	361000	274250	180500
328	80	99	549500	361500	274750	180750
329	80	99	550500	362000	275250	181000
330	80	99	551500	362500	275750	181250
331	80	99	552500	363000	276250	181500
332	80	99	553500	363500	276750	181750
333	80	99	554500	364000	277250	182000
334	80	99	555500	364500	277750	182250
335	80	99	556500	365000	278250	182500
336	80	99	557500	365500	278750	182750
337	80	99	558500	366000	279250	183000
338	80	99	559500	366500	279750	183250
339	80	99	560500	367000	280250	183500
340	80	99	561500	367500	280750	183750
341	80	99	562500	368000	281250	184000
342	80	99	563500	368500	281750	184250
343	80	99	564500	369000	282250	184500
344	80	99	565500	369500	282750	184750
345	80	99	566500	370000	283250	185000
346	80	99	567500	370500	283750	185250
347	80	99	568500	371000	284250	185500
348	80	99	569500	371500	284750	185750
349	80	99	570500	372000	285250	186000
350	80	99	571500	372500	285750	186250
351	80	99	572500	373000	286250	186500
352	80	99	573500	373500	286750	186750
353	80	99	574500	374000	287250	187000
354	80	99	575500	374500	287750	187250
355	80	99	576500	375000	288250	187500
356	80	99	577500	375500	288750	187750
357	80	99	578500	376000	289250	188000
358	80	99	579500	376500	289750	188250
359	80	99	580500	377000	290250	188500
360	80	99	581500	377500	290750	188750
361	80	99	582500	378000	291250	189000
362	80	99	583500	378500	291750	189250
363	80	99	584500	379000	292250	189500
364	80	99	585500	379500	292750	189750
365	80	99	586500	380000	293250	190000
366	80	99	587500	380500	293750	190250
367	80	99	588500	381000	294250	190500
368	80	99	589500	381500	294750	190750
369	80	99	590500	382000	295250	191000
370	80	99	591500	382500	295750	191250
371	80	99	592500	383000	296250	191500
372	80	99	593500	383500	296750	191750
373	80	99	594500	384000	297250	192000
374	80	99	595500	384500	297750	192250
375	80	99	596500	385000	298250	192500
376	80	99	597500	385500	298750	192750
377	80	99	598500	386000	299250	193000
378	80	99	599500	386500	299750	193250
379	80	99	600500	387000	300250	193500
380	80	99	601500	387500	300750	193750
381	80	99	602500	388000	301250	194000
382	80	99	603500	388500	301750	194250
383	80	99	604500	389000	302250	194500
384	80	99	605500	389500	302750	194750
385	80	99	606500	390000	303250	195000
386	80	99	607500	390500	303750	195250
387	80	99	608500	391000	304250	195500
388	80	99	609500	391500	304750	195750
389	80	99	610500	392000	305250	196000
390	80	99	611500	392500	305750	196250
391	80	99	612500	393000	306250	196500
392	80	99	613500	393500	306750	196750
393	80	99	614500	394000	307250	197000
394	80	99	615500	394500	307750	197250
395	80	99	616500	395000	308250	197500
396	80	99	617500	395500	308750	197750
397	80	99	618500	396000	309250	198000
398	80	99	619500	396500	309750	198250
399	80	99	620500	397000	310250	198500
400	80	99	621500	397500	310750	198750
401	80	99	622500	398000	311250	199000
402	80	99	623500	398500	311750	199250
403	80	99	624500	399000	312250	199500
404	80	99	625500	399500	312750	199750
405	80	99	626500	400000	313250	200000
406	80	99	627500	400500	313750	200250
407	80	99	628500	401000	314250	200500
408	80	99	629500	401500	314750	200750
409	80	99	630500	402000	315250	201000
410	80	99	631500	402500	315750	201250
411	80	99	632500	403000	316250	201500
412	80	99	633500	403500	316750	201750
413	80	99	634500	404000	317250	202000
414	80	99	635500	404500	317750	202250
415	80	99	636500	405000	318250	202500
416	80	99	637500	405500	318750	202750
417	80	99	638500	406000	319250	203000
418	80	99	639500	406500	319750	203250
419	80	99	640500	407000	320250	203500
420	80	99	641500	407500	320750	203750
421	80	99	642500	408000	321250	204000
422	80	99	643500	408500	321750	204250
423	80	99	644500	409000	322250	204500
424	80	99	645500	409500	322750	204750
425	80	99	646500	410000	323250	205000
426	80	99	647500	410500	323750	205250
427	80	99	648500	411000	324250	205500
428	80	99	649500	411500	324750	205750
429	80	99	650500	412000	325250	206000
430	80	99	651500	412500	325750	206250
431	80	99	652500	413000	326250	206500
432	80	99	653500	413500	326750	206750
433	80	99	654500	414000	327250	207000
434	80	99	655500	414500	327750	207250
435	80	99	656500	415000	328250	207500
436	80	99	657500	415500	328750	207750
437	80	99	658500	416000	329250	208000
438	80	99	659500	416500	329750	208250
439	80	99	660500	417000	330250	208500
440	80	99	661500	417500	330750	208750
441	80	99	662500	418000	331250	209000
442	80	99	663500	418500	331750	209250
443	80	99	664500	419000	332250	209500
444	80	99	665500	419500	332750	209750
445	80	99	666500	420000	333250	210000
446	80	99	667500	420500	333750	210250
447	80	99	668500	421000	334250	210500
448	80	99	669500	421500	334750	210750
449	80	99	670500	422000	335250	211000
450	80	99	671500	422500	335750	211250
451	80	99	672500	423000	336250	211500
452	80	99	672500	423000	336250	211500
453	80	99	672500	423000	336250	211500
454	80	99	672500	423000	336250	211500
455	80	99	672500	423000	336250	211500
456	80	99	672500	423000	336250	211500
457	80	99	672500	423000	336250	211500
458	80	99	672500	423000	336250	211500
459	80	99	672500	423000	336250	211500
460	80	99	672500	423000	336250	211500
461	80	99	672500	423000	336250	211500
462	80	99	672500	423000	336250	211500
463	80	99	672500	423000	336250	211500
464	80	99	672500	423000	336250	211500
465	80	99	672500	423000	336250	211500
466	80	99	672500	423000	336250	211500
467	80	99	672500	423000	336250	211500
468	80	99	672500	423000	336250	211500
469	80	99	672500	423000	336250	211500
470	80	99	672500	423000	336250	211500
471	80	99	672500	423000	336250	211500
472	80	99	672500	423000	336250	211500
473	80	99	672500	423000	336250	211500
474	80	99	672500	423000	336250	211500
475	80	99	672500	423000	336250	211500
476	80	99	672500	423000	336250	211500
477	80	99	672500	423000	336250	211500
478	80	99	672500	423000	336250	211500
479	80	99	672500	423000	336250	211500
480	80	99	672500	423000	336250	211500
481	80	99	672500	423000	336250	211500
482	80	99	672500	423000	336250	211500
483	80	99	672500	423000	336250	211500
484	80	99	672500	423000	336250	211500
485	80	99	672500	423000	336250	211500
486	80	99	672500	423000	336250	211500
487	80	99	672500	423000	336250	211500
488	80	99	672500	423000	336250	211500
489	80	99	672500	423000	336250	211500
490	80	99	672500	423000	336250	211500
491	80	99	672500	423000	336250	211500
492	80	99	672500	423000	336250	211500
493	80	99	672500	423000	336250	211500
494	80	99	672500	423000	336250	211500
495	80	99	672500	423000	336250	211500
496	80	99	672500	423000	336250	211500
497	80	99	672500	423000	336250	211500
498	80	99	672500	423000	336250	211500
499	80	99	672500	423000	336250	211500
500	80	99	672500	423000	336250	211500
1	100	119	176920	150000	88460	75000
2	100	119	180000	152080	90000	76040
3	100	119	183080	154160	91540	77080
4	100	119	186160	156240	93080	78120
5	100	119	189240	158320	94620	79160
6	100	119	192320	160400	96160	80200
7	100	119	195400	162480	97700	81240
8	100	119	198480	164560	99240	82280
9	100	119	201560	166640	100780	83320
10	100	119	204640	168720	102320	84360
11	100	119	207720	170800	103860	85400
12	100	119	210800	172880	105400	86440
13	100	119	213880	174960	106940	87480
14	100	119	216960	177040	108480	88520
15	100	119	220040	179120	110020	89560
16	100	119	223120	181200	111560	90600
17	100	119	226200	183280	113100	91640
18	100	119	229280	185360	114640	92680
19	100	119	232360	187440	116180	93720
20	100	119	235440	189520	117720	94760
21	100	119	238520	191600	119260	95800
22	100	119	241600	193680	120800	96840
23	100	119	244680	195760	122340	97880
24	100	119	247760	197840	123880	98920
25	100	119	250840	199920	125420	99960
26	100	119	253920	202000	126960	101000
27	100	119	257000	204080	128500	102040
28	100	119	260080	206160	130040	103080
29	100	119	263160	208240	131580	104120
30	100	119	266240	210320	133120	105160
31	100	119	269320	212400	134660	106200
32	100	119	272400	214480	136200	107240
33	100	119	275480	216560	137740	108280
34	100	119	278560	218640	139280	109320
35	100	119	281640	220720	140820	110360
36	100	119	284720	222800	142360	111400
37	100	119	287800	224880	143900	112440
38	100	119	290880	226960	145440	113480
39	100	119	293960	229040	146980	114520
40	100	119	297040	231120	148520	115560
41	100	119	300120	233200	150060	116600
42	100	119	303200	235280	151600	117640
43	100	119	306280	237360	153140	118680
44	100	119	309360	239440	154680	119720
45	100	119	312440	241520	156220	120760
46	100	119	315520	243600	157760	121800
47	100	119	318600	245680	159300	122840
48	100	119	321680	247760	160840	123880
49	100	119	324760	249840	162380	124920
50	100	119	327840	251920	163920	125960
51	100	119	328980	254000	164490	127000
52	100	119	330120	256080	165060	128040
53	100	119	331260	258160	165630	129080
54	100	119	332400	260240	166200	130120
55	100	119	333540	262320	166770	131160
56	100	119	334680	264400	167340	132200
57	100	119	335820	266480	167910	133240
58	100	119	336960	268560	168480	134280
59	100	119	338100	270640	169050	135320
60	100	119	339240	272720	169620	136360
61	100	119	340380	274800	170190	137400
62	100	119	341520	276880	170760	138440
63	100	119	342660	278960	171330	139480
64	100	119	343800	281040	171900	140520
65	100	119	344940	283120	172470	141560
66	100	119	346080	285200	173040	142600
67	100	119	347220	287280	173610	143640
68	100	119	348360	289360	174180	144680
69	100	119	349500	291440	174750	145720
70	100	119	350640	293520	175320	146760
71	100	119	351780	295600	175890	147800
72	100	119	352920	297680	176460	148840
73	100	119	354060	299760	177030	149880
74	100	119	355200	301840	177600	150920
75	100	119	356340	303920	178170	151960
76	100	119	357480	306000	178740	153000
77	100	119	358620	308080	179310	154040
78	100	119	359760	310160	179880	155080
79	100	119	360900	312240	180450	156120
80	100	119	362040	312780	181020	156390
81	100	119	363180	313320	181590	156660
82	100	119	364320	313860	182160	156930
83	100	119	365460	314400	182730	157200
84	100	119	366600	314940	183300	157470
85	100	119	367740	315480	183870	157740
86	100	119	368880	316020	184440	158010
87	100	119	370020	316560	185010	158280
88	100	119	371160	317100	185580	158550
89	100	119	372300	317640	186150	158820
90	100	119	373440	318180	186720	159090
91	100	119	374580	318720	187290	159360
92	100	119	375720	319260	187860	159630
93	100	119	376860	319800	188430	159900
94	100	119	378000	320340	189000	160170
95	100	119	379140	320880	189570	160440
96	100	119	380280	321420	190140	160710
97	100	119	381420	321960	190710	160980
98	100	119	382560	322500	191280	161250
99	100	119	383700	323040	191850	161520
100	100	119	384840	323580	192420	161790
101	100	119	385980	324120	192990	162060
102	100	119	387120	324660	193560	162330
103	100	119	388260	325200	194130	162600
104	100	119	389400	325740	194700	162870
105	100	119	390540	326280	195270	163140
106	100	119	391680	326820	195840	163410
107	100	119	392820	327360	196410	163680
108	100	119	393960	327900	196980	163950
109	100	119	395100	328440	197550	164220
110	100	119	396240	328980	198120	164490
111	100	119	397380	329520	198690	164760
112	100	119	398520	330060	199260	165030
113	100	119	399660	330600	199830	165300
114	100	119	400800	331140	200400	165570
115	100	119	401940	331680	200970	165840
116	100	119	403080	332220	201540	166110
117	100	119	404220	332760	202110	166380
118	100	119	405360	333300	202680	166650
119	100	119	406500	333840	203250	166920
120	100	119	407640	334380	203820	167190
121	100	119	408780	334920	204390	167460
122	100	119	409920	335460	204960	167730
123	100	119	411060	336000	205530	168000
124	100	119	412200	336540	206100	168270
125	100	119	413340	337080	206670	168540
126	100	119	414480	337620	207240	168810
127	100	119	415620	338160	207810	169080
128	100	119	416760	338700	208380	169350
129	100	119	417900	339240	208950	169620
130	100	119	419040	339780	209520	169890
131	100	119	420180	340320	210090	170160
132	100	119	421320	340860	210660	170430
133	100	119	422460	341400	211230	170700
134	100	119	423600	341940	211800	170970
135	100	119	424740	342480	212370	171240
136	100	119	425880	343020	212940	171510
137	100	119	427020	343560	213510	171780
138	100	119	428160	344100	214080	172050
139	100	119	429300	344640	214650	172320
140	100	119	430440	345180	215220	172590
141	100	119	431580	345720	215790	172860
142	100	119	432720	346260	216360	173130
143	100	119	433860	346800	216930	173400
144	100	119	435000	347340	217500	173670
145	100	119	436140	347880	218070	173940
146	100	119	437280	348420	218640	174210
147	100	119	438420	348960	219210	174480
148	100	119	439560	349500	219780	174750
149	100	119	440700	350040	220350	175020
150	100	119	441840	350580	220920	175290
151	100	119	442980	351120	221490	175560
152	100	119	444120	351660	222060	175830
153	100	119	445260	352200	222630	176100
154	100	119	446400	352740	223200	176370
155	100	119	447540	353280	223770	176640
156	100	119	448680	353820	224340	176910
157	100	119	449820	354360	224910	177180
158	100	119	450960	354900	225480	177450
159	100	119	452100	355440	226050	177720
160	100	119	453240	355980	226620	177990
161	100	119	454380	356520	227190	178260
162	100	119	455520	357060	227760	178530
163	100	119	456660	357600	228330	178800
164	100	119	457800	358140	228900	179070
165	100	119	458940	358680	229470	179340
166	100	119	460080	359220	230040	179610
167	100	119	461220	359760	230610	179880
168	100	119	462360	360300	231180	180150
169	100	119	463500	360840	231750	180420
170	100	119	464640	361380	232320	180690
171	100	119	465780	361920	232890	180960
172	100	119	466920	362460	233460	181230
173	100	119	468060	363000	234030	181500
174	100	119	469200	363540	234600	181770
175	100	119	470340	364080	235170	182040
176	100	119	471480	364620	235740	182310
177	100	119	472620	365160	236310	182580
178	100	119	473760	365700	236880	182850
179	100	119	474900	366240	237450	183120
180	100	119	476040	366780	238020	183390
181	100	119	477180	367320	238590	183660
182	100	119	478320	367860	239160	183930
183	100	119	479460	368400	239730	184200
184	100	119	480600	368940	240300	184470
185	100	119	481740	369480	240870	184740
186	100	119	482880	370020	241440	185010
187	100	119	484020	370560	242010	185280
188	100	119	485160	371100	242580	185550
189	100	119	486300	371640	243150	185820
190	100	119	487440	372180	243720	186090
191	100	119	488580	372720	244290	186360
192	100	119	489720	373260	244860	186630
193	100	119	490860	373800	245430	186900
194	100	119	492000	374340	246000	187170
195	100	119	493140	374880	246570	187440
196	100	119	494280	375420	247140	187710
197	100	119	495420	375960	247710	187980
198	100	119	496560	376500	248280	188250
199	100	119	497700	377040	248850	188520
200	100	119	498840	377580	249420	188790
201	100	119	499980	378120	249990	189060
202	100	119	501120	378660	250560	189330
203	100	119	502260	379200	251130	189600
204	100	119	503400	379740	251700	189870
205	100	119	504540	380280	252270	190140
206	100	119	505680	380820	252840	190410
207	100	119	506820	381360	253410	190680
208	100	119	507960	381900	253980	190950
209	100	119	509100	382440	254550	191220
210	100	119	510240	382980	255120	191490
211	100	119	511380	383520	255690	191760
212	100	119	512520	384060	256260	192030
213	100	119	513660	384600	256830	192300
214	100	119	514800	385140	257400	192570
215	100	119	515940	385680	257970	192840
216	100	119	517080	386220	258540	193110
217	100	119	518220	386760	259110	193380
218	100	119	519360	387300	259680	193650
219	100	119	520500	387840	260250	193920
220	100	119	521640	388380	260820	194190
221	100	119	522780	388920	261390	194460
222	100	119	523920	389460	261960	194730
223	100	119	525060	390000	262530	195000
224	100	119	526200	390540	263100	195270
225	100	119	527340	391080	263670	195540
226	100	119	528480	391620	264240	195810
227	100	119	529620	392160	264810	196080
228	100	119	530760	392700	265380	196350
229	100	119	531900	393240	265950	196620
230	100	119	533040	393780	266520	196890
231	100	119	534180	394320	267090	197160
232	100	119	535320	394860	267660	197430
233	100	119	536460	395400	268230	197700
234	100	119	537600	395940	268800	197970
235	100	119	538740	396480	269370	198240
236	100	119	539880	397020	269940	198510
237	100	119	541020	397560	270510	198780
238	100	119	542160	398100	271080	199050
239	100	119	543300	398640	271650	199320
240	100	119	544440	399180	272220	199590
241	100	119	545580	399720	272790	199860
242	100	119	546720	400260	273360	200130
243	100	119	547860	400800	273930	200400
244	100	119	549000	401340	274500	200670
245	100	119	550140	401880	275070	200940
246	100	119	551280	402420	275640	201210
247	100	119	552420	402960	276210	201480
248	100	119	553560	403500	276780	201750
249	100	119	554700	404040	277350	202020
250	100	119	555840	404580	277920	202290
251	100	119	556980	405120	278490	202560
252	100	119	558120	405660	279060	202830
253	100	119	559260	406200	279630	203100
254	100	119	560400	406740	280200	203370
255	100	119	561540	407280	280770	203640
256	100	119	562680	407820	281340	203910
257	100	119	563820	408360	281910	204180
258	100	119	564960	408900	282480	204450
259	100	119	566100	409440	283050	204720
260	100	119	567240	409980	283620	204990
261	100	119	568380	410520	284190	205260
262	100	119	569520	411060	284760	205530
263	100	119	570660	411600	285330	205800
264	100	119	571800	412140	285900	206070
265	100	119	572940	412680	286470	206340
266	100	119	574080	413220	287040	206610
267	100	119	575220	413760	287610	206880
268	100	119	576360	414300	288180	207150
269	100	119	577500	414840	288750	207420
270	100	119	578640	415380	289320	207690
271	100	119	579780	415920	289890	207960
272	100	119	580920	416460	290460	208230
273	100	119	582060	417000	291030	208500
274	100	119	583200	417540	291600	208770
275	100	119	584340	418080	292170	209040
276	100	119	585480	418620	292740	209310
277	100	119	586620	419160	293310	209580
278	100	119	587760	419700	293880	209850
279	100	119	588900	420240	294450	210120
280	100	119	590040	420780	295020	210390
281	100	119	591180	421320	295590	210660
282	100	119	592320	421860	296160	210930
283	100	119	593460	422400	296730	211200
284	100	119	594600	422940	297300	211470
285	100	119	595740	423480	297870	211740
286	100	119	596880	424020	298440	212010
287	100	119	598020	424560	299010	212280
288	100	119	599160	425100	299580	212550
289	100	119	600300	425640	300150	212820
290	100	119	601440	426180	300720	213090
291	100	119	602580	426720	301290	213360
292	100	119	603720	427260	301860	213630
293	100	119	604860	427800	302430	213900
294	100	119	606000	428340	303000	214170
295	100	119	607140	428880	303570	214440
296	100	119	608280	429420	304140	214710
297	100	119	609420	429960	304710	214980
298	100	119	610560	430500	305280	215250
299	100	119	611700	431040	305850	215520
300	100	119	612840	431580	306420	215790
301	100	119	613980	432120	306990	216060
302	100	119	615120	432660	307560	216330
303	100	119	616260	433200	308130	216600
304	100	119	617400	433740	308700	216870
305	100	119	618540	434280	309270	217140
306	100	119	619680	434820	309840	217410
307	100	119	620820	435360	310410	217680
308	100	119	621960	435900	310980	217950
309	100	119	623100	436440	311550	218220
310	100	119	624240	436980	312120	218490
311	100	119	625380	437520	312690	218760
312	100	119	626520	438060	313260	219030
313	100	119	627660	438600	313830	219300
314	100	119	628800	439140	314400	219570
315	100	119	629940	439680	314970	219840
316	100	119	631080	440220	315540	220110
317	100	119	632220	440760	316110	220380
318	100	119	633360	441300	316680	220650
319	100	119	634500	441840	317250	220920
320	100	119	635640	442380	317820	221190
