messageId	desc	EspDesc
mount35	你当前已连续登陆#C(#00FF00){0}#n天，连续登陆满#C(#00FF00){1}#n天可以让魔蝎绝骑变为永久坐骑	Has iniciado sesión consecutiva para #C(#00FF00) {0} día #n. Iniciar sesión consecutiva para #C(#00FF00) {1} días #n para hacer montura del Escorpión permanente.
bs16	宝石已经为最高等级，无法再合成	La gema ha alcanzado el nivel máximo y no puede ser sintetizado más
bs17	符文已经为最高等级，无法再合成	La runa ha alcanzado el nivel máximo y no puede ser sintetizado más
xingling	星灵（X）	Alma Estrella (x)
zhanbu31	获取命魂300次#H自动出售无用命魂#H自动合成紫色及以下品质命魂#H金币≥1.8亿且达到贵族7及以上用户可用	Obtener Alma 300 veces #H automáticamente venden Almas sin usar #H automáticamente sintetizar calidad azul o debajo Almas #H disponible para los usuarios con el oro ≥ 180 millones y tienen llegar a VIP 7
zhanbu32	是否确定进行300次金币占卜？	¿Seguro que deseas realizar Oro Adivinación 300 veces?
mail11	荣誉：{0}	Honor: {0}
mail12	功勋：{0}	Méritos: {0}
mall14	没有可购买的外观	No hay apariencias adquiribles
mall15	请先勾选需购买的时装	Por favor, consulta los artículos de moda que deseas en la compra
mall16	#C(#E87D22)您确定要花费#C(#00FF00){0}#n神石赠送#C(#00FF00){1}#n个#C(#00FF00){2}#n给#C(#00FF00){3}#n吗？#n	#C(#E87D22) ¿Seguro que quieres consumir #C(#00FF00) {0} #n Balens a #Cregalo (#00FF00) {1} #n #C(#00FF00) {2} para #C(#00FF00) {3} #n? #n
mall17	请先输入赠送数量	Por favor, introduce la cantidad de regalo
mall18	请选择好友	Elije amigo
jchdchongzhikuangren	30000	30000
OtherRolePanelTip15	宝石等级总和：{0}	Nivel total de gema: {0}
ryzz12	你正在战斗冷却时间中，请稍后再进行挑战	Estás en tiempo de reutilización de batalla, por favor desafia de nuevo más tarde
herothitem01	28225,28226,28227,28228,28229,28230,28231,28232	28225,28226,28227,28228,28229,28230,28231,28232
pet32	消耗#C(#fbfe00)10#n神石进行#C(#fbfe00)1#n次修行，使用幸运石可提高成功率	Consumir #C(#fbfe00) 10 #n Balens para entrenar #C(#fbfe00) 1 #n veces. Usando  Piedras de la suerte para elevar la tasa de éxito
pet33	消耗#C(#fbfe00)500神石#n进行#C(#fbfe00)50#n次修行，使用幸运石可提高成功率	Consumir #C(#fbfe00) 500 Balens #n entrenar #C(#fbfe00) 50 #n veces. Usando Piedras de la suerte para elevar la tasa de éxito
pet34	是否消耗#C(#fbfe00){0}神石#n进行一键修行?	Consumir #C(#fbfe00) {0} Balens #n por 1 llave de entrenamiento?
pet35	是否消耗#C(#fbfe00){0}神石#n和#C(#fbfe00){1}#n个#C(#fbfe00){2}#n进行一键修行?	Consumir #C(#fbfe00) {0} Balens #n y #C(#fbfe00) {1} #n #C(#fbfe00) {2} #n de Formación 1 llave?
diaowenTips	雕纹（I）	Grabado (I)
carnival3	领取宝箱	Reclamación de cofre
csjg3	(装备附魔石100%返还)	(Equipo Encantamiento Piedra 100% de retorno)
dropss8	#C(#FFFFFF)#C(#00EE00){0}#n拿出#C(#FFff37){1}#n神石，变出#C(#FFff37){2}#n神石，并受到神灵青睐额外获得了#C(#FFff37){3}#n神石。#n	#C(#FFFFFF) #C(#00EE00) {0} #n sacó #C(#FFff37) {1} #n Balens, transformado en #C(#FFff37) {2} #n Balens, y fue bendecido por los dioses para recibir una #Cadicional (#FFff37) {3} #n Balens. #n
ld6	个	Psn
hallows023	洗练锁不足	Insuficiente bloqueo de Refinamiento 
hallows024	无法继承，请先卸除低品质圣器上的雕纹	No se puede heredar. Elimina los grabados en el Artefacto Divino de bajo nivel
hallows025	无法出售，请先卸除圣器上的雕纹	No se puede vender. Elimina los grabados en el Artefacto Divino.
qyfb28	成为贵族{0}开启魔晶通关功能	Convertirse VIP {0} para desbloquear la función Diamante Nivel-clara
qyfb29	成为贵族{0}开启神石通关功能	Convertirse VIP {0} para desbloquear la función Balen Nivel-clara
qyfb30	是否消耗#C(#fefb00){0}#n魔晶收获A档次的通关奖励？#C(#fefb00)只消耗魔晶！#n	Consumir #C(#fefb00) {0} #n Diamantes para recibir una clase de recompensa a nivel claro? #C(#fefb00) Consume Daimantes solamente! #n
qyfb31	是否消耗#C(#fefb00){0}#n神石收获S档次的通关奖励？	Consumir #C(#fefb00) {0} #n Balens para recibir la recompensa de nivel clara S-clase?
qyfb32	退出队伍才可使用通关功能！	Deja fiesta para utilizar la función de nivel de claro!
qyfb33	今日次数不足！	Tiempos restantes insuficientes!
us_en_yk11	金币获取增加	Aumentar la ganancia de oro
yzyxt0013	当前购买消耗{0}神石	Compra actual consumirá {0} Balens
llsr7	我的夺宝徽章:{0}	Mi tesoro caza insignias: {0}
llsr8	夺宝徽章:来源于野外夺宝活动	Insignias caza tesoro: desde eventos tesoro caza silvestres
robmedal	夺宝徽章	Insignias caza del tesoro
ywdb19	刷新({0})	Actualizar ({0})
ywdb20	刷新	Actualizar
ywdb21	10连杀或终结10连杀,额外获得10积分#H20连杀或终结20连杀,额外获得20积分#H30连杀或终结30连杀,额外获得30积分#H50连杀或终结50连杀,额外获得50积分#H100连杀或终结100连杀,额外获得100积分#H200连杀或终结200连杀,额外获得200积分	10 enemigos consecutivos o poniendo fin a una racha de 10 muertes consecutivas para obtener un adicional de 10 puntos #H20 20 muertes consecutivas o poniendo fin a una racha de 20 muertes consecutiva para obtener un adicional de 20 puntos #H30 30 muertes consecutivas o poniendo fin a una racha de 30 muertes consecutivas para obtener un adicional 30 puntos #H50 50 muertes consecutivas o termina una racha de 50 muertes consecutivas para obtener un adicional de 50 puntos #H100 100 muertes consecutivas o termina una racha de 100 muertes consecutivas para obtener un adicional de 100 puntos #H200 200 muertes consecutivas o termina una racha de 200 matanza consecutiva para obtener un adicional de 200 puntos
sz_tj01	#C(#00ff00)时装之魄#H#n获取途径：商城购买	#C(#00FF00) Alma de moda #H #n obtenerse a través de: Tienda
dbx3	544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563	544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563
sz_chushou	<font color='#ffffff'>双击激活！多余可出售：{0}个</font><font color='{1}'>{2}</font>	<font color = "#ffffff"> Haz doble click para activar! Adicional a la venta: {0} </ font> <font color = '{1}'> {2} </ font>
sz_showshizhuang	成功切换成时装形象。	Traje de moda cambió.
sz_showzhujue	成功切换成主角形象。	Traje de protagonista cambió.
zdpt23	您当前骑乘的坐骑不是飞行坐骑，无法进入该副本！	Tu actual montura no es una montura voladora. ¡No se puede entrar en esta mazmorra!
zdpt24	组队爬塔场景中无法打开坐骑面板	No se puede abrir el panel de montaje, mientras que en el partido mapa torre de escalada
zdpt25	该塔未开启	La torre no se desbloquea
zdpt26	45级开启第一章	Capítulo 1 desbloqueado en Nv. 45
lzhd01	开通或续费蓝钻可获得领奖机会	Activar o renovar diamantes azules para recibir recompensas
lzhd02	您的已领奖次数已满12次，继续开通或续费蓝钻不会继续增加领奖次数	Tu tiempo de recompensa es completo en 12 veces. Activar o renovar los diamantes azules no aumentará tu tiempo de recompensas 
lzhd03	您今日的蓝钻至尊礼包剩余数量已经为0,活动期间内次日重置。	Tus paquetes prima Diamante Azul tienen 0 paquetes restantes para hoy. Se restablecerá el día siguiente durante el período del evento.
lzhd04	开通或续费蓝钻可获得开启蓝钻至尊礼包机会	Activar o renovar diamantes azules para recibir la oportunidad de desbloquear prima de Paquete Diamante Azul
slxt023	已唤醒{0}条神龙#H	{0} Dragones despertados #H
slxt024	无神龙属性加成	No hay bonificaciones de atributos del dragón
slxt025	尚未觉醒，无法进化	Todavía no has despertado, no puedes evolucionar
slxt026	进化所需材料不足	Materiales de evolución insuficientes
slxt027	神龙已升至最高品质	El dragón ha llegado a la máxima calidad
slxt028	战斗力:{0}	Batalla Fuerza: {0}
slxt029	神龙属性:#H	Atributo Dragon: #H
slxt030	未获得神龙属性加成	No hay aficionados de atributos Dragón recibidos
xl01	今日普通占星次数:{0}/{1}	Diarios adivinaciones astrológicas comunes restantes: {0} / {1}
xl02	今日虔诚占星次数:{0}/{1}	Adivinaciones astrológicas sinceras diarias restantes: {0} / {1}
xl03	普通占星需要消耗{0}金币，获得{1}星运值	Adivinación astrológica común consume: {0} de oro, recibe {1} Suerte Celestial
xl04	虔诚占星需要消耗{0}神石，获得{1}星运值	Adivinación astrológica Devota consume: {0} Balens, recibe {1} Suerte Celestial
xl05	解锁条件	Condiciones de Desbloqueo
xl06	本次虔诚占星消耗{0}神石，是否确定?	Este adivinación astrológica devota consumirá {0} Balens, ¿estás seguro?
xl07	解锁星运：{0}/{1}	Desbloquear Suerte Celestial: {0} / {1}
xl08	主角等级：{0}/{1}	Nivel de personaje principal: {0} / {1}
xl09	解锁道具：{0}x{1}	Desbloquear artículos: {0} x {1}
xl10	星灵尚未解锁，无法使用此功能，请先解锁星灵	Alma Estrella no se desbloquea, no puedes utilizar esta función. Por favor, desbloquear Alma Estrella primero
xl12	x{0}	x{0}
xl13	今日免费次数：{0}/{1}	Los tiempos gratis que queda hoy: {0} / {1}
xl14	可获取星灵经验{0},免费次数时可额外获取不定数量的星灵之泪	Se recibe Alma Estrella EXP: {0}. Tiempo gratis se puede cambiar por una cantidad aleatoria de las Lágrimas Alma Estrella
xl15	星灵之羽：可用于星灵升级，商城可购买。	Pluma Alma Estrella: Se utiliza para Alma Estrella nivel de seguimiento. Disponible en la tienda.
xl16	星灵经验已达到上限	Alma Estrella EXP al máximo
xl17	本次进化消耗：星灵之泪x{0}	La evolución va a consumir: Alama Estrella lágrimas x {0}
xl18	(拥有{0}个)	({0} en propiedad)
xl19	星灵水晶：可用于星灵升星，获取超强属性，商城可购买	Cristal Alma Estrella: Se utiliza para rango superior estrella Alama Estrella, para obtener atributos poderosos. Disponible en la tienda
xl20	(等级上限{0}级)	(Max Nv. {0})
xl21	祝福值：{0}	
xl22	当前已累积祝福值{0},再努力一下，您的星灵将更加强力	Actualmente acumulado punto de bendición{0}. Prueba un poco más difícil, y hacer que su Alama Estella sea más potente
xl24	已解锁	Desbloqueado
xl25	本次传承消耗：星灵之泪x{0}	La herencia consumirá: Alma Estrella lágrimas x {0}
xl26	今日剩余免费祈祷次数：{0}/{1}	Oraciones diarias restante gratuitas: {0} / {1}
xl27	是否花费{0}神石购买{1}点爱心？	Gasta {0} Balens para comprar {1} Corazones?
xl28	任意星灵达到#C(#00ff00){0}#n星时开启，解锁需要星灵魂印x#C(#00ff00){1}#n	Desbloqueado cuando cualquieras Alma Estrella alcanza #C(#00FF00) {0} #n. x #C(#00FF00) {1} Alma Estrella Sellos son necesarios para desbloquear #n
xl29	<font color='#00ff00'>(已达成)</font>	<font color = "#00FF00"> (logrado) </ font>
xl30	<font color='#ff0000'>(未达成)</font>	<font color = "#00FF00"> (todavía no logrado) </ font>
xl31	{0}点	{0} puntos
xl32	激活{0}天	Activar {0} días
xl33	<font color='#ff0000'>未激活</font>	<font color = "#00FF00"> aún no activada </ font>
xl34	<font color='#00ff00'>已激活</font>	<font color='#00ff00'>activada</font>
xl37	星灵等级过低,无法传承	Nivel Alma Estrella demasiado bajo, no pueden heredar
xl38	星灵未解锁，不可跟随	Alma Estrella bloqueado, no puede seguir
xl39	星灵未解锁，不可出战	Alma Estrella bloqueado, no puedes ir a la batalla
xl41	{0}的星灵	{0} Alma Estrella
xl42	该星灵已提升至最高星级	El Alma Estrella tiene que llegar al más alto Rango Estrella
xl43	1.占星可获得星运值来解锁星灵。#H2.部分星灵的解锁道具将在活动中产出。#H3.星灵每10级可进化一次,进化会提升主动技能等级。#H4.升星可大幅提高星灵属性，被动技能提升1级。#H5.星灵之力可为主角提供高额BUFF增加玩家属性,相同BUFF的时间可叠加。#H6.传承后传承星灵等级、星级将为初始值，被传承星灵继承全部经验、最高星级和祝福值。#H7.任意星灵达到一定星级可解锁刻印，解锁刻印需要消耗道具。#H8.刻印解锁后可升级，刻印提升的属性对所有已解锁的星灵生效。	1. Adivinación astrológica puedes obtener Suerte Celestial para desbloquear Alma Estrella. #H2. Algunos elementos de desbloqueo  Alma Estrella serán dadas de eventos. #H3.  Almas Estrella pueden evolucionar una vez por 10 niveles, y mejorarán los niveles activos. #H4. Mejorar Rango Estrella y aumentar en gran medida los atributos Alma Estrella, la mejora de las habilidades pasivas por 1 nivel. #H5. Poder de Alma Estrella puede proporcionar grandes aficionados a los atributos del jugador. El tiempo de la persistencia de los aficionados idénticos se pueden apilar. #H6. Después de heredar, se inicializarán niveles de Alma Estrella y Rango estrellas. El Alma Estrella heredada obtendrá toda EXP, máx Rango estrella, y puntos de Bendición. #H7. Cualquier Alma Estrella llegar a cierta estrella de rango puede ser sin sellar. Sellos de desbloqueo requieren consumir artículos. #H8. Después se desbloquea el sello, que se puede superar nivel. Mejorar los atributos de focas son eficaces en todos los Alma Estrella desbloqueados.
xl44	星灵之力持续时间过长，无法继续增加	Poder de duración Alma Estrella es demasiado largo, no puedes extenderte
xl45	请先选择被传承的星灵	Por favor, elije el Alma Estrella para heredar primero
xl46	点击查看#C(#00ff00)星灵之力#n	Haz click para ver #C(#00FF00) Poder de Alma Estrella #n
xl47	主动：星灵每进化一次，主动技能提升一级<br>     在星级<font color='#00ff00'>（5星，8星，11星，14星，17星，20星）</font>主动技能会有很大提升	Activo: Cada evolución Alma Estrella aumenta habilidades activas por 1 nivel <br> A rango Estrella font color = "#00FF00"> (5-Star, 8-Star, 11-Star, 14-Star, 17-Star, 20-Star ) </ font> habilidades activas tendrán grandes mejoras
xl48	被动：星灵每升星一级，被动技能提升一级	Pasivo: Cada vez que un Alma Estrella sube de nivel, las habilidades pasivas se incrementan en 1 nivel
xl49	下一等级：	Próximo Nivel:
xl50	{0}#H解锁道具:星灵魂印#H解锁后可获得刻印属性	{0} Desbloqueo de artículo #H: Alma Estrella Sello #h se obtienen atributos Sello inmediatamente después de desbloquear
xl51	未激活星灵之力	Poder de Alama Estrella no activado
xl52	未激活魂炼属性	Soul Refinación atributos no activados
xl53	星灵之力: #H	Poder de Alama Estrella:#H
xl54	魂炼刻印: #H	Soul Refinación Sello: #H
xl55	刻印已达最高级	El sello está en el nivel máximo
xl56	升级需要经验：	EXP necesaria para subir de nivel
xl57	已满级	Nivel al máximo
xl58	当前的祝福值是<font color='#00ff00'>{0}</font>，其中临时祝福值增加了<font color='#00ff00'>{1}</font>点祝福值，临时祝福值在<font color='#ff0000'>{2}</font>后消失	El actual Punto de bendición es <font color = "#00FF00"> {0} </ font>. Puntos temporales de bendición representaron <color = tipo de letra "#00FF00"> {1} </ font> puntos. Puntos temporales de bendición desaparecerán en <font color = "#ff0000"> {2} </ font>
xl59	当前刻印状态：<font color='#ff0000'>未解锁</font>	Estado actual Sello: <font color = "#ff0000"> Bloqueado </ font>
xl60	当前刻印状态：<font color='#00ff00'>已解锁</font>	Estado actual Sello: <font color = "#ff0000"> Desbloqueado </ font>
xl61	星灵临时祝福值	Puntos de bendición del Alma Estrella temporal
sz_001	图鉴属性：#H	Colección de libros Atributos: #H
sz_002	#C(#FF0000)时装加成总属性（主角）：#H#n	#C(#FF0000) bonificación total del artículo de moda (personaje principal): #H #n
sz_003	尚未获得图鉴属性	Este atributo libro de la colección aún no se obtiene
sz_004	尚未获得套装属性	Conjunto bonificación no obtenida
sz_005	没有这个翅膀道具无法激活	No se puede activar sin este elemento del ala
sz_006	{0}级开启	Desbloquea en Nvl. 0
sz_007	等级不足	Nivel insuficiente
sz_008	当前时装已升至顶级	Artículo de moda está en el nivel máximo
sz_009	本次升星需消耗{0}个{1}，升星材料不足	Rango Estrella actual requiere {0} {1}. Materiales insuficientes
sz_010	当前时装已升星至顶级	Artículo de moda es a el máximo rango estrella
sz_011	请先激活该时装	Por favor, activa el tema de moda primero
sz_012	当前时装已进阶至顶级	Artículo de moda ha avanzado hasta el nivel máximo
sz_013	本次进阶需消耗{0}个{1}，进阶材料不足	Avance actual requiere {0} {1}. Materiales insuficientes
sz_014	[已激活]	[Activado]
sz_015	[未激活]	[No Activado todavía]
sz_016	鉴定基础成功率为{0}%#H鉴定需消耗{1}*1	Tasa de éxito de identificación de la base es {0}% #H. La identificación requiere {1} * 1
sz_017	激活失败，必须拥有{0}时装才能激活该图鉴	La activación falló. Necesitas tener {0} artículos de moda para activar el libro de la colección
sz_018	本次鉴定成功率为{0}%。#H是否消耗{1}个#C(#ff0000){2}#n进行鉴定？#H(若本次失败则下次鉴定成功率提升)	Tasa de éxito de identificación actual es {0}%. #H Consumir {1} #C(#ff0000) {2} #n identificar? #H (aumentos de las tasas de éxito si falla la identificación actual)
sz_019	{0}不足	Insuficiente {0}
sz_020	已鉴定	Identificado
sz_021	未鉴定	No Identificado
sz_022	激活羽翼培养需拥有{0}翅膀	Activar Ala de Entrenamiento requiere {0} alas
sz_023	时装（U）	Artículos de Moda (U)
sz_024	请先鉴定该时装	Por favor identifique el artículo de moda primero
uskfhdms1	已消耗体力:	AP consumido:
uskfhdms2	我的每日必做积分:	Mi puntuación diaria de búsqueda:
uskfhdms3	当前等级:	Nivel actual:
uskfhdms4	炼金次数:	Alquimia realizada:
uskfhdms5	我的在线时间:	Tiempo en línea:
uskfhdms7	我的数量:	Mi cantidad:
uskfhdms8	达标数量:	Cita:
uskfhdms9	我的数量:	Mi cantidad:
uskfhdms12	我的等级:	Mi nivel:
sz_025	{0}不足	Insuficiente{0}
yjs	已结束	Finalizado
findBack1	{0}时{1}分{2}秒	{0}:{1}:{2}
findBack2	在线一定时间找回100%收益	Encuentra de devolución dentro de un cierto tiempo en línea 100% ganancias
findBack3	神石找回{0}%	Encuentra Balen  {0}%
findBack4	贵族4开启，花费{0}神石找回{1}%收益	VIP 4 desbloqueado, pasar {0} Balens encontrar de nuevo {1}% ganancias
findBack12	贵族7及以上专属，花费{0}神石找回{1}%收益	VIP 7+ solamente, pasar {0} Balens encontrar de nuevo{1}% ganancias
findBack5	次数：{0}	Veces: {0}
findBack6	规则说明：#H1、金币找回需消耗一定的金币找回收益。#H2、魔晶找回需要消耗一定魔晶找回收益。#H4、贵族4及以上开启神石找回180%收益。#H5、贵族7及以上开启神石找回200%收益#H6、一般最多可同时找回3天的收益，长节假日最多可同时找回7天的收益。	Reglas: #H1, oro encontrar de nuevo requiere una cierta cantidad de oro para los beneficios hallazgo de devolución. #H2. Diamante encontrar de nuevo requiere una cierta cantidad de Diamantes de ganancias hallazgo de devolución. #H4. VIP 4+ desbloquea Balen encontrar de nuevo 180% ganancias. #H5. VIP 7+ desbloquea Balen encontrar de devolución del 200% de los beneficios #H6. Normalmente un máximo de 3 días de ganancias se puede encontrar de devolución; 7 días para las vacaciones largas.
findBack7	将所有可找回的系统进行时间找回	Realizar tiempo encontrar de nuevo en todos los sistemas recuperables
findBack8	当前所有的系统正处于时间找回	Todos los sistemas están a la hora Encuentra de nuevo
findBack9	贵族等级≥4开启，找回列表中剩余的收益需要花费{0}神石。	Desbloquea a VIP 4+. {0} Balens requiere para encontrar de devolución de los beneficios restantes en la lista.
findBack10	是否消耗#C(#fbfe00){0}神石#n进行一键神石找回?	Consumir #C(#fbfe00) {0} Balens #n para 1 llave Balen encontrar de nuevo?
findBack11	是否消耗#C(#fbfe00){0}神石#n进行神石找回#C(#00ff00){1}%#n收益	Consumir #C(#fbfe00) {0} Balens #n para encontrar Balen de nuevo #C(#00FF00) {1}% #n utilidades
nationalDay001	{0}月{1}日可领取：{2}神石，{3}经验。	{0} / {1} puede recibir: {2} Balens, {3} CAD
nationalDay002	全服已战斗{0}次	El servidor ha luchado {0} veces
nationalDay003	消耗1个“普通凭证”击杀boss，随机获得奖励。	Consumir 1 "Certificado Común" y matar al jefe para recibir una recompensa al azar.
nationalDay004	消耗10个“普通凭证”击杀boss，随机获得奖励。	Consumir 10 "Certificado Común" y matar al jefe para recibir una recompensa al azar.
nationalDay005	消耗1个“精英凭证”击杀boss，随机获得奖励。	Consumir 1 "Certificado de Élite" y matar al jefe para recibir una recompensa al azar.
nationalDay006	消耗10个“精英凭证”击杀boss，随机获得奖励。	Consumir 1 "Certificado de Élite" y matar al jefe para recibir una recompensa al azar.
nationalDay007	道具不足，无法击杀boss	Elementos suficientes para matar al jefe
nationalDay008	已获得经验：{0}	EXP obtenido: {0}
nationalDay009	每次战斗可获得经验：{0}	EXP obtenible de cada batalla: {0}
nationalDay010	今日最大可获得经验：{0}	Max EXP obtenible hoy: {0}
nationalDay011	领取	Recibir
nationalDay012	消耗{0}神石补领礼包	Consumir {0} Balens para reclamar un paquete de regalo
nationalDay013	补领	Recibir
nationalDay014	是否消耗{0}神石补领礼包	Consumir {0} Balens para recibir un paquete de regalo
nationalDay015	神石不足，无法补领礼包	Balens insuficientes para recuperar el paquete de regalo
nationalDay016	{0}月{1}日可领取返还奖励神石：	{0} / {1} puede recibir Balens retorno de recompensa:
nationalDay017	活动未开启	Evento bloqueado
zdptbc1	{0}的队伍	{0} fiesta de
zdptbc2	当前人数：	Miembros actuales:
zdptbc3	队伍编号：	Fiesto Nº
zdptbc4	当前房间人数：	La gente en la habitación actual:
zdptbc5	第{0}章	Capítulo {0}
zdptbc6	剩余次数：	Tiempos restantes:
zdptbc7	人数已满	Lleno
zdptbc8	40级再来	Cuando regreses de Nv. 40
fwblxg1	本日已转动：{0}	Convertido hoy: {0}
cxyx1	#C(#FF0000)温馨提示：#C(#FFFFFF)#H每次开启都会在#C(#00FF00)二级符文礼盒、宠物圣果和符文封印石#C(#FFFFFF)中获得2种奖励，必定获得#C(#00FF00)羽翼培养石#C(#FFFFFF)，一次开启共可获得#C(#FF0000)三种#C(#FFFFFF)奖励。	#C(#FF0000) Recordatorio: #C(#FFFFFF) #H Cada apertura te recompensará con 2 premios de cada Nv. 2. Runa caja de regalo, Mascota Santa frutas, y Runa Sello de piedra #C(#FFFFFF), y garantizado con 1 #C(#00FF00) Alas Formación Piedra #C(#FFFFFF). #C(#FF0000) 3 #C(#FFFFFF) recompensas por apertura.
wsj001	等级不足	Nivel insuficiente
qrshl1	购买神石：	Compra Balance:
qrshl2	首次充值：	Primero completar
qrshl3	每日首笔消费：	Primer Consumo diario:
qrshl4	炼金次数:	Alquimia realiza:
qrshl5	培养次数：	Tiempo de entrenamiento:
qrshl6	累计登陆：	Inicios de sesión en total:
qrshl7	挑战次数：	Tiempos de desafío:
qrshl8	挑战次数：	Tiempos de desafío:
qrshl9	挑战次数：	Tiempos de desafío:
qrshl10	挑战次数：	Tiempos de desafío:
qrshl11	挑战次数：	Tiempos de desafío:
qrshl12	互动次数：	Tiempos de desafío:
qrshl13	该活动20级开启！	¡El evento está desbloqueado en Nv. 20!
lsdh1	剩余：{0}天{1}小时{2}分钟	Resto: {0} días, {1} horas, {2} minutos
lsdh2	说明：#H1、兑换稀有道具需消耗灵石#H2、灵石可通过活动获得	Descripción: #H1. Cambio de objetos raros requieren Espíritu Rocas #H2. Espíritu rocas se pueden obtener a través de eventos
lsdh4	我的灵石：{0}	Mi Espíritu rocas:
lsdh5	灵石不足	Espíritu rocas insuficiente:
lsdh6	剩余购买数量为0，无法购买	Intento restante de la compra es 0, no se puede comprar
lsdh8	售价:{0}	Precio : {0}
lsdh9	功能未开启	Función bloqueada
lsdh10	是否花费1个#C(#FF0000)青涩回忆#n开启青涩笔记本	Pasa 1 #C(#FF0000) #n Memoria joven para abrir joven diariamente
lsdh11	青涩回忆不足	Recuerdos jóvenes insuficientes
mrjly1	本次补签消耗#C(#fbfe00){0}#n神石，确定进行补签?	Gastar #C(#fbfe00) {0} #n Balens para recibir, ¿estás seguro?
mrjly2	当前累计龙印:<font color='#ff0000'>{0}</font>	Sellos Dragón actual propiedad: <font color = "#ff0000"> {0} </ font>
mrjly3	活动时间：{0}月{1}日～{2}月{3}日	Periodo del evento: {0}/{1} - {2}/{3}
mrjly4	购买<font color='#00ff00'>{0}</font>神石获得<font color='#00ff00'>{1}</font>枚龙印	Obtenido <font color = "#00FF00"> {1} </ font> Sellos de Dragon de la compra de <font color = "#00FF00"> {0} </ font> Balens
wsjhd1	规则说明：#H1、活动期间只要获得过该变身卡即成功收集。#H2、每个收集奖励只能领取一次。#H3、获得变身卡使用变身后不会影响已收集的数量。	Reglas: #H1. Obtener la tarjeta de Transformación para completar la colección durante el período del evento. #H2. Cada colección recompensa sólo puede ser recibido una vez. #H3. Uso de una tarjeta de Transformación obtenida no afectará el número de tarjetas recogidas.
wsjhd2	变身卡buff：#H点击图标打开变身卡buff信息框#H可查看各buff属性、形象信息和进行形象更换操作	Tarjeta de Transformación aficionado: #H Haz clic en el icono para abrir el cuadro de mensaje #H Bonificación Tarjeta de Transformación para ver todos los atributos de color de ante, las apariencias, y transformar
wsjhd3	你已经领取了本次奖励，请等待奖励再次刷新	Tu ya has afirmado esta recompensa, por favor espera hasta que se actualice la recompensa
wsjhd4	消耗{0}金币，进行1次普通打鬼	Consumir {0} de oro para que reviente 1 fantasma común
wsjhd5	消耗{0}神石，进行1次高级打鬼	Consumir {0} Balens durante 1 premio fantasma que revienta
wsjhd6	消耗{0}神石，进行10次高级打鬼	Consumir {0} Balens durante 10 premio fantasma que revienta
wsjhd7	今日剩余普通打鬼次数:{0}	Diariamente veces comunes restantes que el fantasma revienta : {0}
wsjhd8	活动未开始	El evento aún no ha comenzado
wsjhd9	今日普通打鬼次数不足	Tiempos fantasma que revienta comunes diarias insuficientes
wsjhd10	是否确认花费{0}金币打鬼1次	Gasta {0} de oro para 1 fantasma que revienta
wsjhd11	背包不足，打鬼失败	Mochila insuficiente, fantasma que revienta fallido
wsjhd12	金币不足	Oro insuficiente
wsjhd13	是否确认花费{0}神石打鬼1次	Gasta {0} Balens durante 1 fantasma que revienta
wsjhd14	神石不足，打鬼失败	Balens insuficiente, fantasma que revienta fallido
wsjhd15	是否确认花费{0}神石打鬼10次	Gasta {0} Balens de 10 fantasma que revienta
wsjhd16	花费{0}神石放1次烟花	Gasta {0} Balens para hacer estallar 1 fuego artificial
wsjhd17	花费{0}神石放20次烟花	Gasta {0} Balens para hacer estallar los 20 fuegos artificiales 
wsjhd18	花费{0}神石放100次烟花	Gasta {0} Balens para hacer estallar los 100 fuegos artificiales 
wsjhd19	是否确认花费{0}神石放1次烟花	¿Seguro que quieres gastar {0} Balens para hacer estallar 1 fuego artificial?
wsjhd20	神石不足	Balens insuficientes
wsjhd21	背包不足	Mochila insuficiente
wsjhd22	是否确认花费{0}神石放20次烟花	¿Seguro que quieres gastar {0} Balens para hacer estallar los 20 fuegos artificiales?
wsjhd23	是否确认花费{0}神石放100次烟花	¿Seguro que quieres gastar {0} Balens para hacer estallar los 100 fuegos artificiales?
wsjhd24	宴会未开始，无法进入	El banquete no ha comenzado todavía, no puedes entra
wsjhd25	生命+{0}	PV + {0}
wsjhd26	攻击速度+{0}	Velocidad de ataque + {0}
wsjhd27	怒气+{0}	Rabia + {0}
wsjhd28	物攻+{0}	ATQF + {0}
wsjhd29	物防+{0}	DEFF + {0}
wsjhd30	法攻+{0}	ATQM + {0}
wsjhd31	法防+{0}	DEFM + {0}
wsjhd32	暴击+{0}	CRIT + {0}
wsjhd33	免暴+{0}	CRIT-Resistencia + {0}
wsjhd34	破防+{0}	DEF-Rotura + {0}
wsjhd35	免破+{0}	Anti-Rotura + {0}
wsjhd36	格挡+{0}	Bloquear + {0}
wsjhd37	破挡+{0}	Penetrar + {0}
wsjhd38	增伤+{0}	Estímulo Ataque + {0}
wsjhd39	免伤+{0}	Reducción de daño + {0}
hlsktips01	您还不在公会中，无法参与该活动	No estás en un Clan, no puedes participar en el evento
hlsktips02	冷却中，无法进行操作！	El enfriamiento, ¡no se permite esta operación en este momento!
hlsktips03	全公会成员伤害加成20%	Estímulo Ataque + 20% para todos los miembros de la hermandad
