messageId	desc	PLdesc
newwed055	派对尚未开始，等开始后进入	Przyjęcie jeszcze się nie rozpoczęło, wejdź po rozpoczęciu.
newwed056	你和<font color='#00FF00'>{0}</font>完成了{1}之旅	Ty i <font color='#00FF00'>{0}</font> ukończyliście podróż {1}
chxt8	称号培养石不足，是否确认花费#C(#00FF00){0}#n神石进行1次称号培养？	Brak klejnotów treningowych tytułu, używając #C(#00FF00){0}#n Diamentów trenować tytuł 1 raz?
chxt9	是否确认使用#C(#00FF00){0}#n个称号培养石和#C(#00FF00){1}#n神石完成10次培养？	Używając #C(#00FF00){0}#n sztuk klejnotu treningowego tytułu i #C(#00FF00){1}#n Diamentów trenować 10 razy?
chxt2	玩法说明：#H1、培养可提升称号等级，每次培养均有概率暴击出现3倍经验#H2、限时称号无法培养#H3、称号属性在以下玩法中生效：#H#C(#fbfe00)  英雄竞技、勇斗领主、劫宝、野外夺宝、组队爬塔、公会魔神、魔兽入侵、荣耀之战、城主轮值、跨服竞技#n	Opis: Opis: #H1. Możesz trenować swój tytuł by zwiększyć jego poziom. Z każdym treningiem masz szansę zdobyć 3* EXP.#H2, Tytuły tymczasowe nie mogą być trenowane #H3, Cechy tytułu dają efekt w poniższych: #H#C(#fbfe00) Arena, Arena Bohatera, Grabież, Dzika Grabież, Wieża Drużyny, Gra odważnych, Najeźdźcy, Wojna Honoru, Bitwa Gildii, Arena cross-server #n
chxt3	称号升星说明：	Opis ulepszania gwiazd tytułu:
chxt1	玩法说明：#H1、称号可通过不同活动、玩法激活#H2、部分称号具备属性，不同称号间属性可累加，限时称号到期则属性失效#H3、称号属性在以下玩法中生效：#H#C(#fbfe00)  英雄竞技、勇斗领主、劫宝、野外夺宝、组队爬塔、公会魔神、魔兽入侵、荣耀之战、城主轮值、跨服竞技#n	Opis: #H1, Tytuł można w różnych  eventach i grach #H2, Niektóre tytuły mają różne cechy, które mogą się na siebie nakładać. Daje efekt aż do skończenia się cech danego tytułu #H3, Cechy tytułu dają efekt w poniższych: #H#C(#fbfe00) Arena, Arena Bohatera, Grabież, Dzika Grabież, Wieża Drużyny, Gra odważnych, Najeźdźcy, Wojna Honoru, Bitwa Gildii, Arena cross-server #n
chxt6	有效期：永久(已激活)	Ważność: Bezterminowo (Aktywowane)
chxt7	有效期：永久(未激活)	Ważność: Bezterminowo (Nieaktywowane)
chxt4	剩余：{0}天{1}小时(已激活)	Pozostało: {0} dni {1} godzin (Aktywowane)
chxt5	有效期：{0}天{1}小时(未激活)	Ważność: {0} dni {1} godzin (Nieaktywowane)
supervip005	称号详情	Szczegóły tytułu
khpd2015009	活动说明：#H1、团购礼包的购买数量每日都会重置 #H2、每个团购礼包每天限买一个。#H3、每日为一轮团购，每日00:00重置，并发放跨服团购奖励。#H4、每日23:55-00:01结算期间不能购买。	Opis eventu: #H1, Liczba paczek grupowego zakupu resetuje się codziennie #H2, Można pobrać tylko raz dziennie.#H3, Jest tylko jedna runda dziennie, która zeruje się o 00:00. Nagrody są wysyłane po wyzerowaniu.#H4, Codziennie między 23:55-00:01 trwa podliczanie i wtedy nie można już kupować.
supervip007	超级贵族等级达到{0}级激活	Aktywuje się, gdy poziom Super VIP osiągnie {0}
supervip006	1、超级贵族等级以及主角等级到达一定等级可以激活对应的称号。#H2、称号可以增加让您心动的属性。#H3、达到对应的超级贵族等级可以激活代表你身份的超级贵族小图标。#H4、聊天频道，好友界面，人物头顶，公会人物名字前面将会亮起对应的超级贵族小图标。#H5、只要成为超级贵族1，你的聊天名字，说话内容也将会与众不同哟。#H6、还在等什么，赶紧去获取能显示您高贵身份的标志吧！	1, Gdy Super VIP i twoja postać osiągną wymagany poziom, można zdobyć powiązany tytuł.#H2, Tytuł zapewni bonus cechom.#H3, Gdy osiągniesz wymagany poziom Super VIP aktywuje się ikonka Super VIPa.#H4. W okienku czatu będzie ikona super VIP, lista przyjaciół, nazwa Postaci i Gildii.#H5. Jeśli zostaniesz graczem super VIP 1, twoje imię i czcionka będą bardziej imponujące.
supervip001	在龙骑士传中再获得{0}点富豪值，即可升级为超级贵族{1}	Zdobądź {0} więcej punktów bogactwa, a zostaniesz Super VIPem {1}.
supervip003	已升至最高级，更高等级超级贵族尚未开放，敬请期待！	Maksymalny poziom, wyższy poziom Super VIP'a jeszcze się nie odblokował. Czekaj!
supervip002	提升超级贵族等级	Podnieś poziom Super VIP
khpd2015001	活动说明：#H1、活动期间玩家可以消耗圣者徽章兑换指定商品#H2、圣者徽章可以在狂欢冲冲冲活动中获得	Opis Eventu: #H1, Podczas eventu gracze mogą wymienić Świętą odznakę na określone produkty #H2, Święte odznaki można zdobyć z eventów karnawałowych
khpd2015002	活动说明：#H1、活动期间根据玩家充值的神石来进行排行#H2、玩家每日充值神石达到一定数量才会进行排行#H3、根据不同的排名发放不同的排名奖励，奖励将通过邮件的形式于每日00：00分发送#H4、跨服榜前100名玩家可获得丰厚奖励#H5、玩家可通过下方按钮查看跨服今日排行和昨日排行#H6、本服前10名玩家可获得丰厚奖励#H7、跨服排名30分钟更新，每日23：58至次日00：00分为结算时间，此期间进行充值不会被计入充值排行榜，充值数每日清零#H8、本服充值排行实时更新	Opis Eventu: #H1, Podczas eventu gracze wejdą do rankingu według wydanych diamentów #H2, Mogą wejść do listy, gdy osiągną wymagane użycie #H3, Gracze w różnych rankingach zdobędą różne nagrody. Nagrody zostaną wysłane na pocztę codziennie o 00:00 #H4, Gracze, którzy znajdą się w pierwszej 100 w rankingu cross-server zdobędą wytworne nagrody #H5, Gracze mogą sprawdzić dzisiejszy i wczorajszy ranking cross-server używając przycisku poniżej #H6, Gracze w pierwszej 10 na tym serwerze zdobędą wytworne prezenty #H7, Ranking cross-server uaktualnia się co 30 minut, codziennie między 23:58-00:00 następuje podliczanie, po tym czasie wydane diamenty się nie liczą. Ranking zeruje się codziennie #H8, Ranking uaktualnia się natychmiast.
khpd2015003	充值≥{0}神石	Doładowanie≥{0} diamentów
supervip009	是否花费【{0}】充值神石购买【{1}】	Używając [{0}]Diamentów z doładowań kupić [{1}]?
supervip008	超级贵族{0}级开启。	Super VIP odblokuje się na lv {0}
khpd2015006	土豪派对说明：#H1、活动期间，玩家消费任何神石都会累计在已消费神石数量中。#H2、消费满#C(#FF0000)10000神石#n以上的玩家有机会进入富豪榜中。#H3、富豪榜数据每整点更新一次，全服消费前100名玩家能够进入土豪榜。#H4、活动结束后根据排名发放奖励，奖励在活动结束后十分钟内发放,玩家可通过玩法奖励领取。	Opis Luksusowego Przyjęcia: #H1. Podczas eventu wszystkie wydane przez ciebie Diamenty będą liczone łącznie. #H2. Gracze, którzy wydadzą co najmniej #C(#FF0000)10000 Diamentów#n mają szansę dostać się do rankingu bogactwa.#H3, Dane listy uaktualniają się o każdej pełnej godzinie, na wszystkich serwerach gracze będący w pierwszej 100 mogą wejść do listy.#H4, Gdy event dobiegnie końca, zostaną wysłane nagrody według rankingu. Nagrody zostaną wysłane 10 minut po zakończeniu eventu i gracze mogą je pobrać przez nagrody eventowe.
khpd2015007	#C(#FFFFFF)获得抽奖次数:完成#U#C(#00FF00)#A(#K(dlg,OPEN_DO_DAILY))每日必做#C(#FFFFFF)	#C(#FFFFFF) Zdobądź przydział losowania: #U#C(#00FF00)#A(#K(dlg,OPEN_DO_DAILY)) Ukończ codzienne zadania #C(#FFFFFF)
kfjjcwzzf1	1、决赛期间，玩家挑战胜利可获得决赛积分#H2、决赛结束后，根据玩家决赛积分排名进行发放奖励#H3、奖励通过玩法奖励发放	1, W trakcie finału, gracze zwyciężając zdobywają punkty finalne #H2, Gdy finały się skończą, zostaną wysłane punkty według rankingu punktów finalnych #H2, Nagroda będzie wysłana z nagrodami eventu.
kfjjcwzzf3	决赛积分	Punkty finalne
kfjjcwzzf2	王者之风活动时间：22:00-22:30	Czas eventu Króla Wiatru: 22:00-22:30
kfjjcwzzf5	王者之风尚未开始，活动第7天22:00-22:30开启	Event Król Wiatru jeszcze się nie rozpoczął, rozpocznie się 7. dnia eventu między 22:00-22:30
kfjjcwzzf4	暂无排名数据	Brak danych rankingu
kfjjcwzzf7	活动第7天8:00-21:59可进行竞猜	Można zgadywać 7. dnia eventu między 8:00-21:59
kfjjcwzzf6	决赛结束后，奖励通过玩法奖励发放	Po zakończeniu finałów, nagroda zostanie wysłana z Nagrodami Eventu.
shouyiguizu	贵族{0}，开启一键收益	Zostając VIP {0} odblokuje się zbieranie szybkiego zysku
kfzdjj8	确定将{0}踢出战队?	Wyrzucić {0} z grupy?
kfzdjj9	已申请	Zaaplikowano
kfzdjj4	战队名字：{0}	Nazwa Grupy: {0}
kfzdjj5	等级：{0}	Poziom: {0}
kfzdjj6	战斗力：{0}	Siła Bitewna: {0}
kfzdjj7	个人积分：{0}	Punkty własne: {0}
kfzdjj1	只有队长才可调整出战顺序	Tylko lider może zmienić kolejność drużyny.
kfzdjj2	请先创建或加入战队	Najpierw stwórz grupę lub dołącz do jakiejś.
kfzdjj3	#C(#ffffff)[跨服组队竞技]#C(#00ff00){0}#n邀请你加入队伍#n	#C(#ffffff)[Arena grupowa cross-server]#C(#00ff00){0}#n zaprosił cię do drużyny #n
ssykhHqct8	本服排行榜数据实时更新	Dane rankingu tego serwera uaktualnią się natychmiast
ssykhHqct4	跨服排名每30分钟更新一次	Ranking cross-server uaktualnia się co 30 minut
ssykhHqct5	本服排名实时更新	Dane rankingu tego serwera uaktualnią się natychmiast
ssykhHqct6	达标条件：充值≥10000神石	Warunek: Doładowanie≥10000 diamentów
ssykhHqct7	跨服排行榜数据30分钟更新一次	Ranking cross-server uaktualnia się co 30 minut
ssykhHqct1	1、活动期间每日充值达到10000神石可领取固定奖励；#H2、充值达到10000神石的玩家有资格进入充值排行榜，跨服排行榜每半个小时更新一次，本服排行榜实时更新；#H3、每日23：55结算当日玩家充值排名，23：55分之后充值将不计入每日排行；#H4、每日00：00至次日00：05分为结算时间，在此期间进行充值可能不会被计入充值排行榜；#H5、每日00：00以邮件方式发放排行奖励，跨服前100名、本服前10名的玩家可获得丰厚奖励；#H6、玩家可通过下方按钮查看跨服和本服的今日排名和昨日排名。	1, Podczas eventu gracze osiągając 10000 diamentów w dziennym doładowaniu zdobędą nagrody; #H2, Gracze, którzy doładują 10000 diamentów wejdą do rankingu. Ranking cross-serwer uaktualnia się co pół godziny. Ranking tego serwera uaktualnia się natychmiast; #H3, Codziennie o 23:55 nastąpi podliczanie, doładowania po tym czasie nie będą się liczyć; #H4, codziennie między 00:00-00:05 trwa podliczanie. Doładowania robione w ty czasie mogą nie wliczyć się do podliczania; #H5, Codziennie po 00:00 zostaną wysłane nagrody na pocztę, gracze w pierwszej 100 cross-server i pierwszej 10 swojego serwera zdobędą wytworne nagrody; #H6, Korzystając z przycisków poniżej można wyświetlić rankingi.
ssykhHqct2	活动时间：	Czas Eventu:
ssykhHqct3	活动尚未开启	Event jeszcze się nie rozpoczął
kfzdjj23	{0}秒	{0} sekund
kfzdjj22	魔晶不足，无法创建战队	Brak Zablok.Diamentów, nie można stworzyć grupy
kfzdjj21	请先输入战队名字	Wprowadź nazwę grupy
kfzdjj20	修改战队	OK
kfzdjj27	排名：暂无	Ranking: Brak
kfzdjj26	排名：{0}	Ranking: {0}
kfzdjj25	失败：{0}	Przegrana: {0}
kfzdjj24	胜利：{0}	Zwycięstwo: {0}
kfzdjj29	胜率：{0}	Średnia zwycięstwa: {0}
kfzdjj28	总次数：{0}	Łączna liczba: {0}
lanzuanle05	消耗{0}个蓝钻水晶兑换奖励，是否确认兑换？	Używając {0} sztuk kryształów niebieskiego diamentu dokonać wymiany prezentu?
lanzuanle04	开通或续费蓝钻可获得领奖，点击领奖可额外获得蓝钻水晶	Otwierając konto lub kontynuując płacenie niebieskich diamentów zdobywasz prezenty,klikając na Pobierz można zdobyć  krzyształy niebieskiego diamentu
lanzuanle06	蓝钻水晶不足，前往点击领奖可额外获得蓝钻水晶	Brak kryształów niebieskiego diamentu, klikając na Pobierz można zdobyć  krzyształy niebieskiego diamentu
lanzuanle01	拥有蓝钻水晶：{0}个	Aktualne kryształy niebieskiego diamentu: {0} sztuk
lanzuanle03	消耗蓝钻水晶：{0}	Zostanie użytych kryształów niebieskiego diamentu: {0}
lanzuanle02	可用领奖次数：{0}次	Można pobrać prezent: {0} razy
zbs_rule5	#H#C(#ffffff)3.决赛分为32强(32进16),16强(16进8),8强(8进4),半决赛(4进2),总决赛5场，每日进行2场比赛。#H4.比赛为#C(#ff0000)3局2胜制#n，每局比赛限时5分钟(共15分钟)，失败的战队将被传送出地图，胜利的战队进入下一轮。#H5.每场比赛需#C(#ff0000)提前10分钟#n进入地图，比赛无需手动匹配，系统将自动传送玩家进入战斗,#C(#ff0000)比赛时间内不在地图中的战队按照失败处理。#n#n	#H#C(#ffffff)3. Turniej dla graczy top 16 (32->16), top 8 (16->8), ćwierćfinał (8->4), półfinał (4->2) oraz finał. Codziennie odbywają się 2 turnieje. #H4. Na zasadzie #C(#ff0000)Najlepszy z trzech., każdy mecz trwa 5 minut (w sumie 15 minut), przegrani są usuwani z mapy. Zwycięzcy przejdą do kolejnej rundy.#H5. Przed każdym meczem #C(#ff0000) 10 minut wcześniej #n powinieneś wejść do mapy. Nie musisz dobierać grupy ręcznie, system zrobi to automatycznie. #C(#ff0000) Grupy nie będące w mapie w czasie meczu liczą się jako przegrane.# n#n
zbs_rule4	#H#C(#ffffff)#C(#cc6600)1.比赛资格:#n#H天榜比赛    小组赛各小组排名第1、2名战队#H地榜比赛    小组赛各小组排名第3、4名战队#n	#H#C(#ffffff)#C(#cc6600)1. Kwalifikacje do meczu: #n#H 1. i 2. grupa w rankingu meczów małych grup listy meczów Nieba #H 3. i 4. grupa w rankingu meczów małych grup listy meczów ZIemi#n
newwed060	跨服派对说明：#H1.开启免费高档派对后，才能竞拍跨服派对（已开启免费高档派对的伴侣不受影响）#H2.每日13：00-19：20竞拍，竞拍成功后19:30-19:50举行，每日所在服务区组只举办一场#H3.跨服派对开启后，世界邀请时将跨服发送世界邀请信息#H4.举办成功后，夫妻双方亲密增加50000，派对中可免费投放3次喜糖#H5.竞拍成功并获得派对资格的玩家，如果在派对开启前离婚，跨服派对将开启失败，竞拍费用不会返还#H6.每日19：00-19：50跨服派对结算和举办期间不能离婚	Opis Przyjęcia cross-server: #H1. Po zorganizowaniu darmowego zaawansowanego przyjęcia, można rozpocząć aukcję (otwarte zaawansowane przyjęcia nie wpływają na parę) #H2. Codziennie między 13:00-19:20 ma miejsce aukcja. Gdy się powiedzie między 19:30-19:50 zostanie zorganizowana. Codziennie na wszystkich serwerach można zorganizować tylko raz. #H3. Po zorganizowaniu przyjęcia serwera, zapraszając w Świecie, zostanie wysłane info o zaproszeniu cross-server do Świata #H4. Gdy organizacja się nie powiedzie, małżonkowie zdobędą 50000 intymności. na przyjęciu można rozdać 3 razy darmowe cukierki. #H5. Gracze, którzy wzięli udział w aukcji pomyślnie i otrzymali szansę na przyjęcie, gdy się rozwiodą zanim przyjęcie się rozpocznie, przyjęcie cross-serwer będzie odwołane, a zapłata za aukcję nie zostanie zwrócona. #H6. Codziennie między 19:00-19:50 podczas podliczania i podczas organizowania nie można się rozwodzić.
zbs_rule6	#H#C(#ffffff)#C(#CC6600)7.竞猜规则:#n#H每场决赛比赛开始前可以对胜负状况进行竞猜，竞猜分为#C(#00ff00)金币竞猜#n和#C(#00ff00)神石竞猜#n。#H8.比赛结束后将按照一定倍率给予竞猜奖励，金币竞猜成功的奖励倍率为1.5，失败返还50%金币；神石竞猜成功的奖励倍率视比赛场次而定，竞猜成功将按倍率返还奖励神石，失败返还100%奖励神石。#H9.决赛中每两场比赛间有35分钟的时间可用于竞猜。#H10.比赛结束后将通过邮件发放竞猜奖励。#n	#H#C(#ffffff)#C(#CC6600)7. Zasady Zgadywanki: #n#H Przed każdym finałem meczu można wziąć udział w zgadywance na temat meczu, zgadywanki podzielą się na dwie części: #C(#00ff00) Zgadywanka Złota #n i #C(#00ff00) Zgadywanka diamentów #n.#H8. Po zakończeniu meczy zostaną rozdane prezenty za zgadywanie, Podczas, gdy w przypadku pomyślnego zgadnięcia w Zgadywance Złota zdobywasz 1,5 razy nagrodę, to w przypadku niepomyślnej Zgadywanki Złota zwraca się 50% Złota; Podczas pomyślnej zgadywanki średnią nagród określa się według meczu, w przypadku niepomyślnej zgadywanki zwraca się 100% diamentów.#H9. W finale pomiędzy dwoma meczami następuje 35-minutowy czas na zgadywanie.#H10. Po zakończeniu meczy nagrody zostaną wysłane na pocztę w grze.# n
yxsd91	{0}[左神卫]	{0}[Lewy Strażnik]
newyear012	#U#C(#00FF00)#A(#K(dlg,{0}))前往获取	#U#C(#00FF00)#A(#K(dlg,{0})) Idź i zdobądź
newyear013	无	Brak
newyear010	新年折扣汇未开启	Obniżka Noworoczna jeszcze się nie rozpoczęła
newyear011	和#C(#fbfe00){0}#n积分	I #C(#fbfe00){0}#n punktów
newyear016	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n	Zdobyte z losowania #C(#1A96D6)#C(#00FF00){0}#n: #C(#00FF00){1}#n+#C(#00FF00){2}#n
newyear017	活动未开启	Event nie jest otwarty
newyear014	次数不足时，可消耗{0}神石开启	Brak przydziałów, można otworzyć wydając {0} diamentów
newyear015	当前剩余开启宝箱次数：{0}	Aktualna ilość nieotwartych skarbów: {0}
newyear018	是否花费#C(#fbfe00){0}神石#n进行1次抽奖	Wydając #C(#fbfe00) {0} diamentów#n losować 1 raz?
newyear019	是否确认花费#C(#fbfe00){0}神石#n和#C(#fbfe00){1}#n次免费次数进行10次抽奖	Używając #C(#fbfe00){0} diamentów #n i #C(#fbfe00){1} #n przydziałów losować 10 razy?
llsr8	夺宝徽章:来源于野外夺宝活动	Odznaki z Grabieży: można zdobyć z eventu Dzika Grabież
llsr7	我的夺宝徽章:{0}	Moja Odznaka Grabieży: {0}
xingqi1	星期一	Poniedziałek
xingqi0	星期日	Niedziela
xingqi3	星期三	Środa
xingqi2	星期二	Wtorek
xingqi5	星期五	Piątek
xingqi4	星期四	Czwartek
xingqi6	星期六	Sobota
dbx3	544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563	544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563
union88	该商品已下架，购买失败	Produkt został usunięty, nie można kupić
union82	个人贡献不足，激活失败	Brak osobistych datków, aktywacja nie powiodła się
union83	{0}技能重新激活	Umiejętność {0} została aktywowana na nowo
union80	个人贡献不足，公会技能学习失败	Brak osobistych datków, nie można nauczyć się umiejętności gildii
union87	该商品已出售一空，购买失败	Ten przedmiot nie jest już w sprzedaży, zakup nie powiódł się.
xztfk	星座天赋卡	Karta talentu zodiaku
union85	每日限购数量为0，无法购买	Ilość codziennego limitowanego zakupu 0, nie można kupić.
xl48	被动：星灵每升星一级，被动技能提升一级	Pasywne: Po każdym ulepszeniu się poziomu gwiazd duszy gwiazd, pasywna umiejętność wzrośnie o jeden poziom
xl49	下一等级：	Następny poziom:
xl44	星灵之力持续时间过长，无法继续增加	Jeśli czas siły duszy gwiazd trwa długo, nie będzie się dołączać
xl45	请先选择被传承的星灵	Najpierw wybierz ekwipunek, który ma być przekazany!
xl46	点击查看#C(#00ff00)星灵之力#n	Klikając #C(#00ff00) sprawdź siłę duszy gwiazd #n
xl47	主动：星灵每进化一次，主动技能提升一级<br>     在星级<font color='#00ff00'>（5星，8星，11星，14星，17星，20星）</font>主动技能会有很大提升	Aktywne: Gdy dusza gwiazd udoskonali się o każdy 1 poziom, aktywna umiejętność ulepszy się o 1 poziom <br>  Gdy poziom gwiazd osiągnie <font color='#00ff00'>(5 gwiazd, 8 gwiazd, 11 gwiazd, 14 gwiazd, 17 gwiazd, 20 gwiazd)</font>  aktywna umiejętność osiągnie duże ulepszenie
xl41	{0}的星灵	{0} dusza gwiazd
xl42	该星灵已提升至最高星级	Ta dusza gwiazd została ulepszona do najwyższego poziomu gwiazd.
xl43	1.占星可获得星运值来解锁星灵。#H2.部分星灵的解锁道具将在活动中产出。#H3.星灵每10级可进化一次,进化会提升主动技能等级。#H4.升星可大幅提高星灵属性，被动技能提升1级。#H5.星灵之力可为主角提供高额BUFF增加玩家属性,相同BUFF的时间可叠加。#H6.传承后传承星灵等级、星级将为初始值，被传承星灵继承全部经验、最高星级和祝福值。#H7.任意星灵达到一定星级可解锁刻印，解锁刻印需要消耗道具。#H8.刻印解锁后可升级，刻印提升的属性对所有已解锁的星灵生效。	1. Zdobyta z wróżenia wartość gwiazd używana jest do otwarcia blokady duszy gwiazd.#H2. Przedmioty potrzebne do otwarcia niektórych duszy gwiazd można zdobyć z eventów.#H3. Dusze gwiazd można udoskonalić raz na 10 poziomów, udoskonalając można ulepszyć poziom aktywnej umiejętności.#H4. Udoskonalając gwiazdy można zwiększyć cechy duszy gwiazd, pasywna umiejętność ulepszy się o 1 poziom.#H5. Siła duszy gwiazd doda efekt głównej postaci, czas każdego z efektu może się na siebie nakładać.#H6. Po przekazaniu poziom duszy gwiazd i poziom gwiazd wyzeruje się, dusza gwiazd, której zostaną przekazane cechy zdobywa całe EXP, najwyższy poziom gwiazd i wartość błogosławieństwa.#H7. Gdy jakakolwiek dusza gwiazd osiągnie określony poziom gwiazd otworzy się pieczęć, aby wykonać pieczęć zużyją się przedmioty.#H8. Po odblokowaniu się pieczęci można ulepszyć poziom, cechy ulepszane za pomocą pieczęci wpłyną na wszystkie dusze gwiazd z otwartą blokadą.
gej11	剩余领取：	Pozostałe pobranie:
gej12	剩余领取：	Pozostałe pobranie:
gej13	已经炼金:	Praktykowana Alchemia:
gej14	培养次数:	Liczba Treningów:
gej16	已经合成:	Zsyntetyzowane:
kndlb	活动期间首次登陆	Pierwsze wejście podczas eventu
qqguanjia04	已领取	Pobrano
qqguanjia05	QQ管家在线验证失败，请稍后再试	Błąd weryfikacji online QQ, spróbuj później
qqguanjia02	{0}月{1}日	{0} miesiąca {1}. Dnia
qqguanjia03	领取	Pobierz
qqguanjia01	2015/1/9 0:00	2015/1/9 0:00
union158	已提星	Zwiększono gwiazdy
union155	是否消耗#C(#fbfe00){0}#n个人贡献和#C(#fbfe00){1}#n神石购买{2}	Używając #C(#fbfe00){0}#n własnego wkładu i #C(#fbfe00){1}#n diamentów kupić {2}?
union154	商店已达最高等级	Sklep osiągnął maksymalny poziom
union157	提星	Zwiększanie gwiazd
union156	是否消耗#C(#fbfe00){0}#n个人贡献和#C(#fbfe00){1}#n神石购买{2}	Używając #C(#fbfe00){0}#n własnego wkładu i #C(#fbfe00){1}#n diamentów kupić {2}?
union151	#C(#ffffff)重新激活消耗#n#H#C(#fefb00)个人贡献：{0}	#C(#ffffff) Aby na nowo aktywować potrzeba #n#H#C(#fefb00) własny wkład : {0}
union150	已失效，需重新激活	Utracono efekt, musisz aktywować na nowo
kfjjcqyhj10	今日购买行动力次数已达上限	Osiągnięto limit zakupu dziennego przydziału
union152	魔法塔已达最高等级	Magiczna Wieża osiągnęła maks.poziom
zbxt27	仅限主角装备	Tylko ekwipunek postaci
zbxt28	#C(#66FF00)(仅限主角装备)#n	#C(#66FF00)(Tylko ekwipunek postaci)#n
union64	{0} {1}级开启	{0} odblokuje się na lv {1}
union60	您没有权限进行此操作	Nie masz dostępu do wykonania tej operacji.
union61	公会等级不足，请提升公会等级	Poziom gildii niewystarczający, najpierw podnieś poziom.
union62	公会资源不足，请增加公会资源	Źródła gildii niewystarczające, najpierw zdobądź źródła.
union68	神兽玩法说明：#H1、每人每日只能选择一种方式喂养一次狮虎兽#H2、消耗剩余成长值的神石完美喂养，狮虎兽立即满成长值上限#H3、会长和副会长可在狮虎兽成长值满时进行召唤，召唤后当前成长值清空#H4、在公会驻地挑战狮虎兽，根据每次造成的伤害获得个人奖励#H5、成员对神兽造成的伤害一样，则战斗力和等级高者优先排行#H6、挑战狮虎兽成功还可为公会商店增加限时物品奖励，成员可消耗贡献购买	Opis Mistycznego Stworzenia: #H1, Każdy może codziennie wybrać tylko jeden rodzaj żywienia, by nakarmić raz Liger'a #H2, Można wykonać pomyślne karmienie wydając diamenty na pozostałą wartość wzrostu a wartość żywienia Liger'a osiągnie limit #H3, Lider gildii i jego pomocnik mogą obudzić Liger'a, gdy wartość jego wzrostu osiągnie limit, po przebudzeniu wartość wzrostu wyzeruje się #H4, Walka z Liger'em odbywa się w rejonie gildii #H5, Jeśli obrażenia zadane mistycznego stworzeniu przez członków gildii są takie same, w rankingu wyższe miejsce zajmie gracz z wyższą siłą bitewną #H6, Jeśli walka z Liger'em powiedzie się, w sklepie odnowią się przedmioty. Gracze mogą kupować przedmioty używając własnych datków
union69	是否消耗{0}金币喂养神兽#H#C(#ff0000)提示：每日只能选择一种方式喂养	Wydając {0} Złoto nakarmić mistyczne stworzenie? #H#C(#ff0000)Uwaga: codziennie można wybrać tylko 1 rodzaj żywienia
wed128	完成<font color='#00FF00'>{0}</font>后可获得：	<font color='#00FF00'>{0}</font> po przejściu można zdobyć: 
zhengba19	战队成员	Członek grupy
zhengba18	仅战队队长可选择小组	Tylko lider grupy może wybrać małą grupę
zhengba17	您所在的战队已经选择了小组	Grupa, w której się znajdujesz wybrała małą grupę
zhengba16	请勾选您要竞猜的类型 	Wybierz rodzaj zgadywanki
wed123	您还未选择送出的喜糖哟!	Jeszcze nie wybrałeś cukierków, które chcesz rozdać.
wed122	爱心等级已满,快去升级中间的亲密等级吧!	Poziom serca wzrósł maksymalnie. Podnieś poziom Intymności pośrodku!
wed125	您目前尚未结婚，无法升级！	Nie można ulepszyć, jeszcze nie masz męża/żony!
wed124	您今日送喜糖的次数已经用完。	Wykorzystano dzienny przydział na prezent cukierków.
zhengba11	(竞猜限额:10~{0}充值神石)	(Limit zgadywania: 10~{0} diamenty z doładowań)
zhengba10	(竞猜限额:10万~{0}万金币)	(Limit zgadywania: 100k~{0}0k Złoto)
wsjhd8	活动未开始	Event się nie rozpoczął
wsjhd9	今日普通打鬼次数不足	Dzisiejsza liczba normalnych polowań na duszę niewystarczająca!
wsjhd2	变身卡buff：#H点击图标打开变身卡buff信息框#H可查看各buff属性、形象信息和进行形象更换操作	Efekt mutacji: #H Klikając na ikonkę otworzy się okienko z informacjami o efektach mutacji #H Sprawdzając cechy efektów można zmienić informacje o wyglądzie
wsjhd3	你已经领取了本次奖励，请等待奖励再次刷新	Pobrałeś aktualne nagrody, czekaj aż się odnowią.
wsjhd1	规则说明：#H1、活动期间只要获得过该变身卡即成功收集。#H2、每个收集奖励只能领取一次。#H3、获得变身卡使用变身后不会影响已收集的数量。	Opis: #H1. Jeśli otrzymasz kartę podczas eventu, oznacza to, że ją zebrałeś. #H2. Każdą nagrodę można odebrać raz. #H3. Jeśli użyjesz tę kartę, suma zebranych kart nie zmaleje.
wsjhd6	消耗{0}神石，进行10次高级打鬼	Wydając {0} diamentów wykonać zaawansowane polowanie na dusze 10 razy?
wsjhd7	今日剩余普通打鬼次数:{0}	Codzienny przydział na polowanie na dusze: {0}
wsjhd4	消耗{0}金币，进行1次普通打鬼	Wydając {0} Złoto Wykonać normalne polowanie na dusze 1 raz?
wsjhd5	消耗{0}神石，进行1次高级打鬼	Wydając {0} diamentów wykonać zaawansowane polowanie na dusze 1 raz?
godessCard07	#C(#FFFFFF)恭喜获得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神组合奖励：#H{3}	#C(#FFFFFF)Gratulacje, Zdobyto: #C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF) Nagroda grupowa bogini: #H{3}
godessCard06	#C(#FFFFFF)已领取	Pobrano #C(#FFFFFF)
