messageId	desc	RussiaDesc
union112	达到{0}历史贡献	Достигнут {0} исторический вклад
union113	您当前已在公会驻地	Сейчас вы уже в месте расположения гильдии
union114	个人经验：{0}	Личный опыт: {0}
union115	公会资源：{0}	Ресурсы гильдии: {0}
union116	个人贡献：{0}	Личный вклад: {0}
union117	还可领取[{0}/{1}]	Еще можно получить [{0}/{1}]
union118	&nbsp;&nbsp;&nbsp;&nbsp;您将#U#A(#K(playerMenu,{0}))#C(#00ff00){1}#n#n#n的任务提升至#C(#fbfe00){2}#n星	&nbsp;&nbsp;&nbsp;&nbsp; Вы #U#A(#K(playerMenu,{0}))#C(#00ff00){1}#n#n#n повысите задания до #C(#fbfe00){2}#n звезд
union119	&nbsp;&nbsp;&nbsp;&nbsp;#U#A(#K(playerMenu,{0}))#C(#00ff00){1}#n#n#n将您的任务提升至#C(#fbfe00){2}#n星	&nbsp;&nbsp;&nbsp;&nbsp;#U#A(#K(playerMenu,{0}))#C(#00ff00){1}#n#n#n повысит ваши задания до #C(#fbfe00){2}#n звезд
union120	退出公会将丢失未完成的公会任务和已抓战俘，是否确认退出	Покинув гильдию, вы провалите незавершенные задания гильдии. Вы уверены, что хотите выйти?
union121	#C(#ffffff)#I(ChatIcon_Gong,16,16)#C(#00EE00)【公会】公会任务#n({0}/{1})(可接)#H	#C(#ffffff)#I(ChatIcon_Gong,16,16)#C(#00EE00)【Гильдия】Задания гильдии #n({0}/{1})#H
union124	#C(#ffffff){0}#n#C({1}){2}#n#C(#ffffff)神兽，神兽成长值+{3}	#C(#ffffff){0}#n#C({1}){2}#n#C(#ffffff), очки роста мифического животного +{3}
union125	普通喂养	Обычное кормление
union126	高级喂养	Продвинутое кормление
union127	完美喂养	Идеальное кормление
union128	历史贡献不足	Недостаточно исторического вклада
union129	排名奖励	Награды рейтинга
union130	{0}：{1}个人贡献	{0}: {1} личный вклад
union131	即将开启，敬请期待	Скоро откроется, пожалуйста, подождите
union132	#C(#ff0000)研究中	#C(#ff0000)Изучается
union133	建筑升级说明：#H1、公会等级达到指定等级，会长和副会长消耗公会资源可升级相应建筑#H2、相应建筑达到指定等级，才能开放相应的建筑功能#H3、公会资源通过公会捐献和公会任务获得#H#H技能研究说明：#H1、会长和副会长消耗公会资源可开启技能研究#H2、技能开启研究后，每倒计时1小时，消耗公会资源增加10点进度值#H3、公会资源消耗不足时，技能研究进度暂停，下一倒计时再次消耗足够的公会资源才能继续研究#H4、公会技能研究成功后，公会成员可消耗个人贡献和金币前往公会技能界面学习#H#H	Описание усовершенствования постройки: #H1. Когда уровень гильдии достигнет определенного уровня, глава гильдии и заместитель главы гильдии, используя ресурсы гильдии, могут усовершенствовать соответствующую постройку#H2. Только когда соответствующая постройка достигнет определенного уровня, можно открыть (сделать доступной) функцию соответствующей постройки#H3. Ресурсы гильдии можно получить с помощью заслуг гильдии и заданий гильдии #H#H Описание изучения навыков: #H1. Глава гильдии и заместитель главы гильдии, могут использовать ресурсы гильдии, чтобы начать (активир.) изучение навыков#H2. После начала изучения навыков, каждый обратный отсчет времени длится 1 час, при расходе ресурсов гильдии прибавляются 10 очков прогресса #H3. При недостаточном расходе ресурсов гильдии, прогресс изучения навыка временно приостанавливается, и изучение продолжится только в том случае, если при следующем обратном отсчете Вы израсходуете достаточное кол-во ресурсов гильдии#H4. После успешного изучения навыков гильдии, члены гильдии могут использовать личные вклады и золото, чтобы перейти на интерфейс обучения навыкам гильдии #H#H
union134	神兽坛等级不足	Недостаточный уровень алтаря мифического животного
union135	{0}资源/小时	{0} ресурсов/час
union136	学习后{0}天失效	Потеряет эффективность через {0} дней после изучения
union137	{0}天后失效	Потеряет эффективность через {0} дней
union138	喂养记录	Записи кормления
union139	神兽进阶说明：#H1、会长和副会长消耗公会资源可升阶神兽，并可在喂养成熟后进行召唤#H2、成员挑战召唤的神兽可获得金币和个人贡献奖励，挑战成功还可随机获得各种奖励#H3、获得的随机奖励将在公会商店限时出售#H#H商品激活说明：#H1、会长和副会长消耗公会资源可激活商品#H2、公会成员可消耗公会贡献在公会商店中购买激活的商品	Описание улучшения мифического животного: #H1.Глава гильдии и заместитель главы гильдии используя ресурсы гильдии, #Hмогут улучшить миф.животное, а также, после того, как миф.#Hживотное примет законченную форму в процессе кормления, они могут призвать его.#H2. Если члены гильдии бросят вызов миф.животному, которого призвали, то получат золото и награды личного вклада. #HВ случае успешного вызова на бой также можно получить различные награды#H3. Случайно выбранные награды будут временно продаваться в магазине гильдии #H#H Описание активации товара: #H1.Глава гильдии и заместитель главы гильдии, #Hиспользуя ресурсы гильдии, могут активировать товар#H2. Члены гильдии могут использовать вклад гильдии, #Hчтобы купить активированные товары в магазине гильдии
union140	已研究到满级	Изучено до приемлемого уровня
union141	{0}研究进度：{1}/{2}	{0} прогресс изучения: {1}/{2}
union142	<font color='#00FF00'>（研究中）</font>	<font color='#00FF00'> (изучается) </font>
union143	<font color='#ff0000'>（暂停）</font>	<font color='#ff0000'> (пауза) </font>
union144	剩余个数：{0}	Осталось: {0}
union145	神兽祝福+{0}%	Пожелания счастья мифического животного +{0}%
union146	#C(#ff0000)#H满喂养成长值神兽只能获得个人贡献	#C(#ff0000)#HНакопив достаточное кол-во очков роста мифического животного, можно получить личный вклад
union150	已失效，需重新激活	Эффективность уже утрачена, необходима повторная активация
union151	#C(#ffffff)重新激活消耗#n#H#C(#fefb00)个人贡献：{0}	#C(#ffffff)Для активации потратить #n#H#C(#fefb00) личного вклада: {0}
union152	魔法塔已达最高等级	Башня чародея достигла макс. уровня
union153	神兽坛已达最高等级	Алтарь мифического животного достиг макс. уровня
union154	商店已达最高等级	Магазин достиг макс. уровня
union155	是否消耗#C(#fbfe00){0}#n个人贡献和#C(#fbfe00){1}#n神石购买{2}	Хотите потратить #C(#fbfe00){0}#n личного вклада и #C(#fbfe00){1}#n баленов, чтобы купить {2}?
union156	是否消耗#C(#fbfe00){0}#n个人贡献和#C(#fbfe00){1}#n神石购买{2}	Хотите потратить #C(#fbfe00){0}#n личного вклада и #C(#fbfe00){1}#n баленов, чтобы купить {2}?
union157	提星	Повысить звезду
union158	已提星	Звезда повышена
union159	升至满级可增加	Можно увеличить повысив до максимального уровня
union160	角色40级或VIP2开启公告修改功能	Персонаж 40 уровня или со статусом VIP2 получает возможность изменять оповещения
zbxl001	100级开启	Разблокируется на 100 ур.
zbxl002	新属性中有高级属性，确定要继续洗练吗？	Среди новых характеристик есть продвинутые, вы уверены, что хотите продолжить очистку?
zbxl003	原属性中有高级属性未锁，确定要保留新属性吗？	Среди начальных характеристик есть незаблокированные продвинутые характеристики. Вы уверены, что хотите заменить их новыми?
zbxl004	没有足够的洗练石，无法洗练。	Недостаточно замков очистки, невозможно провести очистку
zbxl005	洗练锁不足	Недостаточно замков очистки
zbxl006	未放置装备	Неустановленная экипировка
zbxl007	请选择被继承的装备！	Пожалуйста, сначала выберите инкрустированную экипировку!
zbxl008	请选择继承的装备！	Пожалуйста, сначала выберите экипировку для инкрустации!
zbxl009	是否消耗10神石继承洗练属性	Хотите потратить 10 баленов, чтобы инкрустировать характеристику очистки?
zbxl010	请先选择被继承的装备	Пожалуйста, сначала выберите инкрустированную экипировку
zbxl011	已放置装备	Установленная экипировка
zbxl012	是否消耗{0}神石，解锁该属性条	Вы уверены, что хотите потратить {0} баленов, чтобы разблокировать эти характеристики?
zbxl013	没有足够的洗练锁，无法锁定	Недостаточно замков очистки, невозможно заблокировать
zbxl014	装备强化等级不满100级，无法进行洗练	Вещь не зачарована на 100ур, нельзя произвести очистку.
zbxl015	消耗神石解锁之后可以增加一条属性！	Когда вы потратите балены для разблокировки, можно прибавить одну характеристику!
zbxl016	洗练锁=10神石，是否消耗神石来代替洗练锁？	Замок очистки = 10 баленам, хотите потратить балены вместо замка очистки?
zbxl017	您当前锁住了所有属性，无法洗练哟！	В настоящий момент вы заблокировали все характеристики, невозможно очистить
zbxl018	洗练星级属性{0}星以上	{0} звезд усиления параметров
zbxl019	选择期望洗炼星级属性	Выбирите желаемые параметры очищения
zbxl020	请选择期望洗炼星级！	Выбирите желаемую звезду очищения!
zbxl021	1、选择“期望洗练星级属性”后，会根据选择的期望属性自动洗练。#H2、当有满足期望的星级属性时，会自动停止。#H3、自动洗练洗出的期望星级属性最高不会超过当前洗练度星级。	1. Выбрав «Желаемые параметры очищения», произойдет автоматическое очищение до желаемых параметров. #H2. Достигнув желаемых параметров, функция автоматически остановится. #H3. При автоматическом очищении параметры не могут быть больше текущих звезд очищения.
holiday01	只可使用充值神石购买	Используйте только аккумуляторные балены купить
holiday02	可使用充值神石或奖励神石购买	Вы можете использовать предоплаченные балены или вознаградить балены купить
holiday03	距离跨年后自动换礼剩余：{0}	После Нового года расстояние подарочная упаковка остальные: {0}
holiday04	剩余购买数量:{0}	Количество осталось: {0}
holiday05	达到{0}分可领取	Reach {0} точки могут получить
holiday06	已领取	Он получил
holiday07	在线{0}分钟	Сейчас на сайте: {0} минут
holiday08	贵族{0}可额外获得	Благородство {0} может получить дополнительный
holiday09	今日已在线：{0}分钟	Сегодня уже сейчас: {0} минут
holiday10	累计充值{0}神石获得{1}次抽奖次数	Накопительное перезарядки {0} {1} баленов получить номер лотереи
holiday11	当前剩余开启宝箱次数：{0}	Текущее количество остается открытым грудь: {0}
holiday12	剩余时间：{0}	Оставшееся время: {0}
holiday13	充值开宝箱活动说明：#H1.每日累计购买一定数量神石可领取开启宝箱次数。#H2.未领取的奖励次数将在次日清除。	Топ открыта грудь Событие Описание :. #H1 день совокупный покупке определенное количество баленов может получить открытый сундук раз. #H2. Несобранные номер награда будет очищен следующий день.
holiday14	今日剩余祈福次数：{0}	Сегодня количество оставшихся молитвы: {0}
holiday15	祈福需要消耗{0}金币及1次祈福次数	Клиффорд должны потреблять {0} золота и несколько раз молиться
holiday16	是否消耗{0}金币进行祈福？	Будь молились потребляемых {0} монеты?
holiday17	金币祈福礼活动说明：#H1.每日系统将免费赠送2次祈福次数#H2.完成每日必做最高奖励可获得3次祈福次数#H3.每日在线领取迎新送好礼奖励可获得祈福次数#H4.每次祈福需要消耗1次祈福次数及金币，祈福次数将在次日重置。	Золото благословение Церемония Описание деятельности: ... #H1 система будет ежедневный бесплатный молиться дважды номер #H2 полная день должны сделать высшую награду доступное молиться три раза число #H3 день онлайн получить бонус доступный молиться, чтобы отправить подарки номер #H4. Каждый раз, молился и молился потребляет 1 раз и золото, молясь раз будут сброшены на следующий день.
holiday19	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n,真是新年新气象。	#C(#1A96D6)#C(#00FF00){0}#n составлен #C(#00FF00){1}#n+#С(#00FF00){2}#n, на самом деле новый год.
holiday20	剩余抽奖次数不足	Недостаточно оставшегося кол-ва попыток вращения
holiday21	前往	Перейти
holiday22	祈福次数+{0}	Кол-во молитв о счастье +3
holiday23	没有购买数量	Нет попыток покупки
kfzb101	领奖规则：#H1.跨服争霸赛冠亚季军所在的服务器玩家可分别领取对应的奖励，每档奖励只可领取一次。#H2.所有开启跨服争霸赛活动的服务器玩家均可领取参与奖，参与奖只可领取一次。	Правила получения награды: #H1. Игроки сервера, занявшие 1-3 места в состязании за межсерверное первенство, могут получить соответствующие награды, каждая награда может быть получена только 1 раз #H2. Все игроки сервера, открывшие событие "Состязание за межсерверное первенство" могут получить награды за участие, награду за участие можно получить только один раз
qqguanjia01	2015/6/19 00:00:00	42248
qqguanjia02	{0}月{1}日	{0} {1} день месяца
qqguanjia03	领取	приема
qqguanjia04	已领取	уже получил
qqguanjia05	QQ管家在线验证失败，请稍后再试	QQ экономка проверка Интернет не удалось, попробуйте позже
kfzb102	奖励领奖结束剩余：0天0小时0分钟0秒	Оставшееся время до окончания получения наград: 0 дней 0 часов 0 минут 0 секунд
kfzb103	奖励领奖结束剩余：{0}	Оставшееся время до окончания получения наград: {0}
hhlz001	可领奖次数：{0}次	Кол-во вращений: {0} раз
hhlz002	拥有蓝钻水晶：{0}个	У вас есть кристалл голубого алмаза: {0} шт.
hhlz003	开通或续费豪华蓝钻可获得领奖机会，领奖可获得蓝钻水晶	Откройте банковский счет или внесите плату за использование роскошного голубого алмаза и получите попытки вращения, выполнив вращение, можно получить кристалл голубого алмаза
hhlz004	消耗12个蓝钻水晶兑换天马流星，是否确认兑换？	Потратить 12 кристаллов голубого алмаза, чтобы обменять Небесного скакуна падающей звезды. Вы уверены, что хотите совершить обмен?
hhlz005	蓝钻水晶不足，进行领奖可额外获得蓝钻水晶	Недостаточно кристаллов голубого алмаза, выполнив вращения, можно дополнительно получить кристалл голубого алмаза
hhlz006	消耗20个蓝钻水晶兑换圣光之舞，是否确认兑换？	Потратить 20 кристаллов голубого алмаза, чтобы обменять Танец божественного света. Вы уверены, что хотите совершить обмен?
hhlz007	不在活动时间内	Не во время проведения ивента
hhlz008	等级不足	Недостаточный уровень
yzslc01	玩法说明：#H1.越高等级的试炼场每次击杀怪物获得经验越高。#H2.每天只能进入一个试炼场，进入试炼场后，达到开启更高等级的试炼场的条件也必须到次日才能进入。#H3.使用一键通关功能可以获得通关奖励并得到击杀通关目标的全部经验值。#H4.试炼过程中可随时退出试炼场景，未通关试炼场可重复进入试炼场。#H5.每日00:00重置试炼场，重置期间在试炼场中的玩家会被自动传出试炼场。	Описание события:#H1. Чем выше уровень арены испытаний, тем больше опыт, получаемый за каждого убитого монстра#H2. Ежедневно можно войти на арену испытаний только один раз. Выполнив условия открытия арены испытаний более высокого уровня, нужно дождаться следующего дня, чтобы открыть ее. #H3. Используя функцию "Завершить сразу", можно получить награды за зачистку и часть очков опыта за сражение.#H4. Находясь в процессе испытания, можно в любое время покинуть арену испытания и вернуться туда позже.#H5. Ежедневно в 00:00 происходит сброс арены испытаний. Во время сброса находящиеся на арене испытаний игроки будут автоматически перенесены с арены
yzslc02	贵族等级达到8及以上可开启一键通关功能。	Если VIP-уровень 8 выше, можно активировать функцию зачистки за раз
yzslc04	一键通关可获得通关奖励并得到通关目标数量怪物的全部经验值，是否确定一键通关。	Проведите быструю зачистку, чтобы получить опыт за всех убитых монстров и награды за прохождение?
yzslc05	贵族8及以上玩家可开启一键通关	Игроки VIP8 и выше могут активировать зачистку за раз
yzslc06	今日试炼已通关	Сегодняшняя арена испытаний уже зачищена
yzslc07	今日试炼已通关	Сегодняшняя арена испытаний уже зачищена
yzslc08	初级试炼场	Арена испытаний 1 ступени
yzslc09	中级试炼场	Арена испытаний 2 ступени
yzslc10	高级试炼场	Арена испытаний 3 ступени
newyear001	1、活动期间玩家可以消耗圣者徽章兑换指定商品#H2、圣者徽章可以在新年我最壕活动中获得	1, игрок может потребляться в случае, предусмотренном товарного обмена святые значка #H2, Святойзнак может быть получена в Новый год мои траншеи деятельность
newyear002	1、活动期间根据玩家消耗的神石来进行排行#H2、玩家每日消费神石达到一定数量才会进行排行#H3、根据不同的排名发放不同的排名奖励，奖励将通过邮件的形式于每日00：00分发送#H4、跨服前100名玩家可获得丰厚奖励#H5、玩家可通过下方按钮查看跨服今日排行和昨日排行#H6、本服前10名玩家可获得丰厚奖励#H7、跨服排名30分钟更新，每日23：58至次日00：00分为结算时间，此期间获得的消费可能不会被计入消费排行榜，消费每日清零#H8、本服消费排行实时更新#H9、玩家可通过下方按钮查看本服今日排行和昨日排行	1, в ходе мероприятия в соответствии с потребляемых баленами игроками для ранжирования #H2, игроков Ежедневное потребление определенного количества бога рок будет ранг #H3, выдачи отличается в зависимости от ранга рейтинге вознаграждение награды пошлет #H4 в 00:00 минут в день по почте, прежде, чем межвидового 100 игроков разбогатеть Награда #H5, игроки могут просматривать с помощью кнопки ниже вчерашнего межвидового сегодня Top Rank #H6, эта услуга, прежде чем игроки получают 10 богатые награды #H7, кросс-служба занимает 30 минут, чтобы обновление, на следующий день к 23:58 00:00 делится на расчетный время, в течение которого потребитель приобрел не может быть засчитан как графиков потребления, ежедневное потребление очищается #H8, обновления в режиме реального времени потребителю услуг рейтинге #H9, игроки могут просматривать сегодня и вчера эту услугу путем ранжирования на кнопку ниже Топ
newyear003	消费≥{0}神石	Использование ≥{0} баленов
newyear004	1、活动期间每日12:00、24:00刷新新春折扣汇，礼物随机刷新，有概率出现极品折扣道具和炫酷幸运称号#H2、玩家也可消耗积分手动刷新，刷新消耗积分与每日刷新次数有关#H3、在活动期间玩家在任何地方消费1神石即可获得1点新春积分	1,12 день во время мероприятия: 24:00: 00 года Обновить скидка обмен, дарение случайного обновления, есть вероятность лучших реквизита и охладить повезло название #H2, игроки могут потреблять точки вручную обновить, Обновить обновляет ежедневное потребление интеграции и связанной с #H3, игроки во время потребителю событий в любом месте вы можете получить рок бога 1:00новогодние Очки
newyear005	花费一定积分刷新商品	провести некоторые интегральные обновления экрана пункты
newyear006	新年折扣汇未开启	нераспечатанный обмена новогодние скидки
newyear007	是否花费#C(#fbfe00){0}#n积分刷新商品	ли тратить#C(#fbfe00){0} #n неотъемлемой обновления товар
newyear008	积分不足	меньше, интегральной
newyear009	本次更换礼物消耗<font color='#00FF00'>{0}</font>个积分	Расход замена подарок <font color='#00FF00'>{0}</font> указывает
newyear010	新年折扣汇未开启	скидок тонет нераскрытый
newyear011	和#C(#fbfe00){0}#n积分	и#C(#fbfe00){0}#n интегральной
newyear012	#U#C(#00FF00)#A(#K(dlg,{0}))前往获取	#U#C(#00FF00)#A(#K(dlg,{0})), чтобы получить доступ к
newyear013	无	не-новогодних
newyear014	次数不足时，可消耗{0}神石开启	Если попыток 0, можно потратить {0} баленов для открытия
newyear015	当前剩余开启宝箱次数：{0}	У вас осталось попыток:{0},
newyear016	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n	#C(#1A96D6)#C(#00FF00){0}#n составлен #C(#00FF00){1}#n+#С(#00FF00){2}#n#n
newyear017	活动未开启	не оказалосьмероприятий,
newyear018	是否花费#C(#fbfe00){0}神石#n进行1次抽奖	Потратить #C(#fbfe00){0} баленов #n за 1 лотерею
newyear019	是否确认花费#C(#fbfe00){0}神石#n和#C(#fbfe00){1}#n次免费次数进行10次抽奖	Вы уверены, что хотите потратить #C(#fbfe00){0} баленов #n и #C(#fbfe00){1}#n раз для игры в лоторею 10 раз
newyear020	是否确认花费#C(#fbfe00){0}神石#n进行10次抽奖	Вы уверены, что хотите потратить #C(#fbfe00){0} баленов играя #N лотерею 10 раз
newyear021	今日已在线{0}分钟	Сегодня {0} минут онлайн
newyear022	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n	#C(#1A96D6)#C(#00FF00){0}#n #C(#00FF00){1}#n+{2}#n
newyear023	#U#C(#00FF00)#A(#K(dlg,{0}))前往获取	#U#C(#00FF00)#A(#K(dlg,{0})) Получить
newyear024	#C(#ffffff)尚未佩戴订婚戒指	#C(#ffffff)Кольцо не надето
mzbz015	获得{0}次新年冲冲冲免费开启#H	Получить {0} бесплатных вращений в событии "Новый год "#H
mzbz016	获得{0}次幸运摩天轮免费开启#H	Получить {0} бесплатных вращений в событии "Чертово колесо удачи" #H
mzbz017	获得{0}次前进步数#H	Получено {0} ходов для продвижения #H
godessCard01	#C(#FFFFFF)1、活动期间玩家可以消费一定神石点击开启按钮进行开启#H2、玩家开启可以获得开启奖励#H3、玩家开启对应一行或一列的所有卡牌将激活对应一行或一列的宝箱，点击打开将获得宝箱奖励#H4、玩家开启的女神卡牌中若能组合成对应的女神卡牌组合将获得对应的女神组合奖励#H5、玩家可以通过点击女神组合按钮查看女神卡牌组合和奖励#H6、玩家每轮有20次开启次数，每日可重置40轮，重置轮数每日00：00分更新#H7、每轮20次开启次数消耗完后，会激活终极开启，玩家点击终极开启可以消耗神石额外开启一次卡牌	#C(#FFFFFF)1. В ходе события игроки могут потратить определенное кол-во баленов, нажать кнопку "Перевернуть" и перевернуть карты #H2. Перевернув карту, игрок может получить награды #H3. Игрок, открывший все карты строки или колонки, активирует соответствующий сундук. Нажав "Открыть", вы получите награды сундука #H4. Если открытую игроком карту богини можно объединить в соответствующую комбинацию карты богини, то можно получить соответствующие награды объединения (комбинации) богини #H5. Нажав кнопку "Объединение богини", игрок может просмотреть объединение (комбинацию) карт богини и награды#H6. В каждом раунде у игрока есть 20 попыток переворота карты, ежедневно можно сбросить 40 раундов, кол-во сбросов раунда обновляется ежедневно в 00:00 #H7. После того как 20 попыток переворота карты каждого раунда исчерпаны, можно активировать последний переворот карты, нажав "Последний переворот карты", игрок может, за балены еще раз перевернуть карты
godessCard02	#C(#FFFFFF)消耗{0}神石开启一次	#C(#FFFFFF)Потратить {0} баленов на один переворот карт
godessCard03	#C(#FFFFFF)是否消耗{0}神石开启1次	#C(#FFFFFF)Хотите потратить {0} баленов на один переворот карт?
godessCard04	#C(#FFFFFF)消耗{0}神石开启五次	#C(#FFFFFF)Потратить {0} баленов на 5 переворотов карт
godessCard05	#C(#FFFFFF)是否消耗{0}神石开启5次	#C(#FFFFFF)Хотите потратить {0} баленов на 5 переворотов карт
godessCard06	#C(#FFFFFF)已领取	#C(#FFFFFF)Получено
godessCard07	#C(#FFFFFF)恭喜获得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神组合奖励：#H{3}	#C(#FFFFFF)Поздравляем, получите #C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}.#C(#FFFFFF) награды объединения (комбинации) богини:{3}
godessCard08	#C(#FFFFFF)恭喜获得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神组合奖励:#H#C({3}){4}#C(#FFFFFF)+{5} 	#C(#FFFFFF)Поздравляем, получите #C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}.#C(#FFFFFF)награды объединения (комбинации) богини:#C({3}){4}#C(#FFFFFF)+{5}
godessCard09	#C(#FFFFFF)跳入下一轮将重置所有卡牌与宝箱，是否继续？	#C(#FFFFFF)В следующем раунде все карты и сундуки будут сброшены. Вы уверены, что хотите продолжить?
godessCard10	#C(#FFFFFF)消耗{0}神石进行终极开启	#C(#FFFFFF)Потратить {0} баленов, чтобы последний раз перевернуть карты
godessCard11	#C(#FFFFFF)是否消耗{0}神石进行1次终极开启	#C(#FFFFFF)Хотите потратить {0} баленов, чтобы последний раз перевернуть карты
godessCard12	#C({0}){1}#C(#FFFFFF)+{2}	#C({0}){1}#C(#FFFFFF)+{2}
godessCard13	本轮剩余开启次数不足一次，请点击下一轮	Оставшееся кол-во попыток переворота карт в этом раунде меньше 1 раза, пожалуйста, нажмите, чтобы перейти в следующий раунд
godessCard14	本轮所有卡牌已开启	Все карты этого раунда открыты
godessCard15	神石不足	Недостаточно баленов
godessCard16	恭喜获得：#H{0}+{1}	Поздравляем, получите: #H{0}+{1}
godessCard17	本轮剩余开启次数不足五次	Осталось меньше 5 попыток переворота карт в этом раунде
godessCard18	本轮剩余未开启卡牌不足五张	Осталось меньше 5 нераскрытых карт в этом раунде
godessCard19	该宝箱尚未被激活	Этот сундук еще не был активирован
godessCard20	本日可重置轮数已用完	Возможные на сегодня попытки сброса раунда исчерпаны
godessCard99	本轮剩余开启次数：{0}	Осталось попыток: {0}
learnSkillC5	任意一个星灵星级达到{0}星	Звездный уровень любой богини достигает {0}
RankUnionFBTip1	第{0}关	{0} ур.
hzdhl1	消耗{0}个黄钻水晶兑换{1}，是否确认兑换？	Потратить{0} кристаллов желтого алмаза, чтобы обменять {1}, Вы уверены, что хотите произвести обмен?
hzdhl2	黄钻水晶不足，进行领奖可额外获得黄钻水晶	Недостаточно кристаллов желтого алмаза, произведя вращение, можно дополнительно получить кристалл желтого алмаза
hzdhl3	消耗黄钻水晶：{0}	Потратить кристаллы желтого алмаза: {0}
hzdhl4	可领奖次数：{0}次	Кол-во вращений: {0} раз
hzdhl5	拥有黄钻水晶：{0}个	У вас есть кристалл желтого алмаза: {0} шт.
hzdhl6	开通或续费黄钻可获得领奖机会并得到兑换道具	Откройте банковский счет или внесите плату за использование желтого алмаза и получите попытки вращения, а также предметы обмена
lzdhl1	消耗{0}个蓝钻水晶兑换{1}，是否确认兑换？	За {0} кристаллов голубого алмаза можно получить {1}. Вы уверены, что хотите произвести обмен?
lzdhl2	蓝钻水晶不足，进行领奖可额外获得蓝钻水晶	Недостаточно кристаллов голубых алмазов, выполнив вращение, можно получить дополнительный кристалл голубого алмаза
lzdhl3	消耗蓝钻水晶：{0}	Потратить кристалл голубого алмаза: {0}
lzdhl4	可领奖次数：{0}次	Кол-во вращений: {0}
lzdhl5	拥有蓝钻水晶：{0}个	Кристаллов голубого алмаза: {0}
lzdhl6	开通或续费蓝钻可获得领奖机会并得到兑换道具	Откройте счет или внесите плату за использование голубого алмаза и получите попытки вращения, а также предметы обмена
chxt1	玩法说明：#H1、称号可通过不同活动、玩法激活#H2、部分称号具备属性，不同称号间属性可累加，限时称号到期则属性失效#H3、称号属性在以下玩法中生效：#H#C(#fbfe00)  英雄竞技、勇斗领主、劫宝、野外夺宝、组队爬塔、公会魔神、魔兽入侵、魔龙降临、荣耀之战、城主轮值、跨服竞技#n	Описание события: #H1. Звание может быть активировано с помощью разных событий и игр #H2. Часть званий обладает характеристиками, характеристики неодинаковых званий могут складываться, характеристики временных званий к определенному сроку теряют эффективность #H3. Характеристики звания эффективны в следующих событиях: #H#C(#fbfe00) Арена, Тюрьма, Грабеж, Дикий грабеж, Башня отряда, Босс игр смелости, Захватчики, Война славы, Битва гильдии, Межсерверные состязания #n
chxt2	玩法说明：#H1、培养可提升称号等级，每次培养均有机会暴击出现3倍经验#H2、限时称号无法培养#H3、称号属性在以下玩法中生效：#H#C(#fbfe00)  英雄竞技、勇斗领主、劫宝、野外夺宝、组队爬塔、公会魔神、魔兽入侵、荣耀之战、城主轮值、跨服竞技#n	Описание события: #H1. Тренировка может повысить уровень звания, при каждой тренировке есть вероятность получения трехкратного опыта в ходе крита #H2. Невозможно тренировать временное звание #H3. Характеристики звания эффективны в следующих событиях: #H#C(#fbfe00) Арена, Тюрьма, Грабеж, Дикий грабеж, Башня отряда, Босс игр смелости, Захватчики, Война славы, Битва гильдии, Межсерверные состязания
chxt3	称号升星说明：	Описание повышения уровня звезды звания:
chxt4	剩余：{0}天{1}小时(已激活)	Осталось: {0} дней {1} часов (уже активировано)
chxt5	有效期：{0}天{1}小时(未激活)	Срок действия: {0} дней {1} часов (не активировано)
chxt6	有效期：永久(已激活)	Срок действия: долговременно (уже активировано)
chxt7	有效期：永久(未激活)	Срок действия: долговременно (не активировано)
chxt8	称号培养石不足，是否确认花费#C(#00FF00){0}#n神石进行1次称号培养？	Недостаточно кристаллов роста (тренировки) звания. Вы уверены, что хотите потратить #C(#00FF00){0}#n баленов, чтобы провести 1 тренировку звания?
chxt9	是否确认使用#C(#00FF00){0}#n个称号培养石和#C(#00FF00){1}#n神石完成10次培养？	Вы уверены, что хотите использовать #C(#00FF00){0}#n кристаллов роста (тренировки) звания и #C(#00FF00){1}#n баленов, чтобы выполнить 10 тренировок?
chxt10	是否确认花费#C(#00FF00){0}#n神石完成10次培养？	Вы уверены, что хотите потратить #C(#00FF00){0}#n баленов, чтобы совершить 10 тренировок?
chxt11	使用#C(#00FF00){0}#n神石进行一次培养#H有机会出现暴击（获得3倍经验）#H优先使用道具称号培养石	Используйте #C(#00FF00){0}#n баленов, чтобы провести 1 тренировку #H Есть вероятность совершения крита (будет получен трехкратный опыт) #H Предпочтительней использовать предмет кристалл роста (тренировки) звания
