messageId	desc	EnglishTranslate1
qrmb5	期间累计消费：{0}	Total consumption during the event: {0}
qrmb6	期间累计充值：{0}	Total Recharge during the event: {0}
qrmb7	#C(#ffffff)1、冲级达人：达到30级才可以上排行榜。时间：开服0-1天。#H2、坐骑达人：坐骑达标后可以领取奖励。时间：开服后0-2天。#H3、宝石达人：宝石等级和达标后可以领取奖励。时间：开服后0-3天。#H4、总战力达人：排行达到50000战力才可以上排行榜。时间：开服后0-7天。#H5、消费达人。期间，累计消费达标可领取奖励。时间：开服后3-7天。#H6、充值达人。期间，累计充值达标可领取奖励。时间：开服后3-7天。#n	#C(#ffffff)1. Level Up: Only players of Lvl 30 or above can be in the rankings. Duration: The 1st day after the server opening. #H2. Mount Training Expert: Players will be able to claim rewards when their Mounts reach the specified Stage and Star level. Duration: The 1st and the 2nd day after the server opening. #H3.Gem Expert: Players can claim rewards if they gather the specified amount of Gem. Duration: From the 1st day to the 3rd day after the server opening. #H4. General Battle Rating Booster: Only players whose Battle Rating is higher than 50000 can be in the Ranking. Duration: From the 1st day to the 7th day after the server opening.#H5. Consumption Master: During the event, players who consume the specified amount of Balens can claim rewards. Duration: From the 3rd day to the 7th day after the server opening. #H6. Recharge Enthusiast: During the event, recharge the specified amount of Balens to claim rewards. Duration: From the 3rd day to the 7th day after the server opening.#n
qrmb8	#C(#ffffff)1、只有两个排行榜:冲级榜以及总战斗榜.#H2、在每个排行榜结束那一刻结算奖励。#H3、每个排行榜前十可以获得奖励。#n	#C(#ffffff)1. There are Level Rankings and General Battle Rating Rankings. #H2.Rewards will be settled at the end of each ranking.#H3. Top 10 players from each ranking can receive rewards. #n
qrmb9	总战力榜	General Battle Rating Rankings
qrshl1	购买神石：	Already Recharged:
qrshl10	挑战次数：	Challenge Attempt(s):
qrshl11	挑战次数：	Challenge Attempt(s):
qrshl12	互动次数：	Interaction:
qrshl13	该活动20级开启！	Unlocked at Lvl 20
qrshl2	首次充值：	First recharge:
qrshl3	每日首笔消费：	First consumption:
qrshl4	炼金次数:	Alchemy Attempt(s):
qrshl5	培养次数：	Training Attempt(s):
qrshl6	累计登陆：	Accumulative Login:
qrshl7	挑战次数：	Challenge Attempt(s):
qrshl8	挑战次数：	Challenge Attempt(s):
qrshl9	挑战次数：	Challenge Attempt(s):
qrzb001	2015/1/11 00:00:00	no need to translate
qrzb002	1、七日争霸分别为：心魔争霸，爬塔争霸，公会争霸。#H2、开服那一刻开始计时，24小时为1天，七日争霸从开服第8天开始。#H3、心魔争霸持续2天，爬塔争霸持续2天，公会争霸持续3天。#H4、每个争霸结束后，下一个争霸才会开始，请关注界面右下角时间。不要错过时间哟！#H5、公会争霸排行前3的公会，所有的公会成员才会获得对应的奖励。#H6、爬塔争霸必须是消耗收益次数的评分才有效。	1. The 7-day Race includes: Hero Trial Race, Team Tower Race and Guild Race. #H2. The 7-day Race starts on the 8th day from server opening. #H3. It will last for 2, 2 and 3 days respectively. #H4. The Race starts one after another. Pay attention to the time at the bottom right! #H5. Only the top 3 Guild members in Guild Race will receive rewards. #H6. The Team Tower Race Points is effective only when players claim the rewards.
qrzb003	等级不足无法打开排行榜	Required level not reached. Ranking isn’t available.
qrzb004	奖励已领取	The Reward has been claimed.
qrzb005	#C(#ffffff)1、爬塔争霸榜回合数相同时是以玩家战力进行排行。#H2、爬塔争霸必须是消耗收益次数的评分才有效。#H3、公会争霸只排前三的公会，前三的公会所有成员将会获得奖励。	#C(#ffffff)1. Players will be ranked by battle ratings after reaching a similar amount of rounds in Team Tower Race Ranking. #H2. The Team Tower Race Points are effective only when players consume the rewards for the attempts. #H3. The top 3 Guild members will receive rewards.
qrzb006	玩家	Player
qrzb007	副本	Dungeon
qrzb008	评分	Points
qrzb009	回合	Round
qrzb010	章节	Chapter
qrzb011	公会	Guild
qrzb012	进度	Process
qrzb013	占领度	Progress
qyfb1	触发副本中所有的机关并击杀所有的小怪才可清除boss周围的障碍	You must kill all monsters and remove all the barriers before challenging the Boss.
qyfb10	击杀副本中所有可见怪物后才可攻击boss。	You can only challenge the Boss after defeating all monsters and removing all barriers.
qyfb11	触发副本中所有机关并击杀所有小怪才可清除BOSS身边的障碍。	You must kill all monsters and remove all barriers before challenging the Boss.
qyfb12	当前正在起作用的Buff。	Buff is active.
qyfb13	当前Buff剩余有效时间。	Buff CD:
qyfb14	点击Buff图标可直接使用，每次只能有一次Buff生效，Buff效果会互相覆盖。	Click the Buff icon to activate it. Only the most recently activated Buff works.
qyfb15	可移动	Removable
qyfb16	1、只能情侣之间可以组队，不可和他人组队。#H2、最多2人组队，1人亦可进入战斗。1人战斗会用时较长，请慎重选择。#H3、击杀BOSS即可通关。通关总耗时越短，通关评价越高，通关奖励越多。#H4、需触发副本中所有机关并击杀所有的小怪才可清除BOSS身边的障碍物。#H5、当行动CD超过30秒时，不可走动，需等行动CD变为0，可继续走动。#H6、情缘组队中玩家行走、进行战斗、触发事件都会增加不同的CD。#H7、战斗若失败直接CD变为31秒不可移动哟。#H8、不要忘了地图可以拖动位置哟！！	1. You can only team up with your couple. #H2. You can either enter on your own or with your couple. #H3. Defeat the Boss to clear the dungeon. The faster you clear the dungeon, the better the evaluation and the more rewards you’ll get. #H4. You must kill all monsters and remove all barriers before challenging the Boss. #H5. You won’t be able to move when the CD is over 30 seconds. #H6. Moving, starting battles, removing barriers and so on will increase the CD. #H7. If you lose a battle, the CD will become 31 seconds and you won’t be able to move. #H8. You can drag the map to view the whole dungeon.
qyfb17	贵族等级越高，可以购买更多的挑战次数！	The higher your VIP level, the more challenge attempts you can buy.
qyfb18	您已经在队伍当中了哟！	You are already in the team.
qyfb19	您已经创建队伍了哟！	You have already created a team.
qyfb2	行动CD冷却中	On cooldown
qyfb20	邀请成功，恋人正在换衣服，稍等下哟	Successfully invited! Please wait.
qyfb21	您的爱人不在，一个人也可以去闯关哟	Your partner is not responding. You can enter on your own.
qyfb22	获得Buff：#C(#fefb00){0}#n	Received Buff: #C(#fefb00){0}#n
qyfb23	当前没有队伍，您可以创建队伍	You don't have a team but you can create one.
qyfb24	只有创建队伍后才可以邀请伴侣	You can only invite your partner after creating a team.
qyfb25	当前次数不足，成为贵族可以购买更多的挑战次数	You don't have enough attempts. VIPs can buy more attempts.
qyfb26	贵族{0}用户每天可购买{1}次。#H今日剩余购买次数：{2}次	VIP {0} can buy {1} attempt(s). #HToday's purchase attempt(s): {2}
qyfb27	您还不是贵族，没有额外购买次数	You can't buy attempts because you are not VIP yet.
qyfb28	成为贵族{0}开启魔晶通关功能	VIP {0} players can Blitz dungeons with Bound Balens.
qyfb29	成为贵族{0}开启神石通关功能	VIP {0} players can Blitz dungeons with Balens.
qyfb3	您的恋人邀请你加入TA的队伍。	Your Partner invited you to join a team.
qyfb30	是否消耗#C(#fefb00){0}#n魔晶收获A档次的通关奖励？#C(#fefb00)只消耗魔晶！#n	Are you sure you want to consume Bound Balen x #C(#fefb00){0}#n to obtain level A clearance rewards? #C(#fefb00)It will only cost you Bound Balens. #n
qyfb31	是否消耗#C(#fefb00){0}#n神石收获S档次的通关奖励？	Are you sure you want to consume Balen x #C(#fefb00){0}#n to obtain level S clearance rewards?
qyfb32	退出队伍才可使用通关功能！	If you want to use Blitz, you have to leave the team first.
qyfb33	今日次数不足！	Not enough chances today!
qyfb4	加入队伍成功。	Successfully joined the team.
qyfb5	今日已没有剩余的购买次数了。	No more purchase attempts today!
qyfb6	您当前的收益次数为{0}#H是否使用{1}神石购买1次收益次数？	You have {0} reward attempt(s).#H Are you sure you want to spend {1} Balen to buy one reward attempt?
qyfb7	确定去勇闯情缘副本吗？	Are you sure you want to enter the Couplet Dungeon?
qyfb8	行动CD为红色时不能进行任何行动，只能花费神石清除	You can’t continue when the CD is red. To cancel the CD will cost you Balens.
qyfb9	是否确定消耗#C(#fefb00){0}#n神石进行加速	Are you sure you want to spend #C(#fefb00){0}#n Balens to speed up?
qyfbbc1	#C(#FF5511){0}级评价奖励#H	#C(#FF5511)Evaluation Rewards {0}#H
qyfbbc2	#C(#FFFF00)总耗时小于{0}分钟可获得{1}评价	#C(#FFFF00)Clear in less than {0} minutes and you'll get evaluated {1}
qyfbbc3	总耗时	Time Cost
qyfbbc4	剩余次数	Remaining Attempts
qyfbbc5	您还没有结婚，无法进行该玩法	You can’t do this because you aren’t married yet.
rank1	未上榜	Not on the list!
rank2	天赋卡{0}：	Talent Card { 0 }：
rank3	未装备	Unequiped
rank4	组合效果：	Combined effect
rank5	无	None
RankBtnTip	#C(#ffffff)排行榜#n	#C(#ffffff)Rankings#n
RankUnionFBTip1	第{0}关	Lvl {0}
recruit1	需要等级：	Required Lvl:
recruit10	主动技能	Active Skill
recruit11	被动技能	Passive Skill
recruit2	需要声望：	Required Prestige:
recruit3	冷却后可再次招募	Recruit in Cooldown
recruit4	当前：{0}/{1}页	Current page: {0}/{1}
recruit5	{0}*{1}	{0}*{1}
recruit6	英雄列表已满，请先解雇多余英雄	The list is full. Please eliminate some heroes.
recruit7	道具不足	Not enough items!
recruit8	进化后开启	Unlock after the Evolution
recruit9	进化后升级	Lvl up after the Evolution
renshu	人数	Number of players
renwuTips	英雄（C）	Hero(C)
reputation1	声望达到{0}	Prestige has reached {0}.
rmbBank001	存入当天	Deposit date
rmbBank002	立返存入额{0}%	Return {0}% of the deposit immediately
rmbBank003	等级达到{0}	Lvl reached {0}
rmbBank004	返还存入额{0}%	Return {0}% of the deposit
rmbBank005	<font color='#66FF00'>{0}</font>	<font color='#66FF00'>{0}</font>
rmbBank006	<font color='#FF0000'>{0}</font>	<font color='#FF0000'>{0}</font>
rmbBank007	您当前投入#C(#fbfe00){0}#n充值神石，还可投入#C(#fbfe00){1}#n充值神石获取更多返利，是否确认现在领取？#H#C(#FF0000)提示：奖励只可领取一次#n	You have deposited #C(#fbfe00){0}#n Balens and can still deposit #C(#fbfe00){1}#n Balens to obtain more bonus. Are you sure you want to claim now? #H#C(#FF0000) Tip: You can only obtain rewards once.#n
rmbBank008	<font color='#00EE00'>{0}</font>的<font color='#00EE00'>{1}</font>在<font color='#EE7600'>【我的银行】</font>中存入了充值神石：<font color='#fbfe00'>{2}</font>	<font color='#00EE00'>{1}</font> from <font color='#00EE00'>{0}</font> deposited in <font color='#EE7600'>【My Bank】</font> Balens: <font color='#fbfe00'>{2}</font>
rmbBank009	<font color='#00EE00'>{0}</font>在<font color='#EE7600'>【我的银行】</font>中存入了神石：<font color='#fbfe00'>{1}</font>	<font color='#00EE00'>{0}</font> deposited in <font color='#EE7600'>【My Bank】</font> Balens: <font color='#fbfe00'>{1}</font>
rmbBank010	<font color='#00EE00'>{0}</font>的<font color='#00EE00'>{1}</font>在<font color='#EE7600'>【我的银行】</font>中领取了奖励神石：<font color='#fbfe00'>{2}</font> 魔晶：<font color='#fbfe00'>{3}</font>	<font color='#00EE00'>{1}</font> from <font color='#00EE00'>{0}</font> claimed from <font color='#EE7600'>【My Bank】</font> Reward Balens: <font color='#fbfe00'>{2}</font>, Bound Balens: <font color='#fbfe00'>{3}</font>
rmbBank011	<font color='#00EE00'>{0}</font>在<font color='#EE7600'>【我的银行】</font>中领取了奖励神石：<font color='#fbfe00'>{1}</font> 魔晶：<font color='#fbfe00'>{2}</font>	<font color='#00EE00'>{0}</font> claimed from <font color='#EE7600'>【My Bank】</font> Reward Balens: <font color='#fbfe00'>{1}</font>, Bound Balens: <font color='#fbfe00'>{2}</font>
rmbBank012	充值神石：#C(#fbfe00){0}#n#HQ点商城购买的神石，可用于神石银行投资	Recharge Balens: recharge to receive Balens that can be deposited in the Bank.
rmbBank013	奖励神石：#C(#fbfe00){0}#n#H其他途径获得神石，无法用于神石银行投资	The Balens obtained as a reward cannot be deposited in the Bank.
rmbBank014	<font color='#ffffff'>您当前投入<font color='#fbfe00'>{0}</font>充值神石</font>	<font color='#ffffff'>You have deposited <font color='#fbfe00'>{0}</font> Balens.</font>
rmbBank015	<font color='#FF0000'>您当前尚未存入任何充值神石</font>	<font color='#FF0000'>You haven't deposited any Balens yet.</font>
rmbBank016	您已领取完所有返利！	You have claimed all the Bonus!
rmbBank017	可用充值神石不足	You haven’t enough Balens to deposit!
rmbBank018	最大可投{0}充值神石，您还可投入{1}充值神石	You can deposit up to {0} Balens. You can still deposit {1} Balens.
rmbBank019	魔晶：#C(#3299cc){0}#n	Bound Balens:#C(#3299cc){0}#n
robmedal	夺宝徽章	Loot Medal
roleInfo001	魔法阵:#H	Magic Circle: #H
roleInfo002	未携带技能#H	Unequipped skill #H
roleInfo003	已携带技能：{0}Lv{1}#H	Equipped skill: {0} Lvl {1} #H
ryzz1	你攻击了{0}，你获胜了，获得了{1}点积分	You attacked {0} and won. You received {1} Scores.
ryzz10	荣耀之战积分：+{0}	Scores of War of Glory: +{0}
ryzz11	点击“顶”可提升该玩家对抗魔兽将领的实力，一个玩家在一次活动中只可以使用一次“顶”哦	Inspire a promising player to give him a boost challenging the PVE Boss. Each player can only click "Inspire" once.
ryzz12	你正在战斗冷却时间中，请稍后再进行挑战	Challenge in cooldown. Please try later!
ryzz2	你攻击了{0}，你战败了，获得{1}积分	You attacked {0} and failed. You receive {1} Scores.
ryzz3	{0}攻击了你，你获胜了，获得了{1}点积分	{0} attacked you and you won. You receive {1} Scores.
ryzz4	{0}攻击了你，你战败了，获得了{1}积分	{0} attacked you and you failed. You receive {1} Scores.
ryzz5	{0}级开启荣耀之战	War of Glory unlocked at Lvl {0}.
ryzz6	1、攻击敌对阵营玩家可获得积分#H2、击败的玩家战斗力越高可获得的积分也越高#H3、连续击杀玩家还会有特别加成#H4、获得的积分越高奖励也会越高	1. Player can receive Scores attacking the rival team players. #H2. When you defeat a player with a high Battle Rating, you will receive more Scores. #H3. If you defeat players successively, you’ll obtain more rewards. #H4. When you receive many scores you will obtain better rewards.
ryzz7	#H5、积分排名前10还会获得特别奖励#H6、战胜BOSS也会获得特别积分奖励#H7、击杀BOSS后，同阵营玩家攻击该BOSS，可以获得增伤及免伤的加成	#H5. The Top 10 players will also receive some special rewards. #H6. The top 10 players with the better Scores will receive a special reward. #H7. For defeating the BOSS they will also receive extra rewards. #H8. When a player defeats the BOSS, his teammates can obtain Damage BUFF and Damage Reduction if they attack the BOSS.
ryzz8	{0}积分	{0} points
ryzz9	无	None
sdActivity	恭喜获得{0}积分	Congratulations! You received: {0} Point(s).
sdKhdbt1	1、活动期间玩家可以消耗圣者徽章兑换指定商品#H2、圣者徽章可以在有钱就是任性活动中获得	Event Description:#H1. In this Event the players can consume Saint's Medal to obtain the specified items.#H2. You can obtain Saint's Medal at Balenor.
sdSdszx1	1、活动期间玩家可以在本页面购买圣诞时装#H2、玩家也可以赠送时装给好友同时获得对应的返利礼包#H3、玩家赠送每个部位时装获得对应该部位的返利礼包#H#C(#FFFF00)4、玩家在此活动中消耗1神石获得1积分	1. You can buy Halloween Fashion during this Event.
sdYqjsrx1	1、活动期间玩家在圣诞嘉年华活动中消费1神石即能获得1积分#H2、玩家每日获得10000积分即可上榜同时获得上榜固定奖励#H3、根据不同的排名发放不同的排名奖励，奖励将通过邮件的形式于每日00：00分发送，跨服前100名玩家可获得丰厚奖励#H4、跨服排名30分钟更新，每日23：58至次日00：00分为结算时间，此期间获得的积分可能不会被计入积分排行榜，积分每日清零#H5、玩家可通过下方按钮查看跨服今日排行和昨日排行。	1. During the Event, you can get 1 Point for consuming 1 Balen in the May Gala.#H2. If you reach the 10,000 Points per day you will be in the Ranking List and receive the Ranking Rewards.#H3. The Ranking Rewards will be sent every day by email at 00:00. The top 100 Cross-server players can receive great rewards.#H4. The Cross-server Ranking will be updated every 30 minutes. Rankings will be closed at 23:58-00:00 every day. The points that you obtain during this event may not be recorded in the Points Ranking List. Points will be reset to 0 every day. #H5. Players can check today's and yesterday's Ranking clicking the bottom button.
sdYqjsrx2	圣者徽章不足	Not enough Saint's Medal.
sdYqjsrx3	达标条件：积分≥10000	Requirement: You must reach 10,000 Points.
SetBtnTip	#C(#ffffff)设置#n	#C(#ffffff)Settings#n
sevenact0001	活动尚未开启，敬请期待！	The event hasn't started yet!
shangchengTips	商城（V）	Shop(V)
shenfen	身份:	Status:
shengji	升级	Lvl up
shengji2	神石：{0}	Balens: {0}
shengqixf1	装备0-2个部件#H可激活圣器第一阶形象	Equip 0-2 pieces#H to activate the first stage of the Holy Weapon
shengqixf2	装备3-5个部件#H可激活圣器第二阶形象	Equip 3-5 pieces#H to activate the second stage of the Holy Weapon
shengqixf3	装备6个部件#H可激活圣器第三阶形象	Equip 6 pieces#H to activate the third stage of the Holy Weapon
shengyuchoujiangcishu	剩余抽奖次数:{0}次	Remaining Spin Attempts: {0}
shenlong2tips	神龙	Dragon
shenlongtips	神龙（M）	Dragon Soul
shenlongtouzi	#C(#FFFFFF)投资#C(#00FF00){0}充值神石#n累计收益#C(#00FF00)价值3200神石#n的神龙进化道具#n	#C(#FFFFFF) Deposit #C(#00FF00) Recharge Balens x {0}#n to receive #C(#00FF00)Dragon Evolution Item worth 3200 Balens.#n
shenlongtouzi1	累计收益价值3200神石	Win a prize worth 7670 Balens
shenqiTips	神器（D）	Sacred Weapons (D)
shenshi	神石	Balens
shenshibuzu	神石不足是否充值?	Not enough Balens. Do you want to buy?
shizhuangtouzi	#C(#FFFFFF)投资#C(#00FF00){0}充值神石#n累计收益#C(#00FF00)价值3100神石#n的时装道具#n	#C(#FFFFFF)Deposit #C(#00FF00)Recharge Balen x {0} #n to receive #C(#00FF00)Fashion Items worth 3,100 Balens.#n
shizhuangtouzi1	累计收益价值3100神石	Win a prize worth 3200 Balens
ShopCurt1	购物车已满	Your Cart is full!
ShopCurt2	购物车已经存在该物品	The item has been added to your Cart.
ShopCurt3	限购物品已经过期无法添加到购物车	The Timed Sale Items have expired and cannot be added to your Cart.
ShopCurt4	您尚未勾选付费物品	Please select the items you want to buy.
ShopCurt5	当前消费总额{0}，确定购买吗？	You will spend {0} in total. Are you sure you want to buy it?
ShopCurt6	您的购物车内有失效道具，请检查之后再购买	There are invalid items in your Cart. You have to remove them first!
ShopCurt7	消耗一张{1}，目前消费总额为{0}	You will use a {1}. You will spend {0} in total.
ShopCurt8	购物车	Cart
ShopCurt9	您选择的抵扣的代金券已经过期或者已被出售	The Voucher is invalid or has already been used.
shortBoth	魔晶或神石不足	Not enough Balens or Bound Balens!
shortItem	道具不足	Not enough items!
shortLevel	等级不足	Insufficient level.
shortMoJin	魔晶不足	Not enough Bound Balens!
shortMoney	金币不足	Not enough Gold!
shortPoint	积分不足	Not enough Points
shortshenshi	神石不足	Insufficient Balens.
shortZdl	战斗力不足	The Battle Ratings are disappointing.
shouchong1	开启石数量：	Stone Amount:
shouchong10	多次使用后，魔盒魔力已尽，请下次再来吧	You have consumed the power of the Magic Box. Try again later.
shouchong11	所有礼包已领取	All packs have been claimed.
shouchong2	英雄列表已满，请先解雇多余英雄	The list is full. Please eliminate some heroes.
shouchong3	这是从龙族手中夺来的魔盒，据说有着非凡的魔力	This is the Magic Box of the Nagas. The legend says it has astonishing magic powers.
shouchong8	这点钱都拿不出来，还学别人充大款么？	Oh... You don't have enough money!
shouchong9	看，真的变出好多钱吧	Look, there you go!
shouyi1	是否一键收益该挑战的奖励？奖励为该副本今日挑战评分{0}的收益	Are you sure you want to Blitz and receive the rewards now? You will obtain the rewards for today’s {0} evaluation.
shouyi2	是否一键收益该挑战的奖励？奖励为该副本今日挑战未通关的收益	Are you sure you want to Blitz and receive the rewards directly? You will obtain your challenge rewards.
shouyi3	每日拥有挑战记录后可一键收益	Once you challenge the Hero Trial, Blitz will be available.
shouyi4	今日没有收益次数	You don’t have any Blitz chances today.
shouyi5	今日挑战通关达到的最高层为:{0}。是否一键收益通关该层挑战奖励？	Today’s record: level {0}. Are you sure you want to Blitz and obtain rewards?
shouyiguizu	贵族{0}，开启一键收益	VIP {0} players can Blitz.
shxb1	1、玩家通过使用藏宝图出海寻找宝藏，每次出海均可获得奖励；#H2、藏宝图分为破旧羊皮卷和黄金藏宝图两种，使用黄金藏宝图寻宝可获得更珍贵的奖励；#H3、活动期间，黄金藏宝图可在商城购买，破旧羊皮卷通关副本和英灵神殿可获得。	1. You can sail to hunt treasures by using treasure maps. You will get rewards for each sail. #H2.There are two kinds of Treasure maps: Worn Out Scrolls and Golden Treasure Maps. With the Golden Treasure Maps you will receive great rewards. #H3. You can buy Golden Treasure Maps in the Shop and obtain Worn Out Scrolls clearing dungeons and the Hall of Heroes.
shxb10	#C(#00ff00)寻宝消耗#n：#H黄金藏宝图*1	#C(#00ff00)Ocean Hunt#n:#H Golden Treasure Map *1
shxb11	#C(#00ff00)寻宝消耗#n：#H黄金藏宝图*10	#C(#00ff00)Ocean Hunt#n:#H Golden Treasure Map *10
shxb12	#C(#00ff00)寻宝消耗#n：#H黄金藏宝图*50	#C(#00ff00)Ocean Hunt#n:#H Golden Treasure Map *50
shxb13	确定消耗{0}金币和1个破旧羊皮卷	Are you sure you want to spend {0} Gold and 1 Worn Out Scroll?
shxb14	确定消耗{0}金币和10个破旧羊皮卷	Are you sure you want to spend {0} Gold and 10 Worn Out Scroll?
shxb15	确定消耗{0}金币和50个破旧羊皮卷	Are you sure you want to consume {0} Gold and 50 Worn Out Scrolls?
shxb2	{0}不足	{0} is not enough.
shxb3	获取	to obtain
shxb4	数量：{0}	Amount: {0}
shxb5	通关副本或英灵神殿可获得道具	Clear the Dungeons or the Hall of Heroes to receive items.
shxb6	当前不在活动时间内，无法使用，请等待下一次活动的到来吧！	It isn’t the right time to use it. Please wait for the next Event.
shxb7	#C(#00ff00)寻宝消耗#n：#H破旧羊皮卷*1#H金币*150000	#C(#00ff00) Ocean Hunt #n:#H Worn Out Scrolls * 1 #H Gold *150000
shxb8	#C(#00ff00)寻宝消耗#n：#H破旧羊皮卷*10#H金币*1500000	#C(#00ff00) Ocean Hunt #n:#H Worn Out Scrolls *10#H Gold *1500000
shxb9	#C(#00ff00)寻宝消耗#n：#H破旧羊皮卷*50#H金币*7500000	#C(#00ff00) Ocean Hunt #n:#H Worn Out Scrolls *50#H Gold *7500000
skillTip	该技能已经上阵	This skill is active
skillTip2	必杀技	Deadly Skill
skillTip3	前置条件未达成	Requirement hasn't been met.
sky001	背包空间不足，请先整理背包	Bag is full! You need more space.
sky002	神石不足，无法翻牌。	Not enough Balens to draw a card!
sky003	<font color='#fffadb'>{0}月{1}日 您在冲向云霄中获得：<font color='{2}'>{3}</font>+{4}、<font color='{5}'>{6}</font>+{7}、<font color='{8}'>{9}</font>+{10} </font>	<font color='#fffadb'>{0} {1} You received the following rewards from Card Drawing:<font color='{2}'>{3}</font>+{4}、<font color='{5}'>{6}</font>+{7}、<font color='{8}'>{9}</font>+{10} </font>
sky004	运行中请稍后	In progress. Please wait...
sky005	<font color='#66FF00'><a href='event:'><u>获取途径</u></a></font>	<font color='#66FF00'><a href='event:'><u> How to obtain</u></a></font>
sky006	消耗数量:{0}	Consume: {0}
sky007	活动已关闭，暂时无法开启。	The event has ended.
sky008	确定花费{0}神石翻牌抽取奖励吗？	Are you sure you want to spend {0} Balens to draw the cards?
skyCardPanel001	装备	Equip
skyCardPanel0010	该系统80级开放	Unlocked at Lvl 80
skyCardPanel0011	等级	Level
skyCardPanel0012	数量：	Amount:
skyCardPanel002	卸下	Unequip
skyCardPanel003	已有：	You have:
skyCardPanel004	材料不足	Not enough materials!
skyCardPanel005	使用等级:80	Required Lvl: 80
skyCardPanel006	天赋卡等级:	Talent Card Lvl:
skyCardPanel007	可装备角色:	Only for these characters:
skyCardPanel008	全体角色	All heroes
skyCardPanel009	主角	Character
sl1	#C(#00ff00)#U#A(#K(hqjy))[前往获取]#n#n	#C(#00ff00)#U#A(#K(hqjy))[Go get]#n#n
sl10	再获得{0}点技能点数奖励PVP属性：	Obtain more {0} skill points to win PVP stats:
sl11	主动技能，只能在组队副本中生效。	Active skill. Only works in the Team Hall.
sl12	被动技能，只能在组队副本战斗中生效。	Passive skill. Only works in the Team Hall.
sl13	学习条件#H	Requirement#H
sl14	#C(#00ff00)需要神龙等级{0}	#C(#00ff00)Dragon Soul Lvl {0} required
sl15	#C(#00ff00)需要{0}达到{1}级	#C(#00ff00){0} Lvl {1} required
sl16	#C(#00ff00)需要技能点数{0}点	#C(#00ff00){0} skill points required
sl17	所选职业相同无法转职	You can't change your class to the same one.
sl18	这是您第{0}次转职，需要消耗{1}魔晶。	This is the {0} time you change your role and it will cost you {1} Bound Balens.
sl19	选择组队职业成功	You have successfully selected you role!
sl2	需要龙神到达{0}级	Dragon Soul Lvl {0} required
sl20	等级未达到{}	Level Incomplete {}
sl21	进化成功	Evolution completed.
sl22	前置条件未达成	Requirement hasn't been met.
sl23	{0}：{1}	{0}:{1}
sl3	等级不足{0}，无法进化	Lvl {0} not reached. You can’t evolve.
sl4	道具不足，无法进化	Not enough items! You can’t evolve.
sl5	奖励技能点:	Skill Points:
sl6	前置条件未达成	Requirement hasn't been met.
sl7	#C(#00ff00)#U#A(#K(hqjy))[点击获取经验]#n#n	#C(#00ff00)#U#A(#K(hqjy))[Click to obtain EXP]#n#n
sl8	神龙等级：	Dragon Soul Lvl:
sl9	需要进化后才能继续升级	You must evolve before continuing to Lvl up.
slxt001	龙灵:#C(#FFff37){0}#n#H可用于点亮龙魂，提升神龙战斗力	Dragon Spirit: #C(#FFff37){0}#n#H Use to light up the Dragon and to boost its Battle Rating.
slxt002	集齐6个龙骸部件可唤醒神龙	Gather 6 Dragon Parts to awake the Dragon.
slxt003	未满足唤醒条件，无法唤醒神龙	Requirements haven’t been met. You can't awake the Dragon.
slxt004	品质:	Type:
slxt005	聚灵次数不足，提升贵族等级可增加每日聚灵次数	You have not enough attempts left for the Spirit Hunt. Higher level VIPs enjoy more attempts.
slxt006	是否花费#C(#FFff37){0}#n神石开启一次聚灵	Are you sure you want to spend #C(#FFff37){0}#n Balens to join the Spirit Hunt once?
slxt007	神石不足	Insufficient Balens.
slxt008	当前神龙未被唤醒	The Dragon is asleep.
slxt009	神龙部位激活成功	The Dragon Parts are activated.
slxt010	当前神龙无法使用该部件	Wrong Dragon Fragment
slxt012	点亮失败，请按顺序点亮龙魂	Failed to light up. Please light up Dragon Orbs successively.
slxt013	龙灵不足，可通过聚灵获得	Not enough Dragon Spirit. Join the Spirit Hunt to capture some.
slxt014	#C(#ffff00)点亮龙珠消耗{0}灵气\n可增加属性:\n{1}	#C(#ffff00) Lighting up the Dragon Orbs will consume {0} Spirits \n Stats boost: \n{1}
slxt015	该部位已被激活，无需重复激活	The fragment is activated. You don’t need to activate it again.
slxt016	神龙属性在以下玩法中生效（仅对主角生效）：#H英雄竞技#H勇斗领主#H劫宝#H野外夺宝#H组队爬塔#H公会魔神#H魔兽入侵#H荣耀之战#H城主轮值 	The Stats of the Awakened Dragon will only be valid in the following events (for the Character only) : #H Arena of Hero #H Prisoner #H Loot #H Wild Loot #H Team Tower #H Blood Trial #H Invaders! #H War of Glory #H Guild Battle. 
slxt017	#C(#FFFFFF)龙魂{0}(第{1}阶)#H#C(#FFFF00){2}#H#C(#0099FF)消耗{3}龙灵	#C(#FFFFFF) Dragon Orb {0}( Stage{1} )#H#C(#FFFF00){2}#H#C(#0099FF) consumes {3} Dragon Spirits.
slxt018	#C(#FFFF00){0}#H#C(#FFFFFF)神龙品质:#C({1}){2}	#C(#FFFF00){0}#H#C(#FFFFFF) Quality of Dragon : #C({1}){2}
slxt019	{0}神石聚灵一次，获得{1}龙灵（有概率出现5倍暴击）	Spend {0} Balens to join the Spirit Hunt once and receive{1} Dragon Spirits (you can receive max 5 Spirits).
slxt020	等级不足开启神龙系统	Your level isn’t high enough to unlock the Dragon Awaking.
