messageId	desc	FTdesc
union92	神石不足，祝福失败	神石不足，祝福失敗
union79	任务提星成功	任務提星成功
union78	任务已满星，提星失败	任務已滿星，提星失敗
holiday16	是否消耗{0}金币进行祈福？	是否消耗{0}金幣進行祈福？
holiday17	金币祈福礼活动说明：#H1.每日系统将免费赠送2次祈福次数#H2.完成每日必做最高奖励可获得3次祈福次数#H3.每日在线领取迎新送好礼奖励可获得祈福次数#H4.每次祈福需要消耗1次祈福次数及金币，祈福次数将在次日重置。	金幣祈福禮活動說明：#H1.每日系統將免費贈送2次祈福次數#H2.完成每日必做最高獎勵可獲得3次祈福次數#H3.每日線上領取迎新送好禮獎勵可獲得祈福次數#H4.每次祈福需要消耗1次祈福次數及金幣，祈福次數將在次日重置。
holiday14	今日剩余祈福次数：{0}	今日剩餘祈福次數：{0}
holiday15	祈福需要消耗{0}金币及1次祈福次数	祈福需要消耗{0}金幣及1次祈福次數
holiday12	剩余时间：{0}	剩餘時間：{0}
holiday13	充值开宝箱活动说明：#H1.每日累计购买一定数量神石可领取开启宝箱次数。#H2.未领取的奖励次数将在次日清除。	儲值開寶箱活動說明：#H1.每日累計購買一定數量神石可領取開啟寶箱次數。#H2.未領取的獎勵次數將在次日清除。
holiday10	累计充值{0}神石获得{1}次抽奖次数	累計儲值{0}神石獲得{1}次抽獎次數
holiday11	当前剩余开启宝箱次数：{0}	當前剩餘開啟寶箱次數：{0}
union90	{0}技能正在研究中，请稍后再研究	{0}技能正在研究中，請稍後再研究
zhengba28	半决赛	半決賽
zhengba29	决赛	決賽
zhengba22	等待	等待
zhengba23	胜利	勝利
zhengba20	等级:	等級:
zhengba21	战斗力:	戰鬥力:
zhengba26	你没有报名资格	你沒有報名資格
zhengba27	{0}强	{0}強
zhengba24	失败	失敗
zhengba25	查看详细	查看詳細
holiday23	没有购买数量	沒有購買數量
holiday22	祈福次数+{0}	祈福次數+{0}
holiday21	前往	前往
holiday20	剩余抽奖次数不足	剩餘抽獎次數不足
union104	{0}学习需等级达到{1}级	{0}學習需等級達到{1}級
zhengba19	战队成员	戰隊成員
zhengba31	服务器:	伺服器:
zhengba30	暂无	暫無
kfzb101	领奖规则：#H1.跨服争霸赛冠亚季军所在的服务器玩家可分别领取对应的奖励，每档奖励只可领取一次。#H2.所有开启跨服争霸赛活动的服务器玩家均可领取参与奖，参与奖只可领取一次。	領獎規則：#H1.跨服爭霸賽冠亞季軍所在的伺服器玩家可分別領取對應的獎勵，每檔獎勵只可領取一次。#H2.所有開啟跨服爭霸賽活動的伺服器玩家均可領取參與獎，參與獎只可領取一次。
qqguanjia04	已领取	已領取
qqguanjia05	QQ管家在线验证失败，请稍后再试	QQ管家線上驗證失敗，請稍後再試
qqguanjia02	{0}月{1}日	{0}月{1}日
qqguanjia03	领取	領取
qqguanjia01	2015/6/19 00:00:00	2015/6/19 00:00:00
holiday19	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n,真是新年新气象。	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n,真是新年新氣象。
union108	{0}升级条件#H神兽坛：#C({1}){2}级#n#H消耗资源：#C({3}){4}#n	{0}升級條件#H神獸壇：#C({1}){2}級#n#H消耗資源：#C({3}){4}#n
union106	个人战斗最高奖励#H金币+{0}#H个人贡献+{1}#H#C(#ff0000)提示：最高奖励需成员挑战神兽造成足够伤害才能获得	個人戰鬥最高獎勵#H金幣+{0}#H個人貢獻+{1}#H#C(#ff0000)提示：最高獎勵需成員挑戰神獸造成足夠傷害才能獲得
union107	狮虎兽已达顶阶	獅虎獸已達頂階
union105	暂无神兽	暫無神獸
pack8	#C(#ffffff)出售{0}个#C({1}){2}#n,将得到{3}{4}	#C(#ffffff)出售{0}個#C({1}){2}#n,將得到{3}{4}
kfzb103	奖励领奖结束剩余：{0}	獎勵領獎結束剩餘：{0}
kfzb102	奖励领奖结束剩余：0天0小时0分钟0秒	獎勵領獎結束剩餘：0天0小時0分鐘0秒
newyear012	#U#C(#00FF00)#A(#K(dlg,{0}))前往获取	#U#C(#00FF00)#A(#K(dlg,{0}))前往獲取
newyear013	无	無
newyear010	新年折扣汇未开启	新年折扣匯未開啟
newyear011	和#C(#fbfe00){0}#n积分	和#C(#fbfe00){0}#n積分
newyear016	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n
newyear017	活动未开启	活動未開啟
newyear014	次数不足时，可消耗{0}神石开启	次數不足時，可消耗{0}神石開啟
newyear015	当前剩余开启宝箱次数：{0}	當前剩餘開啟寶箱次數：{0}
newyear018	是否花费#C(#fbfe00){0}神石#n进行1次抽奖	是否花費#C(#fbfe00){0}神石#n進行1次抽獎
newyear019	是否确认花费#C(#fbfe00){0}神石#n和#C(#fbfe00){1}#n次免费次数进行10次抽奖	是否確認花費#C(#fbfe00){0}神石#n和#C(#fbfe00){1}#n次免費次數進行10次抽獎
newyear001	1、活动期间玩家可以消耗圣者徽章兑换指定商品#H2、圣者徽章可以在新年我最壕活动中获得	1、活動期間玩家可以消耗聖者徽章兌換指定商品#H2、聖者徽章可以在新年我最壕活動中獲得
newyear003	消费≥{0}神石	消費≥{0}神石
newyear002	1、活动期间根据玩家消耗的神石来进行排行#H2、玩家每日消费神石达到一定数量才会进行排行#H3、根据不同的排名发放不同的排名奖励，奖励将通过邮件的形式于每日00：00分发送#H4、跨服前100名玩家可获得丰厚奖励#H5、玩家可通过下方按钮查看跨服今日排行和昨日排行#H6、本服前10名玩家可获得丰厚奖励#H7、跨服排名30分钟更新，每日23：58至次日00：00分为结算时间，此期间获得的消费可能不会被计入消费排行榜，消费每日清零#H8、本服消费排行实时更新#H9、玩家可通过下方按钮查看本服今日排行和昨日排行	1、活動期間根據玩家消耗的神石來進行排行#H2、玩家每日消費神石達到一定數量才會進行排行#H3、根據不同的排名發放不同的排名獎勵，獎勵將通過郵件的形式於每日00：00分發送#H4、跨服前100名玩家可獲得豐厚獎勵#H5、玩家可通過下方按鈕查看跨服今日排行和昨日排行#H6、本服前10名玩家可獲得豐厚獎勵#H7、跨服排名30分鐘更新，每日23：58至次日00：00分為結算時間，此期間獲得的消費可能不會被計入消費排行榜，消費每日清零#H8、本服消費排行即時更新#H9、玩家可通過下方按鈕查看本服今日排行和昨日排行
newyear005	花费一定积分刷新商品	花費一定積分刷新商品
newyear004	1、活动期间每日12:00、24:00刷新新春折扣汇，礼物随机刷新，有概率出现极品折扣道具和炫酷幸运称号#H2、玩家也可消耗积分手动刷新，刷新消耗积分与每日刷新次数有关#H3、在活动期间玩家在任何地方消费1神石即可获得1点新春积分	1、活動期間每日12:00、24:00刷新新春折扣匯，禮物隨機刷新，有概率出現極品折扣道具和炫酷幸運稱號#H2、玩家也可消耗積分手動刷新，刷新消耗積分與每日刷新次數有關#H3、在活動期間玩家在任何地方消費1神石即可獲得1點新春積分
newyear007	是否花费#C(#fbfe00){0}#n积分刷新商品	是否花費#C(#fbfe00){0}#n積分刷新商品
newyear006	新年折扣汇未开启	新年折扣匯未開啟
newyear009	本次更换礼物消耗<font color='#00FF00'>{0}</font>个积分	本次更換禮物消耗<font color='#00FF00'>{0}</font>個積分
newyear008	积分不足	積分不足
union148	是否消耗#C(#fbfe00){0}#n神石把神兽的成长值喂养至上限，#H提示：每日只能选择一种方式喂养#H满喂养成长值神兽只能获得个人贡献；	是否消耗#C(#fbfe00){0}#n神石把神獸的成長值餵養至上限，#H提示：每日只能選擇一種方式餵養#H滿餵養成長值神獸只能獲得個人貢獻；
union149	喂养成功，获得个人贡献+{0}	餵養成功，獲得個人貢獻+{0}
union142	<font color='#00FF00'>（研究中）</font>	<font color='#00FF00'>（研究中）</font>
union143	<font color='#ff0000'>（暂停）</font>	<font color='#ff0000'>（暫停）</font>
union140	已研究到满级	已研究到滿級
union141	{0}研究进度：{1}/{2}	{0}研究進度：{1}/{2}
union146	#C(#ff0000)#H满喂养成长值神兽只能获得个人贡献	#C(#ff0000)#H滿餵養成長值神獸只能獲得個人貢獻
union147	确定消耗#C(#fbfe00){0}#n神石喂养神兽#H#C(#ff0000)提示：每日只能选择一种方式喂养#H满喂养成长值神兽只能获得个人贡献；	確定消耗#C(#fbfe00){0}#n神石餵養神獸#H#C(#ff0000)提示：每日只能選擇一種方式餵養#H滿餵養成長值神獸只能獲得個人貢獻；
union144	剩余个数：{0}	剩餘個數：{0}
union145	神兽祝福+{0}%	神獸祝福+{0}%
union128	历史贡献不足	歷史貢獻不足
union129	排名奖励	排名獎勵
union120	退出公会将丢失未完成的公会任务和已抓战俘，是否确认退出	退出公會將丟失未完成的公會任務和已抓戰俘，是否確認退出
union121	#C(#ffffff)#I(ChatIcon_Gong,16,16)#C(#00EE00)【公会】公会任务#n({0}/{1})(可接)#H	#C(#ffffff)#I(ChatIcon_Gong,16,16)#C(#00EE00)【公會】公會任務#n({0}/{1})(可接)#H
union122	跨服中不能返回驻地	跨服中不能返回駐地
union123	即将开启，敬请期待	即將開啟，敬請期待
union124	#C(#ffffff){0}#n#C({1}){2}#n#C(#ffffff)神兽，神兽成长值+{3}	#C(#ffffff){0}#n#C({1}){2}#n#C(#ffffff)神獸，神獸成長值+{3}
union125	普通喂养	普通餵養
union126	高级喂养	高級餵養
union127	完美喂养	完美餵養
newyear023	#U#C(#00FF00)#A(#K(dlg,{0}))前往获取	#U#C(#00FF00)#A(#K(dlg,{0}))前往獲取
newyear022	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n
newyear021	今日已在线{0}分钟	今日已線上{0}分鐘
newyear020	是否确认花费#C(#fbfe00){0}神石#n进行10次抽奖	是否確認花費#C(#fbfe00){0}神石#n進行10次抽獎
union155	是否消耗#C(#fbfe00){0}#n个人贡献和#C(#fbfe00){1}#n神石购买{2}	是否消耗#C(#fbfe00){0}#n個人貢獻和#C(#fbfe00){1}#n神石購買{2}
union154	商店已达最高等级	商店已達最高等級
union156	是否消耗#C(#fbfe00){0}#n个人贡献和#C(#fbfe00){1}#n神石购买{2}	是否消耗#C(#fbfe00){0}#n個人貢獻和#C(#fbfe00){1}#n神石購買{2}
union151	#C(#ffffff)重新激活消耗#n#H#C(#fefb00)个人贡献：{0}	#C(#ffffff)重新啟動消耗#n#H#C(#fefb00)個人貢獻：{0}
union150	已失效，需重新激活	已失效，需重新啟動
union153	神兽坛已达最高等级	神獸壇已達最高等級
union152	魔法塔已达最高等级	魔法塔已達最高等級
union139	神兽进阶说明：#H1、会长和副会长消耗公会资源可升阶神兽，并可在喂养成熟后进行召唤#H2、成员挑战召唤的神兽可获得金币和个人贡献奖励，挑战成功还可随机获得各种奖励#H3、获得的随机奖励将在公会商店限时出售#H#H商品激活说明：#H1、会长和副会长消耗公会资源可激活商品#H2、公会成员可消耗公会贡献在公会商店中购买激活的商品	神獸進階說明：#H1、會長和副會長消耗公會資源可升階神獸，並可在餵養成熟後進行召喚#H2、成員挑戰召喚的神獸可獲得金幣和個人貢獻獎勵，挑戰成功還可隨機獲得各種獎勵#H3、獲得的隨機獎勵將在公會商店限時出售#H#H商品啟動說明：#H1、會長和副會長消耗公會資源可啟動商品#H2、公會成員可消耗公會貢獻在公會商店中購買啟動的商品
union138	喂养记录	餵養記錄
union133	建筑升级说明：#H1、公会等级达到指定等级，会长和副会长消耗公会资源可升级相应建筑#H2、相应建筑达到指定等级，才能开放相应的建筑功能#H3、公会资源通过公会捐献和公会任务获得#H#H技能研究说明：#H1、会长和副会长消耗公会资源可开启技能研究#H2、技能开启研究后，每倒计时1小时，消耗公会资源增加10点进度值#H3、公会资源消耗不足时，技能研究进度暂停，下一倒计时再次消耗足够的公会资源才能继续研究#H4、公会技能研究成功后，公会成员可消耗个人贡献和金币前往公会技能界面学习#H#H	建築升級說明：#H1、公會等級達到指定等級，會長和副會長消耗公會資源可升級相應建築#H2、相應建築達到指定等級，才能開放相應的建築功能#H3、公會資源通過公會捐獻和公會任務獲得#H#H技能研究說明：#H1、會長和副會長消耗公會資源可開啟技能研究#H2、技能開啟研究後，每倒計時1小時，消耗公會資源增加10點進度值#H3、公會資源消耗不足時，技能研究進度暫停，下一倒計時再次消耗足夠的公會資源才能繼續研究#H4、公會技能研究成功後，公會成員可消耗個人貢獻和金幣前往公會技能介面學習#H#H
union132	#C(#ff0000)研究中	#C(#ff0000)研究中
union131	即将开启，敬请期待	即將開啟，敬請期待
union130	{0}：{1}个人贡献	{0}：{1}個人貢獻
union137	{0}天后失效	{0}天后失效
union136	学习后{0}天失效	學習後{0}天失效
union135	{0}资源/小时	{0}資源/小時
union134	神兽坛等级不足	神獸壇等級不足
union112	达到{0}历史贡献	達到{0}歷史貢獻
union109	公会等级：{0}级	公會等級：{0}級
mzbz015	获得{0}次新年冲冲冲免费开启#H	獲得{0}次新年衝衝沖免費開啟#H
hhlz008	等级不足	等級不足
hhlz005	蓝钻水晶不足，进行领奖可额外获得蓝钻水晶	藍鑽水晶不足，進行領獎可額外獲得藍鑽水晶
hhlz004	消耗12个蓝钻水晶兑换天马流星，是否确认兑换？	消耗12個藍鑽水晶兌換天馬流星，是否確認兌換？
hhlz007	不在活动时间内	不在活動時間內
hhlz006	消耗20个蓝钻水晶兑换圣光之舞，是否确认兑换？	消耗20個藍鑽水晶兌換聖光之舞，是否確認兌換？
hhlz001	可领奖次数：{0}次	可領獎次數：{0}次
hhlz003	开通或续费豪华蓝钻可获得领奖机会，领奖可获得蓝钻水晶	開通或續費豪華藍鑽可獲得領獎機會，領獎可獲得藍鑽水晶
hhlz002	拥有蓝钻水晶：{0}个	擁有藍鑽水晶：{0}個
kfzdjj66	当前为第{0}次刷新，需要消耗{1}荣誉#H#C(#ff0000)注：刷新次数越多，消耗荣誉越多#n	當前為第{0}次刷新，需要消耗{1}榮譽#H#C(#ff0000)注：刷新次數越多，消耗榮譽越多#n
yzslc10	高级试炼场	高級試煉場
kfzdjj65	荣誉不足，无法刷新	榮譽不足，無法刷新
union111	是否捐献#C(#fbfe00){0}#n神石获得#C(#fbfe00){1}#n公会资源和#C(#fbfe00){2}#n个人贡献	是否捐獻#C(#fbfe00){0}#n神石獲得#C(#fbfe00){1}#n公會資源和#C(#fbfe00){2}#n個人貢獻
union110	历史贡献：{0}	歷史貢獻：{0}
union113	您当前已在公会驻地	您當前已在公會駐地
kfzdjj64	当前为第{0}次刷新，需要消耗{1}荣誉	當前為第{0}次刷新，需要消耗{1}榮譽
union115	公会资源：{0}	公會資源：{0}
union114	个人经验：{0}	個人經驗：{0}
union117	还可领取[{0}/{1}]	還可領取[{0}/{1}]
union116	个人贡献：{0}	個人貢獻：{0}
union119	&nbsp;&nbsp;&nbsp;&nbsp;#U#A(#K(playerMenu,{0}))#C(#00ff00){1}#n#n#n将您的任务提升至#C(#fbfe00){2}#n星	&nbsp;&nbsp;&nbsp;&nbsp;#U#A(#K(playerMenu,{0}))#C(#00ff00){1}#n#n#n將您的任務提升至#C(#fbfe00){2}#n星
union118	&nbsp;&nbsp;&nbsp;&nbsp;您将#U#A(#K(playerMenu,{0}))#C(#00ff00){1}#n#n#n的任务提升至#C(#fbfe00){2}#n星	&nbsp;&nbsp;&nbsp;&nbsp;您將#U#A(#K(playerMenu,{0}))#C(#00ff00){1}#n#n#n的任務提升至#C(#fbfe00){2}#n星
yzslc08	初级试炼场	初級試煉場
yzslc09	中级试炼场	中級試煉場
yzslc01	玩法说明：#H1.越高等级的试炼场每次击杀怪物获得经验越高。#H2.每天只能进入一个试炼场，进入试炼场后，达到开启更高等级的试炼场的条件也必须到次日才能进入。#H3.使用一键通关功能可以获得通关奖励并得到击杀通关目标的全部经验值。#H4.试炼过程中可随时退出试炼场景，未通关试炼场可重复进入试炼场。#H5.每日00:00重置试炼场，重置期间在试炼场中的玩家会被自动传出试炼场。	玩法說明：#H1.越高等級的試煉場每次擊殺怪物獲得經驗越高。#H2.每天只能進入一個試煉場，進入試煉場後，達到開啟更高等級的試煉場的條件也必須到次日才能進入。#H3.使用一鍵通關功能可以獲得通關獎勵並得到擊殺通關目標的全部經驗值。#H4.試煉過程中可隨時退出試煉場景，未通關試煉場可重複進入試煉場。#H5.每日00:00重置試煉場，重置期間在試煉場中的玩家會被自動傳出試煉場。
yzslc02	贵族等级达到8及以上可开启一键通关功能。	貴族等級達到8及以上可開啟一鍵通關功能。
yzslc04	一键通关可获得通关奖励并得到通关目标数量怪物的全部经验值，是否确定一键通关。	一鍵通關可獲得通關獎勵並得到通關目標數量怪物的全部經驗值，是否確定一鍵通關。
yzslc05	贵族8及以上玩家可开启一键通关	貴族8及以上玩家可開啟一鍵通關
yzslc06	今日试炼已通关	今日試煉已通關
yzslc07	今日试炼已通关	今日試煉已通關
EnumMail13	个人贡献	個人貢獻
qrzb013	占领度	佔領度
qrzb012	进度	進度
qrzb011	公会	公會
mall18	请选择好友	請選擇好友
mall17	请先输入赠送数量	請先輸入贈送數量
mall16	#C(#E87D22)您确定要花费#C(#00FF00){0}#n神石赠送#C(#00FF00){1}#n个#C(#00FF00){2}#n给#C(#00FF00){3}#n吗？#n	#C(#E87D22)您確定要花費#C(#00FF00){0}#n神石贈送#C(#00FF00){1}#n個#C(#00FF00){2}#n給#C(#00FF00){3}#n嗎？#n
godessCard21	本轮还没有开启，无需进行下一轮	本輪還沒有開啟，無需進行下一輪
godessCard20	本日可重置轮数已用完	本日可重置輪數已用完
godessCard22	本轮还有宝箱奖励尚未领取，请先领取宝箱	本輪還有寶箱獎勵尚未領取，請先領取寶箱
godessCard07	#C(#FFFFFF)恭喜获得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神组合奖励：#H{3}	#C(#FFFFFF)恭喜獲得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神組合獎勵：#H{3}
godessCard06	#C(#FFFFFF)已领取	#C(#FFFFFF)已領取
godessCard05	#C(#FFFFFF)是否消耗{0}神石开启5次	#C(#FFFFFF)是否消耗{0}神石開啟5次
godessCard04	#C(#FFFFFF)消耗{0}神石开启五次	#C(#FFFFFF)消耗{0}神石開啟五次
godessCard03	#C(#FFFFFF)是否消耗{0}神石开启1次	#C(#FFFFFF)是否消耗{0}神石開啟1次
godessCard02	#C(#FFFFFF)消耗{0}神石开启一次	#C(#FFFFFF)消耗{0}神石開啟一次
godessCard01	#C(#FFFFFF)1、活动期间玩家可以消费一定神石点击开启按钮进行开启#H2、玩家开启可以获得开启奖励#H3、玩家开启对应一行或一列的所有卡牌将激活对应一行或一列的宝箱，点击打开将获得宝箱奖励#H4、玩家开启的女神卡牌中若能组合成对应的女神卡牌组合将获得对应的女神组合奖励#H5、玩家可以通过点击女神组合按钮查看女神卡牌组合和奖励#H6、玩家每轮有20次开启次数，每日可重置40轮，重置轮数每日00：00分更新#H7、每轮20次开启次数消耗完后，会激活终极开启，玩家点击终极开启可以消耗神石额外开启一次卡牌	#C(#FFFFFF)1、活動期間玩家可以消費一定神石點擊開啟按鈕進行開啟#H2、玩家開啟可以獲得開啟獎勵#H3、玩家開啟對應一行或一列的所有卡牌將啟動對應一行或一列的寶箱，點擊打開將獲得寶箱獎勵#H4、玩家開啟的女神卡牌中若能組合成對應的女神卡牌組合將獲得對應的女神組合獎勵#H5、玩家可以通過點擊女神組合按鈕查看女神卡牌組合和獎勵#H6、玩家每輪有20次開啟次數，每日可重置40輪，重置輪數每日00：00分更新#H7、每輪20次開啟次數消耗完後，會啟動終極開啟，玩家點擊終極開啟可以消耗神石額外開啟一次卡牌
chxt18	尚未获得称号	尚未獲得稱號
llsr7	我的夺宝徽章:{0}	我的奪寶徽章:{0}
godessCard09	#C(#FFFFFF)跳入下一轮将重置所有卡牌与宝箱，是否继续？	#C(#FFFFFF)跳入下一輪將重置所有卡牌與寶箱，是否繼續？
qrzb001	2016/10/23	2016/10/23
godessCard18	本轮剩余未开启卡牌不足五张	本輪剩餘未開啟卡牌不足五張
qrzb010	章节	章節
learnSkillC5	任意一个星灵星级达到{0}星	任意一個星靈星級達到{0}星
robmedal	夺宝徽章	奪寶徽章
learnSkillC6	需要消耗{0}{1}/{2}	需要消耗{0}{1}/{2}
chxt15	称号已满级	稱號已滿級
union157	提星	提星
godessCard08	#C(#FFFFFF)恭喜获得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神组合奖励:#H#C({3}){4}#C(#FFFFFF)+{5} 	#C(#FFFFFF)恭喜獲得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神組合獎勵:#H#C({3}){4}#C(#FFFFFF)+{5}
qrzb004	奖励已领取	獎勵已領取
qrzb005	#C(#ffffff)1、爬塔争霸榜回合数相同时是以玩家战力进行排行。#H2、爬塔争霸必须是消耗收益次数的评分才有效。#H3、公会争霸只排前三的公会，前三的公会所有成员将会获得奖励。	#C(#ffffff)1、爬塔爭霸榜回合數相同時是以玩家戰力進行排行。#H2、爬塔爭霸必須是消耗收益次數的評分才有效。#H3、公會爭霸只排前三的公會，前三的公會所有成員將會獲得獎勵。
qrzb006	玩家	玩家
qrzb007	副本	副本
llsr8	夺宝徽章:来源于野外夺宝活动	奪寶徽章:來源於野外奪寶活動
chxt19	(称号属性在部分玩法生效)	(稱號屬性在部分玩法生效)
qrzb002	1、七日争霸分别为：心魔争霸，爬塔争霸，公会争霸。#H2、开服那一刻开始计时，24小时为1天，七日争霸从开服第8天开始。#H3、心魔争霸持续2天，爬塔争霸持续2天，公会争霸持续3天。#H4、每个争霸结束后，下一个争霸才会开始，请关注界面右下角时间。不要错过时间哟！#H5、公会争霸排行前3的公会，所有的公会成员才会获得对应的奖励。#H6、爬塔争霸必须是消耗收益次数的评分才有效。	1、七日爭霸分別為：心魔爭霸，爬塔爭霸，公會爭霸。#H2、開服那一刻開始計時，24小時為1天，七日爭霸從開服第8天開始。#H3、心魔爭霸持續2天，爬塔爭霸持續2天，公會爭霸持續3天。#H4、每個爭霸結束後，下一個爭霸才會開始，請關注介面右下角時間。不要錯過時間喲！#H5、公會爭霸排行前3的公會，所有的公會成員才會獲得對應的獎勵。#H6、爬塔爭霸必須是消耗收益次數的評分才有效。
qrzb003	等级不足无法打开排行榜	等級不足無法打開排行榜
chxt14	称号培养90级开启	稱號培養90級開啟
qrzb008	评分	評分
chxt16	最多可佩戴5个称号	最多可佩戴5個稱號
chxt17	称号属性在以下玩法中生效：#H英雄竞技#H勇斗领主#H劫宝#H野外夺宝#H组队爬塔#H公会魔神#H魔兽入侵#H魔龙降临#H荣耀之战#H城主轮值#H跨服竞技	稱號屬性在以下玩法中生效：#H英雄競技#H勇鬥領主#H劫寶#H野外奪寶#H組隊爬塔#H公會魔神#H魔獸入侵#H魔龍降臨#H榮耀之戰#H城主輪值#H跨服競技
chxt10	是否确认花费#C(#00FF00){0}#n神石完成10次培养？	是否確認花費#C(#00FF00){0}#n神石完成10次培養？
chxt11	使用#C(#00FF00){0}#n神石进行一次培养#H有机会出现暴击（获得3倍经验）#H优先使用道具称号培养石	使用#C(#00FF00){0}#n神石進行一次培養#H有機會出現暴擊（獲得3倍經驗）#H優先使用道具稱號培養石
chxt12	使用#C(#00FF00){0}#n神石进行10次培养#H有机会出现暴击（获得3倍经验）#H优先使用道具称号培养石	使用#C(#00FF00){0}#n神石進行10次培養#H有機會出現暴擊（獲得3倍經驗）#H優先使用道具稱號培養石
chxt13	无法培养	無法培養
godessCard14	本轮所有卡牌已开启	本輪所有卡牌已開啟
godessCard15	神石不足	神石不足
ywdb28	我的积分：{0}	我的積分：{0}
godessCard17	本轮剩余开启次数不足五次	本輪剩餘開啟次數不足五次
godessCard10	#C(#FFFFFF)消耗{0}神石进行终极开启	#C(#FFFFFF)消耗{0}神石進行終極開啟
godessCard11	#C(#FFFFFF)是否消耗{0}神石进行1次终极开启	#C(#FFFFFF)是否消耗{0}神石進行1次終極開啟
godessCard12	#C({0}){1}#C(#FFFFFF)+{2}	#C({0}){1}#C(#FFFFFF)+{2}
godessCard13	本轮剩余开启次数不足一次，请点击下一轮	本輪剩餘開啟次數不足一次，請點擊下一輪
ywdb22	夺宝积分+{0}	奪寶積分+{0}
ywdb23	未上榜	未上榜
ywdb21	10连杀或终结10连杀,额外获得10积分#H20连杀或终结20连杀,额外获得20积分#H30连杀或终结30连杀,额外获得30积分#H50连杀或终结50连杀,额外获得50积分#H100连杀或终结100连杀,额外获得100积分#H200连杀或终结200连杀,额外获得200积分	10連殺或終結10連殺,額外獲得10積分#H20連殺或終結20連殺,額外獲得20積分#H30連殺或終結30連殺,額外獲得30積分#H50連殺或終結50連殺,額外獲得50積分#H100連殺或終結100連殺,額外獲得100積分#H200連殺或終結200連殺,額外獲得200積分
ywdb26	#C(#00ff00)排行榜说明#n：#H1.排行榜显示地图内宝箱数量≥1且排名前10的玩家，同一战区不同地图也将分为不同的排行榜。#H2.点击追杀按钮可以直接向排行榜玩家发起战斗。#H3.排名高于自己的目标的追杀按钮才可以点击。#H#C(#00ff00)夺取宝箱说明#n：#H1.点击玩家直接进入战斗，战斗胜利则获得对方一半数量的宝箱。#H2.战斗失败的玩家不会损失宝箱。#H3.战斗死亡后将会随机传送到地图其他位置。#H#C(#00ff00)积分说明#n：#H1.击杀玩家获得基础分10分，	#C(#00ff00)排行榜說明#n：#H1.排行榜顯示地圖內寶箱數量≥1且排名前10的玩家，同一戰區不同地圖也將分為不同的排行榜。#H2.點擊追殺按鈕可以直接向排行榜玩家發起戰鬥。#H3.排名高於自己的目標的追殺按鈕才可以點擊。#H#C(#00ff00)奪取寶箱說明#n：#H1.點擊玩家直接進入戰鬥，戰鬥勝利則獲得對方一半數量的寶箱。#H2.戰鬥失敗的玩家不會損失寶箱。#H3.戰鬥死亡後將會隨機傳送到地圖其他位置。#H#C(#00ff00)積分說明#n：#H1.擊殺玩家獲得基礎分10分，
ywdb27	并获得被击杀玩家的部分积分，积分越高损失的积分越多。#H2.抢夺其他玩家时被击杀同样损失积分。#H3.连杀或终结连杀将获得额外的积分奖励。#H4.积分将在活动结束后结算为夺宝徽章，10积分以下的玩家没有徽章奖励。#H#C(#00ff00)连杀说明#n：#H1.当玩家达到10、20、30、50、100连杀时将获得额外的积分奖励，与连杀数目相同。#H2.终结其他玩家的连杀同样会获得积分奖励。#H3.连续死亡5次的玩家将获得增伤、减伤大幅提高的隐藏BUFF，战斗胜利后消失。	並獲得被擊殺玩家的部分積分，積分越高損失的積分越多。#H2.搶奪其他玩家時被擊殺同樣損失積分。#H3.連殺或終結連殺將獲得額外的積分獎勵。#H4.積分將在活動結束後結算為奪寶徽章，10積分以下的玩家沒有徽章獎勵。#H#C(#00ff00)連殺說明#n：#H1.當玩家達到10、20、30、50、100連殺時將獲得額外的積分獎勵，與連殺數目相同。#H2.終結其他玩家的連殺同樣會獲得積分獎勵。#H3.連續死亡5次的玩家將獲得增傷、減傷大幅提高的隱藏BUFF，戰鬥勝利後消失。
ywdb24	{0}的英魂#H下一场战斗你的属性将替换为此玩家的属性	{0}的英魂#H下一場戰鬥你的屬性將替換為此玩家的屬性
ywdb25	战斗冷却中,请稍侯	戰鬥冷卻中,請稍侯
hzdhl4	可领奖次数：{0}次	可領獎次數：{0}次
