messageId	desc	Turkishdesc
zhengba18	仅战队队长可选择小组	Sadece grup lideri küçük grup seçebilir
zhengba17	您所在的战队已经选择了小组	Bulunduğun grup küçük grup seçti
zhengba16	请勾选您要竞猜的类型 	Tahmin türünü seç 
wed123	您还未选择送出的喜糖哟!	Hediye edilecek şekerleri henüz seçmesin!
wed122	爱心等级已满,快去升级中间的亲密等级吧!	Şefkat seviyesi doldu, hemen gidip yakınlık dereceni yükselt!
wed125	您目前尚未结婚，无法升级！	Henüz evlenmedin, geliştirilemez!
wed124	您今日送喜糖的次数已经用完。	Günlük şeker hediyesi hakları kullanıldı.
zhengba11	(竞猜限额:10~{0}充值神石)	(Tahmin limiti: 10~{0} yüklenmiş kristal)
zhengba10	(竞猜限额:10万~{0}万金币)	(Tahmin limiti: 100k~{0}0k altın)
wsjhd8	活动未开始	Etkinlik başlamadı
wsjhd9	今日普通打鬼次数不足	Günlük normal ruh avı sayısı yetersiz!
wsjhd2	变身卡buff：#H点击图标打开变身卡buff信息框#H可查看各buff属性、形象信息和进行形象更换操作	Mutasyon etkisi: #H İkona tıklayarak mutasyon etki bilgi penceresi açılır #H Etki özelliklerine bakılıp, görünüş bilgileri değiştirilebilir
wsjhd3	你已经领取了本次奖励，请等待奖励再次刷新	Bu sefer ki ödülleri teslim aldın, ödüllerin tekrardan yenilenmesini bekle
wsjhd1	规则说明：#H1、活动期间只要获得过该变身卡即成功收集。#H2、每个收集奖励只能领取一次。#H3、获得变身卡使用变身后不会影响已收集的数量。	Kural açıklamaları: #H1, Etkinlik süresince bu mutasyon kartını elde ederek anında toplayın.#H2, Her bir koleysiyon ödülü sadece 1 kez alınabilir.#H3, Elde edilen mutasyon kartı kullanılıp mutasyon geçirilmesi toplanan sayıyı etkilemez.
wsjhd6	消耗{0}神石，进行10次高级打鬼	{0} kristal tüketerek 10 kez yüksek ruh avı yapılsın mı?
wsjhd7	今日剩余普通打鬼次数:{0}	Günlük normal ruh avı hakkı: {0}
wsjhd4	消耗{0}金币，进行1次普通打鬼	{0} altın tüketerek, 1 kez normal ruh avı yapılsın mı?
wsjhd5	消耗{0}神石，进行1次高级打鬼	{0} kristal tüketerek 1 kez yüksek ruh avı yapılsın mı?
godessCard07	#C(#FFFFFF)恭喜获得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神组合奖励：#H{3}	#C(#FFFFFF)Tebrikler, kazanılanlar: #C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF) Tanrıça grup ödülü: #H{3}
godessCard06	#C(#FFFFFF)已领取	#C(#FFFFFF) alındı
godessCard05	#C(#FFFFFF)是否消耗{0}神石开启5次	#C(#FFFFFF) {0} kristal tüketerek 5 kart açılsın mı?
godessCard04	#C(#FFFFFF)消耗{0}神石开启五次	#C(#FFFFFF) {0} kristal tüketerek 5 kart aç
godessCard03	#C(#FFFFFF)是否消耗{0}神石开启1次	#C(#FFFFFF) {0} kristal tüketerek 1 kart açılsın mı?
godessCard02	#C(#FFFFFF)消耗{0}神石开启一次	#C(#FFFFFF) {0} kristal tüketerek 1 kart aç
godessCard01	#C(#FFFFFF)1、活动期间玩家可以消费一定神石点击开启按钮进行开启#H2、玩家开启可以获得开启奖励#H3、玩家开启对应一行或一列的所有卡牌将激活对应一行或一列的宝箱，点击打开将获得宝箱奖励#H4、玩家开启的女神卡牌中若能组合成对应的女神卡牌组合将获得对应的女神组合奖励#H5、玩家可以通过点击女神组合按钮查看女神卡牌组合和奖励#H6、玩家每轮有20次开启次数，每日可重置40轮，重置轮数每日00：00分更新#H7、每轮20次开启次数消耗完后，会激活终极开启，玩家点击终极开启可以消耗神石额外开启一次卡牌	#C(#FFFFFF)1, Etkinlik süresince oyuncular belirli bir miktarda kristal tüketip kart açma tuşuna tıklayarak kart açabilirler#H2, Oyuncular kart açarak kart açma hediyelerini kazanabilirler #H3, Oyuncular aynı sıradaki veya aynı serideki tüm kartları açarak ilgili sıra veya serinin hazinesini aktifleştirebilirler, hazineyi aça tıklayarak hazine hediyeleri alınabilir #H4, Oyuncular tanrıça grubundan bir kart açtıkları zaman, ilgili tanrıça kartı grubunu birleştirmeyi başarırlarsa ilgili tanrıça grup ödülünü kazanırlar #H5, Oyuncular tanrıça grup düğmesine tıklayarak tanrıça kart gruplarına ve ödüllerine bakabilirler #H6, Oyuncular her turda 20 kart açma hakkına sahiptir, her gün toplam 40 tur yenilenir, tur zamanı yenileme zamanı 00:00'dır #H7, Her turda 20 kart açma hakkı kullanıldıktan sonra, üstün kart aktifleştirilir, oyuncular üstün karta tıklayarak kristal tüketip fazladan 1 kart açma hakkı kazanırlar
godessCard09	#C(#FFFFFF)跳入下一轮将重置所有卡牌与宝箱，是否继续？	#C(#FFFFFF)Bir sonraki tur yenilecek kart ve hazineler geçilsin mi?
godessCard08	#C(#FFFFFF)恭喜获得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神组合奖励:#H#C({3}){4}#C(#FFFFFF)+{5} 	#C(#FFFFFF)Tebrikler, kazanılanlar: #C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF) Tanrıça grup ödülü:#H#C({3}){4}#C(#FFFFFF)+{5} 
newwed028	<font color='#00FF00'>{0}</font>已成功预约了{1}({2})。	<font color='#00FF00'>{0}</font> rezarvasyon başarılı {1}({2}).
newwed024	（{0}人预约）	({0} kişi rezervasyon yaptırdı)
newwed027	1、只要预约了婚礼，即使不在线也能完成婚礼成为夫妻<br>2、举办婚礼可以获得大量新婚祝福礼包<br>3、如想取消订婚，需到龙骑神殿牧师处取消	1, Düğüm rezervasyomnu yapıldıktan sonra, offline olunca bile karı koca olunur <br>2, Düğün düzenlenerek bolca <br>3, Eğer nişan iptal edilecekse, Ejder Tapınağındaki Vaiz'e gidilmelidir.
newwed026	预约婚礼说明：#H1.所有婚礼都可以选择任意未过期的时间段举行，举行场次不限#H2.同一时间段只能举行一场皇室婚礼；#H3.每场婚礼时间为10分钟，请注意婚礼时间	Evlilik rezervasyonu açıklaması: #H1. Tüm düğünler herhangi bir ileri tarihte düzenlenebilir, düzenleme sayısı sınırlıdır #H2. Aynı zamanda sadece 1 adet kraliyet düğünü düzenlenebilir; #H3. Her bir düğünün zamanı 10 dakikadır, düğün zamanına dikkat ediniz
newwed021	<font color='#00FF00'>{0}</font>在全世界向你告白求婚	<font color='#00FF00'>{0}</font> herkesin gözü önünde sana evlenme teklif etti
newwed020	<font color='#00FF00'>{0}</font>悄悄的向你发送了求婚	<font color='#00FF00'>{0}</font> gizli ve sessiz bir biçimde sana evlenme teklif etti
newwed023	，皇室卫队x1，豪华请帖x1	, Kraliyet ekibix1, Zengin davetiyex1
newwed022	1、男女双方均可预约婚礼，但只能成功预约一次场<br>2、不同档次的婚礼在结婚后获得不同的属性加成<br>3、如想取消订婚，需到龙骑神殿牧师处取消	1, Kadın erkek iki taraf da düğün rezervasyonu yapabilir, ama sadece 1 rezervasyon geçerli sayılır <br>2, Farklı türlerdeki düğünlerden evlilik sonrası farklı özellik kazancı sağlanır <br>3 , Nişan iptal edilecekse, Ejder Tapınağındaki Vaiz'e gidilmelidir.
mslx001	秒杀来袭倒计时:{0}	Katliam saldırısını geri sayımı: {0}
ownArena014	龙骑殿堂	Ejder süvari tapınağı
ownArena013	等级不足	Seviye yetersiz
ownArena012	跨服币：{0}	Sunucu Param: {0}
ownArena011	没有足够的跨服币	Yeterli sayıda sunucu parası yok
ownArena010	免费挑战次数：{0}	Ücretsiz mücadele sayısı: {0}
supervip018	1、每日累计充值达到一定神石，可以获得对应的奖励（包含富豪值）。#H2、每日累计的充值在每日24:00重置为0，同时重置奖励。#H3、富豪值可用来提升超级贵族等级。	1, Her gün toplam kristal ödeme sayısı belirli bir miktara ulaşınca, ilgili hediyeler kazanılır (Zenginlik değeri dahil). #H2, Her gün toplam ödeme gece 24:00'da sıfırlanır, aynı zamanda hediyeler yenilenir.#H3, Zenginlik değeri Süper VIP seviye geliştirmede kullanılır.
supervip019	1、在游戏中消费1神石可以获得1超级贵族积分。#H2、达到对应的超级贵族等级，将会开启对应的购买道具。#H3、购买道具的时候是区分充值神石和奖励神石的哟！	1, Oyunda 1 kristal tüketerek 1 süper VIP Tec kazanılır.#H2, İlgili süper VIP seviyesine ulaşılınca, ilgili eşyaların satın alınmasına başlanılabilir.#H3, Eşya satın alırken yükleme elması ve hediye elmas olarak ikiye ayrılır!
supervip012	是否花费【{0}】【积分】购买【{1}】	[{0}] [Puan] kullanarak [{1}] satın alınsın mı?
supervip013	您的积分不足，请去消费获取积分吧！	Puanın yetersiz, harcamaya yaparak puan kazanın!
supervip010	是否花费【{0}】神石购买【{1}】	[{0}] kristal tüketerek [{1}] satın alınsın mı?
supervip011	是否花费【{0}】【充值神石/神石】+【{1}】【积分】购买【{2}】	[{0}] [yükleme kristalı/kristal]+[{1}] [puan] tüketilerek [{2}] satın alınabilir
supervip016	主角等级达到{0}级	{0} lv karakter gerekir
ssykhTgjnh3	是否消耗#C(#fbfe00){0}#n神石购买该商品	#C(#fbfe00){0}#n kristal tüketilerek bu eşya satın alınsın mı?
supervip014	累计达到{0}神石	Toplam ödemeyi {0} kristal yap
supervip015	超级贵族达到{0}级	Süper VIP seviyesini {0} lv yap
lzdhl1	消耗{0}个蓝钻水晶兑换{1}，是否确认兑换？	{0} adet mavi elmas kristali ile {1} değiştirilsin mi?
lzdhl2	蓝钻水晶不足，进行领奖可额外获得蓝钻水晶	Mavi elmas kristali yetersiz, teslim alarak fazladan mavi elmas kazanılabilir
lzdhl3	消耗蓝钻水晶：{0}	Tüketilecek mavi elmas kristali: {0}
lzdhl4	可领奖次数：{0}次	Alınabilir hak: {0} kez
lzdhl5	拥有蓝钻水晶：{0}个	Mevcut mavi elmas kristali: {0} adet
lzdhl6	开通或续费蓝钻可获得领奖机会并得到兑换道具	Hesap açtırtarak veya mavi elmas ödemesine devam ederek hediye ve eşya takası hakkı kazanılır
kfzdjj16	已佩戴	Takıldı
kfzdjj17	未佩戴	Takılmadı
kfzdjj14	功勋累计：{0}	Madalya toplamı: {0}
kfzdjj15	佩戴需功勋达到：{0}	Takmak için gereken madalya: {0}
kfzdjj12	您的战队未上榜	Grubun listeye giremedi
kfzdjj13	消耗荣誉：	Harcanacak onur:
kfzdjj10	申请加入	Katılım başvurusu
kfzdjj11	确定将队长转让给{0}?	Liderlik {0} kişisine devredilsin mi?
kfzdjj18	使用等级：{0}级	Kullanım seviyesi: {0} lv
kfzdjj19	创建战队	Grup kur
findBack11	是否消耗#C(#fbfe00){0}神石#n进行神石找回#C(#00ff00){1}%#n收益	#C(#fbfe00){0} kristal tüketerek#n kristal #C(#00ff00){1}%#n kazancı alınsın mı?
findBack10	是否消耗#C(#fbfe00){0}神石#n进行一键神石找回?	#C(#fbfe00){0} kristal tüketerek#n hızlı kristal kazanç alma yapılsın mı?
findBack12	贵族7及以上专属，花费{0}神石找回{1}%收益	VIP 7 ve üstü içindir, {0} kristal tüketerek %{1} kazanç alınır
nsll6	剩余抽奖次数不足	Kalan çekiliş hakkı yetersiz
nsll4	活动已结束	Etkinlik sona erdi
nsll5	福气临门兑换道具不足	Şans kapısı değişim eşyası yetersiz
nsll2	年兽碎片不足，抽奖可额外获得年兽碎片。	Yıl canavarı parçası yetersiz, çekilişle fazladan yıl canavarı parçası kazanılabilir.
nsll3	消耗福气临门：	Harcanacak şans kapısı:
nsll1	兑换消耗60年兽碎片，是否确认兑换。	60 adet yıl canavarı parçası tüketilerek değişim yapılsın mı?
newyear001	1、活动期间玩家可以消耗圣者徽章兑换指定商品#H2、圣者徽章可以在新年我最壕活动中获得	1, Etkinlik süresince oyuncular Kutsal rozet ile belirli ürünleri takas edebilirler #H2, Kutsal rozet yeni yılın zengini etkinliğinden kazanılabilir
newyear003	消费≥{0}神石	Harcama ≥{0} kristal
newyear002	1、活动期间根据玩家消耗的神石来进行排行#H2、玩家每日消费神石达到一定数量才会进行排行#H3、根据不同的排名发放不同的排名奖励，奖励将通过邮件的形式于每日00：00分发送#H4、跨服前100名玩家可获得丰厚奖励#H5、玩家可通过下方按钮查看跨服今日排行和昨日排行#H6、本服前10名玩家可获得丰厚奖励#H7、跨服排名30分钟更新，每日23：58至次日00：00分为结算时间，此期间获得的消费可能不会被计入消费排行榜，消费每日清零#H8、本服消费排行实时更新#H9、玩家可通过下方按钮查看本服今日排行和昨日排行	1, Etkinlik süresince oyuncular harcadıkları kristallere göre sıralamada yer alırlar #H2, Oyuncuların günlük kristal harcamaları belli bir rakama ulaştıktan sonra listeye girebilirler #H3, Farklı sıralamalardaki oyuncular farklı hediyeler kazanırlar, hediyeler posta yoluyla her gün 00:00'da gönderilir #H4, Sunuculararası sıralamada ilk 100'e giren oyuncular zengin hediyeler kazanırlar #H5, Oyuncular aşağıdaki düğmeler aracılığı ile bugün ve dünün sunuculararası sıralamasına bakabilirler #H6, Bu sunucuda ilk 10'a giren oyuncular zengin hediyeler kazanırlar #H7, Sunuculararası sıralama 30 dakikada bir güncellenir, her gün 23:58-00:00 arası hesaplama zamanıdır, bu süre boyunca yapılan kristal harcamaları hesaplamaya katılmaz, kristal harcama sıralaması her gün sıfırlanır #H8, Bu sunucunun kristal harcama sıralaması anlık olarak güncellenir #H9, Oyuncular aşağıdaki düğmelerden günün ve dünün bu sunucudaki sıralamasına bakabilirler
newyear005	花费一定积分刷新商品	Belli bir miktar puan harcyarak ürün yenilenebilir
newyear004	1、活动期间每日12:00、24:00刷新新春折扣汇，礼物随机刷新，有概率出现极品折扣道具和炫酷幸运称号#H2、玩家也可消耗积分手动刷新，刷新消耗积分与每日刷新次数有关#H3、在活动期间玩家在任何地方消费1神石即可获得1点新春积分	1, Etkinlik süresince her gün 12:00 ve 24:00'da bahar indirimi hediyeleri rastgele yenilenir, belli bir olasılıkla üst inidirm eşyaları ve karizma şansı unvanı çıkar #H2, Oyuncular puan tüketerek elle yenileme yapabilirler, yenilemede tüketilecek puan miktarı yapılan yenileme miktarıyla alakalıdır #H3, Etkinlik süresince herhangi bir yerde yapılacak her 1 kristallik harcamaya 1 bahar puanı kazanılır
newyear007	是否花费#C(#fbfe00){0}#n积分刷新商品	#C(#fbfe00){0}#n puan tüketilerek ürünler yenilensin mi?
newyear006	新年折扣汇未开启	Yeni yıl indirimi henüz açılmadı
newyear009	本次更换礼物消耗<font color='#00FF00'>{0}</font>个积分	Bu hediye değişimi için <font color='#00FF00'>{0}</font> adet puan tüketilir
newyear008	积分不足	Puan yetersiz
findBack8	当前所有的系统正处于时间找回	Şu anda tüm sistemler zamanı geri alıyor
sdActivity	恭喜获得{0}积分	Tebrikler {0} puan kazanıldı
ShopCurt7	消耗一张{1}，目前消费总额为{0}	1 adet {1} tüketilir, mevcut toplam tüketim {0}
ShopCurt6	您的购物车内有失效道具，请检查之后再购买	Alışveriş sepetinde etkisini kaybetmiş eşyalar var, kontrol ettikten sonra tekrar satın al
ShopCurt5	当前消费总额{0}，确定购买吗？	Mevcut harcama miktarı {0}, satın alınsın mı?
ShopCurt4	您尚未勾选付费物品	Ödenecek eşyayı seçmedin
ShopCurt3	限购物品已经过期无法添加到购物车	Süreli eşyanın süresi doldu, alışveriş sepetine eklenemez
ShopCurt2	购物车已经存在该物品	Alışveriş sepetinde bu eşyadan var
ShopCurt1	购物车已满	Alışveriş sepeti dolu
ShopCurt9	您选择的抵扣的代金券已经过期或者已被出售	Seçmiş olduğun indirimin süresi doldu veya çoktan satıldı
ShopCurt8	购物车	Alışveriş sepeti
christmas09	此次更换礼物消耗{0}个圣诞袜子	Bu hediye değişimi için {0} adet yeni yıl çorabı tüketilecek
christmas08	获取途径:	Kazanma yolu:
christmas07	超值大礼	Süper Büyük Paket
christmas06	每日必做	Günün yapılacakları
christmas05	圣诞袜子可通过每日必做、超值大礼、专题活动、全民团购获得	Yeni yıl çorabı günlük yapılacaklardan, Super hediye paketinden, özel etkinliklerden ve toplu alımlardan kazanılabilir
christmas04	袜子不足	Çorap yetersiz
christmas03	#U#C(#00FF00)#A(#K(dlg,OPEN_DO_DAILY))前往获取	#U#C(#00FF00)#A(#K(dlg,OPEN_DO_DAILY))İlerleyip Al
christmas02	消耗袜子数量和每日刷新次数有关	Tüketilecek çorap miktarı yapılan yenileme sayısıyla alakalıdır
christmas01	1、活动期间每日12:00、24:00刷新许愿树礼物，礼物随机刷新，有机会出现极品折扣道具#H2、玩家也可消耗袜子手动刷新，刷新消耗袜子与每日刷新次数有关#H3、购买部分商品需额外消耗圣诞袜子#H4、圣诞袜子可在超值大礼、每日必做、专题活动中获得#H#C(#FFFF00)5、玩家在此活动中消耗1神石获得1积分	1, Etkinlik süresince her gün 12:00 ve 24:00'da dilek ağacı hediyeleri rastgele yenilenir, üst indirim eşyası kazanma şansı vardır #H2, Oyunculr çorap tüketerek elle yenileme yapabilirler, tüketilecek çorap sayısı yapılan yenileme sayısıyla alakalıdır #H3, Bazı ürünleri almak için fazladan çorap tüketilmesi gerekmektedir #H4, Yeni yıl çorabı super hediye paketi, günlük yapılacaklar, özel etkinliklerden kazanılabilir #H#C(#FFFF00)5, Oyuncular bu etkinlikte her harcadıkları 1 kristal için 1 puan kazanılar
wed89	跨服派对	Sunucu partisi
wed88	豪华派对	Zengin parti
wed85	你目前尚未结婚或者未完成婚礼无法举办派对！	Henüz evlenmediğin veya evlilik seramonisini tamamlamadığın için parti düzenleyemezsin!
wed87	高档派对	Yüksek parti
wed86	举办#C(#00ff00){0}#n将会消耗#C(#00ff00){1}#n神石！#H#C(#ff0000)提示：每人每天仅能开启一场派对	#C(#00ff00){0}#n düzenlemek için #C(#00ff00){1}#n kristal tüketilir!#H#C(#ff0000)Uyarı: Her kişi her gün sadece 1 parti açabilir
xl59	当前刻印状态：<font color='#ff0000'>未解锁</font>	Mevcut durum: <font color='#ff0000'>Kilitli</font>
xl58	当前的祝福值是<font color='#00ff00'>{0}</font>，其中临时祝福值增加了<font color='#00ff00'>{1}</font>点祝福值，临时祝福值在<font color='#ff0000'>{2}</font>后消失	Mevcut bereket değeri <font color='#00ff00'>{0}</font>, içerisinde geçici bereket değeri <font color='#00ff00'>{1}</font> puandır, geçici bereket değerleri <font color='#ff0000'>{2}</font> sonra yok olur
xytq1	主角等级<font color='#fbfe00'>{0}级</font>领取	Karakter seviyesi <font color='#fbfe00'>{0} lv </font> olunca alınabilir
xl56	升级需要经验：	Lv atlamak için gereken TEC:
xl55	刻印已达最高级	Mühür en yüksek seviyede
xl54	魂炼刻印: #H	Ruh rafine mührü:  #H
xl53	星灵之力: #H	Fal ruhu gücü: #H
xl52	未激活魂炼属性	Ruh rafine ruhu özelliği aktifleşmedi
xl51	未激活星灵之力	Fal ruhu gücü özelliği aktifleşmedi
xl50	{0}#H解锁道具:星灵魂印#H解锁后可获得刻印属性	{0}#H Kilit açma eşyası: Ruh ruhu mührü#H Kilit açıldıktan sonra bu mührün özellikleri kazanılır
qingming009	已获得幸运钥匙数量：{0}	Sahip olunan şans anahtarı sayısı: {0}
qingming008	还有未开启的卡牌，直接开启下一轮将无法获得本轮幸运钥匙	Çekilmemiş kartlar var, doğrudan bir sonraki tur çekilirse bu turdaki şans anahtarları kazanılamaz
qingming003	正在开启	Açılıyor
qingming002	#U#C(#00FF00)#A(#K(dlg,open_qingming_panel|5))使用钥匙#n#n#n	#U#C(#00FF00)#A(#K(dlg,open_qingming_panel|5)) Anahtar kullan#n#n#n
qingming001	我的{0}	Benim {0}
qingming007	未开启卡牌，无法开启下一轮	Açılmamış kart, sonraki tur açılamaz
qingming006	正在开启	Açılıyor
qingming005	此轮卡牌已全部开启,请开启下一轮卡牌	Bu turdaki tüm kartlar açıldı, bir sonraki turu açın
qingming004	确定消耗{0}神石开启{1}张卡牌	{0} kristal tüketerek {1} adet kart açılsın mı?
herothitem01	2.82E+39	2.82E+39
wed115	预约举办派对花费{0}神石！	Parti rezervasyonu için {0} kristal tüketilir!
wed116	您将于<font color='#fbfe00'>{0}</font>年<font color='#fbfe00'>{1}</font>月<font color='#fbfe00'>{2}</font>日 <font color='#fbfe00'>{3}</font>：<font color='#fbfe00'>{4}</font>举办【<font color='#fbfe00'>{5}</font>】！	<font color='#fbfe00'>{0}</font>.<font color='#fbfe00'>{1}</font>.<font color='#fbfe00'>{2}</font>. günü <font color='#fbfe00'>{3}</font>: <font color='#fbfe00'>{4}</font> bir [font color='#fbfe00'>{5}</font>] düzenliyor!
wed117	23:30至24：00之间无法举办派对！	23:30-24:00 arasında parti düzenlenemez!
wed110	您的爱心等级已经达到顶级了哟！	Şefkat seviyen en yüksekte!
wed111	预约的时间尚未达到！	Rezervasyon zamanı gelmedi!
wed112	您当前祝福次数不足！	Kalan şükran hakkı yetersiz!
wed118	您还没有选择预约的时间!	Henüz rezervasyon zamanı seçmedin!
wed119	无法选择，您当前进行的是{0}	Seçilemez, şu anda {0} yapıyorsun
shouyi2	是否一键收益该挑战的奖励？奖励为该副本今日挑战未通关的收益	Bu mücadelenin hediyeleri hızlı kazanç olarak alınsın mı? Bu zindanın bugün ki mücadele hediyeleri geçiş yapılmamış kazançtır
shouyi3	每日拥有挑战记录后可一键收益	Her gün mücadele kaydı oluşturulduktan sonra hızlı kazanç al kullanılabilir
shouyi1	是否一键收益该挑战的奖励？奖励为该副本今日挑战评分{0}的收益	Bu mücadelenin hediyeleri hızlı kazanç olarak alınsın mı? Bu zindanın bugün ki mücadele hediyeleri {0} değerlendirmesinin kazançlarıdır
shouyi4	今日没有收益次数	Bugün kazanç hakkı kalmadı
shouyi5	今日挑战通关达到的最高层为:{0}。是否一键收益通关该层挑战奖励？	Bugün mücadele geçişinin ulaşacağı en yüksek kat: {0}. Bu katın mücadele hediyeleri hızlı kazanç al ile toplansın mı?
mytm2	行动力不足	Hak yetersiz
sz200	玩家主角等级未达到{0}级，无法鉴定时装	Oyuncu ana karakter seviyesi {0} lv değil, moda doğrulanamaz
newwed038	婚礼尚未开始，等开始后进入	Düğün henüz başlamadı, başladıktan sonra girin
newwed039	您和{0}的{1}开始举行，请前往举办	{0} ile düzenlediğin {1} başladı, hemen katılın
ywdb13	1.野外夺宝为跨服活动，每次活动时间为25分钟,战力≥100000的玩家才可参与活动，活动将根据玩家等级自动匹配合适的战区，同一战区的玩家也会分配到不同地图。#H3.击杀场景BOSS后根据伤害排名获得奖励宝箱和金币，必须守护宝箱至活动结束才能正式获得。#H4.BOSS死亡或时间结束时不在场景内的玩家无法获得宝箱奖励。#H5.击杀boss后，点击玩家角色直接进入战斗，战斗胜利将获得对方一半的宝箱。	1. Vahşi yağma sunucular arası bir etkinliktir, her etkinlik 25 dakikadan oluşur, savaş değeri≥100000 olan oyuncular etkinliğe katılabilir, etkinlikte oyuncular seviyelerine en uygun savaş bölgesine aktarılır, aynı savaş bölgesindeki oyuncular farklı haritalara dağıtılabilir.#H3. Sahne bossu öldürüldükten sonra verilen zarara göre sıralama yapılır ve hazineyle altın hediyeleri kazanılır, hazinler etkinlik sonuna kadar korunduğu takdirde kazanılabilir.#H4. BOSS öldüğü veya zaman sona erdiği zaman sahnede bulunmayan oyuncular hazine hediyesi kazanamaz.#H5. Boss öldükten sonra, karaktere tıklanarak doğrudan savaşa girilebilir, zafer kazanan oyuncu yenilen oyuncunun hazinesinin yarısını kazanır.
emsy5	31级开启扫荡功能	31 lvde baskın özelliği açılır
xl28	任意星灵达到#C(#00ff00){0}#n星时开启，解锁需要星灵魂印x#C(#00ff00){1}#n	Herhangi bir fal ruhu #C(#00ff00){0}#n yıldız olunca açılır, kilit açmak için fal ruhu damgasıx#C(#00ff00){1}#n gerekir
zhanbu29	#H7、命魂之间可相互吞噬（选中不需要的命魂，移至需要培养的命魂上并点击左键）。#H8、所有命魂的经验值都会继承，拆解已培养的命魂会损失已培养的经验。#H9、通过一键合成，玩家可以把所有未锁定命魂合成至当前品质最高级的命魂上。#H10、所有命魂分为4个品质，最高可升至10级。#H11、命魂将会分为两个阶段开放，在60级之前可获取到普通属性命魂。#H12、60级以后将会获取到精英属性（比如暴击，格挡之类）的命魂。#H13、光环强化可以极大的提高高品质命魂的属性。	#H7, Yıldızlar birbirlerini yutabilir (Yıldız seçmeye gerek yoktur, hareket ettirmek için eğitilen yıldızın üstüne tıklamak yeterlidir.#H8, Tüm yıldız TEC'leri miras bırakılabilir, parçalandıktan sonra eğitilen yıldız eğitim TEC'lerini kaybeder.#H9, Hızlı birleştirmeyle, oyuncular kilitlenmemiş tüm yıldızları en yüksek kalite ve seviyedeki yıldızla birleştirebilirler.#H10, Tüm yıldızlar 4 kaliteye ayrılır, en fazla 10 seviyeye kadar geliştirilebilir.#H11, Yıldızlar iki kademeye göre açılırlar, 60 seviye sonrasında normal özellikli yıldız alınabilir.#H12, 60 seviyeden sonra elit özellikli (kirik, blok gibi) yıldızlar alınabilir.#H13, Halka güçlendirmesiyle yıldız özellikleri ve kaliteleri büyük bir ölçüde geliştirilebilir.
xl24	已解锁	Kilit açıldı
xl25	本次传承消耗：星灵之泪x{0}	Bu miras masrafı: Cin Damlası*{0} 
nuli16	花费#C(#66FF00){0}#n神石或魔晶立即获得该奴隶一天的训练经验#C(#66FF00){1}#n	#C(#66FF00){0}#n kristal veya bağlı kristal tüketerek bu esirin 1 günlük eğitim TEC'i (#66FF00){1} kazanılsın mı?#n
xl20	(等级上限{0}级)	(Seviye limiti {0} lv)
xl21	祝福值：{0}	Bereket değeri: {0}
ttms001	1、活动期间内，秒杀会出现各种低价秒杀道具。#H2、秒杀来袭前，只能预览下一波次道具。#H3、每波秒杀都会刷新界面出现的道具。#H4、秒杀的时间为，活动期间每天12:00—22:00，每间隔一小时刷新一次，共刷新10次。#H5、每次购买有2秒冷却时间，全服剩余数量为0时不可购买。#H6、在22:00之后无法打开面板，过了0点可开启预览到当天第一波道具。	1, Etkinlik süresince, katliamda çeşitli düşük fiyatlı katliam eşyaları ortaya çıkar.#H2, Katliam saldırısı gelmeden önce, sadece bir sonraki saldırının eşyaları görüntülenebilir.#H3, Her katliam saldırısında panelde çıkan eşyalar yenilenir.#H4, Katliam zamanları, etkinlik boyunca her gün 12:00—22:00'dır, her bir saatte bir kez yenilenilir, toplamda ise 10 kez yenilenir.#H5, Her satın almada 2 saniyelik bekleme süresi vardır, tüm sunucuda stoklar tükenince satın alınamaz.#H6, 22:00'den sonra panel açılamaz, 00'dan sonra ise ertesi günün ilk saldırısının eşyaları görüntülenebilir.
shengyuchoujiangcishu	剩余领奖次数:{0}次	Kalan hediye hakkı: {0} kez
yxjt5	1、普通召唤和高级召唤需要消耗神石才能开启；#H2、召唤胜利后至少获得一种奖励；#H3、高级召唤胜利后至少获得一个对应星级的高阶英雄；#H4、不同阶段的奖励是不同的，根据主角的等级开启；#H5、战斗失败也会获得奖励；#H6、玩家获得相应数量的道具，可以在英雄兑换界面兑换相应的高品质英雄。	1, Normal ve gelişmiş uyandırma yapabilmek için kristal tüketilir; #H2, Uyandırmada zafer kazanılırsa en az bir tür hediye kazanılır; #H3, Yüksek uyandırmada zafer kazanılırsa ilgili yıldız seviyesindeki yüksek kat kahraman kazanılır; #H4, Farklı katların hediyeleri farklıdır, ana karakterin seviyesine göre açılır; #H5, Savaşta başarısız olununca yine de hediye kazanılır; #H6, Oyuncular ilgili sayılarda eşya kazanırlar, kahraman değişimi panelindne ilgili yüksek kalite kahramanla takas yapılabilir.
sz_pz004	传奇	Efsane
