messageId	desc	FrDesc
sz_037	满星	étoiles pleines
sz_038	进阶	amélioration 
sz_039	满阶	niveau plein 
sz_040	#C(#00ff00)时装精华#H#n获取途径：商城购买	#C(#00ff00)essence de l'habit #H#nacquérir ：acheter à la boutique 
uskfhdms1	已消耗体力:	force physique consommée:
uskfhdms2	我的每日必做积分:	points du devoir quotidien :
uskfhdms3	当前等级:	mon niveau:
uskfhdms4	炼金次数:	nombre de forgeage :
uskfhdms5	我的在线时间:	j'ai été sur ligne :
uskfhdms7	我的数量:	mon nombre :
uskfhdms8	达标数量:	nombre prévu :
uskfhdms9	我的数量:	mon nombre :
uskfhdms12	我的等级:	mon niveau :
sz_025	{0}不足	pas assez de {0}
yjs	已结束	terminé 
findBack1	{0}时{1}分{2}秒	{0}heure {1}minutes {2}secondes 
findBack2	在线一定时间找回100%收益	retrouver 100% de profit dans le temps imparti 
findBack3	神石找回{0}%	retrouver pierres divines{0}%
findBack4	贵族4开启，花费{0}神石找回{1}%收益	disponible pour le noble 4,dépenser {0}pierres divines pour retrouver {1}% profit 
findBack12	贵族7及以上专属，花费{0}神石找回{1}%收益	disponible pour le noble 7,dépenser {0}pierres divines pour retrouver {1}% profit 
findBack5	次数：{0}	nombre：{0}
findBack6	规则说明：#H1、金币找回需消耗一定的金币找回收益。#H2、魔晶找回需要消耗一定魔晶找回收益。#H4、贵族4及以上开启神石找回180%收益。#H5、贵族7及以上开启神石找回200%收益#H5、一般最多可同时找回3天的收益，长节假日最多可同时找回7天的收益。	explications ：#H1、il permet de récupérer des pièced d'or en dépensant certain nombre d'or c.#H2、il permet de récupérer des cristaux magiques en dépensant certains cristaux magiques.#H4、noble 4 et plus peut récupérer 180% de profit avec des pierres divines .#H5、noble 7 et plus peut récupérer 200% de profit avec des pierres divines .#H5、il permet de récupérer les profits de 3 jours normalement et 7 jours au max pendant la fête .
findBack7	将所有可找回的系统进行时间找回	retrouver tout temps du système disponible 
findBack8	当前所有的系统正处于时间找回	le système est à la recherche du temps 
findBack9	贵族等级≥4开启，找回列表中剩余的收益需要花费{0}神石。	ouvert lors du niveau du noble≥4，il vous faut dépenser {0}pierres divines pour retrouver le profit restant dans la liste 
findBack10	是否消耗#C(#fbfe00){0}神石#n进行一键神石找回?	dépensez #C(#fbfe00){0}pierres divines#n pour retrouver les pierres divines en un bouton ?
findBack11	是否消耗#C(#fbfe00){0}神石#n进行神石找回#C(#00ff00){1}%#n收益	dépensez#C(#fbfe00){0}pierres divines#n pour #C(#00ff00){1}%#n profit de la récupération des pierres divines
nationalDay001	{0}月{1}日可领取：{2}神石，{3}经验。	disponible le {1}{0}：{2}pierres divines，{3}经验。
nationalDay002	全服已战斗{0}次	combat tout serveur {0}fois 
nationalDay003	消耗1个“普通凭证”击杀boss，随机获得奖励。	dépenser une épreuve ordinaire pour tuer le boss，acquérir les récompenses aléatoirement .
nationalDay004	消耗10个“普通凭证”击杀boss，随机获得奖励。	dépenser 10 épreuves ordinaires pour tuer le boss，acquérir les récompenses aléatoirement .
nationalDay005	消耗1个“精英凭证”击杀boss，随机获得奖励。	dépenser une épreuve d'élite pour tuer le boss，acquérir les récompenses aléatoirement .
nationalDay006	消耗10个“精英凭证”击杀boss，随机获得奖励。	dépenser 10 épreuves d'élite pour tuer le boss，acquérir les récompenses aléatoirement .
nationalDay007	道具不足，无法击杀boss	pas assez d'objets pour tuer le boss 
nationalDay008	已获得经验：{0}	expériences acquis：{0}
nationalDay009	每次战斗可获得经验：{0}	expériences acquis de chaque combat：{0}
nationalDay010	今日最大可获得经验：{0}	expériences maximales acquis aujourd'hui：{0}
nationalDay011	领取	recevoir 
nationalDay012	消耗{0}神石补领礼包	dépenser {0} paquets-cadeau de la réception supplémentaire de la pierre divine 
nationalDay013	补领	recevoir à nouveau 
nationalDay014	是否消耗{0}神石补领礼包	dépensez vous  {0} pierres divines pour recevoir le paquet-cadeau à nouveau  
nationalDay015	神石不足，无法补领礼包	pas assez de pierres divines pour recevoir le 
nationalDay016	{0}月{1}日可领取返还奖励神石：	on peut recevoir gemme divine le {1}{0}：
nationalDay017	活动未开启	l'activité ne commence pas 
zdptbc1	{0}的队伍	équipe de {0}
zdptbc2	当前人数：	nombre actuel de gens 
zdptbc3	队伍编号：	numéro de l'équipe 
zdptbc4	当前房间人数：	nombre de gens dans la salle actuelle 
zdptbc5	第{0}章	chapitre {0}
zdptbc6	剩余次数：	nombre restant 
zdptbc7	人数已满	salle pleine
zdptbc8	40级再来	rentrer au niveau 40
fwblxg1	本日已转动：{0}	vous avez tourné ：{0}
cxyx1	#C(#FF0000)温馨提示：#C(#FFFFFF)#H每次开启都会在#C(#00FF00)二级符文礼盒、宠物圣果和符文封印石#C(#FFFFFF)中获得2种奖励，必定获得#C(#00FF00)羽翼培养石#C(#FFFFFF)，一次开启共可获得#C(#FF0000)三种#C(#FFFFFF)奖励。	#C(#FF0000)astuce amical ：#C(#FFFFFF)#Hchaque ouverture ,on peut acquérir les deux des objets suivants#C(#00FF00)boîte-cadeau de rune au niveau 2、fruit sacré des familiers et la pierre de cachetage de rune #C(#FFFFFF)，et acquérir certainement #C(#00FF00)pierre de formation des ailes#C(#FFFFFF)，on peut acquérir #C(#FF0000)trois #C(#FFFFFF)récompenses au total .
wsj001	等级不足	niveau insuffisant 
qrshl1	购买神石：	acheter la pierre divine:
qrshl2	首次充值：	première recharge :
qrshl3	每日首笔消费：	la première recharge tous les jours
qrshl4	炼金次数:	nombre de forgeage 
qrshl5	培养次数：	nombre de formation :
qrshl6	累计登陆：	connexion cumulée:
qrshl7	挑战次数：	nombre de défis：
qrshl8	挑战次数：	nombre de défis：
qrshl9	挑战次数：	nombre de défis：
qrshl10	挑战次数：	nombre de défis：
qrshl11	挑战次数：	nombre de défis：
qrshl12	互动次数：	nombre d'interaction 
qrshl13	该活动20级开启！	disponible au niveau 20！
lsdh1	剩余：{0}天{1}小时{2}分钟	restant ：{0}jours {1}heure {2}minutes 
lsdh2	说明：#H1、兑换稀有道具需消耗灵石#H2、灵石可通过活动获得	explications ：#H1、il faut consommer la pierre spirituelle pour échanger les objets rares#H2、on peut recevoir la pierre spirituelle pendant l'activité .
lsdh4	我的灵石：{0}	mes pierres spirituelles：{0}
lsdh5	灵石不足	pas assez de pierres spirituelles
lsdh6	剩余购买数量为0，无法购买	on n'a pas de chance de l'acheter 
lsdh8	售价:{0}	prix :{0}
lsdh9	功能未开启	fonction n'est pas ouverte encore 
lsdh10	是否花费1个#C(#FF0000)青涩回忆#n开启青涩笔记本	dépenser 1 #C(#FF0000)mémoire d'ado #npour ouvrir le cacher d'ado 
lsdh11	青涩回忆不足	pas assez de mémoire d'ado 
mrjly1	本次补签消耗#C(#fbfe00){0}#n神石，确定进行补签?	il faut dépenser #C(#fbfe00){0}#n pierres divines pour rattraper la signature ,êtes vous sûr?
mrjly2	当前累计龙印:<font color='#ff0000'>{0}</font>	cachets de dragon cumulés :<font color='#ff0000'>{0}</font>
mrjly3	活动时间：{0}月{1}日～{2}月{3}日	temps d'activité ：du {1} {0} au {3} {2}
mrjly4	购买<font color='#00ff00'>{0}</font>神石获得<font color='#00ff00'>{1}</font>枚龙印	acheter <font color='#00ff00'>{0}</font>pierres divines pour acquérir <font color='#00ff00'>{1}</font> cachets de dragon 
wsjhd1	规则说明：#H1、活动期间只要获得过该变身卡即成功收集。#H2、每个收集奖励只能领取一次。#H3、获得变身卡使用变身后不会影响已收集的数量。	règles ：#H1、pendant l'activité ,on peut la recueillir avec succès si l'on a acquis cette carte de transformation #H2、on peut recevoir la récompense de collection .#H3、après avoir acquis la figure de transformation ,le nombre de collection ne change pas  .
wsjhd2	变身卡buff：#H点击图标打开变身卡buff信息框#H可查看各buff属性、形象信息和进行形象更换操作	buff de carte de transformation ：#Hcliquer sur l'icône pour ouvrir la boîte de renseignement du buff de transformation #H pour voir l'attribut du buff et le renseignement du butte ,et remplacer la figure 
wsjhd3	你已经领取了本次奖励，请等待奖励再次刷新	vous avez reçu cette récompense ,attendent le renouvellement des récompenses
wsjhd4	消耗{0}金币，进行1次普通打鬼	dépenser {0} pièces d'or pour effectuer l'attaque ordinaire des démons 1 fois 
wsjhd5	消耗{0}神石，进行1次高级打鬼	dépenser {0} pierres divines pour effectuer l'attaque avancée des démons 1 fois 
wsjhd6	消耗{0}神石，进行10次高级打鬼	dépenser {0} pierres divines pour effectuer l'attaque avancée des démons 10 fois 
wsjhd7	今日剩余普通打鬼次数:{0}	nombre de l'attaque ordinaire du démon aujourd'hui :{0}
wsjhd8	活动未开始	l'activité ne commence pas encore 
wsjhd9	今日普通打鬼次数不足	pas assez de chances de  l'attaque ordinaire du démon aujourd'hui
wsjhd10	是否确认花费{0}金币打鬼1次	êtes vous sûr de dépenser {0} pièces d'or pour effectuer l'attaque des démons 10 fois 
wsjhd11	背包不足，打鬼失败	passez de sacs pour tuer le démon 
wsjhd12	金币不足	pas assez de pièces d'or 
wsjhd13	是否确认花费{0}神石打鬼1次	êtes vous sûr de dépenser {0} pierres divines pour effectuer l'attaque des démons 1 fois 
wsjhd14	神石不足，打鬼失败	pas assez de pierres divines.échec de l'attaque du démon 
wsjhd15	是否确认花费{0}神石打鬼10次	êtes vous sûr de dépenser {0} pierres divines pour effectuer l'attaque des démons 10 fois 
wsjhd16	花费{0}神石放1次烟花	dépenser {0} pierres divines pour enflammer le feu d'artifice 1 fois 
wsjhd17	花费{0}神石放20次烟花	dépenser {0} pierres divines pour enflammer le feu d'artifice 20 fois 
wsjhd18	花费{0}神石放100次烟花	dépenser {0} pierres divines pour enflammer le feu d'artifice 100 fois 
wsjhd19	是否确认花费{0}神石放1次烟花	dépensez vous  {0} pierres divines pour enflammer le feu d'artifice 1 fois 
wsjhd20	神石不足	pas assez de pierres divines
wsjhd21	背包不足	pas assez de sacs
wsjhd22	是否确认花费{0}神石放20次烟花	êtes vous sûr de dépenser {0} pierres divines pour enflammer le feu d'artifice 20 fois 
wsjhd23	是否确认花费{0}神石放100次烟花	êtes vous sûr de dépenser {0} pierres divines pour enflammer le feu d'artifice 100 fois 
wsjhd24	宴会未开始，无法进入	le banquet ne commence pas ,on ne peut pas y entrer 
wsjhd25	生命+{0}	vie +{0}
wsjhd26	攻击速度+{0}	vitesse d'attaque +{0}
wsjhd27	怒气+{0}	furie +{0}
wsjhd28	物攻+{0}	attaque physique +{0}
wsjhd29	物防+{0}	défense physique +{0}
wsjhd30	法攻+{0}	attaque magique +{0}
wsjhd31	法防+{0}	défense magique +{0}
wsjhd32	暴击+{0}	coup critique +{0}
wsjhd33	免暴+{0}	réduction du coup +{0}
wsjhd34	破防+{0}	percée de défense +{0}
wsjhd35	免破+{0}	anti.percée +{0}
wsjhd36	格挡+{0}	parage +{0}
wsjhd37	破挡+{0}	percée du blocage +{0}
wsjhd38	增伤+{0}	augmentation des dégâts +{0}
wsjhd39	免伤+{0}	réduction des dégâts +{0}
hlsktips01	您还不在公会中，无法参与该活动	vous n'avez pas rejoint une guilde ,et ne pouvez pas participer à l'activité 
hlsktips02	冷却中，无法进行操作！	on ne peut pas effectuer l'opération lors du refroidissement 
hlsktips03	全公会成员伤害加成20%	dégâts de tous les équipiers de l'équipe augmentent de 20%
hlsktips04	击败第九层的时空守护者即可为全公会成员激活Buff	tuer le "garde de l'espace et du temps" à l'étage 9 pour activer le buff qui peut apporte 15% du bonus des dégâts pour tous membres
hlsktips05	第{0}层出现了“{1}”	A l'étage {0},“{1}” apparais
hlsktips06	活动暂时还未开启！	l'activité n'est pas disponible en ce moment 
hlsktips07	5分钟后混乱大军袭来	l'armée en désordre arrive pendant 5 minutes
hlsktips08	1、等级达到32级且加入公会，活动开始前公会排名前100的公会，可参与混乱时空玩法。#H2、每天准点开启对应的混乱时空玩法。#H3、混乱时空中有9层，每一层中有三个传送门。#H4、每层的传送门都会将你传送到不同的地方：#H a.传送到下一层#H b.传送到上一层#H c.传送到下两层#H5、混乱时空中不同的玩法会在不同的层中出现不同的事件。	1、accessible au niveau 32 et avoir rejoint une guilde #H2、la porte s'ouvre à temps fixé .#H3、il y a 9 étages et trois portes de transmission .#H4、chaque porte de transformation peut vous emmener au lieux différents：#H a.à l'étage suivante #H b.à l'étage précédente #H c.aux deux étages suivantes#H5、il y a des événements aléatoires.
hlsktips09	1、等级达到32级且加入公会的玩家，可参与混乱时空玩法。#H2、混乱时空中有9层，每一层中有三个传送门。#H3、玩法开启后，玩家可使用5分钟时间寻找底层的“时空守护者”。#H4、击杀混乱时空中第九层的“时空守护者”，可为全帮派成员激活20%的伤害加成buff。#H5、玩法开启后的5分钟后，混乱大军将随机出现在时空中的任意一层。	1、accessible au niveau 32 et avoir rejoint une guilde#H2、Il y a trois portes de transmission ..#H3、chercher le "garde de l'espace et du temps"au dernier étage pendant 5 minutes .#H4、tuer le "garde de l'espace et du temps" à l'étage 9 pour activer le buff qui apporte 20% du bonus des dégâts pour tous membres,#H5、5 minutes après l'ouverture d'activité,l'armée ennemie apparaît sur un étage aléatoirement.
hlsktips10	1、等级达到32级且加入公会的玩家，可参与混乱时空玩法。#H2、混乱时空中每一层中有三个传送门。#H3、玩法开启后，首层将出现混乱大军。#H4、5分钟内击败当前层数的怪物幻影，即可在当前时空中刷出新的怪物，击杀怪物可获得更多积分。#H5、5分钟内未击败当前层数的怪物，系统将清空当前层数的怪物在下一层刷新事件。	1、accessible au niveau 32 et avoir rejoint une guilde#H2、Il y a trois portes de transmission .#H3、il y a une grande armée au 1er étage .#H4、après avoir tué tous les monstres pendant 5 minutes, il permet d'actualiser une autre vague de montres, plus de montres tués, plus de points gagnés  .#H5、si les monstres pas encore tués pendant 5 minutes，les monstres disparaitront.
hlsktips11	混乱时空积分+{0}	points de l'espace en désordre +{0}
hlsktips12	#H6、玩家需要前往事件发生的层，击败出现的混乱怪物或者怪物幻影，积累公会积分。#H7、活动结束后玩家将根据积分和排名情况获得对应的奖励。#H8、若玩家个人或公会伤害数值为0，是没有伤害排名奖励的。#H9、可在玩法场景中查看对应的详细说明。	#H6、aller à l'étage où l'événement se produit ，et batte les monstres gagner des points de la guilde #H7、la récompense dépend des points et de classement .#H8、pas de dégât, pas de récompense de classement #H9、pour les details, vous pouvez consulter les informations de chaque étage
hlsktips13	#H6、玩家需前往事件发生的层，击败出现的妖怪或者boss，积累公会积分。#H7、活动结束后玩家将根据积分和排名情况获得对应的奖励。#H8、若玩家个人或公会伤害数值为0，是没有伤害排名奖励的。	#H6、aller à l'étage où l'événement se produit ，et batte les monstres gagner des points de la guilde #H7、la récompense dépend des points et de classement .#H8、pas de dégât, pas de récompense de classement
hlsktips14	#H6、玩家需前往事件发生的层，击败出现的妖怪或者boss，积累公会积分。#H7、活动结束后玩家将根据积分和排名情况获得对应的奖励。#H8、若玩家个人或公会伤害数值为0，是没有伤害排名奖励的。	#H6、aller à l'étage où l'événement se produit ，et batte les monstres gagner des points de la guilde #H7、la récompense dépend des points et de classement .#H8、pas de dégât, pas de récompense de classement
hlsktips15	{0}号传送门	porte numéro {0}
hlsktips16	公会未有人进入	aucune membre de votre guilde
lmjn1	神龙系统中龙脉等级之和达到{0}	la somme des niveaux de la veine du dragon du système du dragon magique atteint{0} 
lmjn2	拥有{0}个达到{1}阶的龙脉	vous avez {0}veines de dragon au niveau {1}
lmjn3	神龙系统的{0}的龙魂{1}达到{2}阶	l'âme de dragon {1}du système du dragon magique {0}atteint le niveau {2}
yiwangcheng	是	oui 
weiwancheng	否	non 
emysbz	恶魔礼盒钥匙不足	pas assez de clés de boîte cadeau du démon 
yyysbz	羽翼礼盒钥匙不足	pas assez de clés de boîte cadeau des ailes
uswsj1	已充值：	rechargé 
uswsj4	参与次数:	fréquente de participation :
uswsj5	参与次数:	fréquente de participation:
uswsj6	参与次数:	fréquente de participation:
uswsj7	参与次数:	fréquente de participation:
uswsj8	参与次数:	fréquente de participation:
uswsj9	已经在线:	a été sur ligne 
uskfhdms14	当前人数：	nombre actuel de gens 
uskfhdms15	当前人数：	nombre actuel de gens
uskfhdms16	培养次数：	nombre de la formation 
uskfhdms17	是否完成：	finir ou non 
sz001	等级不足	niveau insuffisant 
tmxk1	1、消耗神石进行驯服，驯服有机会获得坐骑外形道具#H2、随着驯服次数增多，获得坐骑外形道具的机会也会增加#H3、驯服获得坐骑外形道具后，坐骑外形道具机会将重置#H4、每日驯服达到指定次数时，除了驯服获得道具外，必得一件额外奖励#H5、驯服次数、坐骑外形道具获得机会、额外奖励每日重置	1、consommer la pierre divine pour la domestication ,et il y a une  chance d'acquérir les objets de la figure de la monture #H2、plus de nombre de la domestication pour plus de chance d'acquérir les objets de la figure de la monture #H3、après avoir acquis les objets de la figure de la monture dans la domestication ,la chance de la figure de la monture sera reinitialisé#H4、la domestication jjournalière atteint un nombre prévu de fois ,on peut recevoir une récompense supplémentaire certainement#H5、nombre de domestication ,la chance d'acquérir l'objet de la figure de la monture ,et la récompense supplémentaire sont reinitialisé par jour 
tmxk2	今日已驯服次数：<font color='#fbfe00'>{0}</font>次	nombre de domestication aujourd'hui ：<font color='#fbfe00'>{0}</font>fossile 
tmxk3	此次驯服需消耗：<font color='#fbfe00'>{0}</font>神石	cette domestication consomme ：<font color='#fbfe00'>{0}</font>pierres divines
tmxk4	当前<font color='#fbfe00'>坐骑</font>获得机会：<font color='#fbfe00'>×{0}</font>倍	monture <font color='#fbfe00'>actuelle </font> a acquis la chance ：<font color='#fbfe00'>×{0}</font>fois 
tmxk5	此次驯服需消耗：#C(#fbfe00){0}#n神石#H#C(#FF0000)提示：消耗神石与驯服次数有关#n	cette domestication consomme：#C(#fbfe00){0}#npierres divines#H#C(#FF0000)astuce ：pierres divines consommées correspondantes au nombre #n
dhsd008	镜·龙骑神殿	miroir ·temple des chevaliers de dragon 
dtbb001	#C(#00ff00)#U#A(goto)前往#n#n	#C(#00ff00)#U#A(goto)aller #n#n
dtbb002	#C(#00ff00)#U#A(view)点击领取#n#n	#C(#00ff00)#U#A(view)recevoir #n#n
dtbb003	1.活动期间内玩家可以通过投掷骰子产生不同组合赢得奖励。#H2.每日可通过游戏购买神石免费领取游戏次数。#H3.每日领取的游戏次数次日不清零，但购买神石后未领取的次数隔日会清零，请及时领取。	1.Pendant l'activité ,on peut recevoir des récompenses en lançant le dé sur les nombres différents.#H2.on peut recevoir le nombre gratuitement en achetant la pierre divine tous les jours.#H3.nombre du jeu par jour n'est pas reinitialisé,mais le nombre qu'on ne reçoit pas en achetant la pierre divine sera reinitialisé .
dtbb004	今日累计购买神石:{0}	vous avez acheté les pierres divines cumulativement aujourd'hui:{0}
dtbb005	累计购买{0}神石	vous avez acheté cumulativement {0}pierres divines
dtbb006	奖励次数+{0}	nombre de récompenses+{0}
dtbb007	#C(#ffffff)恭喜#C(#00ff00){0}#n在活动中投出#C(#ff8000){1}#n#n	#C(#ffffff)félicitations #C(#00ff00){0}#ndans l'activité ,vous avez investit #C(#ff8000){1}#n#n
ssykhHqct1	1、活动期间每日充值达到10000神石可领取固定奖励；#H2、充值达到10000神石的玩家有资格进入充值排行榜，跨服排行榜每半个小时更新一次，本服排行榜实时更新；#H3、每日23：55结算当日玩家充值排名，23：55分之后充值将不计入每日排行；#H4、每日00：00至次日00：05分为结算时间，在此期间进行充值可能不会被计入充值排行榜；#H5、每日00：00以邮件方式发放排行奖励，跨服前100名、本服前10名的玩家可获得丰厚奖励；#H6、玩家可通过下方按钮查看跨服和本服的今日排名和昨日排名。	1.pendant la période d'activité ,on peut recharger 3000 pierres divines journellement pour recevoir la récompense fixé.pendant la période d'activité,si la recharge par jour atteint 3000 pierres divines,on peut recevoir la récompense fixé .#H2.on peut recharger 3000 pierres divines journellement pour se qualifier au classement de recharge ,le classement sur l'inter-serveur se rafraîchit chaque 30 minutes,et le classement sur le propre serveur se rafraîchit chaque minute .#H3.règlement du classement de recharge du propre jour à 23:58 tous les jours ..#H4.la récompense séra livré par courriel à 00:00 tous les jours,les premiers 500 sur l'inter-serveur et les premiers 10 sur le propre serveur peuvent recevoir la récompense genereuse.#H5.on peut afficher le classement aujourd'hui et hier sur l'inter-serveur et le propre serveur par le boutons en bas.
ssykhHqct2	活动时间：	temps d'activité：
ssykhHqct3	活动尚未开启	l'activité ne commence pas 
ssykhHqct4	跨服排名每30分钟更新一次	classment inter-serveur est rafraîchi tous les 30 minutes 
ssykhHqct5	本服排名实时更新	classment du propre serveur est rafraîchi en temps réel 
ssykhHqct6	达标条件：充值≥10000神石	condition ：recharge ≥10000pierres divines
ssykhHqct7	跨服排行榜数据30分钟更新一次	classment inter-serveur est rafraîchi tous les 30 minutes 
ssykhHqct8	本服排行榜数据实时更新	classment du propre serveur est rafraîchi en temps rée
ssykhZflp1	1、活动期间每日花费指定数量神石可进行奖励抽取；#H2、抽奖有一定概率可获得奖励神石。	1、on peut dépenser certaines pierres divines prévu pour le tirage au sort ；#H2、il y a une chance d'acquérir gemme divine.
ssykhZflp2	是否消耗#C(#fbfe00){0}#n神石进行1次抽奖	dépensez #C(#fbfe00){0}#n pierres divines pour tirer au prix une fois 
ssykhZflp3	是否消耗#C(#fbfe00){0}#n神石进行10次抽奖	dépensez #C(#fbfe00){0}#npierres divines  pour tirer au prix 10 fois 
ssykhZflp4	#C(#ffffff)#C(#00ff00){0}#n抽到了#C({3}){1}+{2}#n#n	#C(#ffffff)#C(#00ff00){0}#natiré #C({3}){1}+{2}#n#n
ssykhZflp5	#C(#ffffff)您获得了：#C({2}){0}+{1}#n#n	#C(#ffffff)vous avez acquis ：#C({2}){0}+{1}#n#n
ssykhZflp6	当前领奖尚未结束	la réception actuelle ne finit pas 
ssykhTgjnh1	1、活动期间每天可购买团购礼包，团购礼包没人仅限购买一次；#H2、根据每日跨服团购人数激活对应额外奖励，团购人数越多，激活奖励越多；#H3、每日23：55结算当日团购奖励，23：55分之后将无法继续参与团购#H4、每日24：00核算并通过邮件发放额外奖励；	1、pendant l'activité ,on peut acheter le paquet-cadeau de l'achat groupé pour une fois par jour；#H2、il y a des récompenses correspondantes au nombre des joueurs participant à l'achat groupé inter-serveur par jour ；#H3、des récompenses de l'achat groupé est réglé à 3：55tous les jours ，on ne peut pas faire l'achat groupé après 23：55#H4、des récompenses supplémentaires sont réglés à 24：00tous les jours et sont envoyées par courriel；
ssykhTgjnh2	距离该轮团购结束还有：{0}小时{1}分钟{2}秒	il reste avant la fin de l'achat groupé ：{0}heure {1}minutes {2}secondes
ssykhTgjnh3	是否消耗#C(#fbfe00){0}#n神石购买该商品	consommez #C(#fbfe00){0}#n pierres divines pour acheter cet objet 
ssykhTgjnh4	原价：	prix original: 
ssykhTgjnh5	现价：	prix actuel:
ssykhTgjnh6	{0}人	{0}personnes
ssykhTgjnh7	您已经参与过此次团购	vous avez participé à cet achat groupé 
passWord1	您输入密码格式不正确，密码为6位数字组合	modèle de votre mot de passe est incorrect,le mot de passe doit être une combinaison de 6 chiffres
passWord2	您两次输入的结果不一样，请重新输入，并确保无误。	les deux mots de passe que vous avez entrés sont différents ,entrez à nouveau 
passWord3	清除加密锁是万不得已而为之的，是否要继续该操作？（若您遗失密码，可使用此操作，系统将会在7天后清除加密锁。）	il est nécessaire de mettre un verrou ,êtes vous sûr de continuer ?(vous pouvez retrouver le mot de passe si vous l'avez oubli ,le système va effacer le verrou dans 7 jours  )
passWord4	1、初始可以设置6位数字组合密码。#H2、每次成功解锁后，则本次登陆出售商品无需再次输入密码。#H3、紫色以下道具出售无需使用密码。#H4、清除加密锁后，7天后生效。	1、le mot de passe initial est composé de 6 chiffres.#H2、après le déverrouillage avec succès ,la vente des objets n'a pas besoin d'entrer le mot de passe lors de cette connexion .#H3、la vente des objets qui ont la qualité au dessous du violet n'a pas besoin d'entrer le mot de passe#H4、il faut attendre 7 jours après l'enlèvement de mot de passe .
kfzdjj1	只有队长才可调整出战顺序	c'est le capitaine qui peut ajuster la séquence du combat 
kfzdjj2	请先创建或加入战队	il faut créer ou participer à une équipe d'abord 
kfzdjj3	#C(#ffffff)[跨服组队竞技]#C(#00ff00){0}#n邀请你加入队伍#n	#C(#ffffff)[concours du groupe inter-serveur ]#C(#00ff00){0}#nvous invite à y participer #n
kfzdjj4	战队名字：{0}	nom de l'équipe de combat：{0}
kfzdjj5	等级：{0}	niveau ：{0}
kfzdjj6	战斗力：{0}	force de combat ：{0}
kfzdjj7	战队积分：{0}	points de l'équipe de combat：{0}
kfzdjj8	确定将{0}踢出战队?	êtes vous sûr de faire sortir {0}de l'équipe ?
kfzdjj9	已申请	vous avez fait la demande 
kfzdjj10	申请加入	faire une demande à y participer 
kfzdjj11	确定将队长转让给{0}?	êtes vous sûr de céder le mandat du capitaine à{0} ?
kfzdjj12	您的战队未上榜	votre équipe est en hors du classement 
kfzdjj13	消耗荣誉：	consommer l'honneur 
kfzdjj14	功勋累计：{0}	exploit cumulé ：{0}
kfzdjj15	佩戴需功勋达到：{0}	pour le porte il faut que l'exploit atteigne ：{0}
kfzdjj16	已佩戴	porté 
kfzdjj17	未佩戴	pas porté 
kfzdjj18	使用等级：{0}级	niveau utilisé :niveau {0} ?
kfzdjj19	创建战队	créer l'équipe 
kfzdjj20	修改战队	modifier l'équipe 
kfzdjj21	请先输入战队名字	entrer le nom de l'équipe 
kfzdjj22	魔晶不足，无法创建战队	pas assez de cristaux magiques pour créer l'équipe de combat 
kfzdjj23	{0}秒	{0}secondes
kfzdjj24	胜利：{0}	gagné ：{0}
kfzdjj25	失败：{0}	perdu ：{0}
kfzdjj26	排名：{0}	classement ：{0}
kfzdjj27	排名：暂无	classement ：vacant 
kfzdjj28	总次数：{0}	nombre général：{0}
kfzdjj29	胜率：{0}%	taux de la victoire：{0}%
kfzdjj30	请先选择一个图标	choisissez une icône 
kfzdjj31	解散战队将会#C(#FF0000)清除全部积分#n，您确定要解散吗	vous perdrez tous les points #C(#FF0000)si vous dispersez l'équipe#n，vous en êtes sûr ?
kfzdjj32	退出战队将清空全部积分及比赛次数，是否确定退出？	vous perdrez tous les points et le nombre du concours si vous sortez de l'équipe,vous en êtes sûr ？
kfzdjj33	战队信息	infos de l'équipe
kfzdjj34	#C(#00FF00){0}#n(战斗力:#C(#fbfe00){1}#n)申请加入战队	#C(#00FF00){0}#n(force de combat :#C(#fbfe00){1}#n)fait une demande pour participer à l'équipe
kfzdjj35	[跨服组队竞技]#C(#00ff00){0}#n邀请你加入战队#C(#00ff00){1}#n	[conTour du ciel en groupe inter-serveur ]#C(#00ff00){0}#nvous a invité à participer à l'équipe #C(#00ff00){1}#n
kfzdjj36	匹配失败，请重新开始匹配	échec de l'assortiment ,démarrer l'assortiment à nouveau 
kfzdjj37	等级不足{0}级，无法参与活动	niveau est moins du niveau {0}，on ne peut pas y participer 
kfzdjj38	荣誉不足	pas assez d'honneur 
kfzdjj39	需要跨服组队竞技场#C(#ff0000){0}#n战队积分，#C(#ff0000){1}#n个人积分才能购买，当前跨服组队竞技场战队积分:#C(#fbfe00){2}#n，个人积分:#C(#fbfe00){3}#n	il faut les points de l'équipe #C(#ff0000){0}#n à l'arène en groupe inter-serveur，#C(#ff0000){1}#n points personnells pour l'acheter，points actuels de l'équipe à l'arène en groupe inter-serveur:#C(#fbfe00){2}#n，points personnells actuels:#C(#fbfe00){3}#n
kfzdjj40	{0}月{1}日结算<font color='#fbfe00'>（第{2}周）</font>	règlement le {1}{0}<font color='#fbfe00'>（le {2}semaine ）</font>
kfzdjj41	组队信息	infos de l'équipe
kfzdjj42	当前匹配已被取消	assortiment actuel a été annulé 
kfzdjj43	邀请已发送	invitation envoyée
kfzdjj44	已发送申请	invitation a été envoyée
kfzdjj45	战队已解散，无法接受申请	équipe dispersée
kfzdjj46	暂无	aucun temporairement 
kfzdjj47	还需战斗{0}场	il faut entrer au combat {0} fois 
