messageId	desc
zbxl018	洗练星级属性{0}星以上
zbxl019	选择期望洗炼星级属性
zbxl020	请选择期望洗炼星级！
zbxl021	1、选择“期望洗练星级属性”后，会根据选择的期望属性自动洗练。#H2、当有满足期望的星级属性时，会自动停止。#H3、自动洗练洗出的期望星级属性最高不会超过当前洗练度星级。
holiday01	只可使用充值神石购买
holiday02	可使用充值神石或奖励神石购买
holiday03	距离跨年后自动换礼剩余：{0}
holiday04	剩余购买数量:{0}
holiday05	达到{0}分可领取
holiday06	已领取
holiday07	在线{0}分钟
holiday08	贵族{0}可额外获得
holiday09	今日已在线：{0}分钟
holiday10	累计充值{0}神石获得{1}次抽奖次数
holiday11	当前剩余开启宝箱次数：{0}
holiday12	剩余时间：{0}
holiday13	充值开宝箱活动说明：#H1.每日累计购买一定数量神石可领取开启宝箱次数。#H2.未领取的奖励次数将在次日清除。
holiday14	今日剩余祈福次数：{0}
holiday15	祈福需要消耗{0}金币及1次祈福次数
holiday16	是否消耗{0}金币进行祈福？
holiday17	金币祈福礼活动说明：#H1.每日系统将免费赠送2次祈福次数#H2.完成每日必做最高奖励可获得3次祈福次数#H3.每日在线领取迎新送好礼奖励可获得祈福次数#H4.每次祈福需要消耗1次祈福次数及金币，祈福次数将在次日重置。
holiday19	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n,真是新年新气象。
holiday20	剩余抽奖次数不足
holiday21	前往
holiday22	祈福次数+{0}
holiday23	没有购买数量
kfzb101	领奖规则：#H1.跨服争霸赛冠亚季军所在的服务器玩家可分别领取对应的奖励，每档奖励只可领取一次。#H2.所有开启跨服争霸赛活动的服务器玩家均可领取参与奖，参与奖只可领取一次。
qqguanjia01	2015/6/19 00:00:00
qqguanjia02	{0}月{1}日
qqguanjia03	领取
qqguanjia04	已领取
qqguanjia05	QQ管家在线验证失败，请稍后再试
kfzb102	奖励领奖结束剩余：0天0小时0分钟0秒
kfzb103	奖励领奖结束剩余：{0}
hhlz001	可领奖次数：{0}次
hhlz002	拥有蓝钻水晶：{0}个
hhlz003	开通或续费豪华蓝钻可获得领奖机会，领奖可获得蓝钻水晶
hhlz004	消耗12个蓝钻水晶兑换天马流星，是否确认兑换？
hhlz005	蓝钻水晶不足，进行领奖可额外获得蓝钻水晶
hhlz006	消耗20个蓝钻水晶兑换圣光之舞，是否确认兑换？
hhlz007	不在活动时间内
hhlz008	等级不足
yzslc01	玩法说明：#H1.越高等级的试炼场每次击杀怪物获得经验越高。#H2.每天只能进入一个试炼场，进入试炼场后，达到开启更高等级的试炼场的条件也必须到次日才能进入。#H3.使用一键通关功能可以获得通关奖励并得到击杀通关目标的全部经验值。#H4.试炼过程中可随时退出试炼场景，未通关试炼场可重复进入试炼场。#H5.每日00:00重置试炼场，重置期间在试炼场中的玩家会被自动传出试炼场。
yzslc02	贵族等级达到8及以上可开启一键通关功能。
yzslc04	一键通关可获得通关奖励并得到通关目标数量怪物的全部经验值，是否确定一键通关。
yzslc05	贵族8及以上玩家可开启一键通关
yzslc06	今日试炼已通关
yzslc07	今日试炼已通关
yzslc08	初级试炼场
yzslc09	中级试炼场
yzslc10	高级试炼场
newyear001	1、活动期间玩家可以消耗圣者徽章兑换指定商品#H2、圣者徽章可以在新年我最壕活动中获得
newyear002	1、活动期间根据玩家消耗的神石来进行排行#H2、玩家每日消费神石达到一定数量才会进行排行#H3、根据不同的排名发放不同的排名奖励，奖励将通过邮件的形式于每日00：00分发送#H4、跨服前100名玩家可获得丰厚奖励#H5、玩家可通过下方按钮查看跨服今日排行和昨日排行#H6、本服前10名玩家可获得丰厚奖励#H7、跨服排名30分钟更新，每日23：58至次日00：00分为结算时间，此期间获得的消费可能不会被计入消费排行榜，消费每日清零#H8、本服消费排行实时更新#H9、玩家可通过下方按钮查看本服今日排行和昨日排行
newyear003	消费≥{0}神石
newyear004	1、活动期间每日12:00、24:00刷新新春折扣汇，礼物随机刷新，有概率出现极品折扣道具和炫酷幸运称号#H2、玩家也可消耗积分手动刷新，刷新消耗积分与每日刷新次数有关#H3、在活动期间玩家在任何地方消费1神石即可获得1点新春积分
newyear005	花费一定积分刷新商品
newyear006	新年折扣汇未开启
newyear007	是否花费#C(#fbfe00){0}#n积分刷新商品
newyear008	积分不足
newyear009	本次更换礼物消耗<font color='#00FF00'>{0}</font>个积分
newyear010	新年折扣汇未开启
newyear011	和#C(#fbfe00){0}#n积分
newyear012	#U#C(#00FF00)#A(#K(dlg,{0}))前往获取
newyear013	无
newyear014	次数不足时，可消耗{0}神石开启
newyear015	当前剩余开启宝箱次数：{0}
newyear016	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n
newyear017	活动未开启
newyear018	是否花费#C(#fbfe00){0}神石#n进行1次抽奖
newyear019	是否确认花费#C(#fbfe00){0}神石#n和#C(#fbfe00){1}#n次免费次数进行10次抽奖
newyear020	是否确认花费#C(#fbfe00){0}神石#n进行10次抽奖
newyear021	今日已在线{0}分钟
newyear022	#C(#1A96D6)#C(#00FF00){0}#n抽中了#C(#00FF00){1}#n+#C(#00FF00){2}#n
newyear023	#U#C(#00FF00)#A(#K(dlg,{0}))前往获取
newyear024	#C(#ffffff)尚未佩戴订婚戒指
mzbz015	获得{0}次新年冲冲冲免费开启#H
mzbz016	获得{0}次幸运摩天轮免费开启#H
mzbz017	获得{0}次前进步数#H
godessCard01	#C(#FFFFFF)1、活动期间玩家可以消费一定神石点击开启按钮进行开启#H2、玩家开启可以获得开启奖励#H3、玩家开启对应一行或一列的所有卡牌将激活对应一行或一列的宝箱，点击打开将获得宝箱奖励#H4、玩家开启的女神卡牌中若能组合成对应的女神卡牌组合将获得对应的女神组合奖励#H5、玩家可以通过点击女神组合按钮查看女神卡牌组合和奖励#H6、玩家每轮有20次开启次数，每日可重置40轮，重置轮数每日00：00分更新#H7、每轮20次开启次数消耗完后，会激活终极开启，玩家点击终极开启可以消耗神石额外开启一次卡牌
godessCard02	#C(#FFFFFF)消耗{0}神石开启一次
godessCard03	#C(#FFFFFF)是否消耗{0}神石开启1次
godessCard04	#C(#FFFFFF)消耗{0}神石开启五次
godessCard05	#C(#FFFFFF)是否消耗{0}神石开启5次
godessCard06	#C(#FFFFFF)已领取
godessCard07	#C(#FFFFFF)恭喜获得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神组合奖励：#H{3}
godessCard08	#C(#FFFFFF)恭喜获得#C(#FFFF00){0}#C(#FFFFFF)+ #C(#FFFF00){1}#C(#FFFFFF)+#C(#FFFF00){2}#H#C(#FFFFFF)女神组合奖励:#H#C({3}){4}#C(#FFFFFF)+{5} 
godessCard09	#C(#FFFFFF)跳入下一轮将重置所有卡牌与宝箱，是否继续？
godessCard10	#C(#FFFFFF)消耗{0}神石进行终极开启
godessCard11	#C(#FFFFFF)是否消耗{0}神石进行1次终极开启
godessCard12	#C({0}){1}#C(#FFFFFF)+{2}
godessCard13	本轮剩余开启次数不足一次，请点击下一轮
godessCard14	本轮所有卡牌已开启
godessCard15	神石不足
godessCard16	恭喜获得：#H{0}+{1}
godessCard17	本轮剩余开启次数不足五次
godessCard18	本轮剩余未开启卡牌不足五张
godessCard19	该宝箱尚未被激活
godessCard20	本日可重置轮数已用完
godessCard99	本轮剩余开启次数：{0}
learnSkillC5	任意一个星灵星级达到{0}星
RankUnionFBTip1	第{0}关
hzdhl1	消耗{0}个黄钻水晶兑换{1}，是否确认兑换？
hzdhl2	黄钻水晶不足，进行领奖可额外获得黄钻水晶
hzdhl3	消耗黄钻水晶：{0}
hzdhl4	可领奖次数：{0}次
hzdhl5	拥有黄钻水晶：{0}个
hzdhl6	开通或续费黄钻可获得领奖机会并得到兑换道具
lzdhl1	消耗{0}个蓝钻水晶兑换{1}，是否确认兑换？
lzdhl2	蓝钻水晶不足，进行领奖可额外获得蓝钻水晶
lzdhl3	消耗蓝钻水晶：{0}
lzdhl4	可领奖次数：{0}次
lzdhl5	拥有蓝钻水晶：{0}个
lzdhl6	开通或续费蓝钻可获得领奖机会并得到兑换道具
chxt1	玩法说明：#H1、称号可通过不同活动、玩法激活#H2、部分称号具备属性，不同称号间属性可累加，限时称号到期则属性失效#H3、称号属性在以下玩法中生效：#H#C(#fbfe00)  英雄竞技、勇斗领主、劫宝、野外夺宝、组队爬塔、公会魔神、魔兽入侵、魔龙降临、荣耀之战、城主轮值、跨服竞技#n
chxt2	玩法说明：#H1、培养可提升称号等级，每次培养均有机会暴击出现3倍经验#H2、限时称号无法培养#H3、称号属性在以下玩法中生效：#H#C(#fbfe00)  英雄竞技、勇斗领主、劫宝、野外夺宝、组队爬塔、公会魔神、魔兽入侵、荣耀之战、城主轮值、跨服竞技#n
chxt3	称号升星说明：
chxt4	剩余：{0}天{1}小时(已激活)
chxt5	有效期：{0}天{1}小时(未激活)
chxt6	有效期：永久(已激活)
chxt7	有效期：永久(未激活)
chxt8	称号培养石不足，是否确认花费#C(#00FF00){0}#n神石进行1次称号培养？
chxt9	是否确认使用#C(#00FF00){0}#n个称号培养石和#C(#00FF00){1}#n神石完成10次培养？
chxt10	是否确认花费#C(#00FF00){0}#n神石完成10次培养？
chxt11	使用#C(#00FF00){0}#n神石进行一次培养#H有机会出现暴击（获得3倍经验）#H优先使用道具称号培养石
chxt12	使用#C(#00FF00){0}#n神石进行10次培养#H有机会出现暴击（获得3倍经验）#H优先使用道具称号培养石
chxt13	无法培养
chxt14	称号培养90级开启
chxt15	称号已满级
chxt16	最多可佩戴5个称号
chxt17	称号属性在以下玩法中生效：#H英雄竞技#H勇斗领主#H劫宝#H野外夺宝#H组队爬塔#H公会魔神#H魔兽入侵#H魔龙降临#H荣耀之战#H城主轮值#H跨服竞技
chxt18	尚未获得称号
chxt19	(称号属性在部分玩法生效)
chxt20	无称号属性加成
chxt21	称号属性（主角）
chxt22	称号属性（全队）
chxt23	获得称号：#H
chxt24	升星所需材料不足
chxt25	需要称号等级达到{0}级才可升星
chxt26	需要称号达到{0}级
chxt27	称号升星90级开启
chxt28	星
chxt29	已满星
chxt30	称号已达到最大星级
chxt31	玩法说明：#H1、称号等级达标，且材料足够可升星#H2、限时称号无法升星#H3、称号属性在以下玩法中生效：#H#C(#fbfe00)  英雄竞技、勇斗领主、劫宝、野外夺宝、组队爬塔、公会魔神、魔兽入侵、魔龙降临、荣耀之战、城主轮值、跨服竞技#n
ywdb22	夺宝积分+{0}
ywdb23	未上榜
ywdb24	{0}的英魂#H下一场战斗你的属性将替换为此玩家的属性
ywdb25	战斗冷却中,请稍侯
ywdb26	#C(#00ff00)排行榜说明#n：#H1.排行榜显示地图内宝箱数量≥1且排名前10的玩家，同一战区不同地图也将分为不同的排行榜。#H2.点击追杀按钮可以直接向排行榜玩家发起战斗。#H3.排名高于自己的目标的追杀按钮才可以点击。#H#C(#00ff00)夺取宝箱说明#n：#H1.点击玩家直接进入战斗，战斗胜利则获得对方一半数量的宝箱。#H2.战斗失败的玩家不会损失宝箱。#H3.战斗死亡后将会随机传送到地图其他位置。#H#C(#00ff00)积分说明#n：#H1.击杀玩家获得基础分10分，
ywdb27	并获得被击杀玩家的部分积分，积分越高损失的积分越多。#H2.抢夺其他玩家时被击杀同样损失积分。#H3.连杀或终结连杀将获得额外的积分奖励。#H4.积分将在活动结束后结算为夺宝徽章，10积分以下的玩家没有徽章奖励。#H#C(#00ff00)连杀说明#n：#H1.当玩家达到10、20、30、50、100连杀时将获得额外的积分奖励，与连杀数目相同。#H2.终结其他玩家的连杀同样会获得积分奖励。#H3.连续死亡5次的玩家将获得增伤、减伤大幅提高的隐藏BUFF，战斗胜利后消失。
ywdb28	我的积分：{0}
qrzb001	2015/10/23 00:00:00
qrzb002	1、七日争霸分别为：心魔争霸，爬塔争霸，公会争霸。#H2、开服那一刻开始计时，24小时为1天，七日争霸从开服第8天开始。#H3、心魔争霸持续2天，爬塔争霸持续2天，公会争霸持续3天。#H4、每个争霸结束后，下一个争霸才会开始，请关注界面右下角时间。不要错过时间哟！#H5、公会争霸排行前3的公会，所有的公会成员才会获得对应的奖励。#H6、爬塔争霸必须是消耗收益次数的评分才有效。
qrzb003	等级不足无法打开排行榜
qrzb004	奖励已领取
qrzb005	#C(#ffffff)1、爬塔争霸榜回合数相同时是以玩家战力进行排行。#H2、爬塔争霸必须是消耗收益次数的评分才有效。#H3、公会争霸只排前三的公会，前三的公会所有成员将会获得奖励。
qrzb006	玩家
qrzb007	副本
qrzb008	评分
qrzb009	回合
qrzb010	章节
qrzb011	公会
qrzb012	进度
qrzb013	占领度
godessCard21	本轮还没有开启，无需进行下一轮
godessCard22	本轮还有宝箱奖励尚未领取，请先领取宝箱
learnSkillC6	需要消耗{0}{1}/{2}
lqsl1	战斗力达到{0}后开启
lqsl2	击败{0}后开启
lqsl3	战斗力：{0}
lqsl4	活动说明：#H1、玩家达到100级且战斗力达到关卡开启目标即可进行挑战 #H2、后续关卡挑战需成功通关前置关卡。#H3、挑战成功可永久激活炫酷龙骑称号，称号可进行培养。
supervip001	在龙骑士传中再获得{0}点富豪值，即可升级为超级贵族{1}
supervip002	提升超级贵族等级
supervip003	已升至最高级，更高等级超级贵族尚未开放，敬请期待！
supervip004	今日已累计充值：{0}
supervip005	称号详情
supervip006	1、超级贵族等级以及主角等级到达一定等级可以激活对应的称号。#H2、称号可以增加让您心动的属性。#H3、达到对应的超级贵族等级可以激活代表你身份的超级贵族小图标。#H4、聊天频道，好友界面，人物头顶，公会人物名字前面将会亮起对应的超级贵族小图标。#H5、只要成为超级贵族1，你的聊天名字，说话内容也将会与众不同哟。#H6、还在等什么，赶紧去获取能显示您高贵身份的标志吧！
supervip007	超级贵族等级达到{0}级激活
supervip008	超级贵族{0}级开启。
supervip009	是否花费【{0}】充值神石购买【{1}】
supervip010	是否花费【{0}】神石购买【{1}】
supervip011	是否花费【{0}】【充值神石/神石】+【{1}】【积分】购买【{2}】
supervip012	是否花费【{0}】【积分】购买【{1}】
supervip013	您的积分不足，请去消费获取积分吧！
supervip014	累计达到{0}神石
supervip015	超级贵族达到{0}级
supervip016	主角等级达到{0}级
supervip017	剩余数量：{0}
supervip018	1、每日累计充值达到一定神石，可以获得对应的奖励（包含富豪值）。#H2、每日累计的充值在每日24:00重置为0，同时重置奖励。#H3、富豪值可用来提升超级贵族等级。
supervip019	1、在游戏中消费1神石可以获得1超级贵族积分。#H2、达到对应的超级贵族等级，将会开启对应的购买道具。#H3、购买道具的时候是区分充值神石和奖励神石的哟！
supervip020	超级贵族{0}特权：#H1、包含贵族10所有特权。#H2、可点亮代表身份的图标。#H3、佩戴代表身份的称号。
khpd2015001	活动说明：#H1、活动期间玩家可以消耗圣者徽章兑换指定商品#H2、圣者徽章可以在狂欢冲冲冲活动中获得
khpd2015002	活动说明：#H1、活动期间根据玩家充值的神石来进行排行#H2、玩家每日充值神石达到一定数量才会进行排行#H3、根据不同的排名发放不同的排名奖励，奖励将通过邮件的形式于每日00：00分发送#H4、跨服榜前100名玩家可获得丰厚奖励#H5、玩家可通过下方按钮查看跨服今日排行和昨日排行#H6、本服前10名玩家可获得丰厚奖励#H7、跨服排名30分钟更新，每日23：58至次日00：00分为结算时间，此期间进行充值不会被计入充值排行榜，充值数每日清零#H8、本服充值排行实时更新
khpd2015003	充值≥{0}神石
khpd2015004	#U#C(#00FF00)#A(#K(dlg,open_happyparty_panel|1))好礼在一起活动
khpd2015005	#C(#00FF00)#U#A(#K(dlg,open_superworthgifgpanel))超值大礼活动
khpd2015006	土豪派对说明：#H1、活动期间，玩家消费任何神石都会累计在已消费神石数量中。#H2、消费满#C(#FF0000)10000神石#n以上的玩家有机会进入富豪榜中。#H3、富豪榜数据每整点更新一次，全服消费前100名玩家能够进入土豪榜。#H4、活动结束后根据排名发放奖励，奖励在活动结束后十分钟内发放,玩家可通过玩法奖励领取。
khpd2015007	#C(#FFFFFF)获得抽奖次数:完成#U#C(#00FF00)#A(#K(dlg,OPEN_DO_DAILY))每日必做#C(#FFFFFF)
khpd2015008	#C(#FFFFFF)获得抽奖次数:参加#C(#00FF00)#U#A(#K(dlg,open_happyparty_panel|1))好礼在一起活动#C(#FFFFFF)
khpd2015009	活动说明：#H1、团购礼包的购买数量每日都会重置 #H2、每个团购礼包每天限买一个。#H3、每日为一轮团购，每日00:00重置，并发放跨服团购奖励。#H4、每日23:55-00:01结算期间不能购买。
khpd2015010	#U#C(#00FF00)#A(#K(dlg,open_happyparty_panel|0))幸运摩天轮活动
jjc21	当前小组不可挑战
jierishizhe01	你当前还没有设置生日日期；您还有1次免费修改生日日期机会。
jierishizhe02	您的生日日期为：{0}月{1}日；本次修改生日日期消耗{2}神石。
jierishizhe03	您输入的日期不符合要求，请重新输入。
jierishizhe04	你设置的生日日期是：{0}月{1}日，是否确认设置？
ywdb29	追杀
ywdb30	不能挑战自己
ywdb31	无法追杀排名低于自己的玩家
xytq1	主角等级<font color='#fbfe00'>{0}级</font>领取
xzxq1	需消耗{0}个封印石提升封印等级
xzxq2	封印石不足，无法封印
xzxq3	确定消耗{0}个封印石提升至等级{1}
xzxq4	已达最高等级
xzxq5	道具不足
xzxq6	封印成功
xzxq7	功勋达到{0}时激活1级勋章
xzxq8	功勋不足
xzxq9	功勋达到{0}时可提升至等级{1}
xzxq10	消耗1个{0}进行镶嵌
xzxq11	是否消耗#C(#66FF00)1#n个{0}进行镶嵌，镶嵌后不可卸载
xzxq12	道具不足
xzxq13	消耗1个{0}或多个低级{1}晶石进行升级
xzxq14	是否确定消耗#C(#66FF00)1#n个{0}或多个低级{1}晶石进行升级
xzxq15	1、需达到对应功勋值才可进行勋章激活或升级操作，成功后可极大增强主角属性#H2、勋章等级越高主角增加的属性越多#H3、每个孔位对应一种属性，需消耗该属性晶石进行激活或者升级#H4、#C(#FF0000)晶石镶嵌后无法卸载#n，提升等级需消耗一个下一级的晶石或多个低级晶石来代替#H5、一个高等级属性晶石等价于2个低一级该属性晶石
xzxq16	{0}级勋章开启
xzxq17	等级不足{0}或世界等级不足{1}
mrfl001	是否消耗#C(#fbfe00){0}魔晶#n进行魔晶找回#C(#00ff00){1}%#n收益
mrfl002	时间找回100%
mrfl003	魔晶找回140%
mrfl004	在线一定时间找回100%收益
mrfl005	花费{0}魔晶找回140%收益
mrfl006	是否消耗#C(#fbfe00){0}魔晶#n进行一键魔晶找回?
mrfl007	找回列表中剩余的收益需要花费{0}魔晶
mrfl008	当前没有可以找回的收益
mrfl009	是否消耗#C(#fbfe00){0}金币#n进行金币找回#C(#00ff00){1}%#n收益？
mrfl010	是否消耗#C(#fbfe00){0}金币#n进行一键金币找回?
mrfl011	金币找回100%
mrfl012	花费{0}金币找回100%收益
mrfl013	找回列表中剩余的收益需要花费{0}金币。
newwed001	1、男女双方均可对好友列表中≥36级且在线的异性好友求婚<br>2、发出求婚请求后，需要等待对方同意<br>3、求婚成功后即可预约婚礼
newwed002	选择异性好友
newwed004	您确定静悄悄的对心仪之人求婚？
newwed005	{0}年/{1}月/{2}日  {3}时{4}分{5}秒
newwed006	你悄悄的向{0}发送了求婚
newwed007	你在全世界向{0}发送了求婚告白
newwed008	{0}向你求婚，并送上情深意切的结婚宣言：
newwed009	您确定消耗120神石在全世界对#C(#00FF00){0}#n表白您的爱慕之心？
newwed011	千里姻缘一线牵，你被<font color='#00FF00'>{0}</font>真情感动，接受他（她）的求婚，你们已经成为幸福的未婚夫妻，快去情侣家园看看他（她）吧！
newwed012	你同意了<font color='#00FF00'>{0}</font>的求婚
newwed013	千里姻缘一线牵，<font color='#00FF00'>{0}</font>被你真情感动，接受了你的求婚，你们已经成为幸福的未婚夫妻，快去情侣家园看看他（她）吧！
newwed014	<font color='#00FF00'>{0}</font>同意了你的求婚
newwed016	你拒绝了<font color='#00FF00'>{0}</font>的求婚
newwed017	{0}拒绝了您的求婚！莫灰心，天涯何处无芳草，人间处处有春花，再重新寻找另一半吧！
newwed018	<font color='#00FF00'>{0}</font>拒绝了你的求婚
newwed020	<font color='#00FF00'>{0}</font>悄悄的向你发送了求婚
newwed021	<font color='#00FF00'>{0}</font>在全世界向你告白求婚
newwed022	1、男女双方均可预约婚礼，但只能成功预约一次场<br>2、不同档次的婚礼在结婚后获得不同的属性加成<br>3、如想取消订婚，需到龙骑神殿牧师处取消
newwed023	，皇室卫队x1，豪华请帖x1
newwed024	（{0}人预约）
newwed026	预约婚礼说明：#H1.所有婚礼都可以选择任意未过期的时间段举行，举行场次不限#H2.同一时间段只能举行一场皇室婚礼；#H3.每场婚礼时间为10分钟，请注意婚礼时间
newwed027	1、只要预约了婚礼，即使不在线也能完成婚礼成为夫妻<br>2、举办婚礼可以获得大量新婚祝福礼包<br>3、如想取消订婚，需到龙骑神殿牧师处取消
newwed028	<font color='#00FF00'>{0}</font>已成功预约了{1}({2})。
newwed038	婚礼尚未开始，等开始后进入
newwed039	您和{0}的{1}开始举行，请前往举办
newwed040	您和<font color='#00FF00'>{0}</font>完成婚礼，成为服务器第<font color='#00FF00'>{1}</font>对夫妻
newwed041	#C(#fbfe00){0}亲密、#C(#00ff00)#U#A(#K(dlg)){1}×1#n#n#n、全服甜言蜜语
newwed042	蜜月之旅说明：#H1.蜜月分为两人蜜月和环游蜜月，每人每次结婚只能开启其中一项#H2.蜜月开启后5分钟结束，玩家可获得蜜月奖励并开启亲密派对#H3.两人蜜月在蜜月期间，可进行两人世界的甜言蜜语#H4.环游蜜月可在全服播放你和伴侣旅行期间的甜言蜜语#H5.结婚后的情侣在商城可随时购买和赠送订婚戒指
newwed044	您确定消耗#C(#00FF00){0}#n神石开启{1}？
newwed046	您的跨服币不足，请在本服#C(#00ff00)跨服商店或预约派对#n中购买
newwed048	奖励：亲密+{0}，免费投放{1}次喜糖
newwed049	价格：{0}
newwed055	派对尚未开始，等开始后进入
newwed056	你和<font color='#00FF00'>{0}</font>完成了{1}之旅
newwed058	高档派对说明：#H1.每人终生均可免费开启一次高档派对#H2.开启免费高档派对后，才能开启其他派对#H3.每人每日只能从高档和豪华派对中选一开启（夫妻共享派对次数）#H4.派对举办成功后夫妻双方亲密增加3000#H5.派对持续20分钟，且只能免费投放1次喜糖
newwed059	豪华派对说明：#H1.开启免费高档派对后，才能开启豪华派对#H2.每人每日只能从高档和豪华派对中选一开启（夫妻共享派对次数）#H3.举办成功后夫妻双方亲密增加20000#H4.派对持续20分钟，且可免费投放2次喜糖
newwed060	跨服派对说明：#H1.开启免费高档派对后，才能竞拍跨服派对（已开启免费高档派对的伴侣不受影响）#H2.每日13：00-19：20竞拍，竞拍成功后19:30-19:50举行，每日所在服务区组只举办一场#H3.跨服派对开启后，世界邀请时将跨服发送世界邀请信息#H4.举办成功后，夫妻双方亲密增加50000，派对中可免费投放3次喜糖#H5.竞拍成功并获得派对资格的玩家，如果在派对开启前离婚，跨服派对将开启失败，竞拍费用不会返还#H6.每日19：00-19：50跨服派对结算和举办期间不能离婚
newwed061	#C(#fbfe00){0}亲密、#C(#00ff00)#U#A(#K(dlg)){1}×1#n#n#n、两人甜言蜜语
newwed062	求婚指南：
newwed063	预约婚礼指南：
newwed064	举办婚礼指南：
newwed065	蜜月指南：
newwed066	派对指南：
newwed067	1、首次结婚可免费举行普通派对，终生只能举行一次<br>2、男女双方均可预约派对，每人每天只能举行一场<br>3、如果需要离婚，请去龙骑神殿找牧师申请
newwed068	1、完成婚礼后，还需蜜月旅行完成最后的婚礼仪式<br>2、完成蜜月旅行后，才能开启亲密派对<br>3、每人均可开启一次免费的高档派对
newwed071	<font color='#00FF00'>{0}</font>和<font color='#00FF00'>{1}</font>正在举行<font color='#00FF00'>{2}</font>
newwed072	婚礼规格:表白x{0}，烟花x{1}，礼盒x{2}
newwed073	订婚戒指装备成功
newwed074	已铭刻
newwed075	未铭刻
newwed076	为<font color='#fbfe00'>{0}</font>铭刻的爱语:
newwed077	尚未铭刻爱语
newwed079	请输入20字以内的铭刻爱语：
newwed080	铭刻信息不能为空
newwed081	输入20字以内的甜言蜜语表达您的爱意吧！
newwed082	甜言蜜语不能为空
newwed083	{0}级开启铭刻
newwed084	您尚未结婚，不能铭刻
newwed085	戒指已铭刻，无需再次铭刻
newwed086	您未举行婚礼或表白次数已满，不能表白
newwed087	您未举行婚礼或已宣誓，不能宣誓
newwed088	请输入50字以内的求婚宣言：
newwed089	您目前尚未开启蜜月或者未完成蜜月，无法举办派对
newwed090	您已有答应他人求婚，岂可再找第三者
newwed091	您正在度蜜月，不能离婚！
newwed092	输入的竞拍金额必须大于最新竞拍价+10跨服币
newwed094	必须开启免费高档派对后才能开启此派对
newwed095	{0}和{1}
newwed096	正在举行{0}
newwed097	已在婚礼场景中
newwed098	已在派对场景中
newwed099	可表白次数：{0}/{1}
newwed100	必须开服大于10天才能竞拍跨服派对
newwed101	每日13：00-19：20才能竞拍
newwed102	等级必须≥36级才能竞拍
newwed103	您尚未结婚，不能竞拍跨服派对
newwed104	今日跨服派对已举行
newwed105	您确定消耗#C(#00FF00){0}#n跨服币竞拍跨服派对
newwed106	您选择了#C(#00ff00){0}#n，即将消耗您#C(#00ff00){1}#n跨服币。（免费次数不会消耗跨服币）
newwed107	您确定消耗{0}跨服币选择豪华祝福赠送给新人吗？
newwed108	500,501,502,503,504
newwed109	每日19：00-19：50跨服派对结算和开启期间不能离婚
newwed110	您的等级不足15，无法参加派对。
newwed111	跨服派对19：30开启，请开启后进入
newwed112	等级必须≥36级才能参加跨服派对
newwed113	#H7.跨服竞拍必须使用#C(#00ff00)跨服币#n竞拍，最新竞拍价每10分钟同步一次到本服，请注意价格变更#H8.跨服币必须在#C(#00ff00)本服的群英汇聚、跨服商店和预约派对竞拍#n中购买#H9.跨服派对最高容纳300人，派对中可抛洒鲜花和燃放烟花获得喜庆度#H10.达到喜庆度可获得嘉宾礼盒和新人礼盒，新人礼盒可以开出独一无二的#C(#00ff00)情侣时装#n#H11.夫妻结婚期间一起举办3次跨服派对，可获得#C(#00ff00)豪爵夫妻#n称号
newwed114	今日竞拍时间已经结束，请明天再竞拍
newwed115	您尚未完成蜜月之旅，不能参与跨服竞拍
newwed116	1.每人每天只能祝福他人30次（普通祝福和豪华祝福共享次数）#H2.高档派对、豪华派对、跨服派对共享祝福次数#H3.每人每天只能对每场派对进行1次普通祝福和1次豪华祝福
newwed117	您确定消耗{0}跨服币抛洒1次花瓣增加{1}喜庆度
newwed118	您确定消耗{0}跨服币燃放1次烟花增加{1}喜庆度
kfjjcsd1	群英徽章
kfjjcsd2	战神徽章
kfjjcsd3	群英徽章来自跨服英雄竞技“群英汇聚”
kfjjcsd4	战神徽章来自跨服英雄竞技“王者之风”
kfjjcsd5	{0}不足
kfjjcqyhj1	1、海选期间，玩家挑战胜利获得海选积分会累计到公会海选积分中#H2、公会每日增长的海选积分达到标准可领取对应奖励#H3、领取奖励需要公会贡献度≥1000，奖励每日仅可领取一次
kfjjcqyhj2	1、海选期间，玩家挑战胜利获得海选积分会累计到公会海选积分中#H2、海选结束后，公会海选积分排名前10，所有公会成员均可获得一份奖励#H3、奖励通过玩法奖励发放
kfjjcqyhj3	群英汇聚活动时间：12:00-21:55
kfjjcqyhj4	海选积分
kfjjcqyhj5	公会历史贡献≥1000可领取
kfjjcqyhj6	当前第{0}次购买，消耗{1}个跨服币
kfjjcqyhj7	已被战胜的玩家不可重复挑战
kfjjcqyhj8	群英汇聚尚未开始，活动第2-6天12:00-21:55开启
kfjjcqyhj9	海选结束后，奖励通过玩法奖励发放
kfjjcqyhj10	今日购买行动力次数已达上限
kfjjcwzzf1	1、决赛期间，玩家挑战胜利可获得决赛积分#H2、决赛结束后，根据玩家决赛积分排名进行发放奖励#H3、奖励通过玩法奖励发放
