heroNumber	name	career	grade	star	heroType	colorCode	returnItems	needLevel	needReputation	needMoney	needItems	recuritRes	coolCD	color	floorShadow	gradeOrder	nextGradeHeroNumber	maxLevel	upgradeNeedLv	upgradeNeedItem	upgradeNeedHeroNumber	NpcType	canFollow	temple_level	CompareHero	bigIcon	smallIcon	normal_skill	learn_activeSkill	learn_passiveSkill	learned_skill	nolearned_skill	lightskill	attack_Plus	attack_Coe	maxhp_Plus	maxhp_Coe	speedGrow	attackPassive	hpPassive	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce	heroDesc	heroTalk	upgradeNeedRoleLv	canAwaken	needHeroActID	awakenRoleLevel	awakenHeroLevel	awakenHeroStar	awakenNeedItem	awakenHeroSkill	awakenHeroNumber	orAwaken	CuiLianShiCnt	zhuanshengLevel	canZhuanSheng	zhuanshengNeedLevel	zhuanshengHeroNumber	zhuanshengNeedRoleZSLv	zhuanshengNeedItem	zhuanshengNeedRes	zhuanshengNeedMoney	maxhp_z	attackspeed_z	anger_z	attack_p_z	defense_p_z	attack_m_z	defense_m_z	crit_z	critpress_z	antibroken_z	notbroken_z	parry_z	puncture_z	damageupgrade_z	damagereduce_z
97	神·死神	2	12	2	6	6	25985,5	1	0	0			0	红色	icoBg6	6	0	70	70	[(25677,0)]	0	9097	0	0	0	4023	4023	("HeroNormalSkill",(254,2))	(204,2)	[(502,1), (507, 1)]	(254,2):(204,2):(502,2):(504,2)			100000	10	45000	30	快	1500	0	1500000	69900	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	亡灵使者，魂飞魄散		0	0	0	0	0	0					33	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	深渊蛮王	1	31	6	18	1		120	2400000	1000000			172800	白色	0	1	99	120	110	[(26500,1)]	0	9098	0	20	99	5012	5012	("HeroNormalSkill",(270,1))	(9999,1)	[]	(270,1)	(220,1):(501,2):(506,1)	(220,1)	78000	10	92000	30	快	0	0	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	天生神力，力破三界		0	1	6	160	190	8	[(28227,100)]	(402,2)	312		154	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	深渊蛮王	1	32	6	18	2		120	0	0			0	绿色	icoBg1	2	100	130	120	[(26500,5)]	0	9099	0	0	100	5012	5012	("HeroNormalSkill",(270,1))	(220,1)	[]	(270,1):(220,1)	(501,2):(506,1)	(501,2)	79200	10	94000	30	快	0	0	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	天生神力，力破三界		0	1	6	160	190	8	[(28227,100)]	(402,2)	312		164	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	深渊蛮王	1	33	6	18	3		120	0	0			0	蓝色	icoBg2	3	101	140	130	[(26500,25)]	0	9100	0	0	101	5012	5012	("HeroNormalSkill",(270,1))	(220,1)	[(501,1)]	(270,1):(220,1):(501,2)	(506,1)	(270,2):(220,2)	81000	10	97000	30	快	0	5000	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	天生神力，力破三界		0	1	6	160	190	8	[(28227,100)]	(402,2)	312		174	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	深渊蛮王	1	34	6	18	4	26511,1	120	0	0			0	紫色	icoBg3	4	102	150	150	[(26500,50)]	101	9101	0	0	102	5012	5012	("HeroNormalSkill",(270,2))	(220,2)	[(501,1)]	(270,2):(220,2):(501,2)	(506,1)	(506,1)	84000	10	100000	30	快	0	5000	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	天生神力，力破三界		0	1	6	160	190	8	[(28227,100)]	(402,2)	312		184	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	深渊蛮王	1	35	6	18	5	26511,3	120	0	0			0	橙色	icoBg5	5	103	150	150	[(26500,50),(26611,50)]	101	9102	0	0	103	5012	5012	("HeroNormalSkill",(270,2))	(220,2)	[(501,1), (506, 1)]	(270,2):(220,2):(501,2):(506,1)	(506,2)	(506,2)	90000	10	135000	30	快	0	5000	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	天生神力，力破三界		0	1	6	160	190	8	[(28227,100)]	(402,2)	312		194	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	神·深渊蛮王	1	36	6	18	6	26511,5	120	0	0			0	红色	icoBg6	6	310	150	150	[(28219,50)]	0	9103	0	0	310	5012	5012	("HeroNormalSkill",(270,2))	(220,2)	[(501,1), (506, 2)]	(270,2):(220,2):(501,2):(506,2)			93000	10	150000	30	快	0	5000	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	天生神力，力破三界		160	1	6	160	190	8	[(28227,100)]	(402,2)	312		204	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	卡牌女王	3	31	6	19	1		120	0	0			0	白色	0	1	105	120	110	[(26500,1)]	0	9104	0	0	105	5013	5013	("HeroNormalSkill",(271,1))	(9999,1)	[]	(271,1)	(221,1):(503,2):(505,1)	(221,1)	78200	10	69000	30	慢	0	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		0	1	12	160	190	8	[(28230,100)]	(405,2)	327		154	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	卡牌女王	3	32	6	19	2		120	0	0			0	绿色	icoBg1	2	106	130	120	[(26500,5)]	0	9105	0	0	106	5013	5013	("HeroNormalSkill",(271,1))	(221,1)	[]	(271,1):(221,1)	(503,2):(505,1)	(503,2)	79900	10	70500	30	慢	0	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		0	1	12	160	190	8	[(28230,100)]	(405,2)	327		164	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	卡牌女王	3	33	6	19	3		120	0	0			0	蓝色	icoBg2	3	107	140	130	[(26500,25)]	0	9106	0	0	107	5013	5013	("HeroNormalSkill",(271,1))	(221,1)	[(503,1)]	(271,1):(221,1):(503,2)	(505,1)	(271,2):(221,2)	82450	10	72750	30	慢	2000	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		0	1	12	160	190	8	[(28230,100)]	(405,2)	327		174	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	卡牌女王	3	34	6	19	4	26511,1	120	3200000	0	26609,50	small26609	0	紫色	icoBg3	4	108	150	150	[(26500,50)]	107	9107	0	22	108	5013	5013	("HeroNormalSkill",(271,2))	(221,2)	[(503,1)]	(271,2):(221,2):(503,2)	(505,1)	(505,1)	85000	10	75000	30	慢	2000	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		0	1	12	160	190	8	[(28230,100)]	(405,2)	327		184	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	卡牌女王	3	35	6	19	5	26511,3	120	0	0			0	橙色	icoBg5	5	109	150	150	[(26500,50),(26612,50)]	107	9108	0	0	109	5013	5013	("HeroNormalSkill",(271,2))	(221,2)	[(503,1), (505, 1)]	(271,2):(221,2):(503,2):(505,1)	(505,2)	(505,2)	114750	10	101250	30	慢	2000	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		0	1	12	160	190	8	[(28230,100)]	(405,2)	327		194	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	神·卡牌女王	3	36	6	19	6	26511,5	120	0	0			0	红色	icoBg6	6	325	150	150	[(28222,50)]	0	9109	0	0	325	5013	5013	("HeroNormalSkill",(271,2))	(221,2)	[(503,1), (505, 2)]	(271,2):(221,2):(503,2):(505,2)			127500	10	112500	30	慢	2000	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		160	1	12	160	190	8	[(28230,100)]	(405,2)	327		204	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	屠龙剑圣	2	31	6	20	1		120	2700000	1000000			172800	白色	0	1	111	120	110	[(26500,1)]	0	9110	0	21	111	5014	5014	("HeroNormalSkill",(268,1))	(9999,1)	[]	(268,1)	(218,1):(502,2):(504,1)	(218,1)	101200	10	46000	30	快	0	0	1500000	70500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	天神血脉，战神之名		0	1	8	160	190	8	[(28228,100)]	(403,2)	317		154	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	屠龙剑圣	2	32	6	20	2		120	0	0			0	绿色	icoBg1	2	112	130	120	[(26500,5)]	0	9111	0	0	112	5014	5014	("HeroNormalSkill",(268,1))	(218,1)	[]	(268,1):(218,1)	(502,2):(504,1)	(502,2)	103400	10	47000	30	快	0	0	1500000	70500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	天神血脉，战神之名		0	1	8	160	190	8	[(28228,100)]	(403,2)	317		164	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	屠龙剑圣	2	33	6	20	3		120	0	0			0	蓝色	icoBg2	3	113	140	130	[(26500,25)]	0	9112	0	0	113	5014	5014	("HeroNormalSkill",(268,1))	(218,1)	[(502,1)]	(268,1):(218,1):(502,2)	(504,1)	(268,2):(218,2)	106700	10	48500	30	快	0	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天神血脉，战神之名		0	1	8	160	190	8	[(28228,100)]	(403,2)	317		174	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	屠龙剑圣	2	34	6	20	4	26511,1	120	0	0			0	紫色	icoBg3	4	114	150	150	[(26500,50)]	113	9113	0	0	114	5014	5014	("HeroNormalSkill",(268,2))	(218,2)	[(502,1)]	(268,2):(218,2):(502,2)	(504,1)	(504,1)	110000	10	50000	30	快	0	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天神血脉，战神之名		0	1	8	160	190	8	[(28228,100)]	(403,2)	317		184	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	屠龙剑圣	2	35	6	20	5	26511,3	120	0	0			0	橙色	icoBg5	5	115	150	150	[(26500,50),(26613,50)]	113	9114	0	0	115	5014	5014	("HeroNormalSkill",(268,2))	(218,2)	[(502,1), (504, 1)]	(268,2):(218,2):(502,2):(504,1)	(504,2)	(504,2)	148500	10	67500	30	快	1000	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天神血脉，战神之名		0	1	8	160	190	8	[(28228,100)]	(403,2)	317		194	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	神·屠龙剑圣	2	36	6	20	6	26511,5	120	0	0			0	红色	icoBg6	6	315	150	150	[(28220,50)]	0	9115	0	0	315	5014	5014	("HeroNormalSkill",(268,2))	(218,2)	[(502,1), (507, 1)]	(268,2):(218,2):(502,2):(504,2)			165000	10	75000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天神血脉，战神之名		160	1	8	160	190	8	[(28228,100)]	(403,2)	317		204	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	天堂圣使	2	31	6	21	1		120	0	0			0	白色	0	1	117	120	110	[(26500,1)]	0	9116	0	0	117	5015	5015	("HeroNormalSkill",(269,1))	(9999,1)	[]	(269,1)	(219,1):(502,2):(504,1)	(219,1)	101200	10	46000	30	中等	0	0	1500000	50500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	天纵奇才，移天换海		0	1	10	160	190	8	[(28229,100)]	(404,2)	322		154	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	天堂圣使	2	32	6	21	2		120	0	0			0	绿色	icoBg1	2	118	130	120	[(26500,5)]	0	9117	0	0	118	5015	5015	("HeroNormalSkill",(269,1))	(219,1)	[]	(269,1):(219,1)	(502,2):(504,1)	(502,2)	103400	10	47000	30	中等	0	0	1500000	50500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	天纵奇才，移天换海		0	1	10	160	190	8	[(28229,100)]	(404,2)	322		164	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	天堂圣使	2	33	6	21	3		120	0	0			0	蓝色	icoBg2	3	119	140	130	[(26500,25)]	0	9118	0	0	119	5015	5015	("HeroNormalSkill",(269,1))	(219,1)	[(502,1)]	(269,1):(219,1):(502,2)	(504,1)	(269,2):(219,2)	106700	10	48500	30	中等	0	0	1500000	50500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天纵奇才，移天换海		0	1	10	160	190	8	[(28229,100)]	(404,2)	322		174	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	天堂圣使	2	34	6	21	4	26511,1	120	3700000	0	26610,50	small26610	0	紫色	icoBg3	4	120	150	150	[(26500,50)]	119	9119	0	23	120	5015	5015	("HeroNormalSkill",(269,2))	(219,2)	[(502,1)]	(269,2):(219,2):(502,2)	(504,1)	(504,1)	110000	10	50000	30	中等	0	0	1500000	50500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天纵奇才，移天换海		0	1	10	160	190	8	[(28229,100)]	(404,2)	322		184	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	天堂圣使	2	35	6	21	5	26511,3	120	0	0			0	橙色	icoBg5	5	121	150	150	[(26500,50),(26614,50)]	119	9120	0	0	121	5015	5015	("HeroNormalSkill",(269,2))	(219,2)	[(502,1), (504, 1)]	(269,2):(219,2):(502,2):(504,1)	(504,2)	(504,2)	148500	10	67500	30	中等	1000	0	1500000	50500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天纵奇才，移天换海		0	1	10	160	190	8	[(28229,100)]	(404,2)	322		194	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	神·天堂圣使	2	36	6	21	6	26511,5	120	0	0			0	红色	icoBg6	6	320	150	150	[(28221,50)]	0	9121	0	0	320	5015	5015	("HeroNormalSkill",(269,2))	(219,2)	[(502,1), (507, 1)]	(269,2):(219,2):(502,2):(504,2)			165000	10	75000	30	中等	1500	0	1500000	50500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天纵奇才，移天换海		160	1	10	160	190	8	[(28229,100)]	(404,2)	322		204	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	神王之子	1	37	7	22	1		140	4300000	1000000			172800	白色	0	1	123	140	130	[(27067,1)]	0	9122	0	24	123	5016	5016	("HeroNormalSkill",(274,1))	(9999,1)	[]	(274,1)	(224,1):(501,2):(506,1)	(224,1)	84000	10	102000	30	慢	0		1500000	30400	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	神王血脉，逆天改命		0	0	0	0	0	0					216	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	神王之子	1	38	7	22	2		140	0	0			0	绿色	icoBg1	2	124	150	140	[(27067,5)]	0	9123	0	0	124	5016	5016	("HeroNormalSkill",(274,1))	(224,1)	[]	(274,1):(224,1)	(501,2):(506,1)	(501,2)	85200	10	104000	30	慢	0		1500000	30400	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	神王血脉，逆天改命		0	0	0	0	0	0					228	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	神王之子	1	39	7	22	3		140	0	0			0	蓝色	icoBg2	3	125	160	150	[(27067,25)]	0	9124	0	0	125	5016	5016	("HeroNormalSkill",(274,1))	(224,1)	[(501,1)]	(274,1):(224,1):(501,2)	(506,1)	(274,2):(224,2)	87000	10	107000	30	慢	0	5000	1500000	30400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	神王血脉，逆天改命		0	0	0	0	0	0					240	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	神王之子	1	40	7	22	4	27065,1	140	0	0			0	紫色	icoBg3	4	126	170	170	[(27067,50)]	125	9125	0	0	126	5016	5016	("HeroNormalSkill",(274,2))	(224,2)	[(501,1)]	(274,2):(224,2):(501,2)	(506,1)	(506,1)	90000	10	110000	30	慢	0	5000	1500000	30400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	神王血脉，逆天改命		0	0	0	0	0	0					252	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	神王之子	1	41	7	22	5	27065,3	140	0	0			0	橙色	icoBg5	5	127	170	170	[(27067,50),(27043,100)]	125	9126	0	0	127	5016	5016	("HeroNormalSkill",(274,2))	(224,2)	[(501,1), (506, 1)]	(274,2):(224,2):(501,2):(506,1)	(506,2)	(506,2)	96000	10	145000	30	慢	0	5000	1500000	30400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	神王血脉，逆天改命		0	0	0	0	0	0					264	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	神·神王之子	1	42	7	22	6	27065,5	140	0	0			0	红色	icoBg6	6	0	170	170	[(27067,0)]	0	9127	0	0	0	5016	5016	("HeroNormalSkill",(274,2))	(224,2)	[(501,1), (506, 2)]	(274,2):(224,2):(501,2):(506,2)			99000	10	160000	30	慢	0	5000	1500000	30400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	神王血脉，逆天改命		0	0	0	0	0	0					276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	月之祭司	3	37	7	23	1		140	4900000	1000000			172800	白色	0	1	129	140	130	[(27067,1)]	0	9128	0	25	129	5017	5017	("HeroNormalSkill",(273,1))	(9999,1)	[]	(273,1)	(223,1):(503,2):(505,1)	(223,1)	86700	10	76500	30	快	0		1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		0	1	16	160	190	8	[(28232,100)]	(407,2)	336		216	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	月之祭司	3	38	7	23	2		140	0	0			0	绿色	icoBg1	2	130	150	140	[(27067,5)]	0	9129	0	0	130	5017	5017	("HeroNormalSkill",(273,1))	(223,1)	[]	(273,1):(223,1)	(503,2):(505,1)	(503,2)	88400	10	78000	30	快	0		1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		0	1	16	160	190	8	[(28232,100)]	(407,2)	336		228	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	月之祭司	3	39	7	23	3		140	0	0			0	蓝色	icoBg2	3	131	160	150	[(27067,25)]	0	9130	0	0	131	5017	5017	("HeroNormalSkill",(273,1))	(223,1)	[(503,1)]	(273,1):(223,1):(503,2)	(505,1)	(273,2):(223,2)	90950	10	80250	30	快	2000		1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		0	1	16	160	190	8	[(28232,100)]	(407,2)	336		240	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	月之祭司	3	40	7	23	4	27065,1	140	0	0			0	紫色	icoBg3	4	132	170	170	[(27067,50)]	131	9131	0	0	132	5017	5017	("HeroNormalSkill",(273,2))	(223,2)	[(503,1)]	(273,2):(223,2):(503,2)	(505,1)	(505,1)	93500	10	82500	30	快	2000		1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		0	1	16	160	190	8	[(28232,100)]	(407,2)	336		252	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	月之祭司	3	41	7	23	5	27065,3	140	0	0			0	橙色	icoBg5	5	133	170	170	[(27067,50),(27044,100)]	131	9132	0	0	133	5017	5017	("HeroNormalSkill",(273,2))	(223,2)	[(503,1), (505, 1)]	(273,2):(223,2):(503,2):(505,1)	(505,2)	(505,2)	110500	10	97500	30	快	2000		1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		0	1	16	160	190	8	[(28232,100)]	(407,2)	336		264	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	神·月之祭司	3	42	7	23	6	27065,5	140	0	0			0	红色	icoBg6	6	335	170	170	[(28224,100)]	0	9133	0	0	335	5017	5017	("HeroNormalSkill",(273,2))	(223,2)	[(503,1), (505, 2)]	(273,2):(223,2):(503,2):(505,2)			140250	10	123750	30	快	2000		1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		160	1	16	160	190	8	[(28232,100)]	(407,2)	336		276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	骷髅王	2	37	7	24	1		140	0	0			0	白色	0	1	135	140	130	[(27067,1)]	0	9134	0	0	135	5018	5018	("HeroNormalSkill",(272,1))	(9999,1)	[]	(272,1)	(222,1):(502,2):(504,1)	(222,1)	112200	10	51000	30	快	0		1500000	70500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	岁月轮回，不改本心		0	1	14	160	190	8	[(28231,100)]	(406,2)	331		216	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	骷髅王	2	38	7	24	2		140	0	0			0	绿色	icoBg1	2	136	150	140	[(27067,5)]	0	9135	0	0	136	5018	5018	("HeroNormalSkill",(272,1))	(222,1)	[]	(272,1):(222,1)	(502,2):(504,1)	(502,2)	114400	10	52000	30	快	0		1500000	70500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	岁月轮回，不改本心		0	1	14	160	190	8	[(28231,100)]	(406,2)	331		228	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	骷髅王	2	39	7	24	3		140	0	0			0	蓝色	icoBg2	3	137	160	150	[(27067,25)]	0	9136	0	0	137	5018	5018	("HeroNormalSkill",(272,1))	(222,1)	[(502,1)]	(272,1):(222,1):(502,2)	(504,1)	(272,2):(222,2)	117700	10	53500	30	快	0		1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	岁月轮回，不改本心		0	1	14	160	190	8	[(28231,100)]	(406,2)	331		240	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	骷髅王	2	40	7	24	4	27065,1	140	5500000	0	27046,100	small27046	0	紫色	icoBg3	4	138	170	170	[(27067,50)]	137	9137	0	26	138	5018	5018	("HeroNormalSkill",(272,2))	(222,2)	[(502,1)]	(272,2):(222,2):(502,2)	(504,1)	(504,1)	121000	10	55000	30	快	0		1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	岁月轮回，不改本心		0	1	14	160	190	8	[(28231,100)]	(406,2)	331		252	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	骷髅王	2	41	7	24	5	27065,3	140	0	0			0	橙色	icoBg5	5	139	170	170	[(27067,50),(27045,100)]	137	9138	0	0	139	5018	5018	("HeroNormalSkill",(272,2))	(222,2)	[(502,1), (504, 1)]	(272,2):(222,2):(502,2):(504,1)	(504,2)	(504,2)	143000	10	65000	30	快	1000		1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	岁月轮回，不改本心		0	1	14	160	190	8	[(28231,100)]	(406,2)	331		264	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	神·骷髅王	2	42	7	24	6	27065,5	140	0	0			0	红色	icoBg6	6	330	170	170	[(28223,100)]	0	9139	0	0	330	5018	5018	("HeroNormalSkill",(272,2))	(222,2)	[(502,1), (507, 1)]	(272,2):(222,2):(502,2):(504,2)			181500	10	82500	30	快	1500		1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	岁月轮回，不改本心		160	1	14	160	190	8	[(28231,100)]	(406,2)	331		276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	大天使	2	28	5	25	4	25988,1	100	0	0	27100,50	small27100	0	紫色	icoBg3	4	141	130	130	[(25680,25)]	140	9140	0	15	141	5019	5019	("HeroNormalSkill",(305,2))	(225,2)	[(502,1)]	(305,2):(225,2):(502,2)	(504,1)	(504,1)	120000	10	65000	30	快	0	0	1500000	55000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天堂使者，毁天灭地		0	0	0	0	0	0					128	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	大天使	2	29	5	25	5	25988,3	100	0	0			0	橙色	icoBg5	5	142	130	130	[(25680,50),(27097,50)]	140	9141	0	0	142	5019	5019	("HeroNormalSkill",(305,2))	(225,2)	[(502,1), (504, 1)]	(305,2):(225,2):(502,2):(504,1)	(504,2)	(504,2)	140000	10	70000	30	快	1000	0	1500000	55000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天堂使者，毁天灭地		0	0	0	0	0	0					136	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	大天使	2	30	5	25	6	25988,5	100	0	0			0	红色	icoBg6	6	143	130	130	[(27098,100)]	0	9142	0	0	143	5019	5019	("HeroNormalSkill",(305,2))	(225,2)	[(502,1), (507, 1)]	(305,2):(225,2):(502,2):(504,2)			152500	10	75000	30	快	1500	0	1500000	55000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天堂使者，毁天灭地		0	0	0	0	0	0					144	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	大天使	2	36	6	25	6	26511,5	100	0	0			0	红色	icoBg6	6	144	150	150	[(27099,100)]	0	9143	0	0	144	5019	5019	("HeroNormalSkill",(305,2))	(225,2)	[(502,1), (507, 1)]	(305,2):(225,2):(502,2):(504,2)			170000	10	82500	30	快	1500	0	1500000	55000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天堂使者，毁天灭地		0	0	0	0	0	0					204	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	大天使	2	42	7	25	6	27065,5	100	0	0			0	红色	icoBg6	6	0	170	170	[(25678,0)]	0	9144	0	0	0	5019	5019	("HeroNormalSkill",(305,2))	(225,2)	[(502,1), (507, 1)]	(305,2):(225,2):(502,2):(504,2)			185000	10	92500	30	快	1500	0	1500000	55000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天堂使者，毁天灭地		0	0	0	0	0	0					276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	神·冠军骑士	1	12	2	4	6	25985,1	40	0	0			0	红色	icoBg6	6	0	70	70	[(25677,0)]	0	9145	0	0	0	20012	20012	("HeroNormalSkill",(256,2))	(206,2)	[(501,1), (506, 1)]	(256,2):(206,2):(501,2):(506,1)			53000	10	85000	30	中等	0	5000	1500000	49900	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	王者之将，坚不可摧		0	0	0	0	0	0					33	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	灵魂剑士	2	19	4	26	1		1	0	0			0	白色	0	1	147	80	70	[(25679,1)]	0	9146	0	0	147	30048	30048	("HeroNormalSkill",(307,1))	(9999,1)	[]	(307,1)	(306,1):(502,2):(504,1)	(306,1)	79200	10	36000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	剑士之魂，无坚不摧		0	0	0	0	0	0					66	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
