coding	name	wingCoding	wingId	needlevel	grade	posType	nameColor	suitId	canSell	salePrice	Idepro	FaileIdepro	needItem	idegorgeous	gorgeous	Basept1	Basepv1	Basept2	Basepv2	Starpt1	Starpv1	Starpt2	Starpv2	Uppt1	Uppv1	Uppt2	Uppv2	Jdpt1	Jdpv1	Jdpt2	Jdpv2	Jdpt3	Jdpv3	needLog	kinds	propsType	icon	sortLevel	miaoshu	doubleclick	jiaMi
37072	死灵之心		0	45	1	2	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	8	1	3000	0	0	1	[0,150,330,540,780,1050,1350,1680,2040,2430,2850,3300,3780,4290,4830,5400,6000,6630,7290,7980]	0	0	1	[0,150,300,450,600]	0	0	1	[1452,2916,4404,5862,7296]	11	[100,220,350,500,700]	0	0	1	12	14	silingzhixin	735	<font color="#E6DFBB">死灵套装-衣服部件,图鉴中选择并保存获得死灵衣服形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37073	死灵之骨		0	45	1	3	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	8	8	1000	13	1000	8	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	13	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	8	[0,30,60,90,120]	13	[0,30,60,90,120]	8	[400,800,1200,1600,2000]	13	[400,800,1200,1600,2000]	0	0	1	12	14	zhilingzhigu	736	<font color="#E6DFBB">死灵套装-帽子部件,图鉴中选择并保存获得死灵帽子形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37074	死灵之翼	29099	22	45	1	4	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	5	9	1000	12	1000	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	silingzhiyi	737	<font color="#E6DFBB">死灵套装-羽翼部件,图鉴中选择并保存获得死灵之翼形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37075	暖冬权杖		0	45	1	1	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	8	4	1000	6	1000	4	[0,50,110,180,260,350,450,560,680,810,950,1100,1260,1430,1610,1800,2000,2210,2430,2660]	6	[0,50,110,180,260,350,450,560,680,810,950,1100,1260,1430,1610,1800,2000,2210,2430,2660]	4	[0,50,100,150,200]	6	[0,50,100,150,200]	4	[484,972,1468,1954,2432]	6	[484,972,1468,1954,2432]	10	[100,220,350,500,700]	1	12	14	nuandongquanzhang	734	<font color="#E6DFBB">暖冬套装-武器部件,图鉴中选择并保存获得暖冬武器形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37076	暖冬礼服		0	45	1	2	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	8	1	3000	0	0	1	[0,150,330,540,780,1050,1350,1680,2040,2430,2850,3300,3780,4290,4830,5400,6000,6630,7290,7980]	0	0	1	[0,150,300,450,600]	0	0	1	[1452,2916,4404,5862,7296]	11	[100,220,350,500,700]	0	0	1	12	14	nuandonglifu	735	<font color="#E6DFBB">暖冬套装-衣服部件,图鉴中选择并保存获得暖冬衣服形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37077	暖冬帽子		0	45	1	3	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	8	8	1000	13	1000	8	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	13	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	8	[0,30,60,90,120]	13	[0,30,60,90,120]	8	[400,800,1200,1600,2000]	13	[400,800,1200,1600,2000]	0	0	1	12	14	nuandongmaozi	736	<font color="#E6DFBB">暖冬套装-帽子部件,图鉴中选择并保存获得暖冬帽子形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37078	暖冬迷梦	29099	23	45	1	4	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	5	9	1000	12	1000	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	nuandongmimeng	737	<font color="#E6DFBB">暖冬套装-羽翼部件,图鉴中选择并保存获得暖冬羽翼形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37079	心想事成		0	45	1	1	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	8	4	1000	6	1000	4	[0,50,110,180,260,350,450,560,680,810,950,1100,1260,1430,1610,1800,2000,2210,2430,2660]	6	[0,50,110,180,260,350,450,560,680,810,950,1100,1260,1430,1610,1800,2000,2210,2430,2660]	4	[0,50,100,150,200]	6	[0,50,100,150,200]	4	[484,972,1468,1954,2432]	6	[484,972,1468,1954,2432]	10	[100,220,350,500,700]	1	12	14	xiaoyuanzhichun	734	<font color="#E6DFBB">新春套装-武器部件,图鉴中选择并保存获得新春武器形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37080	步步高升		0	45	1	2	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	8	1	3000	0	0	1	[0,150,330,540,780,1050,1350,1680,2040,2430,2850,3300,3780,4290,4830,5400,6000,6630,7290,7980]	0	0	1	[0,150,300,450,600]	0	0	1	[1452,2916,4404,5862,7296]	11	[100,220,350,500,700]	0	0	1	12	14	xiaoyuanzhixin	735	<font color="#E6DFBB">新春套装-衣服部件,图鉴中选择并保存获得新春衣服形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37081	财源广进		0	45	1	3	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	8	8	1000	13	1000	8	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	13	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	8	[0,30,60,90,120]	13	[0,30,60,90,120]	8	[400,800,1200,1600,2000]	13	[400,800,1200,1600,2000]	0	0	1	12	14	xiaoyuanzhimeng	736	<font color="#E6DFBB">新春套装-帽子部件,图鉴中选择并保存获得新春帽子形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
37082	鹏程万里	29099	24	45	1	4	[蓝色,紫色,黄色,橙色,红色]	16	1	500	4500	500	[26676,1]	20	5	9	1000	12	1000	9	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	12	[0,30,66,108,156,210,270,336,408,486,570,660,756,858,966,1080,1200,1326,1458,1596]	9	[0,30,60,90,120]	12	[0,30,60,90,120]	9	[400,800,1200,1600,2000]	12	[400,800,1200,1600,2000]	0	0	1	12	14	xiaoyuanhuiyi	737	<font color="#E6DFBB">新春套装-羽翼部件,图鉴中选择并保存获得新春羽翼形象；所有时装的基础属性（主角）可以叠加生效。<br>获取：</font>活动获取<br><font color="#cc6633">各时装套装属性可叠加同时生效。</font>	ACTIVE_CLOTHES	1
