ID	NpcType	Grade	content	time	Skip	LeftRight	ServerScript	about	zhangMingZi
10430001	1122		#S(16)#C(#ffffff)而如今早已不见了花花草草，只有那看不到天际的凸石和瘴气。						
10430002	0		#S(16)#C(#ffffff)对白						
10431001	1122		#S(16)#C(#ffffff)毁坏是一种必然，剩下来就要看你的保护了。						
10431002	0		#S(16)#C(#ffffff)对白						
10432001	1122		#S(16)#C(#ffffff)该是展示你无敌战姿的时刻了！						
10432002	0		#S(16)#C(#ffffff)对白						
10433001	1103		#S(16)#C(#ffffff)背影，竟是那么熟悉。						
10433002	0		#S(16)#C(#ffffff)对白						
10434001	1122		#S(16)#C(#ffffff)战斗已经成了你前进路上的一种习惯。						
10434002	0		#S(16)#C(#ffffff)对白						
10435001	1123		#S(16)#C(#ffffff)一战再战！						
10435002	0		#S(16)#C(#ffffff)对白						
10436001	1104		#S(16)#C(#ffffff)敢过来吗？						
10436002	0		#S(16)#C(#ffffff)对白						
10437001	1123		#S(16)#C(#ffffff)做的很好，圣坛已经被毁掉了，快去救援。						
10437002	0		#S(16)#C(#ffffff)对白						
10438001	1123		#S(16)#C(#ffffff)怪物真多，你来的真及时。						
10438002	0		#S(16)#C(#ffffff)对白						
10439001	1105		#S(16)#C(#ffffff)这里是我的天下，你们不要抢。						
10439002	0		#S(16)#C(#ffffff)对白						
10440001	1123		#S(16)#C(#ffffff)亡灵的军队似乎知道了你的厉害。						
10440002	0		#S(16)#C(#ffffff)对白						
10441001	1123		#S(16)#C(#ffffff)大战前最平静的时刻。						
10441002	0		#S(16)#C(#ffffff)对白						
10442001	1124		#S(16)#C(#ffffff)能有这么好的机会休养生息。						
10442002	0		#S(16)#C(#ffffff)对白						
10443001	1124		#S(16)#C(#ffffff)休整的时间不多，抓紧时间。						
10443002	0		#S(16)#C(#ffffff)对白						
10444001	1124		#S(16)#C(#ffffff)一晃三年，光阴似箭。						
10444002	0		#S(16)#C(#ffffff)对白						
10445001	1124		#S(16)#C(#ffffff)三年也是你对战斗技巧一个很好的领悟。						
10445002	0		#S(16)#C(#ffffff)对白						
10446001	1124		#S(16)#C(#ffffff)三年也够了吧？						
10446002	0		#S(16)#C(#ffffff)对白						
10447001	1124		#S(16)#C(#ffffff)前线又传来消息，说亡灵有复苏的迹象了。						
10447002	0		#S(16)#C(#ffffff)对白						
10448001	1106		#S(16)#C(#ffffff)这一次我们不会再失败了。						
10448002	0		#S(16)#C(#ffffff)对白						
10449001	1125		#S(16)#C(#ffffff)这才是开始，一大波亡灵正向你袭来。						
10449002	0		#S(16)#C(#ffffff)对白						
10450001	1125		#S(16)#C(#ffffff)启程吧，这条路会很难走。						
10450002	0		#S(16)#C(#ffffff)对白						
10451001	1107		#S(16)#C(#ffffff)嘎嘎，我终于出来了。						
10451002	0		#S(16)#C(#ffffff)对白						
10452001	1125		#S(16)#C(#ffffff)放手去战斗，这世界需要你。						
10452002	0		#S(16)#C(#ffffff)对白						
10453001	1125		#S(16)#C(#ffffff)烽火四起，迷乱了谁的双眼。						
10453002	0		#S(16)#C(#ffffff)对白						
10454001	1126		#S(16)#C(#ffffff)再饮一杯吧，前途未卜！						
10454002	0		#S(16)#C(#ffffff)对白						
10455001	1126		#S(16)#C(#ffffff)经过战火的洗礼，就是胜利！						
10455002	0		#S(16)#C(#ffffff)对白						
10456001	1126		#S(16)#C(#ffffff)妖魔作怪，去吧，为了正义而战！						
10456002	0		#S(16)#C(#ffffff)对白						
10457001	1108		#S(16)#C(#ffffff)能战胜我吗？						
10457002	0		#S(16)#C(#ffffff)对白						
10458001	1126		#S(16)#C(#ffffff)做的很好，平定作乱。						
10458002	0		#S(16)#C(#ffffff)对白						
10459001	1127		#S(16)#C(#ffffff)难得相见。又见到你了。						
10459002	0		#S(16)#C(#ffffff)对白						
10460001	1127		#S(16)#C(#ffffff)每一次见面就意味着离别。						
10460002	0		#S(16)#C(#ffffff)对白						
10461001	1127		#S(16)#C(#ffffff)这一次我依然会离开你，我相信我们终有一天再见。						
10461002	0		#S(16)#C(#ffffff)对白						
10462001	1127		#S(16)#C(#ffffff)注定孤独的旅行。						
10462002	0		#S(16)#C(#ffffff)对白						
10463001	1109		#S(16)#C(#ffffff)敢来吗？						
10463002	0		#S(16)#C(#ffffff)对白						
10464001	1126		#S(16)#C(#ffffff)一人独行，不要迷失自己。						
10464002	0		#S(16)#C(#ffffff)对白						
10465001	1126		#S(16)#C(#ffffff)降妖除魔本是我辈职责。						
10465002	0		#S(16)#C(#ffffff)对白						
10466001	1110		#S(16)#C(#ffffff)降伏得了我嘛？						
10466002	0		#S(16)#C(#ffffff)对白						
10467001	1127		#S(16)#C(#ffffff)世界上哪有妖，只是人多了，妖就出现了。						
10467002	0		#S(16)#C(#ffffff)对白						
10468001	1127		#S(16)#C(#ffffff)魔也有魔道，亡灵也有自己的信仰。						
10468002	0		#S(16)#C(#ffffff)对白						
10469001	1111		#S(16)#C(#ffffff)心中最难有的就是信仰。						
10469002	0		#S(16)#C(#ffffff)对白						
10470001	1122		#S(16)#C(#ffffff)即便可以从头再来，也很难再回到原点。						
10470002	0		#S(16)#C(#ffffff)对白						
10471001	1122		#S(16)#C(#ffffff)一起？带我走吧。						
10471002	0		#S(16)#C(#ffffff)对白						
10472001	1122		#S(16)#C(#ffffff)前方的路太过艰难，要珍重。						
10472002	0		#S(16)#C(#ffffff)对白						
10473001	1123		#S(16)#C(#ffffff)知道龙骑士的遗梦吗？						
10473002	0		#S(16)#C(#ffffff)对白						
10474001	1123		#S(16)#C(#ffffff)龙骑士的梦要在你的身上延续下去。						
10474002	0		#S(16)#C(#ffffff)对白						
10475001	1123		#S(16)#C(#ffffff)要这世间，再也没有战争，要这世界都是和平。						
10475002	0		#S(16)#C(#ffffff)对白						
10476001	1123		#S(16)#C(#ffffff)实现梦的路上需要你不断的战斗。						
10476002	0		#S(16)#C(#ffffff)对白						
10477001	1124		#S(16)#C(#ffffff)不断的战斗才能超越自己。						
10477002	0		#S(16)#C(#ffffff)对白						
10478001	1112		#S(16)#C(#ffffff)我们来打几场吧。						
10478002	0		#S(16)#C(#ffffff)对白						
10479001	1124		#S(16)#C(#ffffff)岁月不饶人，战斗如此，累吗？						
10479002	0		#S(16)#C(#ffffff)对白						
10480001	1124		#S(16)#C(#ffffff)匆匆岁月，了无痕迹。						
10480002	0		#S(16)#C(#ffffff)对白						
10481001	1119		#S(16)#C(#ffffff)一晃多年，原来你还年轻。						
10481002	0		#S(16)#C(#ffffff)对白						
10482001	1119		#S(16)#C(#ffffff)这么多年，有停下来好好的想过，思考过吗？						
10482002	0		#S(16)#C(#ffffff)对白						
10483001	1119		#S(16)#C(#ffffff)原来还有梦想，还有最初的梦想。						
10483002	0		#S(16)#C(#ffffff)对白						
10484001	1120		#S(16)#C(#ffffff)要这天再遮不住我的眼，要这……						
10484002	0		#S(16)#C(#ffffff)对白						
10485001	1120		#S(16)#C(#ffffff)还记得，坚持过，就不会后悔。						
10485002	0		#S(16)#C(#ffffff)对白						
10486001	1120		#S(16)#C(#ffffff)一人独行，仗剑高歌，就该逍遥自在。						
10486002	0		#S(16)#C(#ffffff)对白						
10487001	1113		#S(16)#C(#ffffff)这么多年了……						
10487002	0		#S(16)#C(#ffffff)对白						
10488001	1121		#S(16)#C(#ffffff)亡灵的士兵又出现了，来了最可怕的恶魔。						
10488002	0		#S(16)#C(#ffffff)对白						
10489001	1121		#S(16)#C(#ffffff)他们这次是来困你的，要小心。						
10489002	0		#S(16)#C(#ffffff)对白						
10490001	1121		#S(16)#C(#ffffff)千万不要被困住，否则就麻烦了。						
10490002	0		#S(16)#C(#ffffff)对白						
10491001	1121		#S(16)#C(#ffffff)小心！						
10491002	0		#S(16)#C(#ffffff)对白						
10492001	1121		#S(16)#C(#ffffff)你快陷进去了，那是镜中的世界！						
10492002	0		#S(16)#C(#ffffff)对白						
10493001	1122		#S(16)#C(#ffffff)镜中的世界是与现实相对应的。						
10493002	0		#S(16)#C(#ffffff)对白						
10494001	1122		#S(16)#C(#ffffff)这世界中有一股神奇的力量。						
10494002	0		#S(16)#C(#ffffff)对白						
10495001	1122		#S(16)#C(#ffffff)那是轮回的力量。						
10495002	0		#S(16)#C(#ffffff)对白						
10496001	1114		#S(16)#C(#ffffff)轮回而已，你会陷进去的。						
10496002	0		#S(16)#C(#ffffff)对白						
10497001	1122		#S(16)#C(#ffffff)轮回难道又要重头再来？						
10497002	0		#S(16)#C(#ffffff)对白						
10498001	1123		#S(16)#C(#ffffff)可怕的轮回之力。						
10498002	0		#S(16)#C(#ffffff)对白						
10499001	1115		#S(16)#C(#ffffff)身掌轮回的力量。						
10499002	0		#S(16)#C(#ffffff)对白						
10500001	1123		#S(16)#C(#ffffff)看到的是镜中的世界，与现实一样，却又不一样。						
10500002	0		#S(16)#C(#ffffff)对白						
10501001	1123		#S(16)#C(#ffffff)即将开启镜的篇章。						
10501002	0		#S(16)#C(#ffffff)对白						
10502001	1124		#S(16)#C(#ffffff)镜，也许是新的开始，或者是重头再来，去好好体验吧。						
10502002	0		#S(16)#C(#ffffff)对白						
10503001	1124		#S(16)#C(#ffffff)最梦幻的莫过于镜。						
10503002	0		#S(16)#C(#ffffff)对白						
10504001	1124		#S(16)#C(#ffffff)浮华如梦，却似镜花水月，一点即破。						
10504002	0		#S(16)#C(#ffffff)对白						
10505001	1116		#S(16)#C(#ffffff)能分清现实和梦幻吗？						
10505002	0		#S(16)#C(#ffffff)对白						
10506001	1125		#S(16)#C(#ffffff)是梦还是幻影？						
10506002	0		#S(16)#C(#ffffff)对白						
10507001	1125		#S(16)#C(#ffffff)之后走下去的路，将要走上一条破镜之旅。						
10507002	0		#S(16)#C(#ffffff)对白						
10508001	1117		#S(16)#C(#ffffff)你破的了吗？						
10508002	0		#S(16)#C(#ffffff)对白						
10509001	1125		#S(16)#C(#ffffff)亦真亦如幻，如梦幻泡影。						
10509002	0		#S(16)#C(#ffffff)对白						
10510001	1150		#S(16)#C(#ffffff)亦真亦如假，真真假假！						
10510002	0		#S(16)#C(#ffffff)对白						
10511001	1150		#S(16)#C(#ffffff)你需要一双辨别是非的眼睛，看清这时间所有的善和恶。						
10511002	0		#S(16)#C(#ffffff)对白						
10512001	1150		#S(16)#C(#ffffff)这是梦幻的旅程，一条奇迹的路。						
10512002	0		#S(16)#C(#ffffff)对白						
10513001	1150		#S(16)#C(#ffffff)该走了，这条神奇的旅程。						
10513002	0		#S(16)#C(#ffffff)对白						
10514001	1151		#S(16)#C(#ffffff)很兴奋吗？，这充满奇幻的时刻。						
10514002	0		#S(16)#C(#ffffff)对白						
10515001	1151		#S(16)#C(#ffffff)是新的开始！						
10515002	0		#S(16)#C(#ffffff)对白						
10516001	1151		#S(16)#C(#ffffff)镜·梦幻森林的镜魔。						
10516002	0		#S(16)#C(#ffffff)对白						
10517001	1118		#S(16)#C(#ffffff)桀桀，我是镜中的魔！						
10517002	0		#S(16)#C(#ffffff)对白						
10518001	1152		#S(16)#C(#ffffff)消灭了它，你还是破不了镜世界。						
10518002	0		#S(16)#C(#ffffff)对白						
10519001	1152		#S(16)#C(#ffffff)梦魔出现了，他在你的梦里。能顺利渡过去吗？						
10519002	0		#S(16)#C(#ffffff)对白						
10520001	1154		#S(16)#C(#ffffff)你消灭不了我的！						
10520002	0		#S(16)#C(#ffffff)对白						
10521001	1152		#S(16)#C(#ffffff)世间最难破的就是梦！						
10521002	0		#S(16)#C(#ffffff)对白						
10522001	1152		#S(16)#C(#ffffff)镜的世界怎样才能走出去？						
10522002	0		#S(16)#C(#ffffff)对白						
10523001	1153		#S(16)#C(#ffffff)走一遍来时的路，是对心的历练！						
10523002	0		#S(16)#C(#ffffff)对白						
10524001	1153		#S(16)#C(#ffffff)神挡杀神，魔挡灭魔，修炼你的杀戮之道。						
10524002	0		#S(16)#C(#ffffff)对白						
10525001	1153		#S(16)#C(#ffffff)杀，是对心的修炼。						
10525002	0		#S(16)#C(#ffffff)对白						
10526001	1155		#S(16)#C(#ffffff)给我做一些试炼吧。						
10526002	0		#S(16)#C(#ffffff)对白						
10527001	1153		#S(16)#C(#ffffff)开始你真正的杀戮吧，孩子！						
10527002	0		#S(16)#C(#ffffff)对白						
10528001	1152		#S(16)#C(#ffffff)在屠戮中成长，历练自己一颗坚定的心。						
10528002	0		#S(16)#C(#ffffff)对白						
10529001	1156		#S(16)#C(#ffffff)不要杀我！						
10529002	0		#S(16)#C(#ffffff)对白						
10530001	1151		#S(16)#C(#ffffff)内心需要休憩，消磨你心中的戾气。						
10530002	0		#S(16)#C(#ffffff)对白						
10531001	1151		#S(16)#C(#ffffff)人生如梦，难以苏醒。						
10531002	0		#S(16)#C(#ffffff)对白						
10532001	1151		#S(16)#C(#ffffff)既然醒不了，就好好沉睡。						
10532002	0		#S(16)#C(#ffffff)对白						
10533001	1151		#S(16)#C(#ffffff)镜，不一样的世界！						
10533002	0		#S(16)#C(#ffffff)对白						
10534001	1201		#S(16)#C(#ffffff)命运由你不由天！						
10534002	0		#S(16)#C(#ffffff)对白						
10535001	1206		#S(16)#C(#ffffff)敢来一战吗？						
10535002	0		#S(16)#C(#ffffff)对白						
10536001	1201		#S(16)#C(#ffffff)把命运握在自己手中会更加踏实。						
10536002	0		#S(16)#C(#ffffff)对白						
10537001	1202		#S(16)#C(#ffffff)知道镜世界的产生缘由吗？						
10537002	0		#S(16)#C(#ffffff)对白						
10538001	1202		#S(16)#C(#ffffff)是神秘人用魔法把你们带到了这里。						
10538002	0		#S(16)#C(#ffffff)对白						
10539001	1202		#S(16)#C(#ffffff)这里是真实的镜像世界，破了这里才会有新生。						
10539002	0		#S(16)#C(#ffffff)对白						
10540001	1203		#S(16)#C(#ffffff)这是一场不是你死就是我亡的战争。						
10540002	0		#S(16)#C(#ffffff)对白						
10541001	1207		#S(16)#C(#ffffff)敢把你的命运交给我吗？						
10541002	0		#S(16)#C(#ffffff)对白						
10542001	1203		#S(16)#C(#ffffff)要记住：他死，而不是自己亡！						
10542002	0		#S(16)#C(#ffffff)对白						
10543001	1203		#S(16)#C(#ffffff)在杀戮中成长，锻炼一颗杀戮之心。						
10543002	0		#S(16)#C(#ffffff)对白						
10544001	1208		#S(16)#C(#ffffff)杀戮是对心的历练。						
10544002	0		#S(16)#C(#ffffff)对白						
10545001	1204		#S(16)#C(#ffffff)杀戮之心犹如一把剑，越磨越锋利。						
10545002	0		#S(16)#C(#ffffff)对白						
10546001	1204		#S(16)#C(#ffffff)人生如此，更须磨练。						
10546002	0		#S(16)#C(#ffffff)对白						
10547001	1204		#S(16)#C(#ffffff)磨练是心与身的战斗，准备好了吗？						
10547002	0		#S(16)#C(#ffffff)对白						
10548001	1204		#S(16)#C(#ffffff)心越锋利，前方困难越难以阻挡自己。						
10548002	0		#S(16)#C(#ffffff)对白						
10549001	1205		#S(16)#C(#ffffff)镜世界虽然困住了，但对你来说也是一次机遇。						
10549002	0		#S(16)#C(#ffffff)对白						
10550001	1205		#S(16)#C(#ffffff)坦然接受是跟命运默默的抗争。						
10550002	0		#S(16)#C(#ffffff)对白						
10551001	1205		#S(16)#C(#ffffff)生命不止，斗争不止！						
10551002	0		#S(16)#C(#ffffff)对白						
10552001	1220		#S(16)#C(#ffffff)前往镜·圣辉城！						
10552002	0		#S(16)#C(#ffffff)对白						
10553001	1220		#S(16)#C(#ffffff)镜·梦幻森林磨砺的是你的皮囊。						
10553002	0		#S(16)#C(#ffffff)对白						
10554001	1220		#S(16)#C(#ffffff)这里磨砺的是你的筋骨。						
10554002	0		#S(16)#C(#ffffff)对白						
10555001	1221		#S(16)#C(#ffffff)怪物来袭，做好准备。						
10555002	0		#S(16)#C(#ffffff)对白						
10556001	1225		#S(16)#C(#ffffff)杀的了我吗？						
10556002	0		#S(16)#C(#ffffff)对白						
10557001	1221		#S(16)#C(#ffffff)怪物被你灭了，你干的不错。						
10557002	0		#S(16)#C(#ffffff)对白						
10558001	1221		#S(16)#C(#ffffff)破灭之心是一颗勇往无前的心。						
10558002	0		#S(16)#C(#ffffff)对白						
10559001	1226		#S(16)#C(#ffffff)你破的了吗？						
10559002	0		#S(16)#C(#ffffff)对白						
10560001	1222		#S(16)#C(#ffffff)你已经拥有了一颗坚定的心，接下来还需要不断磨练。						
10560002	0		#S(16)#C(#ffffff)对白						
10561001	1222		#S(16)#C(#ffffff)破灭之后，心，才会得到真正的重生。						
10561002	0		#S(16)#C(#ffffff)对白						
10562001	1222		#S(16)#C(#ffffff)只有通过不断的战斗才能历练出来。						
10562002	0		#S(16)#C(#ffffff)对白						
10563001	1223		#S(16)#C(#ffffff)新的挑战会让你看的更远，更透彻。						
10563002	0		#S(16)#C(#ffffff)对白						
10564001	1223		#S(16)#C(#ffffff)来吧，去接受新的挑战。						
10564002	0		#S(16)#C(#ffffff)对白						
10565001	1227		#S(16)#C(#ffffff)小东西，你是来送死的吗？						
10565002	0		#S(16)#C(#ffffff)对白						
10566001	1224		#S(16)#C(#ffffff)你这么厉害，龙骑士们知道吗？						
10566002	0		#S(16)#C(#ffffff)对白						
10567001	1224		#S(16)#C(#ffffff)你要的是有一颗龙心。						
10567002	0		#S(16)#C(#ffffff)对白						
10568001	1224		#S(16)#C(#ffffff)龙之心已经在跳动了！						
10568002	0		#S(16)#C(#ffffff)对白						
10569001	1240		#S(16)#C(#ffffff)怎样去拥有一颗如此强大的心。						
10569002	0		#S(16)#C(#ffffff)对白						
10570001	1240		#S(16)#C(#ffffff)见到她，你会很高兴的，你们很久没见了。						
10570002	0		#S(16)#C(#ffffff)对白						
10571001	1220		#S(16)#C(#ffffff)我们有多久没见了？						
10571002	0		#S(16)#C(#ffffff)对白						
10572001	1220		#S(16)#C(#ffffff)岁月不会真是一把杀猪刀吧。						
10572002	0		#S(16)#C(#ffffff)对白						
10573001	1220		#S(16)#C(#ffffff)不断的战斗练就自己一颗无敌的圣龙之心。						
10573002	0		#S(16)#C(#ffffff)对白						
10574001	1243		#S(16)#C(#ffffff)对白						
10574002	0		#S(16)#C(#ffffff)对白						
10575001	1222		#S(16)#C(#ffffff)这是你炼心之路的开始。						
10575002	0		#S(16)#C(#ffffff)对白						
10576001	1222		#S(16)#C(#ffffff)炼就一颗荣誉之心，那是无上的荣誉。						
10576002	0		#S(16)#C(#ffffff)对白						
10577001	1244		#S(16)#C(#ffffff)对白						
10577002	0		#S(16)#C(#ffffff)对白						
10578001	1222		#S(16)#C(#ffffff)荣誉是对自身的肯定，看来你已经具有了。						
10578002	0		#S(16)#C(#ffffff)对白						
10579001	1241		#S(16)#C(#ffffff)世人都生于苦难当中，如何？						
10579002	0		#S(16)#C(#ffffff)对白						
10580001	1245		#S(16)#C(#ffffff)对白						
10580002	0		#S(16)#C(#ffffff)对白						
10581001	1241		#S(16)#C(#ffffff)不畏不惧，对世人怜悯，具备一颗怜悯之心。						
10581002	0		#S(16)#C(#ffffff)对白						
10582001	1241		#S(16)#C(#ffffff)杀戮不是残忍，是对正义的维护。						
10582002	0		#S(16)#C(#ffffff)对白						
10583001	1241		#S(16)#C(#ffffff)这是一场难忘的杀戮历程。						
10583002	0		#S(16)#C(#ffffff)对白						
10584001	1242		#S(16)#C(#ffffff)时刻将自己保持冷静，杀戮之心不断的历练。						
10584002	0		#S(16)#C(#ffffff)对白						
10585001	1242		#S(16)#C(#ffffff)如何看破虚妄，如何走出梦幻？						
10585002	0		#S(16)#C(#ffffff)对白						
10586001	1242		#S(16)#C(#ffffff)梦幻之心是看破虚妄的心。						
10586002	0		#S(16)#C(#ffffff)对白						
10587001	1242		#S(16)#C(#ffffff)你已经具备了一颗梦幻之心。						
10587002	0		#S(16)#C(#ffffff)对白						
10588001	1223		#S(16)#C(#ffffff)没有灵性将不会再有进步，再有前进。						
10588002	0		#S(16)#C(#ffffff)对白						
10589001	1246		#S(16)#C(#ffffff)对白						
10589002	0		#S(16)#C(#ffffff)对白						
10590001	1223		#S(16)#C(#ffffff)对世间万物的感悟，你已经具备了一颗灵性之心。						
10590002	0		#S(16)#C(#ffffff)对白						
10591001	1223		#S(16)#C(#ffffff)这是成为一个优秀龙骑士的必经之路。						
10591002	0		#S(16)#C(#ffffff)对白						
10592001	1247		#S(16)#C(#ffffff)对白						
10592002	0		#S(16)#C(#ffffff)对白						
10593001	1223		#S(16)#C(#ffffff)天罚之心伴你接下去的旅程。						
10593002	0		#S(16)#C(#ffffff)对白						
10594001	1221		#S(16)#C(#ffffff)这是你炼心的最后一颗心。						
10594002	0		#S(16)#C(#ffffff)对白						
10595001	1221		#S(16)#C(#ffffff)无比强大的圣龙之心。						
10595002	0		#S(16)#C(#ffffff)对白						
10596001	1221		#S(16)#C(#ffffff)对这颗心保持敬畏，你将受用无穷。						
10596002	0		#S(16)#C(#ffffff)对白						
10597001	1224		#S(16)#C(#ffffff)拥有这七颗心，将纵横龙骑世界。						
10597002	0		#S(16)#C(#ffffff)对白						
10598001	1248		#S(16)#C(#ffffff)对白						
10598002	0		#S(16)#C(#ffffff)对白						
10599001	1224		#S(16)#C(#ffffff)它的存在助你无上荣耀。						
10599002	0		#S(16)#C(#ffffff)对白						
10600001	1224		#S(16)#C(#ffffff)走了这么远，还记得最美的梦是什么？						
10600002	0		#S(16)#C(#ffffff)对白						
10601001	1222		#S(16)#C(#ffffff)要世间再无苦难，要人类永远和平，要爱人陪伴到老。						
10601002	0		#S(16)#C(#ffffff)对白						
10602001	1223		#S(16)#C(#ffffff)无论走多远都不要忘记最初的梦想。						
10602002	0		#S(16)#C(#ffffff)对白						
10603001	1223		#S(16)#C(#ffffff)龙骑的未来在哪里？						
10603002	0		#S(16)#C(#ffffff)对白						
10604001	1223		#S(16)#C(#ffffff)在于你自己，不断战胜困难，不断的磨练自己。						
10604002	0		#S(16)#C(#ffffff)对白						
10605001	1240		#S(16)#C(#ffffff)未来在你的手里，不要放弃！						
10605002	0		#S(16)#C(#ffffff)对白						
10606001	1240		#S(16)#C(#ffffff)勇往直前，乘风破浪。						
10606002	0		#S(16)#C(#ffffff)对白						
10607001	1249		#S(16)#C(#ffffff)对白						
10607002	0		#S(16)#C(#ffffff)对白						
10608001	1240		#S(16)#C(#ffffff)前进的道路不会一帆风顺，只要坚持，一定会胜利。						
10608002	0		#S(16)#C(#ffffff)对白						
10609001	1240		#S(16)#C(#ffffff)站在世间的最高峰不会理解这世界上的苦难。						
10609002	0		#S(16)#C(#ffffff)对白						
10610001	1250		#S(16)#C(#ffffff)对白						
10610002	0		#S(16)#C(#ffffff)对白						
10611001	1241		#S(16)#C(#ffffff)为梦想而战，没有饥饿，痛苦。						
10611002	0		#S(16)#C(#ffffff)对白						
10612001	1241		#S(16)#C(#ffffff)飞舞的是梦还是羽翼，傻傻分不清楚。						
10612002	0		#S(16)#C(#ffffff)对白						
10613001	1241		#S(16)#C(#ffffff)羽翼能够给你增强史无前例的力量。						
10613002	0		#S(16)#C(#ffffff)对白						
10614001	1241		#S(16)#C(#ffffff)你有羽翼吗？						
10614002	0		#S(16)#C(#ffffff)对白						
10615001	1242		#S(16)#C(#ffffff)既然选择了远方就注定了漂泊。						
10615002	0		#S(16)#C(#ffffff)对白						
10616001	1251		#S(16)#C(#ffffff)对白						
10616002	0		#S(16)#C(#ffffff)对白						
10617001	1242		#S(16)#C(#ffffff)漂泊是对未来的坚持，龙骑的未来还得依靠你。						
10617002	0		#S(16)#C(#ffffff)对白						
10618001	1242		#S(16)#C(#ffffff)对过往不再念想，不再坚持，不再幻想。						
10618002	0		#S(16)#C(#ffffff)对白						
10619001	1252		#S(16)#C(#ffffff)对白						
10619002	0		#S(16)#C(#ffffff)对白						
10620001	1240		#S(16)#C(#ffffff)不再念想，不会死去。						
10620002	0		#S(16)#C(#ffffff)对白						
10621001	1240		#S(16)#C(#ffffff)活着就应该有思想，不急不燥。						
10621002	0		#S(16)#C(#ffffff)对白						
10622001	1240		#S(16)#C(#ffffff)很高兴你还活着。						
10622002	0		#S(16)#C(#ffffff)对白						
10623001	1241		#S(16)#C(#ffffff)活着就好，活着就是幸福。						
10623002	0		#S(16)#C(#ffffff)对白						
10624001	1241		#S(16)#C(#ffffff)新篇章的开启。						
10624002	0		#S(16)#C(#ffffff)对白						
10625001	1241		#S(16)#C(#ffffff)新的篇章开启,开启你新的征程!						
10625002	0		#S(16)#C(#ffffff)对白						
10626001	2000		#S(16)#C(#ffffff)欢迎以这里为起点,开始真正的战斗.						
10626002	0		#S(16)#C(#ffffff)对白						
10627001	2000		#S(16)#C(#ffffff)知道力量的源泉是什么吗?						
10627002	0		#S(16)#C(#ffffff)对白						
10628001	2006		#S(16)#C(#ffffff)打赢了我,自然会有人告诉你.						
10628002	0		#S(16)#C(#ffffff)对白						
10629001	2001		#S(16)#C(#ffffff)力量来自于对自身的掌控,来自于对装备的渴求.						
10629002	0		#S(16)#C(#ffffff)对白						
10630001	2001		#S(16)#C(#ffffff)战斗能让你不断的汲取经验,无敌于天下!						
10630002	0		#S(16)#C(#ffffff)对白						
10631001	2007		#S(16)#C(#ffffff)当我的粮食吧!						
10631002	0		#S(16)#C(#ffffff)对白						
10632001	2002		#S(16)#C(#ffffff)你能够忍受,这黑暗,暗无天日的日子吗?						
10632002	0		#S(16)#C(#ffffff)对白						
10633001	2002		#S(16)#C(#ffffff)我渴望阳光,渴望自由!						
10633002	0		#S(16)#C(#ffffff)对白						
10634001	2002		#S(16)#C(#ffffff)渴望面朝大海,翱翔于天际!						
10634002	0		#S(16)#C(#ffffff)对白						
10635001	2003		#S(16)#C(#ffffff)我终于等到你了.						
10635002	0		#S(16)#C(#ffffff)对白						
10636001	2003		#S(16)#C(#ffffff)战役可能对于一些人来说就是不朽的.						
10636002	0		#S(16)#C(#ffffff)对白						
10637001	2008		#S(16)#C(#ffffff)这我是在做梦吗?						
10637002	0		#S(16)#C(#ffffff)对白						
10638001	2004		#S(16)#C(#ffffff)胜利了,你要回去了吧						
10638002	0		#S(16)#C(#ffffff)对白						
10639001	2004		#S(16)#C(#ffffff)回去吧,回到你那温暖的家!						
10639002	0		#S(16)#C(#ffffff)对白						
10640001	2004		#S(16)#C(#ffffff)不要有遗憾,因为即将面临着最艰难的挑战.						
10640002	0		#S(16)#C(#ffffff)对白						
10641001	2005		#S(16)#C(#ffffff)新的开始,最神秘的地方等着你.						
10641002	0		#S(16)#C(#ffffff)对白						
10642001	2005		#S(16)#C(#ffffff)无尽的杀戮在等着你.						
10642002	0		#S(16)#C(#ffffff)对白						
10643001	2009		#S(16)#C(#ffffff)你消灭不了我的！						
10643002	0		#S(16)#C(#ffffff)对白						
10644001	2005		#S(16)#C(#ffffff)这是一场梦幻,还是一场噩梦?						
10644002	0		#S(16)#C(#ffffff)对白						
10645001	2000		#S(16)#C(#ffffff)最痛苦的莫过于战争!						
10645002	0		#S(16)#C(#ffffff)对白						
10646001	2010		#S(16)#C(#ffffff)战争是获取资源的最好方式.						
10646002	0		#S(16)#C(#ffffff)对白						
10647001	2000		#S(16)#C(#ffffff)所有的努力都是为了更好的生存.						
10647002	0		#S(16)#C(#ffffff)对白						
10648001	2000		#S(16)#C(#ffffff)休整下,对曾经的战斗做一次总结.						
10648002	0		#S(16)#C(#ffffff)对白						
10649001	2001		#S(16)#C(#ffffff)想想如何提升自己的战斗力.						
10649002	0		#S(16)#C(#ffffff)对白						
10650001	2001		#S(16)#C(#ffffff)即将面对的是无止境的杀戮!						
10650002	0		#S(16)#C(#ffffff)对白						
10651001	2002		#S(16)#C(#ffffff)这是一条寂寞,血腥的杀戮之路.						
10651002	0		#S(16)#C(#ffffff)对白						
10652001	2011		#S(16)#C(#ffffff)恶魔们不断的毁坏我们的家园.						
10652002	0		#S(16)#C(#ffffff)对白						
10653001	2002		#S(16)#C(#ffffff)铁血当中才能历练出真正的勇士.						
10653002	0		#S(16)#C(#ffffff)对白						
