stepIndex	nextStep	needLv	needReward	Exp	AwardNMoney	awardBindRMB	awardItems	taskType	taskParam	taskWhat	YuJiaZai	TaskName	TaskNo	Answer	AnswerType	talkType	Talk	npc	scene	desc	descNo	ChuFa	SpeialAc	trapIndex	loadingText	AnswerIcon	TaskGuide	Auto	Pos	FangKuiBiaoTi	FangKuiMiaoShu
5740	5750	105	0	8888	10888	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】炼心之路#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】炼心之路#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)炼心之路#n	2	0	10574001	1243	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U心路历程#n	     #C(#EE0000)105级可接取#C(#4876FF)炼心之路#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1243)						1			
5750	5760	105	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】炼心之路#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】炼心之路#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)炼心之路#n	3	0	10575001	1222	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U心路历程#n	     #C(#EE0000)105级可接取#C(#4876FF)炼心之路#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1222)						1			
5760	5770	105	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】荣誉的心#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】荣誉的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)荣誉的心#n	1	0	10576001	1222	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—荣誉之心#n	     #C(#EE0000)105级可接取#C(#4876FF)荣誉的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1222)						1			
5770	5780	105	0	8888	10888	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】荣誉的心#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】荣誉的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)荣誉的心#n	2	0	10577001	1244	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—荣誉之心#n	     #C(#EE0000)105级可接取#C(#4876FF)荣誉的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1244)						1			
5780	5790	105	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】荣誉的心#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】荣誉的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)荣誉的心#n	3	0	10578001	1222	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—荣誉之心#n	     #C(#EE0000)105级可接取#C(#4876FF)荣誉的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1222)						1			
5790	5800	105	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】怜悯的心#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】怜悯的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)怜悯的心#n	1	0	10579001	1241	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—怜悯之心#n	     #C(#EE0000)105级可接取#C(#4876FF)怜悯的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1241)						1			
5800	5810	105	0	8888	10888	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】怜悯的心#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】怜悯的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)怜悯的心#n	2	0	10580001	1245	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—怜悯之心#n	     #C(#EE0000)105级可接取#C(#4876FF)怜悯的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1245)						1			
5810	5820	105	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】怜悯的心#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】怜悯的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)怜悯的心#n	3	0	10581001	1241	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—怜悯之心#n	     #C(#EE0000)105级可接取#C(#4876FF)怜悯的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1241)						1			
5820	5830	105	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】杀戮的心#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】杀戮的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)杀戮的心#n	1	0	10582001	1241	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—杀戮之心#n	     #C(#EE0000)105级可接取#C(#4876FF)杀戮的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1241)						1			
5830	5840	105	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】杀戮的心#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】杀戮的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)杀戮的心#n	2	0	10583001	1241	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—杀戮之心#n	     #C(#EE0000)105级可接取#C(#4876FF)杀戮的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1241)						1			
5840	5850	105	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】杀戮的心#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【105级】杀戮的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)杀戮的心#n	3	0	10584001	1242	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—杀戮之心#n	     #C(#EE0000)105级可接取#C(#4876FF)杀戮的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1242)						1			
5850	5860	105	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】梦幻的心#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】梦幻的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)梦幻的心#n	1	0	10585001	1242	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—梦幻之心#n	     #C(#EE0000)110级可接取#C(#4876FF)梦幻的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1242)						1			
5860	5870	110	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】梦幻的心#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】梦幻的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)梦幻的心#n	2	0	10586001	1242	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—梦幻之心#n	     #C(#EE0000)110级可接取#C(#4876FF)梦幻的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1242)						1			
5870	5880	110	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】梦幻的心#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】梦幻的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)梦幻的心#n	3	0	10587001	1242	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—梦幻之心#n	     #C(#EE0000)110级可接取#C(#4876FF)梦幻的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1242)						1			
5880	5890	110	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】灵性的心#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】灵性的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)灵性的心#n	1	0	10588001	1223	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—灵性之心#n	     #C(#EE0000)110级可接取#C(#4876FF)灵性的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1223)						1			
5890	5900	110	0	8888	10888	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】灵性的心#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】灵性的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)灵性的心#n	2	0	10589001	1246	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—灵性之心#n	     #C(#EE0000)110级可接取#C(#4876FF)灵性的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1246)						1			
5900	5910	110	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】灵性的心#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】灵性的心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)灵性的心#n	3	0	10590001	1223	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—灵性之心#n	     #C(#EE0000)110级可接取#C(#4876FF)灵性的心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1223)						1			
5910	5920	110	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】天罚之心#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】天罚之心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)天罚之心#n	1	0	10591001	1223	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—天罚之心#n	     #C(#EE0000)110级可接取#C(#4876FF)天罚之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1223)						1			
5920	5930	110	0	8888	10888	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】天罚之心#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】天罚之心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)天罚之心#n	2	0	10592001	1247	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—天罚之心#n	     #C(#EE0000)110级可接取#C(#4876FF)天罚之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1247)						1			
5930	5940	110	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】天罚之心#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】天罚之心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)天罚之心#n	3	0	10593001	1223	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—天罚之心#n	     #C(#EE0000)110级可接取#C(#4876FF)天罚之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1223)						1			
5940	5950	110	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】圣龙之心#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】圣龙之心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)圣龙之心#n	1	0	10594001	1221	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—圣龙之心#n	     #C(#EE0000)110级可接取#C(#4876FF)圣龙之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1221)						1			
5950	5960	110	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】圣龙之心#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】圣龙之心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)圣龙之心#n	2	0	10595001	1221	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—圣龙之心#n	     #C(#EE0000)110级可接取#C(#4876FF)圣龙之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1221)						1			
5960	5970	110	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】圣龙之心#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】圣龙之心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)圣龙之心#n	3	0	10596001	1221	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U炼心—圣龙之心#n	     #C(#EE0000)110级可接取#C(#4876FF)圣龙之心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1221)						1			
5970	5980	110	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】霍乱七心#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】霍乱七心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)霍乱七心#n	1	0	10597001	1224	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U聚集七心#n	     #C(#EE0000)110级可接取#C(#4876FF)霍乱七心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1224)						1			
5980	5990	110	0	8888	10888	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】霍乱七心#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】霍乱七心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)霍乱七心#n	2	0	10598001	1248	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U聚集七心#n	     #C(#EE0000)110级可接取#C(#4876FF)霍乱七心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1248)						1			
5990	6000	110	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】霍乱七心#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】霍乱七心#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)霍乱七心#n	3	0	10599001	1224	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U聚集七心#n	     #C(#EE0000)110级可接取#C(#4876FF)霍乱七心#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1224)						1			
6000	6010	110	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】最美的梦#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】最美的梦#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)最美的梦#n	1	0	10600001	1224	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U心中的梦#n	     #C(#EE0000)110级可接取#C(#4876FF)最美的梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1224)						1			
6010	6020	110	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】最美的梦#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】最美的梦#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)最美的梦#n	2	0	10601001	1222	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U心中的梦#n	     #C(#EE0000)110级可接取#C(#4876FF)最美的梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1222)						1			
6020	6030	110	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】最美的梦#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【110级】最美的梦#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)最美的梦#n	3	0	10602001	1223	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U心中的梦#n	     #C(#EE0000)110级可接取#C(#4876FF)最美的梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1223)						1			
6030	6040	110	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】龙骑的未来#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】龙骑的未来#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)龙骑的未来#n	1	0	10603001	1223	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U该走的方向#n	     #C(#EE0000)115级可接取#C(#4876FF)龙骑的未来#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1223)						1			
6040	6050	115	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】龙骑的未来#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】龙骑的未来#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)龙骑的未来#n	2	0	10604001	1223	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U该走的方向#n	     #C(#EE0000)115级可接取#C(#4876FF)龙骑的未来#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1223)						1			
6050	6060	115	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】龙骑的未来#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】龙骑的未来#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)龙骑的未来#n	3	0	10605001	1240	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U该走的方向#n	     #C(#EE0000)115级可接取#C(#4876FF)龙骑的未来#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1240)						1			
6060	6070	115	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】勇往直前#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】勇往直前#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)勇往直前#n	1	0	10606001	1240	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U勇往直前#n	     #C(#EE0000)115级可接取#C(#4876FF)勇往直前#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1240)						1			
6070	6080	115	0	8888	10888	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】勇往直前#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】勇往直前#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)勇往直前#n	2	0	10607001	1249	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U勇往直前#n	     #C(#EE0000)115级可接取#C(#4876FF)勇往直前#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1249)						1			
6080	6090	115	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】勇往直前#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】勇往直前#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)勇往直前#n	3	0	10608001	1240	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U勇往直前#n	     #C(#EE0000)115级可接取#C(#4876FF)勇往直前#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1240)						1			
6090	6100	115	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】为梦想战#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】为梦想战#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)为梦想战#n	1	0	10609001	1240	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U为梦想而战#n	     #C(#EE0000)115级可接取#C(#4876FF)为梦想战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1240)						1			
6100	6110	115	0	8888	10888	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】为梦想战#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】为梦想战#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)为梦想战#n	2	0	10610001	1250	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U为梦想而战#n	     #C(#EE0000)115级可接取#C(#4876FF)为梦想战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1250)						1			
6110	6120	115	1	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】为梦想战#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】为梦想战#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)为梦想战#n	3	0	10611001	1241	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U为梦想而战#n	     #C(#EE0000)115级可接取#C(#4876FF)为梦想战#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1241)						1			
6120	6130	115	0	8888	10888	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】飞舞羽翼#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【115级】飞舞羽翼#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)飞舞羽翼#n	1	0	10612001	1241	21	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U飞舞的羽翼#n	     #C(#EE0000)115级可接取#C(#4876FF)飞舞羽翼#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,21,1241)						1			
