worldLevel	wave	startDate	endDate	itemData	specialItemPreview
112	20	(2015,8,30,21,00,0)	(2015,8,30,22,00,0)	(55,60,68,83)	(55,68,72,73,74,82)
112	21	(2015,8,30,22,00,0)	(2015,8,30,22,30,0)	(57,69,81,73)	(55,68,72,73,74,82)
112	22	(2015,8,30,22,30,0)	(2015,8,30,23,30,0)	(61,69,65,75)	(55,68,72,73,74,82)
112	23	(2015,8,31,10,30,0)	(2015,8,31,13,30,0)	(58,59,66,76)	(55,68,72,73,74,82)
112	24	(2015,8,31,13,30,0)	(2015,8,31,16,30,0)	(61,60,67,72)	(55,68,72,73,74,82)
112	25	(2015,8,31,16,30,0)	(2015,8,31,18,30,0)	(61,62,80,85)	(55,68,72,73,74,82)
112	26	(2015,8,31,18,30,0)	(2015,8,31,19,00,0)	(57,69,64,75)	(55,68,72,73,74,82)
112	27	(2015,8,31,19,00,0)	(2015,8,31,19,30,0)	(56,60,82,73)	(55,68,72,73,74,82)
112	28	(2015,8,31,19,30,0)	(2015,8,31,19,50,0)	(55,63,65,84)	(55,68,72,73,74,82)
112	29	(2015,8,31,19,50,0)	(2015,8,31,20,30,0)	(58,63,78,76)	(55,68,72,73,74,82)
112	30	(2015,8,31,20,30,0)	(2015,8,31,21,00,0)	(57,60,81,76)	(55,68,72,73,74,82)
112	31	(2015,8,31,21,00,0)	(2015,8,31,22,00,0)	(61,60,66,84)	(55,68,72,73,74,82)
112	32	(2015,8,31,22,00,0)	(2015,8,31,22,30,0)	(57,60,65,85)	(55,68,72,73,74,82)
112	33	(2015,8,31,22,30,0)	(2015,8,31,23,30,0)	(61,63,81,84)	(55,68,72,73,74,82)
112	34	(2015,9,1,10,30,0)	(2015,9,1,11,30,0)	(57,59,78,72)	(55,68,72,73,74,82)
112	35	(2015,9,1,11,30,0)	(2015,9,1,12,30,0)	(56,60,68,74)	(55,68,72,73,74,82)
112	36	(2015,9,1,12,30,0)	(2015,9,1,13,30,0)	(58,59,67,73)	(55,68,72,73,74,82)
112	37	(2015,9,1,13,30,0)	(2015,9,1,14,30,0)	(58,71,81,73)	(55,68,72,73,74,82)
112	38	(2015,9,1,14,30,0)	(2015,9,1,15,30,0)	(58,63,78,84)	(55,68,72,73,74,82)
112	39	(2015,9,1,15,30,0)	(2015,9,1,16,30,0)	(58,59,68,77)	(55,68,72,73,74,82)
112	40	(2015,9,1,16,30,0)	(2015,9,1,17,30,0)	(61,69,67,75)	(55,68,72,73,74,82)
112	41	(2015,9,1,17,30,0)	(2015,9,1,18,00,0)	(58,63,68,77)	(55,68,72,73,74,82)
112	42	(2015,9,1,18,00,0)	(2015,9,1,18,30,0)	(56,62,67,83)	(55,68,72,73,74,82)
112	43	(2015,9,1,18,30,0)	(2015,9,1,19,00,0)	(55,63,64,83)	(55,68,72,73,74,82)
112	44	(2015,9,1,19,00,0)	(2015,9,1,19,30,0)	(57,59,67,72)	(55,68,72,73,74,82)
112	45	(2015,9,1,19,30,0)	(2015,9,1,19,50,0)	(56,71,81,83)	(55,68,72,73,74,82)
112	46	(2015,9,1,19,50,0)	(2015,9,1,20,30,0)	(57,63,78,75)	(55,68,72,73,74,82)
112	47	(2015,9,1,20,30,0)	(2015,9,1,21,00,0)	(61,71,65,76)	(55,68,72,73,74,82)
112	48	(2015,9,1,21,00,0)	(2015,9,1,22,00,0)	(61,70,80,74)	(55,68,72,73,74,82)
112	49	(2015,9,1,22,00,0)	(2015,9,1,22,30,0)	(58,60,81,84)	(55,68,72,73,74,82)
112	50	(2015,9,1,22,30,0)	(2015,9,1,23,30,0)	(58,60,68,73)	(55,68,72,73,74,82)
112	51	(2015,9,2,10,30,0)	(2015,9,2,11,30,0)	(58,60,80,77)	(55,68,72,73,74,82)
112	52	(2015,9,2,11,30,0)	(2015,9,2,12,30,0)	(55,59,64,83)	(55,68,72,73,74,82)
112	53	(2015,9,2,12,30,0)	(2015,9,2,13,30,0)	(56,70,64,77)	(55,68,72,73,74,82)
112	54	(2015,9,2,13,30,0)	(2015,9,2,14,30,0)	(57,70,64,83)	(55,68,72,73,74,82)
112	55	(2015,9,2,14,30,0)	(2015,9,2,15,30,0)	(58,63,82,84)	(55,68,72,73,74,82)
112	56	(2015,9,2,15,30,0)	(2015,9,2,16,30,0)	(57,62,68,85)	(55,68,72,73,74,82)
112	57	(2015,9,2,16,30,0)	(2015,9,2,17,30,0)	(56,69,67,74)	(55,68,72,73,74,82)
112	58	(2015,9,2,17,30,0)	(2015,9,2,18,00,0)	(61,69,82,77)	(55,68,72,73,74,82)
112	59	(2015,9,2,18,00,0)	(2015,9,2,18,30,0)	(55,63,66,83)	(55,68,72,73,74,82)
112	60	(2015,9,2,18,30,0)	(2015,9,2,19,00,0)	(57,63,66,77)	(55,68,72,73,74,82)
112	61	(2015,9,2,19,00,0)	(2015,9,2,19,30,0)	(55,69,79,84)	(55,68,72,73,74,82)
112	62	(2015,9,2,19,30,0)	(2015,9,2,19,50,0)	(58,62,64,83)	(55,68,72,73,74,82)
112	63	(2015,9,2,19,50,0)	(2015,9,2,20,30,0)	(55,63,65,77)	(55,68,72,73,74,82)
112	64	(2015,9,2,20,30,0)	(2015,9,2,21,00,0)	(55,70,66,73)	(55,68,72,73,74,82)
112	65	(2015,9,2,21,00,0)	(2015,9,2,22,00,0)	(61,62,65,84)	(55,68,72,73,74,82)
112	66	(2015,9,2,22,00,0)	(2015,9,2,22,30,0)	(57,59,68,72)	(55,68,72,73,74,82)
112	67	(2015,9,2,22,30,0)	(2015,9,2,23,30,0)	(55,71,80,72)	(55,68,72,73,74,82)
112	68	(2015,9,3,10,30,0)	(2015,9,3,13,30,0)	(55,62,80,74)	(55,68,72,73,74,82)
112	69	(2015,9,3,13,30,0)	(2015,9,3,16,30,0)	(56,59,67,77)	(55,68,72,73,74,82)
112	70	(2015,9,3,16,30,0)	(2015,9,3,18,30,0)	(57,63,65,77)	(55,68,72,73,74,82)
112	71	(2015,9,3,18,30,0)	(2015,9,3,19,00,0)	(57,69,65,74)	(55,68,72,73,74,82)
112	72	(2015,9,3,19,00,0)	(2015,9,3,19,30,0)	(58,60,80,76)	(55,68,72,73,74,82)
112	73	(2015,9,3,19,30,0)	(2015,9,3,19,50,0)	(56,69,68,73)	(55,68,72,73,74,82)
112	74	(2015,9,3,19,50,0)	(2015,9,3,20,30,0)	(61,60,68,77)	(55,68,72,73,74,82)
112	75	(2015,9,3,20,30,0)	(2015,9,3,21,00,0)	(56,62,82,76)	(55,68,72,73,74,82)
112	76	(2015,9,3,21,00,0)	(2015,9,3,22,00,0)	(55,62,78,83)	(55,68,72,73,74,82)
112	77	(2015,9,3,22,00,0)	(2015,9,3,22,30,0)	(55,60,64,83)	(55,68,72,73,74,82)
112	78	(2015,9,3,22,30,0)	(2015,9,3,23,30,0)	(61,69,64,72)	(55,68,72,73,74,82)
112	79	(2015,9,4,10,30,0)	(2015,9,4,13,30,0)	(56,71,80,73)	(55,68,72,73,74,82)
112	80	(2015,9,4,13,30,0)	(2015,9,4,16,30,0)	(55,71,68,73)	(55,68,72,73,74,82)
112	81	(2015,9,4,16,30,0)	(2015,9,4,18,30,0)	(55,60,65,85)	(55,68,72,73,74,82)
112	82	(2015,9,4,18,30,0)	(2015,9,4,19,00,0)	(61,70,78,73)	(55,68,72,73,74,82)
112	83	(2015,9,4,19,00,0)	(2015,9,4,19,30,0)	(58,71,82,76)	(55,68,72,73,74,82)
112	84	(2015,9,4,19,30,0)	(2015,9,4,19,50,0)	(55,69,79,77)	(55,68,72,73,74,82)
112	85	(2015,9,4,19,50,0)	(2015,9,4,20,30,0)	(61,69,81,74)	(55,68,72,73,74,82)
112	86	(2015,9,4,20,30,0)	(2015,9,4,21,00,0)	(61,70,79,74)	(55,68,72,73,74,82)
112	87	(2015,9,4,21,00,0)	(2015,9,4,22,00,0)	(58,69,78,85)	(55,68,72,73,74,82)
112	88	(2015,9,4,22,00,0)	(2015,9,4,22,30,0)	(58,63,67,84)	(55,68,72,73,74,82)
112	89	(2015,9,4,22,30,0)	(2015,9,4,23,30,0)	(61,69,64,76)	(55,68,72,73,74,82)
113	1	(2015,8,29,10,30,0)	(2015,8,29,13,30,0)	(58,71,64,74)	(55,68,72,73,74,82)
113	2	(2015,8,29,13,30,0)	(2015,8,29,16,30,0)	(58,60,64,74)	(55,68,72,73,74,82)
113	3	(2015,8,29,16,30,0)	(2015,8,29,18,30,0)	(58,69,80,83)	(55,68,72,73,74,82)
113	4	(2015,8,29,18,30,0)	(2015,8,29,19,00,0)	(57,63,67,73)	(55,68,72,73,74,82)
113	5	(2015,8,29,19,00,0)	(2015,8,29,19,30,0)	(56,62,68,74)	(55,68,72,73,74,82)
113	6	(2015,8,29,19,30,0)	(2015,8,29,19,50,0)	(58,69,64,76)	(55,68,72,73,74,82)
113	7	(2015,8,29,19,50,0)	(2015,8,29,20,30,0)	(57,63,80,74)	(55,68,72,73,74,82)
113	8	(2015,8,29,20,30,0)	(2015,8,29,21,00,0)	(55,60,79,84)	(55,68,72,73,74,82)
113	9	(2015,8,29,21,00,0)	(2015,8,29,22,00,0)	(61,59,78,74)	(55,68,72,73,74,82)
113	10	(2015,8,29,22,00,0)	(2015,8,29,22,30,0)	(57,71,82,74)	(55,68,72,73,74,82)
113	11	(2015,8,29,22,30,0)	(2015,8,29,23,30,0)	(57,62,79,83)	(55,68,72,73,74,82)
113	12	(2015,8,30,10,30,0)	(2015,8,30,13,30,0)	(61,63,79,75)	(55,68,72,73,74,82)
113	13	(2015,8,30,13,30,0)	(2015,8,30,16,30,0)	(55,63,79,84)	(55,68,72,73,74,82)
113	14	(2015,8,30,16,30,0)	(2015,8,30,18,30,0)	(57,70,66,73)	(55,68,72,73,74,82)
113	15	(2015,8,30,18,30,0)	(2015,8,30,19,00,0)	(56,59,64,76)	(55,68,72,73,74,82)
113	16	(2015,8,30,19,00,0)	(2015,8,30,19,30,0)	(61,71,67,85)	(55,68,72,73,74,82)
113	17	(2015,8,30,19,30,0)	(2015,8,30,19,50,0)	(57,69,81,73)	(55,68,72,73,74,82)
113	18	(2015,8,30,19,50,0)	(2015,8,30,20,30,0)	(56,60,64,72)	(55,68,72,73,74,82)
113	19	(2015,8,30,20,30,0)	(2015,8,30,21,00,0)	(58,71,78,85)	(55,68,72,73,74,82)
113	20	(2015,8,30,21,00,0)	(2015,8,30,22,00,0)	(55,60,68,83)	(55,68,72,73,74,82)
113	21	(2015,8,30,22,00,0)	(2015,8,30,22,30,0)	(57,69,81,73)	(55,68,72,73,74,82)
113	22	(2015,8,30,22,30,0)	(2015,8,30,23,30,0)	(61,69,65,75)	(55,68,72,73,74,82)
113	23	(2015,8,31,10,30,0)	(2015,8,31,13,30,0)	(58,59,66,76)	(55,68,72,73,74,82)
113	24	(2015,8,31,13,30,0)	(2015,8,31,16,30,0)	(61,60,67,72)	(55,68,72,73,74,82)
113	25	(2015,8,31,16,30,0)	(2015,8,31,18,30,0)	(61,62,80,85)	(55,68,72,73,74,82)
113	26	(2015,8,31,18,30,0)	(2015,8,31,19,00,0)	(57,69,64,75)	(55,68,72,73,74,82)
113	27	(2015,8,31,19,00,0)	(2015,8,31,19,30,0)	(56,60,82,73)	(55,68,72,73,74,82)
113	28	(2015,8,31,19,30,0)	(2015,8,31,19,50,0)	(55,63,65,84)	(55,68,72,73,74,82)
113	29	(2015,8,31,19,50,0)	(2015,8,31,20,30,0)	(58,63,78,76)	(55,68,72,73,74,82)
113	30	(2015,8,31,20,30,0)	(2015,8,31,21,00,0)	(57,60,81,76)	(55,68,72,73,74,82)
113	31	(2015,8,31,21,00,0)	(2015,8,31,22,00,0)	(61,60,66,84)	(55,68,72,73,74,82)
113	32	(2015,8,31,22,00,0)	(2015,8,31,22,30,0)	(57,60,65,85)	(55,68,72,73,74,82)
113	33	(2015,8,31,22,30,0)	(2015,8,31,23,30,0)	(61,63,81,84)	(55,68,72,73,74,82)
113	34	(2015,9,1,10,30,0)	(2015,9,1,11,30,0)	(57,59,78,72)	(55,68,72,73,74,82)
113	35	(2015,9,1,11,30,0)	(2015,9,1,12,30,0)	(56,60,68,74)	(55,68,72,73,74,82)
113	36	(2015,9,1,12,30,0)	(2015,9,1,13,30,0)	(58,59,67,73)	(55,68,72,73,74,82)
113	37	(2015,9,1,13,30,0)	(2015,9,1,14,30,0)	(58,71,81,73)	(55,68,72,73,74,82)
113	38	(2015,9,1,14,30,0)	(2015,9,1,15,30,0)	(58,63,78,84)	(55,68,72,73,74,82)
113	39	(2015,9,1,15,30,0)	(2015,9,1,16,30,0)	(58,59,68,77)	(55,68,72,73,74,82)
113	40	(2015,9,1,16,30,0)	(2015,9,1,17,30,0)	(61,69,67,75)	(55,68,72,73,74,82)
113	41	(2015,9,1,17,30,0)	(2015,9,1,18,00,0)	(58,63,68,77)	(55,68,72,73,74,82)
113	42	(2015,9,1,18,00,0)	(2015,9,1,18,30,0)	(56,62,67,83)	(55,68,72,73,74,82)
113	43	(2015,9,1,18,30,0)	(2015,9,1,19,00,0)	(55,63,64,83)	(55,68,72,73,74,82)
113	44	(2015,9,1,19,00,0)	(2015,9,1,19,30,0)	(57,59,67,72)	(55,68,72,73,74,82)
113	45	(2015,9,1,19,30,0)	(2015,9,1,19,50,0)	(56,71,81,83)	(55,68,72,73,74,82)
113	46	(2015,9,1,19,50,0)	(2015,9,1,20,30,0)	(57,63,78,75)	(55,68,72,73,74,82)
113	47	(2015,9,1,20,30,0)	(2015,9,1,21,00,0)	(61,71,65,76)	(55,68,72,73,74,82)
113	48	(2015,9,1,21,00,0)	(2015,9,1,22,00,0)	(61,70,80,74)	(55,68,72,73,74,82)
113	49	(2015,9,1,22,00,0)	(2015,9,1,22,30,0)	(58,60,81,84)	(55,68,72,73,74,82)
113	50	(2015,9,1,22,30,0)	(2015,9,1,23,30,0)	(58,60,68,73)	(55,68,72,73,74,82)
113	51	(2015,9,2,10,30,0)	(2015,9,2,11,30,0)	(58,60,80,77)	(55,68,72,73,74,82)
113	52	(2015,9,2,11,30,0)	(2015,9,2,12,30,0)	(55,59,64,83)	(55,68,72,73,74,82)
113	53	(2015,9,2,12,30,0)	(2015,9,2,13,30,0)	(56,70,64,77)	(55,68,72,73,74,82)
113	54	(2015,9,2,13,30,0)	(2015,9,2,14,30,0)	(57,70,64,83)	(55,68,72,73,74,82)
113	55	(2015,9,2,14,30,0)	(2015,9,2,15,30,0)	(58,63,82,84)	(55,68,72,73,74,82)
113	56	(2015,9,2,15,30,0)	(2015,9,2,16,30,0)	(57,62,68,85)	(55,68,72,73,74,82)
113	57	(2015,9,2,16,30,0)	(2015,9,2,17,30,0)	(56,69,67,74)	(55,68,72,73,74,82)
113	58	(2015,9,2,17,30,0)	(2015,9,2,18,00,0)	(61,69,82,77)	(55,68,72,73,74,82)
113	59	(2015,9,2,18,00,0)	(2015,9,2,18,30,0)	(55,63,66,83)	(55,68,72,73,74,82)
113	60	(2015,9,2,18,30,0)	(2015,9,2,19,00,0)	(57,63,66,77)	(55,68,72,73,74,82)
113	61	(2015,9,2,19,00,0)	(2015,9,2,19,30,0)	(55,69,79,84)	(55,68,72,73,74,82)
113	62	(2015,9,2,19,30,0)	(2015,9,2,19,50,0)	(58,62,64,83)	(55,68,72,73,74,82)
113	63	(2015,9,2,19,50,0)	(2015,9,2,20,30,0)	(55,63,65,77)	(55,68,72,73,74,82)
113	64	(2015,9,2,20,30,0)	(2015,9,2,21,00,0)	(55,70,66,73)	(55,68,72,73,74,82)
113	65	(2015,9,2,21,00,0)	(2015,9,2,22,00,0)	(61,62,65,84)	(55,68,72,73,74,82)
113	66	(2015,9,2,22,00,0)	(2015,9,2,22,30,0)	(57,59,68,72)	(55,68,72,73,74,82)
113	67	(2015,9,2,22,30,0)	(2015,9,2,23,30,0)	(55,71,80,72)	(55,68,72,73,74,82)
113	68	(2015,9,3,10,30,0)	(2015,9,3,13,30,0)	(55,62,80,74)	(55,68,72,73,74,82)
113	69	(2015,9,3,13,30,0)	(2015,9,3,16,30,0)	(56,59,67,77)	(55,68,72,73,74,82)
113	70	(2015,9,3,16,30,0)	(2015,9,3,18,30,0)	(57,63,65,77)	(55,68,72,73,74,82)
113	71	(2015,9,3,18,30,0)	(2015,9,3,19,00,0)	(57,69,65,74)	(55,68,72,73,74,82)
113	72	(2015,9,3,19,00,0)	(2015,9,3,19,30,0)	(58,60,80,76)	(55,68,72,73,74,82)
113	73	(2015,9,3,19,30,0)	(2015,9,3,19,50,0)	(56,69,68,73)	(55,68,72,73,74,82)
113	74	(2015,9,3,19,50,0)	(2015,9,3,20,30,0)	(61,60,68,77)	(55,68,72,73,74,82)
113	75	(2015,9,3,20,30,0)	(2015,9,3,21,00,0)	(56,62,82,76)	(55,68,72,73,74,82)
113	76	(2015,9,3,21,00,0)	(2015,9,3,22,00,0)	(55,62,78,83)	(55,68,72,73,74,82)
113	77	(2015,9,3,22,00,0)	(2015,9,3,22,30,0)	(55,60,64,83)	(55,68,72,73,74,82)
113	78	(2015,9,3,22,30,0)	(2015,9,3,23,30,0)	(61,69,64,72)	(55,68,72,73,74,82)
113	79	(2015,9,4,10,30,0)	(2015,9,4,13,30,0)	(56,71,80,73)	(55,68,72,73,74,82)
113	80	(2015,9,4,13,30,0)	(2015,9,4,16,30,0)	(55,71,68,73)	(55,68,72,73,74,82)
113	81	(2015,9,4,16,30,0)	(2015,9,4,18,30,0)	(55,60,65,85)	(55,68,72,73,74,82)
113	82	(2015,9,4,18,30,0)	(2015,9,4,19,00,0)	(61,70,78,73)	(55,68,72,73,74,82)
113	83	(2015,9,4,19,00,0)	(2015,9,4,19,30,0)	(58,71,82,76)	(55,68,72,73,74,82)
113	84	(2015,9,4,19,30,0)	(2015,9,4,19,50,0)	(55,69,79,77)	(55,68,72,73,74,82)
113	85	(2015,9,4,19,50,0)	(2015,9,4,20,30,0)	(61,69,81,74)	(55,68,72,73,74,82)
113	86	(2015,9,4,20,30,0)	(2015,9,4,21,00,0)	(61,70,79,74)	(55,68,72,73,74,82)
113	87	(2015,9,4,21,00,0)	(2015,9,4,22,00,0)	(58,69,78,85)	(55,68,72,73,74,82)
113	88	(2015,9,4,22,00,0)	(2015,9,4,22,30,0)	(58,63,67,84)	(55,68,72,73,74,82)
113	89	(2015,9,4,22,30,0)	(2015,9,4,23,30,0)	(61,69,64,76)	(55,68,72,73,74,82)
114	1	(2015,8,29,10,30,0)	(2015,8,29,13,30,0)	(58,71,64,74)	(55,68,72,73,74,82)
114	2	(2015,8,29,13,30,0)	(2015,8,29,16,30,0)	(58,60,64,74)	(55,68,72,73,74,82)
114	3	(2015,8,29,16,30,0)	(2015,8,29,18,30,0)	(58,69,80,83)	(55,68,72,73,74,82)
114	4	(2015,8,29,18,30,0)	(2015,8,29,19,00,0)	(57,63,67,73)	(55,68,72,73,74,82)
114	5	(2015,8,29,19,00,0)	(2015,8,29,19,30,0)	(56,62,68,74)	(55,68,72,73,74,82)
114	6	(2015,8,29,19,30,0)	(2015,8,29,19,50,0)	(58,69,64,76)	(55,68,72,73,74,82)
114	7	(2015,8,29,19,50,0)	(2015,8,29,20,30,0)	(57,63,80,74)	(55,68,72,73,74,82)
114	8	(2015,8,29,20,30,0)	(2015,8,29,21,00,0)	(55,60,79,84)	(55,68,72,73,74,82)
114	9	(2015,8,29,21,00,0)	(2015,8,29,22,00,0)	(61,59,78,74)	(55,68,72,73,74,82)
114	10	(2015,8,29,22,00,0)	(2015,8,29,22,30,0)	(57,71,82,74)	(55,68,72,73,74,82)
114	11	(2015,8,29,22,30,0)	(2015,8,29,23,30,0)	(57,62,79,83)	(55,68,72,73,74,82)
114	12	(2015,8,30,10,30,0)	(2015,8,30,13,30,0)	(61,63,79,75)	(55,68,72,73,74,82)
114	13	(2015,8,30,13,30,0)	(2015,8,30,16,30,0)	(55,63,79,84)	(55,68,72,73,74,82)
114	14	(2015,8,30,16,30,0)	(2015,8,30,18,30,0)	(57,70,66,73)	(55,68,72,73,74,82)
114	15	(2015,8,30,18,30,0)	(2015,8,30,19,00,0)	(56,59,64,76)	(55,68,72,73,74,82)
114	16	(2015,8,30,19,00,0)	(2015,8,30,19,30,0)	(61,71,67,85)	(55,68,72,73,74,82)
114	17	(2015,8,30,19,30,0)	(2015,8,30,19,50,0)	(57,69,81,73)	(55,68,72,73,74,82)
114	18	(2015,8,30,19,50,0)	(2015,8,30,20,30,0)	(56,60,64,72)	(55,68,72,73,74,82)
114	19	(2015,8,30,20,30,0)	(2015,8,30,21,00,0)	(58,71,78,85)	(55,68,72,73,74,82)
114	20	(2015,8,30,21,00,0)	(2015,8,30,22,00,0)	(55,60,68,83)	(55,68,72,73,74,82)
114	21	(2015,8,30,22,00,0)	(2015,8,30,22,30,0)	(57,69,81,73)	(55,68,72,73,74,82)
114	22	(2015,8,30,22,30,0)	(2015,8,30,23,30,0)	(61,69,65,75)	(55,68,72,73,74,82)
114	23	(2015,8,31,10,30,0)	(2015,8,31,13,30,0)	(58,59,66,76)	(55,68,72,73,74,82)
114	24	(2015,8,31,13,30,0)	(2015,8,31,16,30,0)	(61,60,67,72)	(55,68,72,73,74,82)
114	25	(2015,8,31,16,30,0)	(2015,8,31,18,30,0)	(61,62,80,85)	(55,68,72,73,74,82)
114	26	(2015,8,31,18,30,0)	(2015,8,31,19,00,0)	(57,69,64,75)	(55,68,72,73,74,82)
114	27	(2015,8,31,19,00,0)	(2015,8,31,19,30,0)	(56,60,82,73)	(55,68,72,73,74,82)
114	28	(2015,8,31,19,30,0)	(2015,8,31,19,50,0)	(55,63,65,84)	(55,68,72,73,74,82)
114	29	(2015,8,31,19,50,0)	(2015,8,31,20,30,0)	(58,63,78,76)	(55,68,72,73,74,82)
114	30	(2015,8,31,20,30,0)	(2015,8,31,21,00,0)	(57,60,81,76)	(55,68,72,73,74,82)
114	31	(2015,8,31,21,00,0)	(2015,8,31,22,00,0)	(61,60,66,84)	(55,68,72,73,74,82)
114	32	(2015,8,31,22,00,0)	(2015,8,31,22,30,0)	(57,60,65,85)	(55,68,72,73,74,82)
114	33	(2015,8,31,22,30,0)	(2015,8,31,23,30,0)	(61,63,81,84)	(55,68,72,73,74,82)
114	34	(2015,9,1,10,30,0)	(2015,9,1,11,30,0)	(57,59,78,72)	(55,68,72,73,74,82)
114	35	(2015,9,1,11,30,0)	(2015,9,1,12,30,0)	(56,60,68,74)	(55,68,72,73,74,82)
114	36	(2015,9,1,12,30,0)	(2015,9,1,13,30,0)	(58,59,67,73)	(55,68,72,73,74,82)
114	37	(2015,9,1,13,30,0)	(2015,9,1,14,30,0)	(58,71,81,73)	(55,68,72,73,74,82)
114	38	(2015,9,1,14,30,0)	(2015,9,1,15,30,0)	(58,63,78,84)	(55,68,72,73,74,82)
114	39	(2015,9,1,15,30,0)	(2015,9,1,16,30,0)	(58,59,68,77)	(55,68,72,73,74,82)
114	40	(2015,9,1,16,30,0)	(2015,9,1,17,30,0)	(61,69,67,75)	(55,68,72,73,74,82)
114	41	(2015,9,1,17,30,0)	(2015,9,1,18,00,0)	(58,63,68,77)	(55,68,72,73,74,82)
114	42	(2015,9,1,18,00,0)	(2015,9,1,18,30,0)	(56,62,67,83)	(55,68,72,73,74,82)
114	43	(2015,9,1,18,30,0)	(2015,9,1,19,00,0)	(55,63,64,83)	(55,68,72,73,74,82)
114	44	(2015,9,1,19,00,0)	(2015,9,1,19,30,0)	(57,59,67,72)	(55,68,72,73,74,82)
114	45	(2015,9,1,19,30,0)	(2015,9,1,19,50,0)	(56,71,81,83)	(55,68,72,73,74,82)
114	46	(2015,9,1,19,50,0)	(2015,9,1,20,30,0)	(57,63,78,75)	(55,68,72,73,74,82)
114	47	(2015,9,1,20,30,0)	(2015,9,1,21,00,0)	(61,71,65,76)	(55,68,72,73,74,82)
114	48	(2015,9,1,21,00,0)	(2015,9,1,22,00,0)	(61,70,80,74)	(55,68,72,73,74,82)
114	49	(2015,9,1,22,00,0)	(2015,9,1,22,30,0)	(58,60,81,84)	(55,68,72,73,74,82)
114	50	(2015,9,1,22,30,0)	(2015,9,1,23,30,0)	(58,60,68,73)	(55,68,72,73,74,82)
114	51	(2015,9,2,10,30,0)	(2015,9,2,11,30,0)	(58,60,80,77)	(55,68,72,73,74,82)
114	52	(2015,9,2,11,30,0)	(2015,9,2,12,30,0)	(55,59,64,83)	(55,68,72,73,74,82)
114	53	(2015,9,2,12,30,0)	(2015,9,2,13,30,0)	(56,70,64,77)	(55,68,72,73,74,82)
114	54	(2015,9,2,13,30,0)	(2015,9,2,14,30,0)	(57,70,64,83)	(55,68,72,73,74,82)
114	55	(2015,9,2,14,30,0)	(2015,9,2,15,30,0)	(58,63,82,84)	(55,68,72,73,74,82)
114	56	(2015,9,2,15,30,0)	(2015,9,2,16,30,0)	(57,62,68,85)	(55,68,72,73,74,82)
114	57	(2015,9,2,16,30,0)	(2015,9,2,17,30,0)	(56,69,67,74)	(55,68,72,73,74,82)
114	58	(2015,9,2,17,30,0)	(2015,9,2,18,00,0)	(61,69,82,77)	(55,68,72,73,74,82)
114	59	(2015,9,2,18,00,0)	(2015,9,2,18,30,0)	(55,63,66,83)	(55,68,72,73,74,82)
114	60	(2015,9,2,18,30,0)	(2015,9,2,19,00,0)	(57,63,66,77)	(55,68,72,73,74,82)
114	61	(2015,9,2,19,00,0)	(2015,9,2,19,30,0)	(55,69,79,84)	(55,68,72,73,74,82)
114	62	(2015,9,2,19,30,0)	(2015,9,2,19,50,0)	(58,62,64,83)	(55,68,72,73,74,82)
114	63	(2015,9,2,19,50,0)	(2015,9,2,20,30,0)	(55,63,65,77)	(55,68,72,73,74,82)
114	64	(2015,9,2,20,30,0)	(2015,9,2,21,00,0)	(55,70,66,73)	(55,68,72,73,74,82)
114	65	(2015,9,2,21,00,0)	(2015,9,2,22,00,0)	(61,62,65,84)	(55,68,72,73,74,82)
114	66	(2015,9,2,22,00,0)	(2015,9,2,22,30,0)	(57,59,68,72)	(55,68,72,73,74,82)
114	67	(2015,9,2,22,30,0)	(2015,9,2,23,30,0)	(55,71,80,72)	(55,68,72,73,74,82)
114	68	(2015,9,3,10,30,0)	(2015,9,3,13,30,0)	(55,62,80,74)	(55,68,72,73,74,82)
114	69	(2015,9,3,13,30,0)	(2015,9,3,16,30,0)	(56,59,67,77)	(55,68,72,73,74,82)
114	70	(2015,9,3,16,30,0)	(2015,9,3,18,30,0)	(57,63,65,77)	(55,68,72,73,74,82)
114	71	(2015,9,3,18,30,0)	(2015,9,3,19,00,0)	(57,69,65,74)	(55,68,72,73,74,82)
114	72	(2015,9,3,19,00,0)	(2015,9,3,19,30,0)	(58,60,80,76)	(55,68,72,73,74,82)
114	73	(2015,9,3,19,30,0)	(2015,9,3,19,50,0)	(56,69,68,73)	(55,68,72,73,74,82)
114	74	(2015,9,3,19,50,0)	(2015,9,3,20,30,0)	(61,60,68,77)	(55,68,72,73,74,82)
114	75	(2015,9,3,20,30,0)	(2015,9,3,21,00,0)	(56,62,82,76)	(55,68,72,73,74,82)
114	76	(2015,9,3,21,00,0)	(2015,9,3,22,00,0)	(55,62,78,83)	(55,68,72,73,74,82)
114	77	(2015,9,3,22,00,0)	(2015,9,3,22,30,0)	(55,60,64,83)	(55,68,72,73,74,82)
114	78	(2015,9,3,22,30,0)	(2015,9,3,23,30,0)	(61,69,64,72)	(55,68,72,73,74,82)
114	79	(2015,9,4,10,30,0)	(2015,9,4,13,30,0)	(56,71,80,73)	(55,68,72,73,74,82)
114	80	(2015,9,4,13,30,0)	(2015,9,4,16,30,0)	(55,71,68,73)	(55,68,72,73,74,82)
114	81	(2015,9,4,16,30,0)	(2015,9,4,18,30,0)	(55,60,65,85)	(55,68,72,73,74,82)
