brandType	brandColor	brandColor_Des	brandLevel	brandName	brandPic	canEquip	canShenJi	shenJiNeedItem	shenJiNeedBrandCnt	shenJiNeedBrand	canFenjie	fenJieNeedRMB	fenJieAddItem	fenJieAddBrand	tanlentLimit	attack_pt	attack_mt	maxhp_t	crit_t	critpress_t	parry_t	puncture_t	antibroken_t	notbroken_t	maxProCnt	transmitAddItem	transmitAddBrand
8	4	橙色	7	Lv7 破挡印记	yinjipodangcheng	1	1	(29235,14000)	0		1	0	(29235,26250)		500	0	0	0	0	0	0	3960	0	0	6	(29235,26150)	
8	4	橙色	8	Lv8 破挡印记	yinjipodangcheng	1	1	(29235,30000)	0		1	0	(29235,40250)		500	0	0	0	0	0	0	4620	0	0	6	(29235,40150)	
8	4	橙色	9	Lv9 破挡印记	yinjipodangcheng	1	1	(29235,54000)	0		1	0	(29235,70250)		500	0	0	0	0	0	0	5610	0	0	6	(29235,70150)	
8	4	橙色	10	Lv10 破挡印记	yinjipodangcheng	1	0		0		1	0	(29235,124250)		500	0	0	0	0	0	0	6600	0	0	6	(29235,124150)	
1	5	红色	1	Lv1 生命印记	yinjishengminghong	1	1	(29235,600)	0		1	0		[(999,5,1,1)]	500	0	0	500	0	0	0	0	0	0	8		
1	5	红色	2	Lv2 生命印记	yinjishengminghong	1	1	(29235,4000)	1	[(999,5,1)]	1	0	(29235,600)	[(999,5,1,1)]	500	0	0	1000	0	0	0	0	0	0	8	(29235,600)	
1	5	红色	3	Lv3 生命印记	yinjishengminghong	1	1	(29235,12000)	1	[(999,5,1)]	1	0	(29235,4600)	[(999,5,1,2)]	500	0	0	2000	0	0	0	0	0	0	8	(29235,4600)	[(999,5,1,1)]
1	5	红色	4	Lv4 生命印记	yinjishengminghong	1	1	(29235,19200)	1	[(999,5,1)]	1	0	(29235,16600)	[(999,5,1,3)]	500	0	0	3000	0	0	0	0	0	0	8	(29235,16600)	[(999,5,1,2)]
1	5	红色	5	Lv5 生命印记	yinjishengminghong	1	1	(29235,28800)	1	[(999,5,1)]	1	0	(29235,35800)	[(999,5,1,4)]	500	0	0	4000	0	0	0	0	0	0	8	(29235,35800)	[(999,5,1,3)]
1	5	红色	6	Lv6 生命印记	yinjishengminghong	1	1	(29235,40000)	1	[(999,5,1)]	1	0	(29235,64600)	[(999,5,1,5)]	500	0	0	5000	0	0	0	0	0	0	8	(29235,64600)	[(999,5,1,4)]
1	5	红色	7	Lv7 生命印记	yinjishengminghong	1	1	(29235,56000)	1	[(999,5,1)]	1	0	(29235,104600)	[(999,5,1,6)]	500	0	0	6000	0	0	0	0	0	0	8	(29235,104600)	[(999,5,1,5)]
1	5	红色	8	Lv8 生命印记	yinjishengminghong	1	1	(29235,120000)	2	[(999,5,1)]	1	0	(29235,160600)	[(999,5,1,7)]	500	0	0	7000	0	0	0	0	0	0	8	(29235,160600)	[(999,5,1,6)]
1	5	红色	9	Lv9 生命印记	yinjishengminghong	1	1	(29235,216000)	3	[(999,5,1)]	1	0	(29235,280600)	[(999,5,1,9)]	500	0	0	8500	0	0	0	0	0	0	8	(29235,280600)	[(999,5,1,8)]
1	5	红色	10	Lv10 生命印记	yinjishengminghong	1	0		0		1	0	(29235,496600)	[(999,5,1,12)]	500	0	0	10000	0	0	0	0	0	0	8	(29235,496600)	[(999,5,1,11)]
2	5	红色	1	Lv1 攻击印记	yinjigongjihong	1	1	(29235,600)	0		1	0		[(999,5,1,1)]	500	500	500	0	0	0	0	0	0	0	8		
2	5	红色	2	Lv2 攻击印记	yinjigongjihong	1	1	(29235,4000)	1	[(999,5,1)]	1	0	(29235,600)	[(999,5,1,1)]	500	1000	1000	0	0	0	0	0	0	0	8	(29235,600)	
2	5	红色	3	Lv3 攻击印记	yinjigongjihong	1	1	(29235,12000)	1	[(999,5,1)]	1	0	(29235,4600)	[(999,5,1,2)]	500	2000	2000	0	0	0	0	0	0	0	8	(29235,4600)	[(999,5,1,1)]
2	5	红色	4	Lv4 攻击印记	yinjigongjihong	1	1	(29235,19200)	1	[(999,5,1)]	1	0	(29235,16600)	[(999,5,1,3)]	500	3000	3000	0	0	0	0	0	0	0	8	(29235,16600)	[(999,5,1,2)]
2	5	红色	5	Lv5 攻击印记	yinjigongjihong	1	1	(29235,28800)	1	[(999,5,1)]	1	0	(29235,35800)	[(999,5,1,4)]	500	4000	4000	0	0	0	0	0	0	0	8	(29235,35800)	[(999,5,1,3)]
2	5	红色	6	Lv6 攻击印记	yinjigongjihong	1	1	(29235,40000)	1	[(999,5,1)]	1	0	(29235,64600)	[(999,5,1,5)]	500	5000	5000	0	0	0	0	0	0	0	8	(29235,64600)	[(999,5,1,4)]
2	5	红色	7	Lv7 攻击印记	yinjigongjihong	1	1	(29235,56000)	1	[(999,5,1)]	1	0	(29235,104600)	[(999,5,1,6)]	500	6000	6000	0	0	0	0	0	0	0	8	(29235,104600)	[(999,5,1,5)]
2	5	红色	8	Lv8 攻击印记	yinjigongjihong	1	1	(29235,120000)	2	[(999,5,1)]	1	0	(29235,160600)	[(999,5,1,7)]	500	7000	7000	0	0	0	0	0	0	0	8	(29235,160600)	[(999,5,1,6)]
2	5	红色	9	Lv9 攻击印记	yinjigongjihong	1	1	(29235,216000)	3	[(999,5,1)]	1	0	(29235,280600)	[(999,5,1,9)]	500	8500	8500	0	0	0	0	0	0	0	8	(29235,280600)	[(999,5,1,8)]
2	5	红色	10	Lv10 攻击印记	yinjigongjihong	1	0		0		1	0	(29235,496600)	[(999,5,1,12)]	500	10000	10000	0	0	0	0	0	0	0	8	(29235,496600)	[(999,5,1,11)]
3	5	红色	1	Lv1 暴击印记	yinjibaojihong	1	1	(29235,600)	0		1	0		[(999,5,1,1)]	500	0	0	0	500	0	0	0	0	0	8		
3	5	红色	2	Lv2 暴击印记	yinjibaojihong	1	1	(29235,4000)	1	[(999,5,1)]	1	0	(29235,600)	[(999,5,1,1)]	500	0	0	0	1000	0	0	0	0	0	8	(29235,600)	
3	5	红色	3	Lv3 暴击印记	yinjibaojihong	1	1	(29235,12000)	1	[(999,5,1)]	1	0	(29235,4600)	[(999,5,1,2)]	500	0	0	0	2000	0	0	0	0	0	8	(29235,4600)	[(999,5,1,1)]
3	5	红色	4	Lv4 暴击印记	yinjibaojihong	1	1	(29235,19200)	1	[(999,5,1)]	1	0	(29235,16600)	[(999,5,1,3)]	500	0	0	0	3000	0	0	0	0	0	8	(29235,16600)	[(999,5,1,2)]
3	5	红色	5	Lv5 暴击印记	yinjibaojihong	1	1	(29235,28800)	1	[(999,5,1)]	1	0	(29235,35800)	[(999,5,1,4)]	500	0	0	0	4000	0	0	0	0	0	8	(29235,35800)	[(999,5,1,3)]
3	5	红色	6	Lv6 暴击印记	yinjibaojihong	1	1	(29235,40000)	1	[(999,5,1)]	1	0	(29235,64600)	[(999,5,1,5)]	500	0	0	0	5000	0	0	0	0	0	8	(29235,64600)	[(999,5,1,4)]
3	5	红色	7	Lv7 暴击印记	yinjibaojihong	1	1	(29235,56000)	1	[(999,5,1)]	1	0	(29235,104600)	[(999,5,1,6)]	500	0	0	0	6000	0	0	0	0	0	8	(29235,104600)	[(999,5,1,5)]
3	5	红色	8	Lv8 暴击印记	yinjibaojihong	1	1	(29235,120000)	2	[(999,5,1)]	1	0	(29235,160600)	[(999,5,1,7)]	500	0	0	0	7000	0	0	0	0	0	8	(29235,160600)	[(999,5,1,6)]
3	5	红色	9	Lv9 暴击印记	yinjibaojihong	1	1	(29235,216000)	3	[(999,5,1)]	1	0	(29235,280600)	[(999,5,1,9)]	500	0	0	0	8500	0	0	0	0	0	8	(29235,280600)	[(999,5,1,8)]
3	5	红色	10	Lv10 暴击印记	yinjibaojihong	1	0		0		1	0	(29235,496600)	[(999,5,1,12)]	500	0	0	0	10000	0	0	0	0	0	8	(29235,496600)	[(999,5,1,11)]
4	5	红色	1	Lv1 免暴印记	yinjimianbaohong	1	1	(29235,600)	0		1	0		[(999,5,1,1)]	500	0	0	0	0	500	0	0	0	0	8		
4	5	红色	2	Lv2 免暴印记	yinjimianbaohong	1	1	(29235,4000)	1	[(999,5,1)]	1	0	(29235,600)	[(999,5,1,1)]	500	0	0	0	0	1000	0	0	0	0	8	(29235,600)	
4	5	红色	3	Lv3 免暴印记	yinjimianbaohong	1	1	(29235,12000)	1	[(999,5,1)]	1	0	(29235,4600)	[(999,5,1,2)]	500	0	0	0	0	2000	0	0	0	0	8	(29235,4600)	[(999,5,1,1)]
4	5	红色	4	Lv4 免暴印记	yinjimianbaohong	1	1	(29235,19200)	1	[(999,5,1)]	1	0	(29235,16600)	[(999,5,1,3)]	500	0	0	0	0	3000	0	0	0	0	8	(29235,16600)	[(999,5,1,2)]
4	5	红色	5	Lv5 免暴印记	yinjimianbaohong	1	1	(29235,28800)	1	[(999,5,1)]	1	0	(29235,35800)	[(999,5,1,4)]	500	0	0	0	0	4000	0	0	0	0	8	(29235,35800)	[(999,5,1,3)]
4	5	红色	6	Lv6 免暴印记	yinjimianbaohong	1	1	(29235,40000)	1	[(999,5,1)]	1	0	(29235,64600)	[(999,5,1,5)]	500	0	0	0	0	5000	0	0	0	0	8	(29235,64600)	[(999,5,1,4)]
4	5	红色	7	Lv7 免暴印记	yinjimianbaohong	1	1	(29235,56000)	1	[(999,5,1)]	1	0	(29235,104600)	[(999,5,1,6)]	500	0	0	0	0	6000	0	0	0	0	8	(29235,104600)	[(999,5,1,5)]
4	5	红色	8	Lv8 免暴印记	yinjimianbaohong	1	1	(29235,120000)	2	[(999,5,1)]	1	0	(29235,160600)	[(999,5,1,7)]	500	0	0	0	0	7000	0	0	0	0	8	(29235,160600)	[(999,5,1,6)]
4	5	红色	9	Lv9 免暴印记	yinjimianbaohong	1	1	(29235,216000)	3	[(999,5,1)]	1	0	(29235,280600)	[(999,5,1,9)]	500	0	0	0	0	8500	0	0	0	0	8	(29235,280600)	[(999,5,1,8)]
4	5	红色	10	Lv10 免暴印记	yinjimianbaohong	1	0		0		1	0	(29235,496600)	[(999,5,1,12)]	500	0	0	0	0	10000	0	0	0	0	8	(29235,496600)	[(999,5,1,11)]
5	5	红色	1	Lv1 破防印记	yinjipofanghong	1	1	(29235,600)	0		1	0		[(999,5,1,1)]	500	0	0	0	0	0	0	0	500	0	8		
5	5	红色	2	Lv2 破防印记	yinjipofanghong	1	1	(29235,4000)	1	[(999,5,1)]	1	0	(29235,600)	[(999,5,1,1)]	500	0	0	0	0	0	0	0	1000	0	8	(29235,600)	
5	5	红色	3	Lv3 破防印记	yinjipofanghong	1	1	(29235,12000)	1	[(999,5,1)]	1	0	(29235,4600)	[(999,5,1,2)]	500	0	0	0	0	0	0	0	2000	0	8	(29235,4600)	[(999,5,1,1)]
5	5	红色	4	Lv4 破防印记	yinjipofanghong	1	1	(29235,19200)	1	[(999,5,1)]	1	0	(29235,16600)	[(999,5,1,3)]	500	0	0	0	0	0	0	0	3000	0	8	(29235,16600)	[(999,5,1,2)]
5	5	红色	5	Lv5 破防印记	yinjipofanghong	1	1	(29235,28800)	1	[(999,5,1)]	1	0	(29235,35800)	[(999,5,1,4)]	500	0	0	0	0	0	0	0	4000	0	8	(29235,35800)	[(999,5,1,3)]
5	5	红色	6	Lv6 破防印记	yinjipofanghong	1	1	(29235,40000)	1	[(999,5,1)]	1	0	(29235,64600)	[(999,5,1,5)]	500	0	0	0	0	0	0	0	5000	0	8	(29235,64600)	[(999,5,1,4)]
5	5	红色	7	Lv7 破防印记	yinjipofanghong	1	1	(29235,56000)	1	[(999,5,1)]	1	0	(29235,104600)	[(999,5,1,6)]	500	0	0	0	0	0	0	0	6000	0	8	(29235,104600)	[(999,5,1,5)]
5	5	红色	8	Lv8 破防印记	yinjipofanghong	1	1	(29235,120000)	2	[(999,5,1)]	1	0	(29235,160600)	[(999,5,1,7)]	500	0	0	0	0	0	0	0	7000	0	8	(29235,160600)	[(999,5,1,6)]
5	5	红色	9	Lv9 破防印记	yinjipofanghong	1	1	(29235,216000)	3	[(999,5,1)]	1	0	(29235,280600)	[(999,5,1,9)]	500	0	0	0	0	0	0	0	8500	0	8	(29235,280600)	[(999,5,1,8)]
5	5	红色	10	Lv10 破防印记	yinjipofanghong	1	0		0		1	0	(29235,496600)	[(999,5,1,12)]	500	0	0	0	0	0	0	0	10000	0	8	(29235,496600)	[(999,5,1,11)]
6	5	红色	1	Lv1 免破印记	yinjimianpohong	1	1	(29235,600)	0		1	0		[(999,5,1,1)]	500	0	0	0	0	0	0	0	0	500	8		
6	5	红色	2	Lv2 免破印记	yinjimianpohong	1	1	(29235,4000)	1	[(999,5,1)]	1	0	(29235,600)	[(999,5,1,1)]	500	0	0	0	0	0	0	0	0	1000	8	(29235,600)	
6	5	红色	3	Lv3 免破印记	yinjimianpohong	1	1	(29235,12000)	1	[(999,5,1)]	1	0	(29235,4600)	[(999,5,1,2)]	500	0	0	0	0	0	0	0	0	2000	8	(29235,4600)	[(999,5,1,1)]
6	5	红色	4	Lv4 免破印记	yinjimianpohong	1	1	(29235,19200)	1	[(999,5,1)]	1	0	(29235,16600)	[(999,5,1,3)]	500	0	0	0	0	0	0	0	0	3000	8	(29235,16600)	[(999,5,1,2)]
6	5	红色	5	Lv5 免破印记	yinjimianpohong	1	1	(29235,28800)	1	[(999,5,1)]	1	0	(29235,35800)	[(999,5,1,4)]	500	0	0	0	0	0	0	0	0	4000	8	(29235,35800)	[(999,5,1,3)]
6	5	红色	6	Lv6 免破印记	yinjimianpohong	1	1	(29235,40000)	1	[(999,5,1)]	1	0	(29235,64600)	[(999,5,1,5)]	500	0	0	0	0	0	0	0	0	5000	8	(29235,64600)	[(999,5,1,4)]
6	5	红色	7	Lv7 免破印记	yinjimianpohong	1	1	(29235,56000)	1	[(999,5,1)]	1	0	(29235,104600)	[(999,5,1,6)]	500	0	0	0	0	0	0	0	0	6000	8	(29235,104600)	[(999,5,1,5)]
6	5	红色	8	Lv8 免破印记	yinjimianpohong	1	1	(29235,120000)	2	[(999,5,1)]	1	0	(29235,160600)	[(999,5,1,7)]	500	0	0	0	0	0	0	0	0	7000	8	(29235,160600)	[(999,5,1,6)]
6	5	红色	9	Lv9 免破印记	yinjimianpohong	1	1	(29235,216000)	3	[(999,5,1)]	1	0	(29235,280600)	[(999,5,1,9)]	500	0	0	0	0	0	0	0	0	8500	8	(29235,280600)	[(999,5,1,8)]
6	5	红色	10	Lv10 免破印记	yinjimianpohong	1	0		0		1	0	(29235,496600)	[(999,5,1,12)]	500	0	0	0	0	0	0	0	0	10000	8	(29235,496600)	[(999,5,1,11)]
7	5	红色	1	Lv1 格挡印记	yinjigedanghong	1	1	(29235,600)	0		1	0		[(999,5,1,1)]	500	0	0	0	0	0	500	0	0	0	8		
7	5	红色	2	Lv2 格挡印记	yinjigedanghong	1	1	(29235,4000)	1	[(999,5,1)]	1	0	(29235,600)	[(999,5,1,1)]	500	0	0	0	0	0	1000	0	0	0	8	(29235,600)	
7	5	红色	3	Lv3 格挡印记	yinjigedanghong	1	1	(29235,12000)	1	[(999,5,1)]	1	0	(29235,4600)	[(999,5,1,2)]	500	0	0	0	0	0	2000	0	0	0	8	(29235,4600)	[(999,5,1,1)]
7	5	红色	4	Lv4 格挡印记	yinjigedanghong	1	1	(29235,19200)	1	[(999,5,1)]	1	0	(29235,16600)	[(999,5,1,3)]	500	0	0	0	0	0	3000	0	0	0	8	(29235,16600)	[(999,5,1,2)]
7	5	红色	5	Lv5 格挡印记	yinjigedanghong	1	1	(29235,28800)	1	[(999,5,1)]	1	0	(29235,35800)	[(999,5,1,4)]	500	0	0	0	0	0	4000	0	0	0	8	(29235,35800)	[(999,5,1,3)]
7	5	红色	6	Lv6 格挡印记	yinjigedanghong	1	1	(29235,40000)	1	[(999,5,1)]	1	0	(29235,64600)	[(999,5,1,5)]	500	0	0	0	0	0	5000	0	0	0	8	(29235,64600)	[(999,5,1,4)]
7	5	红色	7	Lv7 格挡印记	yinjigedanghong	1	1	(29235,56000)	1	[(999,5,1)]	1	0	(29235,104600)	[(999,5,1,6)]	500	0	0	0	0	0	6000	0	0	0	8	(29235,104600)	[(999,5,1,5)]
7	5	红色	8	Lv8 格挡印记	yinjigedanghong	1	1	(29235,120000)	2	[(999,5,1)]	1	0	(29235,160600)	[(999,5,1,7)]	500	0	0	0	0	0	7000	0	0	0	8	(29235,160600)	[(999,5,1,6)]
7	5	红色	9	Lv9 格挡印记	yinjigedanghong	1	1	(29235,216000)	3	[(999,5,1)]	1	0	(29235,280600)	[(999,5,1,9)]	500	0	0	0	0	0	8500	0	0	0	8	(29235,280600)	[(999,5,1,8)]
7	5	红色	10	Lv10 格挡印记	yinjigedanghong	1	0		0		1	0	(29235,496600)	[(999,5,1,12)]	500	0	0	0	0	0	10000	0	0	0	8	(29235,496600)	[(999,5,1,11)]
8	5	红色	1	Lv1 破挡印记	yinjipodanghong	1	1	(29235,600)	0		1	0		[(999,5,1,1)]	500	0	0	0	0	0	0	500	0	0	8		
8	5	红色	2	Lv2 破挡印记	yinjipodanghong	1	1	(29235,4000)	1	[(999,5,1)]	1	0	(29235,600)	[(999,5,1,1)]	500	0	0	0	0	0	0	1000	0	0	8	(29235,600)	
8	5	红色	3	Lv3 破挡印记	yinjipodanghong	1	1	(29235,12000)	1	[(999,5,1)]	1	0	(29235,4600)	[(999,5,1,2)]	500	0	0	0	0	0	0	2000	0	0	8	(29235,4600)	[(999,5,1,1)]
8	5	红色	4	Lv4 破挡印记	yinjipodanghong	1	1	(29235,19200)	1	[(999,5,1)]	1	0	(29235,16600)	[(999,5,1,3)]	500	0	0	0	0	0	0	3000	0	0	8	(29235,16600)	[(999,5,1,2)]
8	5	红色	5	Lv5 破挡印记	yinjipodanghong	1	1	(29235,28800)	1	[(999,5,1)]	1	0	(29235,35800)	[(999,5,1,4)]	500	0	0	0	0	0	0	4000	0	0	8	(29235,35800)	[(999,5,1,3)]
8	5	红色	6	Lv6 破挡印记	yinjipodanghong	1	1	(29235,40000)	1	[(999,5,1)]	1	0	(29235,64600)	[(999,5,1,5)]	500	0	0	0	0	0	0	5000	0	0	8	(29235,64600)	[(999,5,1,4)]
8	5	红色	7	Lv7 破挡印记	yinjipodanghong	1	1	(29235,56000)	1	[(999,5,1)]	1	0	(29235,104600)	[(999,5,1,6)]	500	0	0	0	0	0	0	6000	0	0	8	(29235,104600)	[(999,5,1,5)]
8	5	红色	8	Lv8 破挡印记	yinjipodanghong	1	1	(29235,120000)	2	[(999,5,1)]	1	0	(29235,160600)	[(999,5,1,7)]	500	0	0	0	0	0	0	7000	0	0	8	(29235,160600)	[(999,5,1,6)]
8	5	红色	9	Lv9 破挡印记	yinjipodanghong	1	1	(29235,216000)	3	[(999,5,1)]	1	0	(29235,280600)	[(999,5,1,9)]	500	0	0	0	0	0	0	8500	0	0	8	(29235,280600)	[(999,5,1,8)]
8	5	红色	10	Lv10 破挡印记	yinjipodanghong	1	0		0		1	0	(29235,496600)	[(999,5,1,12)]	500	0	0	0	0	0	0	10000	0	0	8	(29235,496600)	[(999,5,1,11)]
999	1	绿色	1	Lv1 材料印记	baoshifagong1	0	0		0		0	0			0	0	0	0	0	0	0	0	0	0	8		
999	2	蓝色	1	Lv1 材料印记	baoshifagong2	0	0		0		0	0			0	0	0	0	0	0	0	0	0	0	8		
999	3	紫色	1	Lv1 材料印记	baoshifagong3	0	0		0		0	0			0	0	0	0	0	0	0	0	0	0	8		
999	4	橙色	1	Lv1 材料印记	baoshifagong4	0	0		0		0	0			0	0	0	0	0	0	0	0	0	0	8		
999	5	红色	1	Lv1 材料印记	cailiaoyinjihong	0	0		0		0	0			0	0	0	0	0	0	0	0	0	0	8		
