reward_Id	big_type	toll_gate_level	little_type	ifboss	money		rate1	itemcoding1	cnt1	rate2	itemcoding2	cnt2	rate3	itemcoding3	cnt3	rate4	itemcoding4	cnt4	rate5	itemcoding5	cnt5	rate6	itemcoding6	cnt6
494	1	121	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26518	1	50	26500	2	300	25686	18
495	1	122	第一场战斗	0	0		10000	25686	6	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
496	1	122	第二场战斗	0	0		10000	25686	6	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
497	1	122	boss战斗	1	468437	4312	10000	25686	6	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
498	1	122	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26513	1	50	26500	2	300	25686	18
499	1	123	第一场战斗	0	0		10000	26607	3	0	27058	1	0	0	0	0	0	0	0	0	0	0	0	0
500	1	123	第二场战斗	0	0		10000	26607	3	0	27058	1	0	0	0	0	0	0	0	0	0	0	0	0
501	1	123	boss战斗	1	478125	9688	10000	26607	3	0	27058	1	0	0	0	0	0	0	0	0	0	0	0	0
502	1	123	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27058	1	50	27067	1	300	26607	9
503	1	124	第一场战斗	0	0		10000	26607	3	0	27059	1	0	0	0	0	0	0	0	0	0	0	0	0
504	1	124	第二场战斗	0	0		10000	26607	3	0	27059	1	0	0	0	0	0	0	0	0	0	0	0	0
505	1	124	boss战斗	1	483437	5312	10000	26607	3	0	27059	1	0	0	0	0	0	0	0	0	0	0	0	0
506	1	124	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27059	1	50	27067	1	300	26607	9
507	1	125	第一场战斗	0	0		10000	26607	3	0	27060	1	0	0	0	0	0	0	0	0	0	0	0	0
508	1	125	第二场战斗	0	0		10000	26607	3	0	27060	1	0	0	0	0	0	0	0	0	0	0	0	0
509	1	125	boss战斗	1	488749		10000	26607	3	0	27060	1	0	0	0	0	0	0	0	0	0	0	0	0
510	1	125	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27060	1	50	27067	1	300	26607	9
511	1	126	第一场战斗	0	0		10000	26607	3	0	27061	1	0	0	0	0	0	0	0	0	0	0	0	0
512	1	126	第二场战斗	0	0		10000	26607	3	0	27061	1	0	0	0	0	0	0	0	0	0	0	0	0
513	1	126	boss战斗	1	494061		10000	26607	3	0	27061	1	0	0	0	0	0	0	0	0	0	0	0	0
514	1	126	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27061	1	50	27067	1	300	26607	9
515	1	127	第一场战斗	0	0		10000	26607	3	0	27062	1	0	0	0	0	0	0	0	0	0	0	0	0
516	1	127	第二场战斗	0	0		10000	26607	3	0	27062	1	0	0	0	0	0	0	0	0	0	0	0	0
517	1	127	boss战斗	1	499373		10000	26607	3	0	27062	1	0	0	0	0	0	0	0	0	0	0	0	0
518	1	127	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27062	1	50	27067	1	300	26607	9
519	1	128	第一场战斗	0	0		10000	26607	3	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
520	1	128	第二场战斗	0	0		10000	26607	3	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
521	1	128	boss战斗	1	504685		10000	26607	3	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
522	1	128	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27057	1	50	27067	1	300	26607	9
523	1	129	第一场战斗	0	0		10000	26607	3	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
524	1	129	第二场战斗	0	0		10000	26607	3	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
525	1	129	boss战斗	1	509997		10000	26607	3	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
526	1	129	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27057	1	50	27067	1	300	26607	9
527	1	130	第一场战斗	0	0		10000	26607	3	0	27058	1	0	0	0	0	0	0	0	0	0	0	0	0
528	1	130	第二场战斗	0	0		10000	26607	3	0	27058	1	0	0	0	0	0	0	0	0	0	0	0	0
529	1	130	boss战斗	1	515309		10000	26607	3	0	27058	1	0	0	0	0	0	0	0	0	0	0	0	0
530	1	130	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27058	1	50	27067	1	300	26607	9
531	1	131	第一场战斗	0	0		10000	26607	3	0	27059	1	0	0	0	0	0	0	0	0	0	0	0	0
532	1	131	第二场战斗	0	0		10000	26607	3	0	27059	1	0	0	0	0	0	0	0	0	0	0	0	0
533	1	131	boss战斗	1	520621		10000	26607	3	0	27059	1	0	0	0	0	0	0	0	0	0	0	0	0
534	1	131	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27059	1	50	27067	1	300	26607	9
535	1	132	第一场战斗	0	0		10000	26607	3	0	27060	1	0	0	0	0	0	0	0	0	0	0	0	0
536	1	132	第二场战斗	0	0		10000	26607	3	0	27060	1	0	0	0	0	0	0	0	0	0	0	0	0
537	1	132	boss战斗	1	525933		10000	26607	3	0	27060	1	0	0	0	0	0	0	0	0	0	0	0	0
538	1	132	翻牌	0	0		7300	26607	3	2000	26607	6	600	26607	12	50	27060	1	50	27067	1	300	26607	9
539	1	133	第一场战斗	0	0		10000	26607	6	0	27061	1	0	0	0	0	0	0	0	0	0	0	0	0
540	1	133	第二场战斗	0	0		10000	26607	6	0	27061	1	0	0	0	0	0	0	0	0	0	0	0	0
541	1	133	boss战斗	1	531245		10000	26607	6	0	27061	1	0	0	0	0	0	0	0	0	0	0	0	0
542	1	133	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27061	1	50	27067	2	300	26607	18
543	1	134	第一场战斗	0	0		10000	26607	6	0	27062	1	0	0	0	0	0	0	0	0	0	0	0	0
544	1	134	第二场战斗	0	0		10000	26607	6	0	27062	1	0	0	0	0	0	0	0	0	0	0	0	0
545	1	134	boss战斗	1	536557		10000	26607	6	0	27062	1	0	0	0	0	0	0	0	0	0	0	0	0
546	1	134	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27062	1	50	27067	2	300	26607	18
547	1	135	第一场战斗	0	0		10000	26607	6	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
548	1	135	第二场战斗	0	0		10000	26607	6	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
549	1	135	boss战斗	1	541869		10000	26607	6	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
550	1	135	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27057	1	50	27067	2	300	26607	18
551	1	136	第一场战斗	0	0		10000	26607	6	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
552	1	136	第二场战斗	0	0		10000	26607	6	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
553	1	136	boss战斗	1	547181		10000	26607	6	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
554	1	136	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27057	1	50	27067	2	300	26607	18
555	1	137	第一场战斗	0	0		10000	26607	6	0	27058	1	0	0	0	0	0	0	0	0	0	0	0	0
556	1	137	第二场战斗	0	0		10000	26607	6	0	27058	1	0	0	0	0	0	0	0	0	0	0	0	0
557	1	137	boss战斗	1	552493		10000	26607	6	0	27058	1	0	0	0	0	0	0	0	0	0	0	0	0
558	1	137	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27058	1	50	27067	2	300	26607	18
559	1	138	第一场战斗	0	0		10000	26607	6	0	27059	1	0	0	0	0	0	0	0	0	0	0	0	0
560	1	138	第二场战斗	0	0		10000	26607	6	0	27059	1	0	0	0	0	0	0	0	0	0	0	0	0
561	1	138	boss战斗	1	557805		10000	26607	6	0	27059	1	0	0	0	0	0	0	0	0	0	0	0	0
562	1	138	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27059	1	50	27067	2	300	26607	18
563	1	139	第一场战斗	0	0		10000	26607	6	0	27060	1	0	0	0	0	0	0	0	0	0	0	0	0
564	1	139	第二场战斗	0	0		10000	26607	6	0	27060	1	0	0	0	0	0	0	0	0	0	0	0	0
565	1	139	boss战斗	1	563117		10000	26607	6	0	27060	1	0	0	0	0	0	0	0	0	0	0	0	0
566	1	139	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27060	1	50	27067	2	300	26607	18
567	1	140	第一场战斗	0	0		10000	26607	6	0	27061	1	0	0	0	0	0	0	0	0	0	0	0	0
568	1	140	第二场战斗	0	0		10000	26607	6	0	27061	1	0	0	0	0	0	0	0	0	0	0	0	0
569	1	140	boss战斗	1	568429		10000	26607	6	0	27061	1	0	0	0	0	0	0	0	0	0	0	0	0
570	1	140	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27061	1	50	27067	2	300	26607	18
571	1	141	第一场战斗	0	0		10000	26607	6	0	27062	1	0	0	0	0	0	0	0	0	0	0	0	0
572	1	141	第二场战斗	0	0		10000	26607	6	0	27062	1	0	0	0	0	0	0	0	0	0	0	0	0
573	1	141	boss战斗	1	573741		10000	26607	6	0	27062	1	0	0	0	0	0	0	0	0	0	0	0	0
574	1	141	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27062	1	50	27067	2	300	26607	18
575	1	142	第一场战斗	0	0		10000	26607	6	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
576	1	142	第二场战斗	0	0		10000	26607	6	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
577	1	142	boss战斗	1	579053		10000	26607	6	0	27057	1	0	0	0	0	0	0	0	0	0	0	0	0
578	1	142	翻牌	0	0		7300	26607	6	2000	26607	12	600	26607	24	50	27057	1	50	27067	2	300	26607	18
579	1	143	第一场战斗	0	0		10000	27066	3	0	27908	1	0	0	0	0	0	0	0	0	0	0	0	0
580	1	143	第二场战斗	0	0		10000	27066	3	0	27908	1	0	0	0	0	0	0	0	0	0	0	0	0
581	1	143	boss战斗	1	591853		10000	27066	3	0	27908	1	0	0	0	0	0	0	0	0	0	0	0	0
582	1	143	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27908	1	50	27926	1	300	27066	9
583	1	144	第一场战斗	0	0		10000	27066	3	0	27909	1	0	0	0	0	0	0	0	0	0	0	0	0
584	1	144	第二场战斗	0	0		10000	27066	3	0	27909	1	0	0	0	0	0	0	0	0	0	0	0	0
585	1	144	boss战斗	1	597165		10000	27066	3	0	27909	1	0	0	0	0	0	0	0	0	0	0	0	0
586	1	144	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27909	1	50	27926	1	300	27066	9
587	1	145	第一场战斗	0	0		10000	27066	3	0	27910	1	0	0	0	0	0	0	0	0	0	0	0	0
588	1	145	第二场战斗	0	0		10000	27066	3	0	27910	1	0	0	0	0	0	0	0	0	0	0	0	0
589	1	145	boss战斗	1	602477		10000	27066	3	0	27910	1	0	0	0	0	0	0	0	0	0	0	0	0
590	1	145	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27910	1	50	27926	1	300	27066	9
591	1	146	第一场战斗	0	0		10000	27066	3	0	27911	1	0	0	0	0	0	0	0	0	0	0	0	0
592	1	146	第二场战斗	0	0		10000	27066	3	0	27911	1	0	0	0	0	0	0	0	0	0	0	0	0
593	1	146	boss战斗	1	607789		10000	27066	3	0	27911	1	0	0	0	0	0	0	0	0	0	0	0	0
594	1	146	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27911	1	50	27926	1	300	27066	9
595	1	147	第一场战斗	0	0		10000	27066	3	0	27912	1	0	0	0	0	0	0	0	0	0	0	0	0
596	1	147	第二场战斗	0	0		10000	27066	3	0	27912	1	0	0	0	0	0	0	0	0	0	0	0	0
597	1	147	boss战斗	1	613101		10000	27066	3	0	27912	1	0	0	0	0	0	0	0	0	0	0	0	0
598	1	147	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27912	1	50	27926	1	300	27066	9
599	1	148	第一场战斗	0	0		10000	27066	3	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
600	1	148	第二场战斗	0	0		10000	27066	3	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
601	1	148	boss战斗	1	618413		10000	27066	3	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
602	1	148	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27907	1	50	27926	1	300	27066	9
603	1	149	第一场战斗	0	0		10000	27066	3	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
604	1	149	第二场战斗	0	0		10000	27066	3	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
605	1	149	boss战斗	1	623725		10000	27066	3	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
606	1	149	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27907	1	50	27926	1	300	27066	9
607	1	150	第一场战斗	0	0		10000	27066	3	0	27908	1	0	0	0	0	0	0	0	0	0	0	0	0
608	1	150	第二场战斗	0	0		10000	27066	3	0	27908	1	0	0	0	0	0	0	0	0	0	0	0	0
609	1	150	boss战斗	1	629037		10000	27066	3	0	27908	1	0	0	0	0	0	0	0	0	0	0	0	0
610	1	150	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27908	1	50	27926	1	300	27066	9
611	1	151	第一场战斗	0	0		10000	27066	3	0	27909	1	0	0	0	0	0	0	0	0	0	0	0	0
612	1	151	第二场战斗	0	0		10000	27066	3	0	27909	1	0	0	0	0	0	0	0	0	0	0	0	0
613	1	151	boss战斗	1	634349		10000	27066	3	0	27909	1	0	0	0	0	0	0	0	0	0	0	0	0
614	1	151	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27909	1	50	27926	1	300	27066	9
615	1	152	第一场战斗	0	0		10000	27066	3	0	27910	1	0	0	0	0	0	0	0	0	0	0	0	0
616	1	152	第二场战斗	0	0		10000	27066	3	0	27910	1	0	0	0	0	0	0	0	0	0	0	0	0
617	1	152	boss战斗	1	639661		10000	27066	3	0	27910	1	0	0	0	0	0	0	0	0	0	0	0	0
618	1	152	翻牌	0	0		7300	27066	3	2000	27066	6	600	27066	12	50	27910	1	50	27926	1	300	27066	9
619	1	153	第一场战斗	0	0		10000	27066	6	0	27911	1	0	0	0	0	0	0	0	0	0	0	0	0
620	1	153	第二场战斗	0	0		10000	27066	6	0	27911	1	0	0	0	0	0	0	0	0	0	0	0	0
621	1	153	boss战斗	1	644973		10000	27066	6	0	27911	1	0	0	0	0	0	0	0	0	0	0	0	0
622	1	153	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27911	1	50	27926	2	300	27066	18
623	1	154	第一场战斗	0	0		10000	27066	6	0	27912	1	0	0	0	0	0	0	0	0	0	0	0	0
624	1	154	第二场战斗	0	0		10000	27066	6	0	27912	1	0	0	0	0	0	0	0	0	0	0	0	0
625	1	154	boss战斗	1	650285		10000	27066	6	0	27912	1	0	0	0	0	0	0	0	0	0	0	0	0
626	1	154	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27912	1	50	27926	2	300	27066	18
627	1	155	第一场战斗	0	0		10000	27066	6	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
628	1	155	第二场战斗	0	0		10000	27066	6	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
629	1	155	boss战斗	1	655597		10000	27066	6	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
630	1	155	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27907	1	50	27926	2	300	27066	18
631	1	156	第一场战斗	0	0		10000	27066	6	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
632	1	156	第二场战斗	0	0		10000	27066	6	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
633	1	156	boss战斗	1	660909		10000	27066	6	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
634	1	156	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27907	1	50	27926	2	300	27066	18
635	1	157	第一场战斗	0	0		10000	27066	6	0	27908	1	0	0	0	0	0	0	0	0	0	0	0	0
636	1	157	第二场战斗	0	0		10000	27066	6	0	27908	1	0	0	0	0	0	0	0	0	0	0	0	0
637	1	157	boss战斗	1	666221		10000	27066	6	0	27908	1	0	0	0	0	0	0	0	0	0	0	0	0
638	1	157	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27908	1	50	27926	2	300	27066	18
639	1	158	第一场战斗	0	0		10000	27066	6	0	27909	1	0	0	0	0	0	0	0	0	0	0	0	0
640	1	158	第二场战斗	0	0		10000	27066	6	0	27909	1	0	0	0	0	0	0	0	0	0	0	0	0
641	1	158	boss战斗	1	671533		10000	27066	6	0	27909	1	0	0	0	0	0	0	0	0	0	0	0	0
642	1	158	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27909	1	50	27926	2	300	27066	18
643	1	159	第一场战斗	0	0		10000	27066	6	0	27910	1	0	0	0	0	0	0	0	0	0	0	0	0
644	1	159	第二场战斗	0	0		10000	27066	6	0	27910	1	0	0	0	0	0	0	0	0	0	0	0	0
645	1	159	boss战斗	1	676845		10000	27066	6	0	27910	1	0	0	0	0	0	0	0	0	0	0	0	0
646	1	159	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27910	1	50	27926	2	300	27066	18
647	1	160	第一场战斗	0	0		10000	27066	6	0	27911	1	0	0	0	0	0	0	0	0	0	0	0	0
648	1	160	第二场战斗	0	0		10000	27066	6	0	27911	1	0	0	0	0	0	0	0	0	0	0	0	0
649	1	160	boss战斗	1	682157		10000	27066	6	0	27911	1	0	0	0	0	0	0	0	0	0	0	0	0
650	1	160	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27911	1	50	27926	2	300	27066	18
651	1	161	第一场战斗	0	0		10000	27066	6	0	27912	1	0	0	0	0	0	0	0	0	0	0	0	0
652	1	161	第二场战斗	0	0		10000	27066	6	0	27912	1	0	0	0	0	0	0	0	0	0	0	0	0
653	1	161	boss战斗	1	687469		10000	27066	6	0	27912	1	0	0	0	0	0	0	0	0	0	0	0	0
654	1	161	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27912	1	50	27926	2	300	27066	18
655	1	162	第一场战斗	0	0		10000	27066	6	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
656	1	162	第二场战斗	0	0		10000	27066	6	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
657	1	162	boss战斗	1	692781		10000	27066	6	0	27907	1	0	0	0	0	0	0	0	0	0	0	0	0
658	1	162	翻牌	0	0		7300	27066	6	2000	27066	12	600	27066	24	50	27907	1	50	27926	2	300	27066	18
