girlId	starLevel	girlName	maxStarlevel	maxBlessValue	successNeedMinBlessValue	failAddBlessValue	starLevelUpOdds	starLevelUpNeedItem	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce	passiveSkill	skill_rate	pskillIcon	starNotice	skillName	skillDes
3	19	巨蟹座星灵	20	23662	15380	1	12	(26934,1)	204300	0	0	68100	0	68100	0	7550	0	0	0	0	8000	0	0	[(3022,19),(3023,0),(3011,0),(3024,0),(3013,0),(3012,0),(3009,0),(3025,0)]	20000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)30000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	20	巨蟹座星灵	20	999999	999999	1	18	(26934,1)	228300	0	0	76100	0	76100	0	8050	0	0	0	0	8500	0	0	[(3022,20),(3023,0),(3011,0),(3024,0),(3013,0),(3012,0),(3009,0),(3025,0)]	22000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)31500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	1	白羊座星灵	20	16	4	1	14285	(26934,1)	7500	0	0	2500	0	2500	0	350	0	0	0	0	500	0	0	[(3017,1)]	10000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)2000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	2	白羊座星灵	20	40	8	1	5555	(26934,1)	14700	0	0	4900	0	4900	0	550	0	0	0	0	800	0	0	[(3017,2)]	10000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)4000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	3	白羊座星灵	20	97	20	1	2564	(26934,1)	21900	0	0	7300	0	7300	0	850	0	0	0	0	1000	0	0	[(3017,3)]	10000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)6000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	4	白羊座星灵	20	198	40	1	1666	(26934,1)	29100	0	0	9700	0	9700	0	1050	0	0	0	0	1200	0	0	[(3017,4)]	10000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)8000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	5	白羊座星灵	20	335	67	1	746	(26934,1)	36300	0	0	12100	0	12100	0	1250	0	0	0	0	1500	0	0	[(3017,5),(3019,0)]	13000	jnxl06	5星可激活被动技能：#H#C(#00FF00)星灵额外恢复单位5000点生命#n	白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)10000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	6	白羊座星灵	20	535	347	1	531	(26934,1)	43500	0	0	14500	0	14500	0	1550	0	0	0	0	1800	0	0	[(3017,6),(3019,0)]	13000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)12000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	7	白羊座星灵	20	735	514	1	452	(26934,1)	50700	0	0	16900	0	16900	0	1850	0	0	0	0	2100	0	0	[(3017,7),(3019,0)]	13000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)14000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	8	白羊座星灵	20	1101	748	1	283	(26934,1)	57900	0	0	19300	0	19300	0	2150	0	0	0	0	2400	0	0	[(3017,8),(3019,0),(3021,0)]	16000	jnxl06	8星可激活被动技能：#H#C(#00FF00)星灵额外回复等值于#C(#ffd700)星灵攻击力12%#n的生命值#n	白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)16000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	9	白羊座星灵	20	1412	988	1	235	(26934,1)	67500	0	0	22500	0	22500	0	2450	0	0	0	0	3000	0	0	[(3017,9),(3019,0),(3021,0)]	16000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)18000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	10	白羊座星灵	20	2134	1493	1	156	(26934,1)	77100	0	0	25700	0	25700	0	3050	0	0	0	0	3500	0	0	[(3017,10),(3019,0),(3021,0),(3011,0)]	16000	jnxl06	10星可激活被动技能：#H#C(#00FF00)初始星灵增加25怒气#n	白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)20000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	11	白羊座星灵	20	3137	2039	1	91	(26934,1)	89100	0	0	29700	0	29700	0	3550	0	0	0	0	4000	0	0	[(3017,11),(3019,0),(3021,0),(3011,0)]	19000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)22000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	12	白羊座星灵	20	4287	2786	1	66	(26934,1)	101100	0	0	33700	0	33700	0	4050	0	0	0	0	4500	0	0	[(3017,12),(3019,0),(3011,0),(3021,0),(3020,0)]	19000	jnxl06	12星可激活被动技能：#H#C(#00FF00)星灵治疗单位时，清除该单位身上的负面效果#n	白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)24000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	13	白羊座星灵	20	5787	3761	1	49	(26934,1)	113100	0	0	37700	0	37700	0	4550	0	0	0	0	5000	0	0	[(3017,13),(3019,0),(3011,0),(3021,0),(3020,0)]	19000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)26000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	14	白羊座星灵	20	7537	4899	1	37	(26934,1)	125100	0	0	41700	0	41700	0	5050	0	0	0	0	5500	0	0	[(3017,14),(3019,0),(3011,0),(3021,0),(3020,0),(3013,0)]	22000	jnxl06	14星可激活被动技能：#H#C(#00FF00)星灵释放技能时，20%概率增加25点怒气#n	白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)28000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	15	白羊座星灵	20	9787	6361	1	29	(26934,1)	137100	0	0	45700	0	45700	0	5550	0	0	0	0	6000	0	0	[(3017,15),(3019,0),(3011,0),(3021,0),(3020,0),(3013,0)]	22000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)30000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	16	白羊座星灵	20	12537	8149	1	22	(26934,1)	149100	0	0	49700	0	49700	0	6050	0	0	0	0	6500	0	0	[(3017,16),(3019,0),(3011,0),(3021,0),(3020,0),(3013,0),(3018,0)]	22000	jnxl06	16星可激活被动技能：#H#C(#00FF00)主角血量低于50%时，每回合恢复生命值的5%，持续3回合#n	白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)32000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	17	白羊座星灵	20	15537	10099	1	18	(26934,1)	161100	0	0	53700	0	53700	0	6550	0	0	0	0	7000	0	0	[(3017,17),(3019,0),(3011,0),(3021,0),(3013,0),(3020,0),(3018,0)]	26000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)34000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	18	白羊座星灵	20	19287	12536	1	14	(26934,1)	180300	0	0	60100	0	60100	0	7050	0	0	0	0	7500	0	0	[(3017,18),(3019,0),(3011,0),(3021,0),(3013,0),(3018,0),(3020,0),(3025,0)]	26000	jnxl06	18星可激活被动技能：#H#C(#00FF00)进入战斗时提高己方全队6%增伤及6%减伤#n	白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)36000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	19	白羊座星灵	20	23662	15380	1	12	(26934,1)	204300	0	0	68100	0	68100	0	7550	0	0	0	0	8000	0	0	[(3017,19),(3019,0),(3011,0),(3021,0),(3013,0),(3018,0),(3020,0),(3025,0)]	26000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)38000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
4	20	白羊座星灵	20	999999	999999	1	18	(26934,1)	228300	0	0	76100	0	76100	0	8050	0	0	0	0	8500	0	0	[(3017,20),(3019,0),(3011,0),(3021,0),(3013,0),(3018,0),(3020,0),(3025,0)]	30000	jnxl06		白羊守护	#C(#ffffff)1.为主角提高#C(#ffd700)40000+星灵12%生命上限#n的生命#H2.星灵治疗时额外恢复被治疗单位5000点生命#C(#0066cc)(5星激活该技能)#n#H3.星灵治疗时额外恢复等值于#C(#ffd700)星灵攻击力12%#n的血量#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25点怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵治疗时会驱散被治疗单位身上的负面效果#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时有20%概率增加自身25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角生命值低于50%时，每回合恢复生命值的5%，持续3回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
5	1	狮子座星灵	20	16	4	1	14285	(26934,1)	7500	0	0	2500	0	2500	0	350	0	0	0	0	500	0	0	[(3026,1)]	5750	jnxl10		狮子守护	#C(#ffffff)1.为主角提高#C(#ffd700)3000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
5	2	狮子座星灵	20	40	8	1	5555	(26934,1)	14700	0	0	4900	0	4900	0	550	0	0	0	0	800	0	0	[(3026,2)]	5750	jnxl10		狮子守护	#C(#ffffff)1.为主角提高#C(#ffd700)5000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
5	3	狮子座星灵	20	97	20	1	2564	(26934,1)	21900	0	0	7300	0	7300	0	850	0	0	0	0	1000	0	0	[(3026,3)]	5750	jnxl10		狮子守护	#C(#ffffff)1.为主角提高#C(#ffd700)7000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
5	4	狮子座星灵	20	198	40	1	1666	(26934,1)	29100	0	0	9700	0	9700	0	1050	0	0	0	0	1200	0	0	[(3026,4)]	5750	jnxl10		狮子守护	#C(#ffffff)1.为主角提高#C(#ffd700)9000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
5	5	狮子座星灵	20	335	67	1	746	(26934,1)	36300	0	0	12100	0	12100	0	1250	0	0	0	0	1500	0	0	[(3026,5),(3027,0)]	6600	jnxl10	5星可激活被动技能：#H#C(#00FF00)攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#n	狮子守护	#C(#ffffff)1.为主角提高#C(#ffd700)11000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
5	6	狮子座星灵	20	535	347	1	531	(26934,1)	43500	0	0	14500	0	14500	0	1550	0	0	0	0	1800	0	0	[(3026,6),(3027,0)]	6600	jnxl10		狮子守护	#C(#ffffff)1.为主角提高#C(#ffd700)13000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
